target_gene	umap1	umap2
PRMT5	4.1466637	13.767574
NDUFA6	10.454792	15.172308
TGS1	10.340267	14.44502
TP53RK	4.9099965	13.299865
RPUSD4	11.2564335	11.374525
SPATA5L1	4.288164	14.293659
AKIRIN2	4.2155643	12.035148
MRPL22	11.291357	11.356922
EIF2S1	1.5533601	11.423292
EEF2	4.1161795	12.60376
MNAT1	5.4939384	9.909561
LARS	2.6463017	13.109887
CUL1	5.671195	12.998665
VPS13D	7.872219	16.601973
E2F6	7.4876056	14.296629
EXOSC4	4.8142786	8.740073
GMPPB	8.119267	15.004105
RRP1	0.38357192	14.260093
MRPS31	1.7409127	14.031803
POLR3E	4.621998	13.194059
KRI1	3.0730593	7.4935117
RNF20	11.009824	13.863465
ZNF335	5.8340235	15.00761
NOC3L	0.27024972	14.231927
GPN3	5.50114	9.011386
NDC1	3.8396297	13.79605
TPX2	12.525293	13.92877
NSF	7.160483	15.282486
NUP62	-1.03215	14.134526
RPL13A	7.736994	15.79736
SNAPC5	5.301041	13.010487
BANP	4.2241693	12.551406
AAMP	0.3085346	14.290121
GPKOW	4.234187	12.472445
CHMP3	8.472122	13.02838
USP5	5.9126616	13.361426
POLR2F	5.435336	9.58668
ORC3	6.483957	14.639095
TXNL4B	7.097083	13.663489
PPP1CA	9.883049	16.555824
HIST2H2BF	9.599443	14.974848
KANSL1	3.2119129	12.453884
NUDT21	7.3860936	13.525858
MCM6	12.8423605	13.668461
MRPL27	11.9060955	11.441112
OTX1	6.995895	14.6447525
USP36	5.5816255	12.107629
NARS	2.096567	11.3171015
PTBP1	12.627303	13.895739
UBTF	7.0533543	14.004544
TAF8	5.012175	8.921826
MRPL3	11.228675	11.347465
THOC1	10.1789	14.223631
RPL8	-1.3516593	14.104624
ATRIP	7.867838	14.410602
PAFAH1B1	6.9273906	13.354281
FASTKD5	1.6534786	13.832543
ATL2	10.312944	15.59379
NCAPG2	4.6297326	13.5832
RBM8A	3.631963	14.080316
FAM32A	2.3702047	12.518639
RNGTT	5.6720333	11.813984
PPARGC1B	5.2447023	13.522822
NUP107	4.6410656	12.140437
MLST8	5.7713027	15.24083
C19orf25	9.277029	15.692164
POLR3D	3.1767886	11.593014
WDR55	8.51624	11.634172
CMTR1	5.2854614	8.834072
SYF2	2.348989	13.187493
SRRT	5.4225507	8.917594
SNRPF	2.9568412	12.64618
CCNB1	6.9644666	15.665543
PWP1	8.304648	11.620718
CEP192	10.779291	14.311709
MED31	5.6079745	9.900403
ELP6	3.4905822	14.022391
TOR2A	4.86286	13.32346
WDR74	5.451299	15.457422
OSTC	7.65068	16.626476
TRAPPC8	5.510695	13.635357
GPS1	3.3598247	12.138933
AURKB	13.548378	13.3918085
RPL26	-1.4825507	14.048546
ACD	7.3749366	16.478346
DKC1	2.3622348	7.409756
SF3B1	4.9040604	13.311581
CSTF1	8.668806	13.8381815
CDC6	11.735502	14.159327
PPAN	-0.44186497	14.25589
CTBP2	4.952117	14.252126
TSR1	3.470234	8.116488
CSNK2B	3.8071713	12.262119
MRPL4	11.194524	11.379226
DPAGT1	9.674051	16.267294
DDB1	7.7371097	15.71331
MCM3AP	7.626013	13.297596
DDX24	-0.72539186	14.243011
SIGLEC14	10.227398	15.403263
COPZ1	4.0490193	12.385075
TAF1C	6.7789826	13.117238
SLBP	13.325701	13.179084
TRMT5	3.614287	13.795791
RPAIN	11.396795	15.604877
ABHD17A	7.0379977	13.419014
VMP1	9.243908	16.473484
WDR46	3.0901244	7.569743
ATR	7.9670343	14.497848
POLR2C	5.4542456	8.810967
LPA	5.480011	13.635066
GGPS1	10.873038	15.469142
CHCHD1	6.590775	16.145048
VPS18	6.9988146	15.572915
HIST1H2BJ	6.595725	15.17931
MRPS27	1.5988295	13.920829
PDCD5	8.705108	16.167044
RBM39	3.4205062	14.033289
IPO11	8.540165	16.555212
NUS1	9.197221	14.807547
CCDC174	4.563762	14.145398
MED30	5.800796	7.8745775
ARPC2	4.0634766	12.5803585
GOLT1B	6.301932	13.845869
HSPA8	3.012234	11.555488
MYBBP1A	-0.31020835	14.237641
TRMT6	9.969256	15.813526
POLR1C	3.4080558	8.272061
SURF6	8.344052	11.399482
RBM17	3.2752097	14.088737
NUBP1	8.506675	14.434767
CCDC130	6.9277873	15.627021
RPL27A	-1.6254865	13.973459
NEDD8	6.572108	13.986536
SRSF6	6.778354	15.522171
HEATR1	1.237473	7.784678
HYOU1	6.927687	16.266043
KAT5	10.540491	14.4983635
HIST2H2AA3	10.75438	15.781023
PRPF4B	2.4573994	12.946764
AQP7	7.9437785	16.12244
POLR3H	9.814201	15.020788
POLR1E	3.4002779	8.264027
ATP6V0D1	5.628076	13.860694
ZMAT5	6.7383947	12.622981
UTP20	2.0938241	7.1950517
TOP3A	7.0479903	14.8782625
TUBB	11.753497	14.439377
SUPV3L1	1.0936488	11.73438
MRPS24	1.6255963	13.87574
RAC3	8.743933	15.287967
MAD2L2	9.55346	15.170004
MEX3A	9.507043	16.350061
LUC7L3	5.460396	13.870363
TMA16	8.593408	11.641283
TUBGCP3	12.726435	13.858764
DDX18	0.86073583	7.289031
DCLRE1B	8.65513	15.721661
SLC39A7	7.1018167	15.990559
EIF3CL	-0.27702105	14.211286
VEZT	6.666368	15.349026
GOLGA6L1	9.124234	15.777045
ADSL	10.851426	14.294876
NAA20	5.7657337	13.325108
EIF2B3	2.0903356	11.3021555
COPS2	3.3528266	12.195155
RBM4	5.4700837	12.948739
PSMB6	4.034125	10.469543
GTF2H2C	6.9640355	13.215735
KAT8	7.0254436	16.706146
SRSF10	7.19835	15.300028
STIL	6.6570644	13.100902
KANSL2	3.2608948	12.457183
MSRB1	8.457532	15.805153
EXOC3	6.374319	14.468797
NPLOC4	2.3356562	11.184371
INTS2	2.7841763	10.825774
GTF3A	5.533122	13.277792
PGAM1	6.821758	12.842351
GTF3C1	4.6284385	13.395567
C14orf178	2.7861297	12.679999
SLC9B1	9.191279	15.524619
RPAP2	5.5380697	9.276503
NDOR1	5.2567825	13.35792
RPS25	5.6646132	12.002617
POLR2L	5.6676807	10.141801
COPS8	3.2572691	11.699232
BRCA2	5.004061	13.570442
SRFBP1	3.0021596	7.445919
C6orf15	6.887739	15.292138
BCS1L	7.8254185	16.801891
PUF60	2.1207418	12.11197
ACTR3	7.7405105	14.552815
DDX27	-0.25678402	14.302559
PNKP	7.453404	16.335163
COQ5	9.770114	16.212418
ARHGAP11B	9.283692	15.423954
RGP1	3.9421012	13.657211
PXN	3.6170156	12.651554
RPS23	0.8290234	7.2909594
NOMO3	7.859542	14.334358
KIN	3.9563313	13.618181
TM7SF2	6.6459312	16.236996
PNN	4.6280255	13.255667
SMUG1	5.5113487	15.333595
RFC2	13.589094	13.277623
YARS	6.982054	15.607409
PPIA	8.012597	15.118449
TTI1	5.372858	10.175664
NRF1	6.1679225	14.823047
SNUPN	5.319972	13.199419
SCFD1	6.9967546	13.000023
RPLP1	0.12377419	14.306901
MDN1	8.304267	11.490244
LURAP1	7.9926314	15.020121
RPL6	-1.6531092	13.969093
IMP3	12.6453285	13.940642
CHERP	8.106496	16.69861
RNASEH2C	3.7242718	12.21116
ALG1	7.1397266	16.202354
BUB1B	9.516064	15.795638
SMG1	11.445741	15.44588
SRRM1	9.068471	16.127193
TMEM127	7.0502706	14.181382
POLR3F	3.6768181	12.495679
CD3EAP	3.3866727	8.242716
NUP93	10.333984	15.404688
MED11	5.493391	8.752422
SPDL1	10.286867	14.751032
ISCA2	5.057024	14.898874
ANAPC13	4.5776577	13.186294
TWF1	7.038882	13.989146
MRPL50	11.552181	11.372854
NUBP2	8.63721	15.787142
RPP14	2.7814472	7.32795
ADAT3	5.473538	11.961027
SS18L2	7.640963	13.315296
SEC61B	5.849855	14.988266
SMARCB1	10.034828	14.475951
ACTR10	11.243966	15.127657
DCTN1	4.7529936	13.338904
YBX1	10.538248	14.232025
DNM1	7.489691	16.225706
RPL9	-1.361611	14.098189
IPO9	4.8521104	13.603067
DBF4	11.518225	15.354628
INTS6	3.8152618	13.377176
METAP1	7.4635477	16.193771
RPL36A	8.494625	11.509987
PPRC1	5.2757826	9.068711
PRPF8	3.274823	14.115673
STX18	6.021606	13.21944
FNBP4	3.4080112	14.0577545
EXOSC6	4.6468377	8.672957
TBP	5.2036643	10.001939
UBE2L3	8.037941	15.162611
HSPE1	1.2773339	11.80133
CDCA8	12.265726	14.1830845
ECD	3.964708	12.73912
NOP9	8.147876	14.28323
ERVW-1	8.793108	15.108571
TFDP1	13.584356	13.147819
WBP1L	5.5217557	14.5125885
RPL10	-1.1668171	14.221517
PTMA	8.41725	16.115623
SNF8	6.453671	15.308881
DPM2	5.843928	15.326091
HJURP	9.533494	15.964089
TFRC	8.42865	14.637473
AP2S1	10.655619	14.9209
GNL2	-0.53564084	14.297826
RPN2	5.278616	13.698368
CHMP5	9.891175	15.384376
ABCF1	4.3524637	14.431921
RBBP4	8.884694	14.896842
NCAPD2	6.901244	14.175576
TEN1	10.230582	15.010384
TSEN2	1.8290176	12.659523
PIAS4	5.8795877	12.736672
PEF1	5.248163	13.322136
ANKLE2	5.532199	14.6276455
CPOX	8.116156	15.255887
NDUFB10	10.316749	14.917668
WNK1	4.459156	12.680978
AQR	1.3190742	11.833781
UBA1	12.653574	13.760779
RFC1	13.262513	13.212467
RPS9	1.2918913	7.2434034
MRPS11	1.6354799	13.796996
TNNT2	10.190123	15.872885
BYSL	2.9288292	7.402914
ZCRB1	10.493352	14.391957
TMSB10	10.173555	14.754078
GNL3L	8.216358	11.424965
ESF1	3.388479	8.044012
CNOT2	11.780182	14.166935
VPS51	4.5276694	13.6945715
ANAPC5	10.728604	15.260725
TNPO3	5.359201	15.535135
NUP160	6.001812	15.160277
GTF2B	5.737576	10.043934
ABT1	3.220595	7.656631
CCT7	9.996413	12.637903
RPS4X	0.76109433	7.3492246
DPY19L2	3.7585564	12.50567
EIF2B1	3.793635	12.127807
RPL38	-1.5294437	14.025329
CDC23	12.449435	14.184682
MMGT1	9.658267	14.992892
DTL	13.0248375	13.35928
PLK4	4.3196516	12.258548
DBR1	4.6597576	13.126365
RPL23	-1.5376805	14.007179
TFAM	1.125329	11.797821
SSBP1	1.0336686	11.661731
MRPS35	1.6755477	13.839424
ALG14	9.520795	16.527304
RPAP1	5.612687	9.605979
PPME1	10.097678	15.156809
CINP	4.3394837	14.35479
NCL	5.465339	14.566602
RPL15	0.8138528	7.5071793
WDR77	7.060311	16.532053
CTU2	10.819378	16.137638
DDX1	7.301624	13.266397
LSM3	3.3568978	14.63075
ZNF559	9.797697	13.802491
TIMM22	11.520121	14.758508
GLMN	6.9995165	13.148725
MFN2	8.769048	16.4476
RPL39	-0.5477282	14.308984
DPPA2	5.0383844	14.608831
NDUFAB1	10.356294	14.048896
ERAL1	1.7516202	14.05726
HAUS1	11.461512	14.856834
HDAC3	11.366276	15.595253
U2AF2	7.4887376	16.57218
PPP1R15B	5.433947	14.363517
NSA2	8.293325	11.508784
PGK1	7.5608826	14.042351
RMI1	9.012855	16.41381
CCP110	10.484825	15.543089
SRRM2	3.7023566	13.7688875
CTR9	2.744734	10.982877
PRKRA	8.420575	15.153029
LCE1C	7.2161026	15.624348
C12orf60	2.750146	13.575982
PSMD9	7.1572795	14.559195
DLD	9.818563	15.4110775
RPL28	8.341107	11.604695
POLR2A	5.54892	9.845295
DAP3	1.636011	13.844106
NDUFA2	2.087314	12.6826725
SETDB1	9.763167	15.42712
CBX1	9.2066145	14.990251
RPL37A	-1.1800843	14.192457
RBM28	8.282527	11.365889
ELP3	7.034195	16.590258
INTS3	3.0910692	11.551114
EIF6	-0.29651076	14.290232
SMC3	5.32206	9.964159
MT2A	8.594964	15.510907
GTF3C4	9.375309	15.822907
BRD4	6.785846	13.342854
SNRPA1	2.9022226	12.671198
SF3A3	2.9545317	12.827551
INO80B	3.444911	11.571952
TMEM199	7.759151	16.380993
SRP19	10.091289	14.848666
CDC45	7.304707	14.5513525
BRIP1	6.987642	15.413491
GSDMA	10.420357	15.981995
FAM207A	7.9893184	14.483389
ATP6V1B2	10.834638	14.732728
TADA2A	10.721399	14.154323
PSMA4	4.3073254	10.683332
PSMB1	3.9863214	10.439259
NBPF15	9.681192	16.320707
RPN1	4.134546	12.279096
CCDC115	9.151376	16.329302
RPE	6.476991	14.523065
GINS4	13.120994	13.455359
VARS	2.077482	11.300356
FTSJ3	3.9440117	10.426427
WDR82	5.499365	9.184019
USPL1	10.58698	15.80768
POLR3C	3.768397	12.667909
SUPT16H	3.7765124	11.313263
SEC63	4.8793483	12.952797
MARS	3.7611327	12.16677
UBA3	9.3906765	14.263034
SF3B4	5.668753	13.848667
IMPDH2	12.031854	13.887346
MED28	5.5781302	8.490724
GEMIN4	5.71626	13.931626
EIF2S3	1.3813782	11.490798
DHX37	3.1853063	7.6232886
STRAP	10.0075035	16.477068
MTG2	6.8346257	15.849896
TIMM10	11.444451	15.018652
MVD	13.228875	13.042234
RPLP0	-1.0107242	14.235432
CDC73	2.8119853	10.960779
UBQLN4	5.761811	11.558828
XRCC1	5.001629	14.604882
TANGO6	5.563738	9.550032
SAP18	3.4009821	7.821311
H3F3A	10.47693	15.842681
SMC1A	5.337401	10.080618
RPP38	3.4612746	7.8965793
DHX15	8.091062	13.115244
GNL3	8.334618	11.361659
PIK3C3	5.50765	13.339491
WDR26	5.687031	14.166082
RNF103	6.706	13.743523
FGFR1OP	4.3827214	14.029152
NDC80	6.6710033	12.691714
ORC4	9.821311	15.429935
THOC3	9.6701	14.192803
TUBA1C	6.7552013	14.60822
TTC27	5.7137785	15.133032
QRSL1	10.718657	15.726115
LYRM4	10.413254	16.122023
ZNHIT3	9.920734	14.989137
WDR18	10.601061	16.108295
RBM25	3.0605903	12.643594
PFDN5	8.534111	15.833467
WARS	10.507745	15.036654
SRCAP	9.628696	14.171751
GABPA	3.7434466	12.25742
RPS12	1.3837844	7.1844883
SNRNP35	8.020757	13.399879
NUP153	10.716569	15.744828
CDC123	6.0513325	15.165926
MMS19	7.0293794	16.332548
WDR3	2.5811613	7.2582936
WDR43	1.4574963	7.659479
RPL35A	-1.2043962	14.189778
CYFIP1	3.776958	12.442178
RPS18	0.73570347	7.3934407
BRK1	8.410686	16.215044
UFM1	5.3553166	15.485096
EXOC4	9.699629	15.448092
GATA1	5.7729564	7.8962793
KIF20A	12.547513	14.073034
EIF2B4	2.0186458	11.366122
PTK2	8.259261	15.72013
OR2T5	7.0292697	15.561392
UTP23	3.138289	7.542571
C1D	8.991252	14.020678
ARMC7	10.113368	14.358666
EMC4	8.194739	14.994441
RPS10-NUDT3	1.4105002	7.206379
UBA5	7.5539412	15.295967
EXOSC3	4.7019634	8.675875
CRLS1	6.9394317	16.40978
USP19	7.3244615	15.763622
SNAPC4	7.7613463	15.877106
NR2C2AP	5.670537	15.110377
CENPK	4.126945	12.896942
RHOQ	7.893648	15.865066
ACTR6	7.603551	16.732666
ATP6V0C	8.958681	14.475006
GTF2F1	5.2332954	13.348928
NUTF2	8.719525	11.674553
LSM10	8.880797	14.438323
MICOS10	10.386939	16.180046
MIS18A	6.758495	14.515783
PSME1	9.094439	16.030231
PDPK1	5.6227245	13.510066
KXD1	4.3811755	13.540663
MOK	7.1431994	16.30709
PHF12	10.48352	14.330051
GTF2H2	5.2329764	13.366727
MRPS34	2.993887	11.805554
NEPRO	1.8493305	7.1255007
IMP4	1.7330384	7.150125
MRPS21	1.7342784	14.052318
RPS27A	1.3056725	7.18583
NPB	4.645282	13.226328
GTF2A1	5.319846	9.619755
NHP2	3.390022	8.3000145
BCLAF1	3.732156	13.606804
ZNF207	3.7982547	13.781796
MCM3	11.600743	14.719149
PIK3R4	5.9086647	14.585338
H2AFX	10.002731	15.068569
NCAPD3	5.2535124	13.22724
RPA2	11.620728	14.269488
GRB2	8.873906	13.849012
SKA1	10.072735	14.868511
SNRPE	2.9291937	12.626914
ISY1	10.630729	15.756711
NDUFS5	8.747005	14.479755
PRORP	1.8667151	12.67316
HIST2H3A	12.505471	14.091829
TEFM	1.059435	11.700728
MRPL36	11.697954	11.46944
SENP6	10.509788	16.11761
CSTF3	5.423997	10.036773
GIT2	12.4215355	13.979621
RNF113A	4.2266316	12.688031
TSFM	5.436378	13.623575
SLC25A3	9.001034	15.26778
VPS33A	5.2293587	13.248957
TLCD1	7.43061	16.17089
ZNF676	7.841514	15.954327
TAF12	4.9721055	8.868673
RINT1	5.93224	13.542116
MED14	5.513284	8.774877
TBCC	6.753741	14.697621
RPSA	1.5547018	7.2090664
XRCC3	7.3962173	13.121008
GEMIN6	10.820768	15.992159
CEBPZ	-0.33833623	14.29123
GLE1	8.721628	14.310409
STX5	8.046275	15.07825
ZNRD1	3.306919	8.249633
TMED2	8.377869	15.410106
KPNA6	4.9426236	12.434022
RPL36AL	11.430673	15.483467
WDR75	1.2908505	7.7382016
TAF2	5.005963	8.895769
COPB1	2.4377658	13.193488
KDM2A	5.5278625	13.509312
DENR	9.068447	15.382653
IFITM2	8.60026	16.443047
RPS3A	1.413004	7.2057967
WDR5	10.234949	13.643393
YEATS2	10.0252285	13.7557955
ZNF718	5.971044	14.702507
PSMA2	9.469355	13.841842
REV3L	10.27459	14.499804
RAN	7.4938555	16.57055
PNPT1	1.0497946	11.693773
TRNP1	8.291827	15.374392
RPS19BP1	2.477337	7.25017
EFTUD2	3.385418	14.630222
KIF18A	5.804247	15.409518
PPA1	9.980889	14.689937
ATP6V1D	8.423126	14.4327545
GPR61	7.942685	15.253181
VPS41	5.993419	14.153383
PSMD2	3.6531973	10.320503
MRPL20	11.117921	11.440097
EEF1B2	6.4587955	13.442831
CYP2A13	6.562296	14.640894
BRCA1	10.791927	14.361643
RACGAP1	13.843801	13.059538
GRWD1	7.6083927	16.043833
ZC3H18	11.313061	14.294308
KIF23	13.16081	13.607224
NELFB	5.3792844	10.063685
HNRNPM	10.7697735	14.724308
TFB2M	9.411719	15.317818
RPS16	1.3847865	7.153774
FNTB	10.322298	15.644227
MCM5	12.216575	14.267061
ABCB10	12.7556	13.48734
RPL11	-0.93912625	14.257641
TRAPPC5	6.374848	13.598651
PSMD3	8.338169	13.264276
EIF3L	3.7875297	12.340668
MST1	10.3133	14.929575
TAF1	4.996468	8.919213
MED26	7.2352786	13.084674
ATP6V0B	8.248478	14.564582
ZNF492	5.593578	13.179409
COPS5	4.577732	13.388048
KCNA10	9.311802	15.689831
FAM50A	1.3151622	11.764549
METTL14	8.129461	13.741238
ABCG1	5.372906	13.296879
RRM1	12.04569	13.87192
SMC4	13.459904	13.451967
THOC7	10.879902	15.625725
PPIL4	2.44364	12.339634
RGPD6	7.7756095	14.803922
BAP1	6.8141093	16.392096
TTF2	13.360808	13.497887
OR1D2	5.4965715	13.253706
EIF3F	8.635974	11.777989
MRPL49	11.429248	11.476697
EIF3J	8.705335	16.24405
GEMIN5	5.75505	13.939539
C1orf109	6.1330833	14.185984
AIFM1	10.925341	15.663334
MIOS	8.905345	16.2082
PSMD4	4.1153903	10.44655
TINF2	12.87373	13.713712
CD2BP2	7.4263415	15.126183
ILF3	4.129127	14.287773
ATP6V1C1	8.673504	15.771711
SCAF1	5.998098	13.146985
PSMC1	3.832895	10.338844
DDX3X	10.403159	14.350386
RNMT	5.6337867	10.208688
LAMTOR2	7.262388	12.854832
TADA3	5.5128207	11.707527
CEP68	7.2592688	14.88244
LCE1E	6.686602	15.087623
ZNF658	7.960483	16.556705
COG4	8.364281	16.411499
FAF2	7.2544413	16.208078
ARL2	4.7157063	12.068837
PPP4R2	10.023871	14.895889
ARPC4	4.5570927	12.431494
CYS1	4.5054812	13.630915
CXXC1	10.844674	13.812434
RPL35	-1.1756514	14.276346
AHCTF1	7.43452	14.871791
HOXC10	9.554266	15.12672
CPSF1	5.4364867	10.070753
CLK2	7.094175	14.994723
FARS2	11.188903	15.25349
UQCRH	10.844535	15.995665
DDOST	5.5900292	12.6494665
CCNH	5.6390495	9.830136
WDR83OS	8.415759	14.140259
PSMG4	3.2364278	7.5338445
FOXD4	4.4923615	12.46228
CBLL1	8.100709	13.837808
MRGBP	6.775768	13.550677
PIGH	9.913708	16.473053
CCT2	9.964447	12.65758
TPT1	8.212984	15.101482
DDX42	5.620787	12.110068
MRPL32	11.737615	11.379415
PNO1	1.5128839	7.26198
GON4L	7.6573434	15.450145
MTBP	12.724826	13.849139
PNISR	9.010829	14.969385
ALG11	7.0124965	14.63397
COQ4	7.135076	14.26452
MRPL19	11.818288	11.374856
TSSK3	5.548702	14.955202
HAPLN2	9.487443	16.303051
WDR7	8.038945	14.585147
POU5F1B	8.427459	14.73337
DHX9	4.034126	12.985745
UBE2Z	7.1659045	13.921291
RNF40	11.39926	14.083418
RBMX	12.197284	13.961123
HCFC1	4.152481	10.600746
POLA2	13.507263	13.106552
NMT1	6.0186048	14.475811
EMC1	6.5385056	14.921329
MRPS16	1.6529862	13.959132
POLD1	13.6410475	13.048894
ZFC3H1	8.439653	14.249978
SSX4	8.093965	14.246189
PSMD13	3.9754653	10.414404
ZNF236	3.3310235	7.7568107
ZW10	7.4025245	14.951388
UXS1	5.7021494	13.261534
PPP1CB	7.716778	15.942885
GINS1	13.340048	13.168786
NDUFB6	9.938869	15.329038
RAE1	4.4522552	11.138811
COG6	5.8528776	15.049372
HSD17B12	5.7681646	12.836893
GTF3C2	7.7770233	15.731049
ROMO1	1.719668	12.221699
HSPA14	3.4044867	14.195461
SP2	4.834269	13.158323
TAF1D	6.899591	13.6006365
CYCS	10.343539	14.900467
HLA-C	8.837714	15.652732
ATP6V1F	10.0200405	15.233523
NOC2L	0.040122934	14.238034
FDXR	5.4115715	13.088025
PPIH	2.01656	13.793805
VBP1	8.964251	14.823945
SNRPB	4.5059495	12.890528
NDUFAF3	7.686041	16.279598
EIF3B	0.7484047	7.682572
CCAR1	9.993994	16.139748
BORA	11.28644	14.247159
HAUS8	10.241639	15.9398
STRIP1	10.244748	14.880114
UBE2I	10.940172	15.841422
CCT5	10.026255	12.638492
GAPDH	6.4702682	13.284064
MRPS18B	1.644526	13.881186
UTP18	3.1676812	7.569504
EXOSC10	3.4523642	7.8501735
UPF2	6.7732315	16.410843
TOP2A	12.843977	13.81276
MCRS1	6.918854	16.57324
SPC24	5.174699	11.993498
NOP10	3.390036	8.19136
CPSF4	5.4323015	8.742814
COX10	6.1989417	13.591708
PKM	8.168404	14.445379
MCMBP	5.0320363	13.591854
RPL18A	0.12173972	14.315251
OGFOD1	7.532588	13.8239565
RPL18	-1.4592215	14.044032
CENPH	9.137061	15.53495
POLR2H	5.475415	8.659534
HMGCS1	9.021735	14.547418
SPCS3	6.2425346	14.294806
CTCF	9.375482	15.724824
CFDP1	9.741697	15.549926
MED8	5.4603524	9.495191
COQ2	10.393437	15.113219
PRKRIP1	7.902339	16.49814
SKP2	11.74362	14.1707115
RPL27	-1.6944239	13.943295
HIST2H2BE	8.687085	16.57725
SRSF7	11.109674	11.460805
WDR70	3.0805528	12.473199
NDUFA4	6.101586	14.291268
ATP2A2	7.448126	16.29335
TVP23C	9.20789	16.115503
BARD1	8.03932	15.7708
TXNL4A	6.508632	16.148405
HIST2H2AC	9.496141	16.519379
POLE2	12.727142	13.82213
LONP1	1.6202601	13.939049
GOSR2	6.2358227	14.759631
PALB2	4.7444677	13.369391
CDC37	6.222709	15.0812025
CDC5L	2.2653782	13.050077
PFDN6	7.3534536	13.450178
TMEM258	5.428551	13.349185
PARS2	9.269842	13.534065
ADRM1	8.916847	14.420728
DNAJC11	4.6784034	12.838401
RPUSD3	11.4586735	11.483671
PCBP1	9.354199	13.451456
NRBP1	5.37956	9.232962
PRELID1	3.6877766	12.332185
NOC4L	2.056551	7.197667
MRTO4	8.6300125	11.66185
FARSB	2.4068184	11.478079
NSMCE1	4.082531	13.427893
GTF2F2	5.6884646	9.885397
DOHH	2.803917	11.766872
CEP152	8.279859	14.058656
SNRNP48	8.151766	13.246547
PABPN1	4.663031	12.579962
TULP1	10.868457	15.922846
CCDC137	7.171519	16.378054
PRPF18	2.4761698	12.478563
ELL	8.838417	14.511721
TAF6	4.931701	8.95947
BRF2	7.1111155	15.922067
GTF3C3	3.9655142	12.654634
TAF1B	3.774589	12.519056
RRP12	2.4605849	7.2423325
IK	3.7593136	13.646713
TCP1	10.079942	12.576243
NOP56	6.8996716	15.736971
ISG20L2	-0.5797707	14.231999
TSPYL5	5.4795246	12.411719
TTI2	8.62631	14.703351
INCENP	13.834721	13.083088
REXO2	1.295531	11.879361
POP1	3.0647402	7.4888115
BET1	4.976941	12.729839
ATF4	9.181662	16.424364
SNRNP70	3.0815525	12.439879
NVL	8.255613	11.30007
HDAC7	13.422419	13.18772
NCAPH2	5.7432737	14.732595
NELFE	5.705916	10.669343
ATP6AP1	9.313967	14.551475
RPL14	-1.5991302	13.984127
ISCU	6.028019	13.076166
MRPL17	11.391567	11.35022
HIST1H2BC	4.7828164	12.597633
TPR	6.1785717	11.982213
MRPS25	1.6000929	13.862624
MRPL41	11.6158495	11.365417
LTBP3	8.221575	15.704203
ARMC6	5.294353	13.120127
DCTN5	4.7593083	13.326833
RAD51C	13.361535	13.387317
TIPIN	12.548801	14.022286
SRP14	9.293401	15.396088
LAS1L	8.526106	11.526776
COASY	6.583011	15.254614
PAM16	1.5187427	12.01677
TIGD1	7.813542	16.467564
DDX52	3.027843	7.4638104
NFYC	13.71412	13.050514
HSPD1	2.1147547	12.534641
TRIAP1	3.2744496	13.772974
EMC7	5.4144907	13.061636
POLR3K	4.672332	12.140821
EP400	11.597758	13.859149
GLRX5	3.3842425	13.262078
MRPS12	1.6016479	13.8593
RBM10	9.959391	15.931002
SIN3A	8.79048	14.16255
SMC6	9.962593	14.673903
SCNM1	5.376676	14.301949
SEC61A1	3.79746	12.037449
SCD	12.659516	13.884083
MIS18BP1	6.6843553	15.156603
VPS37C	9.97983	15.405841
DHPS	3.7552292	13.739418
TTK	4.8728423	11.872214
NCAPH	10.208394	15.85605
USP10	7.2917643	14.330012
GTPBP4	0.25449055	14.301374
DTYMK	13.380825	13.106151
UBA2	10.614932	15.91053
FAM229A	7.980078	16.611263
XPO5	7.8048778	14.021146
KATNB1	4.2661977	13.908533
DPH6	9.730448	16.474367
CAPZB	12.662251	13.942138
TRIM49C	7.063653	14.351465
ADAT2	7.2832007	16.442917
PDCD2	3.345219	7.7208533
BNIP1	6.240786	13.076649
YARS2	11.329863	14.55234
GUK1	7.934832	14.864879
BRD8	12.555578	14.173874
NPM3	4.888217	14.191889
ATP6AP2	10.694866	15.404601
NDUFB7	10.704795	15.710742
POLG2	10.884509	14.377864
SUPT4H1	5.5078707	10.052425
SPC25	4.9580975	11.904494
MBTPS2	5.2473116	13.455703
UBA52	0.32987592	14.287952
ELAC2	11.068269	11.454731
HAMP	6.0558004	14.900803
NAA25	6.581842	12.52108
SBDS	5.5715637	13.576599
RTF1	2.8287215	12.443344
PCNA	11.881373	13.912515
WDR1	9.197352	15.668457
PFDN2	5.7798576	10.067494
RAC1	7.5483346	16.011093
NAE1	9.240175	14.292857
XRCC6	8.471673	11.474799
TREML2	8.287858	15.998617
PSMA7	4.3187695	10.752262
ECT2	13.856269	13.065548
ARF4	6.4741273	15.123734
NUDCD3	6.3696895	14.099411
RPL41	4.2254896	12.50563
WDTC1	4.361541	12.078176
HIST2H3D	9.190343	15.491235
ANAPC1	11.449276	14.965651
ELOVL1	5.370871	13.114025
HINFP	7.4719415	12.886702
ARFRP1	7.6641707	15.325819
ZC3H8	8.569834	14.318854
GAK	5.7008553	14.672993
CHTOP	6.0867405	15.286957
MRPL44	11.339037	11.428844
MASTL	12.588859	14.082913
EIF1	3.705712	12.846112
RANBP2	9.286347	15.406784
HUWE1	6.4056773	14.257612
SEM1	12.577882	14.110088
PAK1IP1	8.272628	11.340037
