output_id	context	model	role	n_targets	n_genes	target_axis	gene_axis	observed_file	observed_sha256	predicted_file	predicted_sha256	reference_seed	dtype	matrix_type	normalization	control_definition	archive
m4|HCC38|null_model	HCC38	null_model	diagnostic_reference	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	data/predictions/hcc_scorer_ready/null_model/HCC38/predicted_shift.tsv.gz	2b3194d7906ccb8f9a6ca106a6b9e6af56deeabc561c04a42c40c6817f11a0eb	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
m4|HCC38|scgen_hcc_formal_v1	HCC38	scgen_hcc_formal_v1	formal	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	data/predictions/hcc_scorer_ready/scgen_hcc_formal_v1/HCC38/predicted_shift.tsv.gz	d88aaff5d16fc447c16b1ff79737c36b01c5886dc92de28bae626cfee7457941	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
m4|HCC38|scgpt_hcc_formal_v1	HCC38	scgpt_hcc_formal_v1	formal	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	data/predictions/hcc_scorer_ready/scgpt_hcc_formal_v1/HCC38/predicted_shift.tsv.gz	6700c257ae263b4ad4160093cef946a77b250090642e962fdf0f7c0cd41d4d43	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
m4|HCC38|shared_mean_baseline	HCC38	shared_mean_baseline	diagnostic_reference	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	data/predictions/hcc_scorer_ready/shared_mean_baseline/HCC38/predicted_shift.tsv.gz	041d4e995635f10a9abb138fd01a952b343a4b7f67e03c10adfcf51476a995a1	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
m5|Replogle K562 essential day 6|geneformer_embedding_kernel_loo	Replogle K562 essential day 6	geneformer_embedding_kernel_loo	formal	1882	1024	manifests/axes/target_916d2711e67b4f42.tsv	manifests/axes/gene_adb55ef3e8bfe2da.tsv	data/predictions/revision_m5_replogle/observed_shift_contract.npz	e0182d7655af315d44dd3b8672e2914897119ea699091a449911ffc628b30ebd	data/predictions/revision_m5_replogle/geneformer_embedding_kernel_loo_predicted_shift.npz	dd78117ad06f76650e49e40205a8644b19774285c244022b6166eebd19d8ae80	not_applicable	float32	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
m5|Replogle K562 essential day 6|geneformer_embedding_ridge_loo	Replogle K562 essential day 6	geneformer_embedding_ridge_loo	formal	1882	1024	manifests/axes/target_916d2711e67b4f42.tsv	manifests/axes/gene_adb55ef3e8bfe2da.tsv	data/predictions/revision_m5_replogle/observed_shift_contract.npz	e0182d7655af315d44dd3b8672e2914897119ea699091a449911ffc628b30ebd	data/predictions/revision_m5_replogle/geneformer_embedding_ridge_loo_predicted_shift.npz	9e82693d297b4add10b7f762e029ff79b4591a855e5e561e7f3c0498d6b5b1d1	not_applicable	float32	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
m5|Replogle K562 essential day 6|chargram_lowrank_ridge_loo	Replogle K562 essential day 6	chargram_lowrank_ridge_loo	formal	1882	1024	manifests/axes/target_916d2711e67b4f42.tsv	manifests/axes/gene_adb55ef3e8bfe2da.tsv	data/predictions/revision_m5_replogle/observed_shift_contract.npz	e0182d7655af315d44dd3b8672e2914897119ea699091a449911ffc628b30ebd	data/predictions/revision_m5_replogle/chargram_lowrank_ridge_loo_predicted_shift.npz	1a2eeae5876ff31fe29c29b2a25559508998c62d65f4783608cdbbc3e697e992	not_applicable	float32	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
m5|Replogle K562 essential day 6|observed_shift_oracle	Replogle K562 essential day 6	observed_shift_oracle	diagnostic_reference	1882	1024	manifests/axes/target_916d2711e67b4f42.tsv	manifests/axes/gene_adb55ef3e8bfe2da.tsv	data/predictions/revision_m5_replogle/observed_shift_contract.npz	e0182d7655af315d44dd3b8672e2914897119ea699091a449911ffc628b30ebd	generated:observed_shift_oracle	generated_at_scoring		float32	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
m5|Replogle K562 essential day 6|negated_oracle	Replogle K562 essential day 6	negated_oracle	diagnostic_reference	1882	1024	manifests/axes/target_916d2711e67b4f42.tsv	manifests/axes/gene_adb55ef3e8bfe2da.tsv	data/predictions/revision_m5_replogle/observed_shift_contract.npz	e0182d7655af315d44dd3b8672e2914897119ea699091a449911ffc628b30ebd	generated:negated_oracle	generated_at_scoring		float32	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
m5|Replogle K562 essential day 6|observed_magnitude_random_direction	Replogle K562 essential day 6	observed_magnitude_random_direction	diagnostic_reference	1882	1024	manifests/axes/target_916d2711e67b4f42.tsv	manifests/axes/gene_adb55ef3e8bfe2da.tsv	data/predictions/revision_m5_replogle/observed_shift_contract.npz	e0182d7655af315d44dd3b8672e2914897119ea699091a449911ffc628b30ebd	generated:observed_magnitude_random_direction	generated_at_scoring	20260920	float32	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
m5|Replogle K562 essential day 6|shared_mean_baseline	Replogle K562 essential day 6	shared_mean_baseline	diagnostic_reference	1882	1024	manifests/axes/target_916d2711e67b4f42.tsv	manifests/axes/gene_adb55ef3e8bfe2da.tsv	data/predictions/revision_m5_replogle/observed_shift_contract.npz	e0182d7655af315d44dd3b8672e2914897119ea699091a449911ffc628b30ebd	generated:shared_mean_baseline	generated_at_scoring		float32	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
cellot_training_seeds|HCC38|cellot_hcc_seed124_sensitivity_v1	HCC38	cellot_hcc_seed124_sensitivity_v1	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	matrices/cellot_seed124/HCC38.tsv.gz	d68829a824dba8b4ef3e64a9f941719e43ee2ba271745726001a2fa339753744	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
cellot_training_seeds|HCC1143|cellot_hcc_seed124_sensitivity_v1	HCC1143	cellot_hcc_seed124_sensitivity_v1	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	matrices/cellot_seed124/HCC1143.tsv.gz	0ce9ebf2056ad82c6b1492793e30493cb5eca16ebbfb6ddcac9f212ececbf357	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
cellot_training_seeds|HCC38|cellot_hcc_seed125_sensitivity_v1	HCC38	cellot_hcc_seed125_sensitivity_v1	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	matrices/cellot_seed125/HCC38.tsv.gz	9ccb24192edcbc6b857778a7dbc795e2a07581fd100a3b6c237ab89274609752	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
cellot_training_seeds|HCC1143|cellot_hcc_seed125_sensitivity_v1	HCC1143	cellot_hcc_seed125_sensitivity_v1	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	matrices/cellot_seed125/HCC1143.tsv.gz	be31ca13b19fe0d359bda385601125b7974e2c3daf9eb8b141b39f2a2b041dfb	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
cellot_training_seeds|HCC38|cellot_hcc_seed126_sensitivity_v1	HCC38	cellot_hcc_seed126_sensitivity_v1	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	matrices/cellot_seed126/HCC38.tsv.gz	401539d87635ea1a4d622f947f5a313e4d1626209b84c5be1c2cf1966b89d5a7	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
cellot_training_seeds|HCC1143|cellot_hcc_seed126_sensitivity_v1	HCC1143	cellot_hcc_seed126_sensitivity_v1	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	matrices/cellot_seed126/HCC1143.tsv.gz	755a5934c5667500844afc3a517824fc89153a9b0212bcd0e0c3be9b64b418a0	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
cellot_training_seeds|HCC38|cellot_hcc_seed127_sensitivity_v1	HCC38	cellot_hcc_seed127_sensitivity_v1	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	matrices/cellot_seed127/HCC38.tsv.gz	f8e03bf1a3b531e6573b2591cc5d7deda77e70de4dd3d8ed241f0c327aab973d	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
cellot_training_seeds|HCC1143|cellot_hcc_seed127_sensitivity_v1	HCC1143	cellot_hcc_seed127_sensitivity_v1	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	matrices/cellot_seed127/HCC1143.tsv.gz	082880e5dbd637f6c17082c356ff1a56e1a5a063f17f1351bb9d3d9744850134	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC38|scgen_training_seed123_sensitivity	HCC38	scgen_training_seed123_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	reports/revision/finalization_v2/other_training_seeds/scgen_training_seed123_sensitivity_HCC38_predicted_shift.tsv.gz	c393d039de02d44b3582b7809c0e269fa5530a9f1c7b6aa9c5668f344278f019	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC38|scgen_training_seed124_sensitivity	HCC38	scgen_training_seed124_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	reports/revision/finalization_v2/other_training_seeds/scgen_training_seed124_sensitivity_HCC38_predicted_shift.tsv.gz	e04a36ce462c056bd68101bdd93e5e6e40986a1cba4e8771c5cce0016429be3b	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC38|scgen_training_seed125_sensitivity	HCC38	scgen_training_seed125_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	reports/revision/finalization_v2/other_training_seeds/scgen_training_seed125_sensitivity_HCC38_predicted_shift.tsv.gz	8f5f373cffa3aba76113cd90eaa0bfcd112eca09e3ad4b50632fc3a5dd9ce8cc	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC1143|scgen_training_seed123_sensitivity	HCC1143	scgen_training_seed123_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	reports/revision/finalization_v2/other_training_seeds/scgen_training_seed123_sensitivity_HCC1143_predicted_shift.tsv.gz	56656f4ee54b1c5b3ac56dbeb75a6fceca2ec1caafb8438fbf37dd21e70df9c0	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC1143|scgen_training_seed124_sensitivity	HCC1143	scgen_training_seed124_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	reports/revision/finalization_v2/other_training_seeds/scgen_training_seed124_sensitivity_HCC1143_predicted_shift.tsv.gz	079b4ffe8f138bdd24165c0d22fb241d0721df8df72ec2cc9f163118e042d379	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC1143|scgen_training_seed125_sensitivity	HCC1143	scgen_training_seed125_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	reports/revision/finalization_v2/other_training_seeds/scgen_training_seed125_sensitivity_HCC1143_predicted_shift.tsv.gz	85b2713a452953457731e7cd711353f110c83c175322561a7cdba6ac5dd5d184	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC38|cpa_training_seed123_sensitivity	HCC38	cpa_training_seed123_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	reports/revision/finalization_v2/other_training_seeds/cpa_training_seed123_sensitivity_HCC38_predicted_shift.tsv.gz	b66362572d798f0ab047cc68ff4c17689c4dbe85fcec291b1a8bc518b3dd7a6e	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC38|cpa_training_seed124_sensitivity	HCC38	cpa_training_seed124_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	reports/revision/finalization_v2/other_training_seeds/cpa_training_seed124_sensitivity_HCC38_predicted_shift.tsv.gz	7c17ed70501456537bd33a2c0f345b1baa3bd5f66686863dbba9bc798e3d20f2	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC38|cpa_training_seed125_sensitivity	HCC38	cpa_training_seed125_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	reports/revision/finalization_v2/other_training_seeds/cpa_training_seed125_sensitivity_HCC38_predicted_shift.tsv.gz	a11c6ec60c8eee4df03683cc9fe4b6c4cc33c1d277bfdffe57c2fb62cdf37620	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC1143|cpa_training_seed123_sensitivity	HCC1143	cpa_training_seed123_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	reports/revision/finalization_v2/other_training_seeds/cpa_training_seed123_sensitivity_HCC1143_predicted_shift.tsv.gz	ddcb97b7413101efd7dc6b2d0c32e77963a99c68a98f975816cc746190ce1de7	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC1143|cpa_training_seed124_sensitivity	HCC1143	cpa_training_seed124_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	reports/revision/finalization_v2/other_training_seeds/cpa_training_seed124_sensitivity_HCC1143_predicted_shift.tsv.gz	f87a79a3c76452776af011744d7534f857fa538ede1467fa2cf1c86937501c59	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC1143|cpa_training_seed125_sensitivity	HCC1143	cpa_training_seed125_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	reports/revision/finalization_v2/other_training_seeds/cpa_training_seed125_sensitivity_HCC1143_predicted_shift.tsv.gz	63420292a640ce293b9a8428d047883bd405fa567709a5be228ab13b3ee92fe4	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC38|gears_training_seed123_sensitivity	HCC38	gears_training_seed123_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	reports/revision/finalization_v2/other_training_seeds/gears_training_seed123_sensitivity_HCC38_predicted_shift.tsv.gz	3ab725062ba1cffeea2bea7e32cd54aad36e9c8bba15fc85c2af579a3f0b5a41	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC38|gears_training_seed124_sensitivity	HCC38	gears_training_seed124_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	reports/revision/finalization_v2/other_training_seeds/gears_training_seed124_sensitivity_HCC38_predicted_shift.tsv.gz	3f83d42c739447395336098f23b2fcb08724d1f5f9ddc1d36b3a7cac0620315d	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC38|gears_training_seed125_sensitivity	HCC38	gears_training_seed125_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC38.tsv.gz	3f142d64401398f5841d59f8a9137b274668b57cb16bb1723df2588663aa69f4	reports/revision/finalization_v2/other_training_seeds/gears_training_seed125_sensitivity_HCC38_predicted_shift.tsv.gz	7637a689cbfaebf5d8f4e667630c37789ebf9893a73123a4223f4bb981930346	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC1143|gears_training_seed123_sensitivity	HCC1143	gears_training_seed123_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	reports/revision/finalization_v2/other_training_seeds/gears_training_seed123_sensitivity_HCC1143_predicted_shift.tsv.gz	c81fd4199d65cf45a163e9fd1910a22de3f5beb130a08a473de098839c5aacb9	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC1143|gears_training_seed124_sensitivity	HCC1143	gears_training_seed124_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	reports/revision/finalization_v2/other_training_seeds/gears_training_seed124_sensitivity_HCC1143_predicted_shift.tsv.gz	2b0f86ad5c7d3a5ffae81c71461d673902193ccac9c6ad25570033e66963d7d6	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
other_training_seeds|HCC1143|gears_training_seed125_sensitivity	HCC1143	gears_training_seed125_sensitivity	seed_sensitivity	47	47	manifests/axes/target_de4f9fb8d6aed127.tsv	manifests/axes/gene_de4f9fb8d6aed127.tsv	reports/revision/m3_metric_validity/observed_shift_HCC1143.tsv.gz	453eb845e3ee1514b74d9453ba8f1903a0288832d4ec6d018ca572f7dd7361d9	reports/revision/finalization_v2/other_training_seeds/gears_training_seed125_sensitivity_HCC1143_predicted_shift.tsv.gz	e7cd01bbe6d2d54cddd8be606a4bdb74404efc67d50684d56795545110eb9c08	not_applicable	float64	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
replogle_feature_seeds|Replogle K562 essential day 6|geneformer_embedding_ridge_loo_feature_seed123	Replogle K562 essential day 6	geneformer_embedding_ridge_loo_feature_seed123	seed_sensitivity	1882	1024	manifests/axes/target_916d2711e67b4f42.tsv	manifests/axes/gene_adb55ef3e8bfe2da.tsv	data/predictions/revision_m5_replogle/observed_shift_contract.npz	e0182d7655af315d44dd3b8672e2914897119ea699091a449911ffc628b30ebd	reports/revision/finalization_v2/replogle_feature_seeds/geneformer_embedding_ridge_loo_feature_seed123_predicted_shift.npz	b1f854b549a663c2eb97e8294cf36a28921de459cd8fa36cae022a85787ca74f	not_applicable	float32	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
replogle_feature_seeds|Replogle K562 essential day 6|geneformer_embedding_ridge_loo_feature_seed124	Replogle K562 essential day 6	geneformer_embedding_ridge_loo_feature_seed124	seed_sensitivity	1882	1024	manifests/axes/target_916d2711e67b4f42.tsv	manifests/axes/gene_adb55ef3e8bfe2da.tsv	data/predictions/revision_m5_replogle/observed_shift_contract.npz	e0182d7655af315d44dd3b8672e2914897119ea699091a449911ffc628b30ebd	reports/revision/finalization_v2/replogle_feature_seeds/geneformer_embedding_ridge_loo_feature_seed124_predicted_shift.npz	311825d096272d6331722285be38946e632c444d3a18d54f2e35f1ba33807da2	not_applicable	float32	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
replogle_feature_seeds|Replogle K562 essential day 6|geneformer_embedding_ridge_loo_feature_seed125	Replogle K562 essential day 6	geneformer_embedding_ridge_loo_feature_seed125	seed_sensitivity	1882	1024	manifests/axes/target_916d2711e67b4f42.tsv	manifests/axes/gene_adb55ef3e8bfe2da.tsv	data/predictions/revision_m5_replogle/observed_shift_contract.npz	e0182d7655af315d44dd3b8672e2914897119ea699091a449911ffc628b30ebd	reports/revision/finalization_v2/replogle_feature_seeds/geneformer_embedding_ridge_loo_feature_seed125_predicted_shift.npz	ccb3f200971fbfb9b464ca1ccbd6cc946b972f9aa371690fb873ccc221bc7538	not_applicable	float32	signed_shift	log1p after library normalization to 10000	same-context; see frozen metric/contract config	WTShiftBench_v1.2.1_matrices_20260912.zip
