context	cell_line	target_gene	shift_percentile	dependency_percentile	endpoint_category	evidence_role	category_interpretation
HepG2 day 7	HepG2	EIF2B5	0.923		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EIF4B	0.032		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EIF4G2	0.381		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EIF4H	0.395		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EIF5A	0.762		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EIF6	0.624		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ELAC2	0.327		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ELL	0.118		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ELOB	0.634		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ELOVL1	0.267		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ELP3	0.482		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EMC1	0.34		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EMC4	0.363		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EMC7	0.108		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ENY2	0.602		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ERCC2	0.551		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ERVW-1	0.22		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ESF1	0.062		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ESYT1	0.51		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EXOC5	0.38		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EXOC7	0.663		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EXOSC2	0.812		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EXOSC3	0.796		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EXOSC4	0.735		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EXOSC5	0.66		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EXOSC7	0.69		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FAM136A	0.079		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FAM32A	0.743		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FBLIM1	0.176		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FBXL14	0.569		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FBXW7	0.393		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FCF1	0.694		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FKBP9	0.369		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FNTA	0.409		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FOXS1	0.486		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FYN	0.284		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GABPA	0.347		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GAPDH	0.32		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GAR1	0.583		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GART	0.399		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GFM1	0.051		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GINS1	0.682		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GINS2	0.529		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GINS4	0.452		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GLE1	0.687		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GMIP	0.468		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GNB1L	0.35		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GNL2	0.928		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GNL3	0.791		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GNL3L	0.727		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GNPNAT1	0.131		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GON4L	0.319		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GPKOW	0.828		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GPN3	0.943		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GPS1	0.419		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GRB2	0.17		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GRPEL1	0.731		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GRSF1	0.313		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GRWD1	0.271		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GSK3B	0.42		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GTF2A1	0.94		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GTF2E1	0.509		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GTF2E2	0.619		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GTF2F2	0.733		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GTF2H4	0.542		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GTF3C1	0.202		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GTF3C2	0.457		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GTF3C4	0.011		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GTF3C6	0.372		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GTPBP4	0.455		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GYG1	0.388		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HAUS8	0.359		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HHEX	0.317		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HJURP	0.214		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HMGB1	0.422		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HNRNPA1	0.513		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HNRNPC	0.665		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HNRNPH1	0.426		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HNRNPL	0.292		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HOXA3	0.272		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HS6ST1	0.248		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HSCB	0.012		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HSD17B10	0.077		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HSD17B12	0.021		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HSP90B1	0.4		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HSPA5	0.723		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HSPA8	0.532		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HSPE1	0.701		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HUS1	0.227		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HUWE1	0.539		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	IARS2	0.815		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ICE1	0.881		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ILF2	0.672		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	IMP4	0.865		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	IMPA2	0.633		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	IMPDH2	0.269		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ING3	0.478		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INO80C	0.497		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INTS1	0.31		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INTS11	0.641		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INTS12	0.195		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INTS13	0.122		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INTS14	0.398		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INTS2	0.925		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INTS3	0.695		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INTS5	0.949		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INTS8	0.941		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	INTS9	0.652		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	IPO11	0.429		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	IPO7	0.448		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ISCA2	0.403		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ISG20L2	0.864		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	IST1	0.436		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	JAZF1	0.034		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	JMJD6	0.277		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KDM6A	0.298		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KEAP1	0.597		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KIAA1143	0.346		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KIF18B	0.565		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KIN	0.798		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KLHL17	0.341		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KPNA6	0.56		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KRI1	0.825		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KRTAP4-2	0.382		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KTI12	0.253		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LAS1L	0.674		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LETM1	0.374		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LONP1	0.575		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LRP5	0.297		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LRR1	0.43		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LRRC37A3	0.303		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LSG1	0.849		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LSM12	0.467		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LSM5	0.702		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LSM6	0.95		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LST1	0.235		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	LTV1	0.927		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MAD2L1	0.287		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MAP2K7	0.661		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MAT2A	0.101		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MBNL1	0.308		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MBTPS1	0.225		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MCL1	0.095		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MCM3	0.386		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MCM3AP	0.495		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MCM6	0.742		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MCM7	0.357		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MCMBP	0.469		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MDN1	0.827		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MED11	0.697		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MED14	0.487		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MED19	0.679		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MED20	0.713		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MED21	0.813		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MED7	0.932		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MED8	0.764		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MEIS3	0.715		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MEN1	0.314		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	METTL3	0.491		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MICOS10	0.432		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MIER1	0.295		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MIOS	0.339		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MIS18BP1	0.421		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MLLT6	0.338		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MMP17	0.628		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MNAT1	0.499		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MOB4	0.343		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MPHOSPH6	0.451		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRGBP	0.576		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL16	0.544		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL24	0.572		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL27	0.63		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL3	0.335		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL34	0.286		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL35	0.453		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL36	0.254		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL38	0.53		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL39	0.559		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL41	0.669		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL49	0.748		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPL54	0.528		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPS16	0.44		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPS17	0.519		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPS21	0.46		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPS34	0.555		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPS5	0.632		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MRPS6	0.39		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MTOR	0.239		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MYBBP1A	0.766		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MYBL2	0.3		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NAA25	0.302		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NAA35	0.224		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NAA50	0.379		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NAF1	0.294		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NAGLU	0.086		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NARS2	0.129		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NCAPH2	0.635		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NCL	0.666		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NDUFAB1	0.721		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NELFB	0.424		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NELFCD	0.591		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NELFE	0.717		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NFATC2IP	0.261		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NFRKB	0.494		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NFS1	0.615		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NFYB	0.199		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NFYC	0.588		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NIP7	0.613		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NKAPD1	0.407		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
