pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection
HALLMARK_HEME_METABOLISM	0.408134946180986	1.02312788430603	0.387601657204235	up	200	193	0.510002180531888	0.0248196464168114	RIOK3;PRDX2;OPTN;HTATIP2;CA2;BLVRB;CAST;BSG;H1F0;HIST1H4C;LAMP2;DAAM1;RAD23A;HAGH;HEBP1;SDCBP;MARCH2;SNCA;GYPC;MGST3;LRP10;NARF;FBXO7;SELENBP1;P4HA2;CAT;HTRA2;BPGM;ISCA1;ADD1;ARL2BP;BCAM;CCND3;MAP2K3;BLVRA;OSBP2;AGPAT4;EZH1;IGSF3;SLC11A2;XPO7;RCL1;MXI1;XK;UCP2;TRIM58;CCDC28A	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_HYPOXIA	0.428618531032363	1.07457110278865	0.279785604900459	up	200	191	0.426564495530013	0.0305190600455216	IER3;CSRP2;LXN;BTG1;PRDX5;ISG20;ANXA2;GALK1;AKAP12;TMEM45A;JUN;TGM2;CASP6;CDKN1A;S100A4;GCNT2;IDS;PLAUR;VHL;SDC4;PLIN2;KDELR3;PGM2;SIAH2;IRS2;IGFBP3;PPP1R15A;PNRC1;TES;SELENBP1;PDGFB;DDIT3;TNFAIP3;NAGK;DDIT4;P4HA2;TPI1;SLC6A6;BHLHE40;SULT2B1;GLRX;UGP2;B3GALT6;PRKCA;JMJD6;PFKP;FOSL2;STBD1;ATF3;STC1;ATP7A;PGK1;SLC37A4;MXI1;KLF7;ANKZF1;STC2;ENO2	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_IL2_STAT5_SIGNALING	0.465298819233914	1.16667519673934	0.124501686599203	up	200	194	0.270655840433049	0.0485460071652527	TIAM1;CAPG;CA2;GPX4;PNP;CTSZ;GADD45B;S100A1;PLSCR1;TNFRSF21;P2RX4;MYC;ITGA6;CD81;TGM2;IGF1R;TNFRSF18;PLIN2;RABGAP1L;AHR;SLC39A8;XBP1;ITGAV;SWAP70;IL4R;ALCAM;ANXA4;CDC6;IKZF2;COCH;MAP3K8;BHLHE40;CYFIP1;CDCP1;ARL4A;FURIN;PHLDA1;CCND3;AMACR;NCS1;TRAF1;NT5E;CCNE1;SPP1;BMPR2;IRF6;CSF1;PDCD2L;SOCS1;ETV4;MYO1C;SYNGR2;MXD1;MUC1;PRAF2;CD44;PRNP;CDKN1C;DENND5A;PIM1;WLS;APLP1;ECM1;PLAGL1;CD83;EMP1;SELL	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.460644283474241	1.05840332791844	0.338963404537175	up	87	87	0.470782506301632	0.0284413754423405	CD9;LTBR;TNFRSF21;TNFRSF12A;JUN;PTPN2;IFNGR2;IRF1;IL4R;STAT1;FAS;MAP3K8;TYK2;IL13RA1;IL6ST;IRF9;CXCL1;IL17RB;CSF1;MYD88;SOCS1;IL17RA;CD44;PIM1	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INFLAMMATORY_RESPONSE	0.436813896164756	1.0970460737237	0.233542080342141	up	200	197	0.389236800570236	0.0339643982663016	TIMP1;IL18;TAPBP;EREG;ADRM1;LYN;ATP2C1;NMI;P2RX4;MYC;INHBA;CDKN1A;PLAUR;EIF2AK2;EDN1;IFNGR2;NFKB1;TNFAIP6;IRF1;AHR;IL4R;CD55;SEMA4D;GCH1;RELA;IL7R;IL15;PTAFR;SLC11A2;LY6E;LDLR;CD82;CSF1;ITGA5;IRAK2;MXD1;SLC31A2;MET;CXCL6	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.747149643280205	1.73345989724419	4.66153063050925e-05	up	97	93	0.0005826913288136	0.557332238758646	B2M;HLA-C;ISG15;PSMB8;PSMB9;ISG20;OASL;TAP1;CD47;NCOA7;IFI30;PLSCR1;NMI;PARP14;IFI44;IFIH1;IFIT3;CASP8;SAMD9;EIF2AK2;MX1;PSME1;DDX60;SP110;HERC6;IFI35;IRF1;GBP2;USP18;IL4R;IFIT2;CNP;PARP12;TMEM140;IL15;IRF9;PSME2;TDRD7;LY6E;TRIM26;C1S;CSF1;PROCR;OGFR	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.709641038281395	1.78265102035287	6.66126543719454e-08	up	200	198	3.33063271859727e-06	0.704975715167238	HLA-B;B2M;HLA-A;ISG15;RNF213;PSMB8;BTG1;SOD2;PSMB9;SAMHD1;ISG20;CASP4;TAPBP;RBCK1;PNP;DDX58;OASL;TAP1;ZNFX1;IFI30;PLSCR1;NMI;PARP14;IFI44;PML;IFIH1;IFIT3;CDKN1A;CASP8;PTPN2;EIF2AK2;ARID5B;NFKB1;TNFAIP6;MX1;PSME1;DDX60;SP110;HERC6;IFI35;IRF1;USP18;IL4R;PSMB10;STAT1;NOD1;PTPN6;IFIT1;TNFAIP3;IFIT2;LATS2;MVP;FAS;HLA-DMA;BPGM;TNFAIP2;PARP12;IFNAR2;GCH1;ARL4A;PFKP;IL15;IRF9;PSME2;TDRD7;ISOC1;LY6E;TRIM26;VAMP8;CFB;CD274;JAK2;MTHFD2;C1S;MYD88;SERPING1;PELI1;OGFR;SOCS1;PSMA3;C1R;OAS3;PIM1;UBE2L6;TRIM21;AUTS2;EPSTI1;VAMP5;DHX58;PLA2G4A;RNF31;NFKBIA;NAMPT;SOCS3;ITGB7	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_KRAS_SIGNALING_DN	0.401540641567902	1.00631705719831	0.428899785473491	up	200	190	0.530754279265158	0.0231434223848057	SGK1;LYPD3;CAMK1D;PTPRJ;SKIL;GAMT;EDN1;MX1;EGF;GPR19;KRT15;CPEB3;BMPR1B;TFCP2L1;MFSD6;RYR1;MTHFR;PDK2;RIBC2;CCDC106;SPTBN2;PDE6B;KRT5;TNNI3;SLC25A23;TCF7L1;CELSR2	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_KRAS_SIGNALING_UP	0.572192647910801	1.43469732240721	0.0035265256056424	up	200	194	0.0135635600217017	0.303779434551183	ITGA2;SERPINA3;SLPI;CA2;PSMB8;BIRC3;EREG;GALNT3;CTSS;CBR4;EPHB2;ATG10;AKAP12;GYPC;INHBA;PLAUR;PLEK2;LCP1;JUP;HDAC9;RABGAP1L;SOX9;ID2;IGFBP3;IL1RL2;PPP1R15A;TNFAIP3;GFPT2;ENG;TFPI;GPRC5B;BPGM;KLF4;PCSK1N;STRN;GLRX;TSPAN13;PLAU;EVI5;IL7R;LAT2;TRAF1;CROT;FBXO4;PTPRR;SPP1;FUCA1;MAP7;CFB	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MITOTIC_SPINDLE	-0.531635190087599	-1.40938742513665	0.0028990298995895	down	200	198	0.0131774086344981	0.431707695803346	ARHGAP29;RFC1;LRPPRC;MARCKS;NF1;ROCK1;TUBGCP2;TBCD;TOP2A;CAPZB;RABGAP1;CEP192;SPTAN1;RALBP1;PCM1;RAB3GAP1;ANLN;TPX2;KNTC1;WASF2;NIN;CENPE;CCDC88A;BIRC5;ARF6;KIF4A;CDC42BPA;FGD4;SSH2;PLK1;CKAP5;RACGAP1;YWHAE;DLGAP5;MYH9;MYO1E;PAFAH1B1;ARFGEF1;BCAR1;PRC1;KIF1B;LMNB1;KIF5B;DYNC1H1;CDC42;ARHGAP27;CLASP1;CDK5RAP2;CENPF;ARHGEF11;KIF23;KIF11;ABI1;CDC27;WASL;PCNT;CENPJ;ATG4B;SMC3;KIF15;KLC1;INCENP;KIF2C;SMC1A;RASAL2;MYH10;AURKA;DLG1;APC;ARHGEF12;NOTCH2;KIFAP3;ALS2;ARHGEF7;NDC80;CDC42EP1;DOCK4;RAPGEF6;KPTN;ECT2	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MTORC1_SIGNALING	0.427759124571472	1.07393924696099	0.27746371275783	up	200	196	0.426564495530013	0.0306319673508428	IGFBP5;IDI1;SERP1;PSMA4;CD9;PNP;PHGDH;ELOVL6;TUBA4A;GSK3B;TUBG1;IFI30;ADD3;DDX39A;FADS1;ACTR3;DHCR7;UBE2D3;ACSL3;CDKN1A;SLC7A5;ARPC5L;PPA1;SYTL2;XBP1;DHCR24;PPP1R15A;HMGCR;SERPINH1;TES;UNG;CYP51A1;DDIT3;ADIPOR2;DDIT4;LGMN;HMGCS1;SKAP2;PSMG1;TPI1;USO1;SLC6A6;BHLHE40;PSMC4;LTA4H;PRDX1;GSR;GLRX;NUPR1;PSMC2;MAP2K3;SRD5A1;EIF2S2;RDH11;TM7SF2;EDEM1;FKBP2;STC1;IFRD1;LDLR;UCHL5;SORD;IDH1;PGK1;SLC37A4;RRM2;UFM1;PSMB5;EBP;SCD;MTHFD2;SLC1A4;MLLT11;IMMT;DAPP1;GTF2H1;CCT6A;PNO1;PSMA3;SQLE;RRP9;INSIG1;STARD4;DHFR	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYC_TARGETS_V1	-0.618004957992932	-1.63694997012433	3.47885955119817e-05	down	200	197	0.0005798099251996	0.557332238758646	DDX18;RANBP1;HDGF;SNRPD3;POLE3;HNRNPD;SRM;NOP56;LDHA;RPS2;POLD2;EPRS;TARDBP;GOT2;RRM1;HNRNPC;SRSF7;HNRNPA1;XPO1;VDAC1;PCBP1;ODC1;SERBP1;NPM1;CUL1;RUVBL2;SNRPA;TYMS;NME1;CCT7;STARD7;PSMD1;HSPD1;PPM1G;PABPC4;PSMA2;RNPS1;PRDX3;IARS;SET;FAM120A;KPNB1;SRSF2;YWHAE;HNRNPR;G3BP1;PABPC1;EXOSC7;HNRNPA2B1;ETF1;C1QBP;MCM4;EIF3B;XRCC6;EIF4E;DEK;SYNCRIP;PSMD14;CDC20;AP3S1;SNRPG;HPRT1;PWP1;ILF2;CCT3;FBL;RAD23B;EIF4H;SF3B3;ORC2;PSMA7;CANX;LSM2;TRA2B;UBE2E1;EEF1B2;CYC1;DHX15;NDUFAB1;RPLP0;HNRNPU;ABCE1;PSMB3;DDX21;MRPL9;CCT4;NHP2;EIF3D;RPL18;RPS5;GNL3;TXNL4A;PRPF31;SRSF1;HSPE1;U2AF1;NOP16;TFDP1;VBP1;CDC45	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYC_TARGETS_V2	-0.51714363968212	-1.17470364803905	0.184722555849147	down	58	58	0.342078807128051	0.050002257314372	DDX18;SRM;NOP56;NPM1;PLK1;HSPD1;MCM4;DCTPP1;LAS1L;PLK4;MRTO4;TCOF1;WDR43;MYBBP1A;GNL3;NIP7;TBRG4;PRMT3;EXOSC5;HSPE1;NOP16;NOP2;MCM5;BYSL;PUS1;PES1;CDK4	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_MYOGENESIS	0.454563711598683	1.14243503481571	0.155715158924205	up	200	199	0.311917606669936	0.0428419935174205	TNNT1;CLU;CKB;GSN;AK1;GADD45B;CRYAB;KIFC3;BAG1;CDKN1A;AGRN;MB;COL1A1;GPX3;FDPS;PDE4DIP;COL4A2;GABARAPL2;MRAS;IGFBP3;CNN3;ITGB5;ITGB4;SIRT2;MEF2A;BHLHE40;RYR1;ACSL1;PSEN2;PDLIM7;TEAD4;OCEL1;PFKM;MEF2C;MAPRE3;IFRD1;MYL6B;BDKRB2;STC2;SCD;FLII;CHRNB1;MYO1C;SYNGR2;EPHB3;TPD52L1;IGFBP7;NOTCH1;CAV3;PRNP;SVIL;MYOM1;EIF4A2;PLXNB2	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_NOTCH_SIGNALING	0.610715323086494	1.19874252270875	0.202816901408451	up	32	32	0.362173038229376	0.0399925220443327	CCND1;MAML2;PSENEN;HES1;ARRB1;JAG1;PSEN2;PRKCA;APH1A;TCF7L2;SKP1	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.407938311982598	1.01912665016323	0.400369003690037	up	200	183	0.513293594474406	0.0243171512838986	ECH1;GPX4;COX17;NDUFA8;NQO2;CYB5R3;ATP6V0E1;NDUFS4;OAT;UQCRC1;ATP6V1G1;MRPS22;MTX2;MDH1;SLC25A4;IDH3B;MGST3;OGDH;VDAC2;BAX;MDH2;BDH2;TIMM50;PHYH;NDUFA9;PHB2;HADHB;NDUFA1;NDUFB4;UQCR11;ALAS1;IDH3G;MRPS11;OXA1L;COX4I1;ATP6V1E1;DLD;ATP6V0C;COX5A;NDUFB2;ACAA2;NDUFA6;NDUFB5;PMPCA;SURF1;HTRA2;ISCA1;SDHD;NDUFS8;ISCU;UQCRH;ATP6V0B;NDUFC2;ETFB;LDHB;NDUFS3;MRPL34;ACAA1;NDUFV1;MRPL15;COX6B1;IDH1;RHOT1;NDUFS7;NDUFA7;NDUFS6;TCIRG1;SDHA	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_P53_PATHWAY	0.548707303263431	1.37759377700957	0.0082505729564553	up	200	196	0.027501909854851	0.196710025346243	IER3;TM4SF1;PERP;H2AFJ;BTG1;S100A10;TAP1;TRAF4;AK1;SLC3A2;DNTTIP2;PLK2;IFI30;RAP2B;RPS27L;GADD45A;BAIAP2;EPHA2;JUN;CD81;DCXR;BAX;MXD4;CTSD;SERPINB5;CDKN1A;S100A4;DDB2;ST14;TGFA;SLC35D1;TPRKB;APAF1;PRMT2;CTSF;RXRA;NINJ1;RAD51C;STOM;PPP1R15A;ITGB4;KIF13B;EI24;DDIT3;DDIT4;VDR;MDM2;FAS;TAX1BP3;KLF4;ZNF365;ISCU;ZMAT3;EPHX1;NUPR1;CCND3;RRAD;LDHB;RPL36;RHBDF2;EPS8L2;ATF3;POLH;CCP110;TSPYL2;CD82;FUCA1;TCN2;VAMP8;RRP8;DGKA;DRAM1;SESN1;PROCR;SOCS1;TPD52L1;MXD1;PHLDA3;NOTCH1;TP63;FAM162A	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PANCREAS_BETA_CELLS	0.373676615508758	0.762094201107674	0.872955099199443	up	40	40	0.872955099199443	0.0143826576989056	STXBP1;FOXO1;SRP14;VDR;SRPRB;SPCS1;PCSK1	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PEROXISOME	0.500709805169855	1.17656040602501	0.155958803334968	up	104	103	0.311917606669936	0.0444381127313095	IDI1;TSPO;SOD2;ATXN1;PRDX5;ECH1;PEX13;SLC25A4;FADS1;CNBP;SLC25A19;FDPS;MSH2;DHCR24;FIS1;BCL10;CAT;SEMA3C;MVP;PRDX1;ACSL1;SULT2B1;CACNA1B;IDE;RDH11;ACAA1;ISOC1;IDH1;SLC25A17;GSTK1;GNPAT	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.405166212491267	-1.00093023947185	0.435218508997429	down	105	104	0.530754279265158	0.0319630032939332	RAF1;MAPKAP1;AP2M1;ACTR2;CAB39;TBK1;MAPK9;SFN;PTPN11;YWHAB;ARF1;RPS6KA3;NGF;SLC2A1;CLTC;EIF4E;MAPK8;SQSTM1;PIKFYVE;PIN1;GRB2;SMAD2;MAP3K7;PIK3R3;DUSP3;CALR;PTEN;PRKAG1;TRIB3	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_PROTEIN_SECRETION	-0.469164663356397	-1.14304448471892	0.181678999744833	down	96	95	0.342078807128051	0.0521267529114222	AP2B1;BNIP3;AP2M1;PAM;DNM1L;CAV2;M6PR;PPT1;MON2;TMED2;SEC31A;RAB14;CTSC;ARF1;AP3B1;YKT6;RPS6KA3;VPS45;STX16;ARFGEF1;CLTC;SGMS1;KIF1B;TMX1;AP3S1;SCAMP3;ARFIP1;TMED10;ADAM10;GLA;STX12	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.681569899107676	1.42333012115928	0.0263568579850876	up	49	46	0.073213494403021	0.116319528645477	PRDX2;SOD2;FTL;GPX4;ATOX1;JUNB;HMOX2;CDKN2D;ABCC1;PRDX6;PRDX4;PDLIM1;GPX3;NDUFB4;GLRX2;STK25;NDUFA6;CAT;PRDX1;GSR;GLRX;MSRA;PFKP;ERCC2	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_SPERMATOGENESIS	0.350067106488921	0.847015840507779	0.839399744572159	up	135	133	0.856530351604243	0.0137025249755203	MLF1;CDK1;GSTM3;RPL39L;CCNB2;HSPA2;SYCP1;PSMG1;COIL;RAD17;RFC4;PCSK1N;IL12RB2;ARL4A;STRBP;SLC12A2;TLE4;IDE;CNIH2;OAZ3;GMCL1;PARP2;MAP7;TALDO1;TNNI3	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_TGF_BETA_SIGNALING	0.50205805995702	1.07276965718053	0.333908839779006	up	54	54	0.470782506301632	0.0294677933890222	ID1;ID3;CDH1;PPP1CA;JUNB;TJP1;UBE2D3;SKIL;SPTBN1;IFNGR2;ID2;PPP1R15A;ENG;PMEPA1;FURIN;SKI	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.656768250456489	1.64945537867668	1.17793937215778e-05	up	200	197	0.0002944848430394	0.593325476396405	IER3;CCND1;BIRC3;BTG1;IL18;SOD2;AREG;JUNB;DDX58;IER2;TAP1;SGK1;GADD45B;PLK2;RELB;BTG3;CEBPD;EIF1;GADD45A;TNC;IFIH1;PHLDA2;HES1;MYC;JUN;INHBA;CDKN1A;LAMB3;PDLIM5;PLAUR;TNIP1;EDN1;IFNGR2;NFKB1;TNFAIP6;SDC4;ID2;IRF1;NINJ1;NFE2L2;IRS2;CFLAR;TNIP2;NFKB2;PPP1R15A;PNRC1;ZBTB10;TNFAIP3;TUBB2A;IFIT2;LITAF;GFPT2;DUSP2;PMEPA1;SPSB1;MAP3K8;BHLHE40;KLF4;TNFAIP2;TRIP10;JAG1;SERPINB8;GCH1;PHLDA1;RELA;MCL1;IL6ST;MAP2K3;PLAU;GEM;IL7R;DNAJB4;B4GALT1;DUSP5;CXCL1;TRAF1;FOSL2;BIRC2;ATF3;LDLR;KDM6B;ETS2;CXCL2;DRAM1;CSF1;TGIF1;EHD1	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.37688557600532	0.891974852435945	0.696905537459283	up	113	109	0.725943268186754	0.0166836795213792	SERP1;EIF4EBP1;EIF4A1;PDIA6;LSM4;CNOT4;DNAJC3;SLC7A5;DKC1;CEBPG;GOSR2;KDELR3;XBP1;TATDN2;EXOSC2;YIF1A;IFIT1;TUBB2A;DDIT4;EIF4A3;PARN;XPOT;DCP1A;EXOSC9;LSM1;DCP2;HERPUD1;SPCS3;NOP14;SRPRB;WIPI1;ZBTB17;SPCS1;EDEM1;ATF3;DNAJA4;TSPYL2;STC2;MTHFD2;SLC1A4;PDIA5;EIF4G1;WFS1;POP4;ERN1;RRP9;GEMIN4	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_UV_RESPONSE_DN	-0.370924750617434	-0.946988922125139	0.575684380032206	down	144	138	0.639649311146896	0.0276122240716951	FHL2;ATP2B1;MT1E;CAV1;NRP1;PTGFR;BMPR1A;SCN8A;SLC7A1;PEX14;CDC42BPA;PRDM2;NEK7;RBPMS;LAMC1;MAPK14;ATRN;PRKCE;SIPA1L1;ACVR2A;PIK3R3;DLG1;IRS1;ATP2B4;NOTCH2;COL5A2;CAP2;ZMIZ1;PTEN;F3;PTPN21;PIAS3;MAP1B;NR3C1;CITED2;ADORA2B;LPAR1;SRI;FZD2;ERBB2	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_UV_RESPONSE_UP	0.58761530188122	1.44284118787185	0.0048726815466834	up	158	154	0.017402434095298	0.260820567718869	CA2;BTG1;SOD2;BID;BSG;JUNB;TAP1;TUBA4A;POLR2H;LYN;CREG1;TMBIM6;BTG3;HLA-F;SLC25A4;CLTB;EIF2S3;GPX3;CEBPG;CYB5R1;EPCAM;CHKA;IRF1;BCL2L11;ALAS1;SULT1A1;E2F5;FKBP4;SIGMAR1;POLG2;STK25;HSPA2;DNAJA1;CNP;AP2S1;RFC4;MRPL23;GCH1;DGAT1;FURIN;EPHX1;IL6ST;CCND3;PPAT;RRAD;ACAA1;ATF3;PRKCD;CCNE1;PARP2;PPIF;CXCL2;HSPA13;ENO2;DNAJB1;SPR;STARD3	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.494245330009671	-1.05851005224436	0.351656095842142	down	42	42	0.475210940327219	0.034390377064861	DKK1;TCF7;CUL1;TP53;SKP2;NCSTN;CTNNB1;CSNK1E	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_XENOBIOTIC_METABOLISM	0.467052693725862	1.17325790944297	0.114661366763492	up	200	198	0.260594015371572	0.0506841501632225	CA2;BLVRB;ECH1;CYP27A1;COMT;TMBIM6;APOE;ADH5;SERTAD1;EPHA2;SPINT2;SSR3;DCXR;CASP6;GCNT2;NPC1;PDLIM5;JUP;SLC35D1;TPST1;ID2;DHPS;PAPSS2;ALAS1;NINJ1;PGRMC1;PSMB10;AKR1C3;ACP1;PYCR1;HES6;PTS;CAT;FAS;SLC6A6;SLC12A4;GSR;GCH1;PTGES3;SAR1B;EPHX1;CSAD;GSS;DHRS7;UGDH;CROT;PGD;PEMT;IDH1;ETS2;CFB;CNDP2;PTGES	HCC38	ENY2	93	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_ADIPOGENESIS	-0.378990646238199	-1.01853474115181	0.381369248035915	down	200	189	0.566228879481892	0.0318949747934007	GPHN;DNAJC15;CD151;DDT;AK2;IDH3G;HIBCH;GRPEL1;PFKL;ECHS1;SDHB;ANGPTL4;NDUFB7;MAP4K3;ETFB;SUCLG1;UQCRQ;SLC25A1;PLIN2;COX7B;ADIPOR2;ATL2;NMT1;PPARG;MTCH2;TALDO1;SAMM50;ATP1B3;LPCAT3;BCL2L13;DHRS7;CPT2;COQ3;DHRS7B;COQ9;RAB34;GPD2;LAMA4;CS;GPAM;UCK1;MCCC1;ACOX1;COQ5;SULT1A1;UQCR10;FAH;RTN3;CAT;COL15A1;NDUFAB1;CRAT;ADCY6;GHITM;COL4A1;ECH1;HADH;SSPN	HCC38	ERC1	433	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_ALLOGRAFT_REJECTION	0.500417141651474	1.33169772385426	0.0133839754024236	up	200	199	0.133839754024236	0.167658528065765	BCL10;FLNA;CAPG;EIF5A;HLA-A;TGFB2;UBE2D1;SOCS5;TAPBP;IFNGR2;STAT1;INHBA;RIPK2;UBE2N;RPS3A;ETS1;MAP3K7;TAP1;HLA-E;IL11;EIF4G3;ABI1;NPM1;AKT1;JAK2;ABCE1;TGFB1;ICAM1;IL7;EIF3A;IL18;EIF3J;TNF;HLA-DMA;HIF1A;TLR6;IFNGR1;MTIF2;TIMP1;C2;NCK1;STAT4;BCAT1;ITGB2;MRPL3;TAP2;CSF1;CD247;IL15;CD8A	HCC38	ERC1	433	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_ANDROGEN_RESPONSE	-0.408821949816639	-1.019986249292	0.393343419062027	down	101	97	0.566228879481892	0.0305908004888653	INPP4B;CENPN;KRT19;HERC3;PMEPA1;CDC14B;PA2G4;UBE2I;ANKH;CCND1;TNFAIP8;ABHD2;KRT8;BMPR1B;ELL2;TSC22D1;B2M;SAT1;MAP7;ARID5B;FADS1;XRCC6;PTK2B;HMGCR;ABCC4;CDK6;GNAI3;MAF;TPD52;CCND3;STK39;CAMKK2;RRP12	HCC38	ERC1	433	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_ANGIOGENESIS	-0.480849694517652	-1.0244596331502	0.403947092168801	down	36	36	0.566228879481892	0.0295625996473468	LRPAP1;NRP1;PTK2;CXCL6;TNFRSF21;APP;VAV2	HCC38	ERC1	433	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_APICAL_JUNCTION	0.412773265109029	1.09791605817565	0.21376097473571	up	200	194	0.463092354512142	0.0392078588986076	MYL9;ACTG1;TJP1;ITGA3;CLDN7;EPB41L2;GTF2F1;JUP;CTNND1;RSU1;SGCE;EXOC4;CD99;SHC1;GNAI1;PIK3R3;YWHAH;ACTN1;TUBG1;BAIAP2;ITGB4;PKD1;NF1;FBN1;SIRPA;RHOF;EVL;NF2;AMH;MPZL1;ADAM9;PARVA;CRB3;SYK;PLCG1;CX3CL1;PCDH1;CAP1;BMP1;MVD;MYH9;ICAM1;RASA1;TSC1;THBS3;ACTB;GRB7;ACTA1;LAMB3	HCC38	ERC1	433	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_APICAL_SURFACE	-0.547604207331817	-1.201471506276	0.176271186440678	down	44	43	0.463092354512142	0.0479063974146957	EFNA5;GSTM3;EPHB4;AKAP7;BRCA1;APP;ADIPOR2;LYN;CROCC;MDGA1;RTN4RL1	HCC38	ERC1	433	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_APOPTOSIS	0.42969715320961	1.12005818559612	0.187854399122005	up	161	158	0.463092354512142	0.0426557142579782	BCL10;PEA15;SQSTM1;TIMP2;TGFB2;H1F0;CTNNB1;VDAC2;GADD45A;JUN;DNAJA1;BTG3;GADD45B;ROCK1;HSPB1;ETF1;SMAD7;DAP;ATF3;DDIT3;DNAJC3;DPYD;CASP8;TSPO;SPTAN1;HMGB2;TAP1;PMAIP1;WEE1;MCL1;CYLD;LMNA;ADD1;CDKN1B;PSEN2;CREBBP;CASP4;ERBB3;CAV1;HMOX1;BIRC3;GSR;PAK1;BCL2L2;ISG20;GPX3;CASP3;RELA;IL18;PDCD4;RETSAT;TNF	HCC38	ERC1	433	1666	36601	mean_log_expr_perturbed_minus_control	False	H
HALLMARK_BILE_ACID_METABOLISM	0.420266609355247	1.05444060123804	0.330543154761905	up	112	112	0.566228879481892	0.0310400648438102	NPC1;NEDD4;OPTN;TFCP2L1;PAOX;IDH1;PHYH;ATXN1;GNPAT;SLC22A18;ACSL1;PRDX5;ABCD1;DHCR24;EPHX2;PEX7;PEX19;HSD3B7;SLC35B2;PEX13;PIPOX;GSTK1;MLYCD;CROT;PEX11G;RETSAT;FADS2;ABCA3;PFKM;SLC27A2;PECR;SLC23A1	HCC38	ERC1	433	1666	36601	mean_log_expr_perturbed_minus_control	False	H
