target_gene	real_shift_mean_abs	depmap_gene_dependency	context	empirical_p
AP1B1	0.0142191969333114	0.0527060956506174	K562 genome-wide CRISPRi day 8	0.001
AP1G1	0.023369945493364	0.0096255580770871	K562 genome-wide CRISPRi day 8	0.001
AP1G2	0.0193503486401767	0.1979710589234128	K562 genome-wide CRISPRi day 8	0.001
AP1M1	0.0201257368251249	0.0110646677479823	K562 genome-wide CRISPRi day 8	0.001
AP1S1	0.0237313753430349	0.0218795923777151	K562 genome-wide CRISPRi day 8	0.001
AP1S2	0.0225535759055422	0.0168223096461007	K562 genome-wide CRISPRi day 8	0.001
AP2A1	0.0445046359457804	0.1193161042729678	K562 genome-wide CRISPRi day 8	0.001
AP2A2	0.0211411777235608	0.0098622739982818	K562 genome-wide CRISPRi day 8	0.001
AP2B1	0.0219129336316947	0.2606927383507318	K562 genome-wide CRISPRi day 8	0.001
AP2M1	0.0125412197674432	0.961296929840996	K562 genome-wide CRISPRi day 8	0.001
AP2S1	0.0333750760012788	0.9910792979795596	K562 genome-wide CRISPRi day 8	0.001
AP3B1	0.0227607988359721	0.0013921720699057	K562 genome-wide CRISPRi day 8	0.001
AP3D1	0.0290447460863734	0.0535581001079917	K562 genome-wide CRISPRi day 8	0.001
AP3M1	0.0323329097031868	0.0621962391207138	K562 genome-wide CRISPRi day 8	0.001
AP3M2	0.0271406159245327	0.1855734377875621	K562 genome-wide CRISPRi day 8	0.001
AP3S1	0.0180859859068174	0.2208054235065259	K562 genome-wide CRISPRi day 8	0.001
AP3S2	0.0231912706706605	0.024682069801517	K562 genome-wide CRISPRi day 8	0.001
AP4B1	0.0262117008146136	0.2638336708715559	K562 genome-wide CRISPRi day 8	0.001
AP4M1	0.0266975710080794	0.0091692898363459	K562 genome-wide CRISPRi day 8	0.001
AP4S1	0.0332794418929882	0.0997442861760262	K562 genome-wide CRISPRi day 8	0.001
AP5B1	0.0354086958789757	0.0754328935478062	K562 genome-wide CRISPRi day 8	0.001
AP5M1	0.020350573472003	0.0382364660439701	K562 genome-wide CRISPRi day 8	0.001
AP5S1	0.0255984733736117	0.0514234504306935	K562 genome-wide CRISPRi day 8	0.001
AP5Z1	0.0192780831946423	0.0378919765304821	K562 genome-wide CRISPRi day 8	0.001
APAF1	0.018092379423343	0.0365601055632304	K562 genome-wide CRISPRi day 8	0.001
APBA2	0.0184188208782287	0.1769826010141824	K562 genome-wide CRISPRi day 8	0.001
APBA3	0.0172386151090419	0.0591614258100251	K562 genome-wide CRISPRi day 8	0.001
APBB3	0.0371880544454793	0.0193915751643897	K562 genome-wide CRISPRi day 8	0.001
APC	0.0158055929423935	0.0676496634138932	K562 genome-wide CRISPRi day 8	0.001
APEH	0.0344950840453328	0.0355456436588506	K562 genome-wide CRISPRi day 8	0.001
APEX1	0.0207945443948324	0.0258445655823241	K562 genome-wide CRISPRi day 8	0.001
APEX2	0.0315152545549395	0.1279387550840721	K562 genome-wide CRISPRi day 8	0.001
APH1A	0.0232237253223614	0.1014321816578887	K562 genome-wide CRISPRi day 8	0.001
APH1B	0.0219936181290676	0.0056269533623527	K562 genome-wide CRISPRi day 8	0.001
API5	0.0222249696064375	0.0114448798372591	K562 genome-wide CRISPRi day 8	0.001
APIP	0.0211550667871696	0.0634709029273339	K562 genome-wide CRISPRi day 8	0.001
APLP1	0.0228865781999828	0.1465952289190056	K562 genome-wide CRISPRi day 8	0.001
APLP2	0.01959034599058	0.0043986244095859	K562 genome-wide CRISPRi day 8	0.001
APMAP	0.0196565043300158	0.0169107225395431	K562 genome-wide CRISPRi day 8	0.001
APOBEC3B	0.0209036963240126	0.011586992082635	K562 genome-wide CRISPRi day 8	0.001
APOBEC3C	0.0199458863952441	0.1237888265097983	K562 genome-wide CRISPRi day 8	0.001
APOBEC3G	0.0171452349400992	0.0069173462057788	K562 genome-wide CRISPRi day 8	0.001
APOBR	0.0233529088970504	0.0145727118049215	K562 genome-wide CRISPRi day 8	0.001
APOC1	0.0194726783700579	0.2391437627059156	K562 genome-wide CRISPRi day 8	0.001
APOE	0.0259070366978711	0.0882085597993294	K562 genome-wide CRISPRi day 8	0.001
APOL2	0.0225252838944608	0.0202044681399011	K562 genome-wide CRISPRi day 8	0.001
APOM	0.0268833074334912	0.0610406156427659	K562 genome-wide CRISPRi day 8	0.001
APOO	0.0243885648287753	0.0156147451540955	K562 genome-wide CRISPRi day 8	0.001
APOOL	0.0267228840275507	0.0938624860814741	K562 genome-wide CRISPRi day 8	0.001
APPBP2	0.0289485131932735	0.0335892468072123	K562 genome-wide CRISPRi day 8	0.001
APPL1	0.0267912384198337	0.0119453787423399	K562 genome-wide CRISPRi day 8	0.001
APRT	0.0268287188689997	0.1109562984635883	K562 genome-wide CRISPRi day 8	0.001
APTX	0.0187299791631113	0.0045407831796577	K562 genome-wide CRISPRi day 8	0.001
AQP10	0.022798540825357	0.0703930559099543	K562 genome-wide CRISPRi day 8	0.001
AQP3	0.0174951974319524	0.0300713064798182	K562 genome-wide CRISPRi day 8	0.001
AQP7	0.0178056999663444	0.5488172395659165	K562 genome-wide CRISPRi day 8	0.001
AR	0.0293836620057445	0.0020572790416832	K562 genome-wide CRISPRi day 8	0.001
ARAF	0.0204634634837753	0.0110633429761162	K562 genome-wide CRISPRi day 8	0.001
ARAP1	0.0175950307427386	0.1456518553568583	K562 genome-wide CRISPRi day 8	0.001
ARCN1	0.019031885248597	0.9574909968119228	K562 genome-wide CRISPRi day 8	0.001
AREG	0.0287473034735808	0.0213261384073047	K562 genome-wide CRISPRi day 8	0.001
AREL1	0.026624880528915	0.1874016917027477	K562 genome-wide CRISPRi day 8	0.001
ARF1	0.0231692269948032	0.071021837097006	K562 genome-wide CRISPRi day 8	0.001
ARF3	0.0195101224645959	0.1939405187427166	K562 genome-wide CRISPRi day 8	0.001
ARF4	0.0211032399501677	0.214178526880743	K562 genome-wide CRISPRi day 8	0.001
ARF5	0.0144618050356859	0.0255168065834125	K562 genome-wide CRISPRi day 8	0.001
ARF6	0.0166185550939919	0.1889462625870661	K562 genome-wide CRISPRi day 8	0.001
ARFGAP1	0.0192671834913287	0.0091366764999295	K562 genome-wide CRISPRi day 8	0.001
ARFGAP2	0.0232453094101162	0.0026688345909502	K562 genome-wide CRISPRi day 8	0.001
ARFGAP3	0.036261865745729	0.0047876087184562	K562 genome-wide CRISPRi day 8	0.001
ARFGEF1	0.022989679234625	0.0880181124217609	K562 genome-wide CRISPRi day 8	0.001
ARFGEF2	0.0646504695322596	0.023480639500694	K562 genome-wide CRISPRi day 8	0.001
ARFIP1	0.0195166281630682	0.0095450532313544	K562 genome-wide CRISPRi day 8	0.001
ARFIP2	0.0347509915105919	0.0140101335829061	K562 genome-wide CRISPRi day 8	0.001
ARFRP1	0.0152527177553209	0.8493201724908613	K562 genome-wide CRISPRi day 8	0.001
ARG2	0.0232813291988179	0.0333132007753135	K562 genome-wide CRISPRi day 8	0.001
ARGFX	0.0224165450385381	0.1815876039097718	K562 genome-wide CRISPRi day 8	0.001
ARGLU1	0.0228408800309075	0.7820351420642598	K562 genome-wide CRISPRi day 8	0.001
ARHGAP1	0.025308259867173	0.0329621480057918	K562 genome-wide CRISPRi day 8	0.001
ARHGAP11A	0.0285878101765646	0.0498252273925429	K562 genome-wide CRISPRi day 8	0.001
ARHGAP12	0.0225728224179494	0.1303510831930796	K562 genome-wide CRISPRi day 8	0.001
ARHGAP17	0.0319220567513577	0.0127425715212536	K562 genome-wide CRISPRi day 8	0.001
ARHGAP18	0.023281805277682	0.0186569380460571	K562 genome-wide CRISPRi day 8	0.001
ARHGAP19	0.0288918359690591	0.0522853110754633	K562 genome-wide CRISPRi day 8	0.001
ARHGAP21	0.0163262919710451	0.0665782917090265	K562 genome-wide CRISPRi day 8	0.001
ARHGAP22	0.0243890020874776	0.0065037115521532	K562 genome-wide CRISPRi day 8	0.001
ARHGAP24	0.0222025033730973	0.0262009780564501	K562 genome-wide CRISPRi day 8	0.001
ARHGAP25	0.0221886743222172	0.0368110058682427	K562 genome-wide CRISPRi day 8	0.001
ARHGAP35	0.0220439390379451	0.0028323531015616	K562 genome-wide CRISPRi day 8	0.001
ARHGAP4	0.0170821310398053	0.0190299467979607	K562 genome-wide CRISPRi day 8	0.001
ARHGAP45	0.0242834521823545	0.3316914646720871	K562 genome-wide CRISPRi day 8	0.001
ARHGAP5	0.0166344012509488	0.0590475127951299	K562 genome-wide CRISPRi day 8	0.001
ARHGAP6	0.031226765736933	0.0186169058321363	K562 genome-wide CRISPRi day 8	0.001
ARHGDIA	0.021716981390766	0.0121933893128134	K562 genome-wide CRISPRi day 8	0.001
ARHGDIB	0.0197395915280618	0.0201430327897354	K562 genome-wide CRISPRi day 8	0.001
ARHGEF1	0.0122396804129727	0.0042002687636332	K562 genome-wide CRISPRi day 8	0.001
ARHGEF10	0.0166623215916435	0.0064448042697074	K562 genome-wide CRISPRi day 8	0.001
ARHGEF11	0.0230246261278851	0.0588308687545467	K562 genome-wide CRISPRi day 8	0.001
ARHGEF12	0.0184497613897146	0.0422065878182653	K562 genome-wide CRISPRi day 8	0.001
ARHGEF18	0.0167447535047103	0.002454325424404	K562 genome-wide CRISPRi day 8	0.001
ARHGEF2	0.0264466720358658	0.0979835539643332	K562 genome-wide CRISPRi day 8	0.001
ARHGEF25	0.0205334518320644	0.0064943029475819	K562 genome-wide CRISPRi day 8	0.001
ARHGEF39	0.0200628875736912	0.0193143108927583	K562 genome-wide CRISPRi day 8	0.001
ARHGEF6	0.0344339514720931	0.0106523079299074	K562 genome-wide CRISPRi day 8	0.001
ARHGEF7	0.0206704825528476	0.0153391631943432	K562 genome-wide CRISPRi day 8	0.001
ARHGEF9	0.0325484593553651	0.0187409975704106	K562 genome-wide CRISPRi day 8	0.001
ARID1A	0.0216509731756193	0.0133040156523985	K562 genome-wide CRISPRi day 8	0.001
ARID1B	0.0134265410278772	0.005187878457819	K562 genome-wide CRISPRi day 8	0.001
ARID2	0.0255086801803351	0.2477380983249636	K562 genome-wide CRISPRi day 8	0.001
ARID3A	0.0434375344648208	0.464792732692444	K562 genome-wide CRISPRi day 8	0.001
ARID3B	0.0186388008232249	0.1218471247788112	K562 genome-wide CRISPRi day 8	0.001
ARID3C	0.0205604137799986	0.0423631944781827	K562 genome-wide CRISPRi day 8	0.001
ARID4A	0.019576236684187	0.0045919324187721	K562 genome-wide CRISPRi day 8	0.001
ARID4B	0.0387960978729969	0.012484939818679	K562 genome-wide CRISPRi day 8	0.001
ARID5A	0.019493393644467	0.426627455533615	K562 genome-wide CRISPRi day 8	0.001
ARID5B	0.0250523525720652	0.2764392477481971	K562 genome-wide CRISPRi day 8	0.001
ARIH1	0.0395318869807321	0.986694874057886	K562 genome-wide CRISPRi day 8	0.001
ARIH2	0.0274795594293903	0.0583214268291285	K562 genome-wide CRISPRi day 8	0.001
ARL1	0.0306629906291008	0.0105595032565763	K562 genome-wide CRISPRi day 8	0.001
ARL11	0.0227843290218796	0.036708187218752	K562 genome-wide CRISPRi day 8	0.001
ARL13B	0.0256605213578758	0.019042664626714	K562 genome-wide CRISPRi day 8	0.001
ARL14EP	0.0202483690431139	0.0070422152035879	K562 genome-wide CRISPRi day 8	0.001
ARL15	0.0195893746270582	0.0232776285543807	K562 genome-wide CRISPRi day 8	0.001
ARL2	0.0699493856371851	0.9999882417922702	K562 genome-wide CRISPRi day 8	0.001
ARL2BP	0.0145598257635906	0.0645273593666644	K562 genome-wide CRISPRi day 8	0.001
ARL3	0.0195665515317821	0.0261524835701588	K562 genome-wide CRISPRi day 8	0.001
ARL4A	0.0204059470559356	0.2804753826998223	K562 genome-wide CRISPRi day 8	0.001
ARL4D	0.0162807719707646	0.1720383317117796	K562 genome-wide CRISPRi day 8	0.001
ARL5A	0.0314614638094871	0.01932802782626	K562 genome-wide CRISPRi day 8	0.001
ARL5B	0.0211746135727781	0.0121317816475969	K562 genome-wide CRISPRi day 8	0.001
ARL6IP1	0.0168705195319353	0.0154816157887213	K562 genome-wide CRISPRi day 8	0.001
ARL6IP5	0.0216788203871743	0.0199037290486125	K562 genome-wide CRISPRi day 8	0.001
ARL6IP6	0.0245793808452432	0.1266872971241067	K562 genome-wide CRISPRi day 8	0.001
ARL8A	0.0216005740379718	0.0386250515624028	K562 genome-wide CRISPRi day 8	0.001
ARL8B	0.0201945268486022	0.0636862828549062	K562 genome-wide CRISPRi day 8	0.001
ARMC1	0.0211742205996118	0.0345125603050435	K562 genome-wide CRISPRi day 8	0.001
ARMC10	0.0206698973541028	0.0572031228600416	K562 genome-wide CRISPRi day 8	0.001
ARMC5	0.020959061207286	0.0273789252960562	K562 genome-wide CRISPRi day 8	0.001
ARMC6	0.026161347260535	0.4787831154700369	K562 genome-wide CRISPRi day 8	0.001
ARMC7	0.0339094336356937	0.9843015646557312	K562 genome-wide CRISPRi day 8	0.001
ARMC8	0.0244537685087739	0.0082969780782122	K562 genome-wide CRISPRi day 8	0.001
ARMCX3	0.0218544157648461	0.0472183339635101	K562 genome-wide CRISPRi day 8	0.001
ARMCX5	0.0253569035539896	0.0070251499727851	K562 genome-wide CRISPRi day 8	0.001
ARMCX6	0.0202653878570933	0.2848247963541878	K562 genome-wide CRISPRi day 8	0.001
ARNT	0.0294770545091405	0.0165841203230269	K562 genome-wide CRISPRi day 8	0.001
ARNT2	0.0270018932381438	0.005267559996338	K562 genome-wide CRISPRi day 8	0.001
ARPC1A	0.0195889443118371	0.0239067692457633	K562 genome-wide CRISPRi day 8	0.001
ARPC1B	0.0526497047253062	0.033689227788131	K562 genome-wide CRISPRi day 8	0.001
ARPC2	0.0142326283518826	0.0872530238902052	K562 genome-wide CRISPRi day 8	0.001
ARPC3	0.0159648160199305	0.1691233087911342	K562 genome-wide CRISPRi day 8	0.001
ARPC4	0.0217064021950186	0.4214121042833791	K562 genome-wide CRISPRi day 8	0.001
ARPC5	0.0225396161492344	0.1288233074714876	K562 genome-wide CRISPRi day 8	0.001
ARPC5L	0.0190682153168203	0.0088700010525543	K562 genome-wide CRISPRi day 8	0.001
ARPP19	0.0186183988242847	0.0475015754668176	K562 genome-wide CRISPRi day 8	0.001
ARRB1	0.0406503831712717	0.0572263775639109	K562 genome-wide CRISPRi day 8	0.001
ARRB2	0.0422737096290645	0.028981307961245	K562 genome-wide CRISPRi day 8	0.001
ARRDC1	0.0188801600811943	0.0354647132222363	K562 genome-wide CRISPRi day 8	0.001
ARRDC2	0.015018036370295	0.0166103063778359	K562 genome-wide CRISPRi day 8	0.001
ARRDC3	0.0269299451557447	0.3220337261335195	K562 genome-wide CRISPRi day 8	0.001
ARRDC4	0.0223015758759346	0.0057053742699187	K562 genome-wide CRISPRi day 8	0.001
ARSK	0.0239006017432435	0.0302426965662644	K562 genome-wide CRISPRi day 8	0.001
ARV1	0.0223908948706126	0.1807928676574096	K562 genome-wide CRISPRi day 8	0.001
ARVCF	0.0144408324366354	0.0152612905158769	K562 genome-wide CRISPRi day 8	0.001
ARX	0.0144330268289139	0.0207205538446078	K562 genome-wide CRISPRi day 8	0.001
ASAH1	0.0211253290948892	0.0013943505553402	K562 genome-wide CRISPRi day 8	0.001
ASAP1	0.0194805641425627	0.0075316738432788	K562 genome-wide CRISPRi day 8	0.001
ASAP3	0.0193889157957081	0.0285713113253524	K562 genome-wide CRISPRi day 8	0.001
ASB1	0.0185733487646578	0.0135679839230715	K562 genome-wide CRISPRi day 8	0.001
ASB13	0.0118117958633385	0.0044155688213778	K562 genome-wide CRISPRi day 8	0.001
ASB3	0.0191143584123524	0.0108440990727959	K562 genome-wide CRISPRi day 8	0.001
ASB6	0.0377727792793751	0.1002592607057029	K562 genome-wide CRISPRi day 8	0.001
ASB7	0.051767857734842	0.0900801495557563	K562 genome-wide CRISPRi day 8	0.001
ASCC1	0.0291270439015155	0.2495549712501694	K562 genome-wide CRISPRi day 8	0.001
ASCC2	0.023737817021706	0.0246665813086592	K562 genome-wide CRISPRi day 8	0.001
ASCC3	0.0520360641738043	0.0886400015003393	K562 genome-wide CRISPRi day 8	0.001
ASCL1	0.0196306819818195	0.0076619262325871	K562 genome-wide CRISPRi day 8	0.001
ASCL2	0.021437933549906	0.0110335020320216	K562 genome-wide CRISPRi day 8	0.001
ASCL3	0.0477545215530468	0.0014636317358119	K562 genome-wide CRISPRi day 8	0.001
ASCL4	0.025161640814454	0.0309742852646153	K562 genome-wide CRISPRi day 8	0.001
ASCL5	0.0327929426092404	0.0640707934485782	K562 genome-wide CRISPRi day 8	0.001
ASF1A	0.0217184321793662	0.7592259870932696	K562 genome-wide CRISPRi day 8	0.001
ASF1B	0.0117437634019187	0.2576213505191337	K562 genome-wide CRISPRi day 8	0.001
ASH1L	0.0165474511281869	0.0733069766694442	K562 genome-wide CRISPRi day 8	0.001
ASH2L	0.0395026283819864	0.0715697436208424	K562 genome-wide CRISPRi day 8	0.001
ASIC4	0.0174482909627201	0.0171747713214094	K562 genome-wide CRISPRi day 8	0.001
ASL	0.0280554479111274	0.0516706325325277	K562 genome-wide CRISPRi day 8	0.001
ASNS	0.0254236575762539	0.1552160447326462	K562 genome-wide CRISPRi day 8	0.001
ASNSD1	0.0204895102022106	0.1227631994494919	K562 genome-wide CRISPRi day 8	0.001
ASPH	0.0244149854440833	0.027100316782573	K562 genome-wide CRISPRi day 8	0.001
ASPM	0.0172330674219822	0.3284378687622907	K562 genome-wide CRISPRi day 8	0.001
ASPSCR1	0.0254217386634734	0.3890393548063471	K562 genome-wide CRISPRi day 8	0.001
ASRGL1	0.0183099823841139	0.0732399611173456	K562 genome-wide CRISPRi day 8	0.001
ASXL1	0.0195811254060722	0.0368191233638037	K562 genome-wide CRISPRi day 8	0.001
ATAD1	0.0233796670046514	0.026596265190808	K562 genome-wide CRISPRi day 8	0.001
ATAD2	0.0360157116953289	0.0345441894253389	K562 genome-wide CRISPRi day 8	0.001
ATAD2B	0.0231834232019829	0.02540873139287	K562 genome-wide CRISPRi day 8	0.001
ATAD3A	0.0398465317310732	0.0035112671981782	K562 genome-wide CRISPRi day 8	0.001
ATAD3B	0.0336502871684729	0.0143858559203941	K562 genome-wide CRISPRi day 8	0.001
ATAD5	0.0257863924084214	0.0898487180098363	K562 genome-wide CRISPRi day 8	0.001
ATE1	0.0209026718876304	0.0164277130453783	K562 genome-wide CRISPRi day 8	0.001
ATF1	0.0164521174935654	0.069078009623143	K562 genome-wide CRISPRi day 8	0.001
ATF2	0.0226989072618935	0.0058110779115238	K562 genome-wide CRISPRi day 8	0.001
ATF3	0.0167140513203148	0.078808289418282	K562 genome-wide CRISPRi day 8	0.001
ATF4	0.0340756488466751	0.9550653178147234	K562 genome-wide CRISPRi day 8	0.001
ATF5	0.0594937759877695	0.140585620647804	K562 genome-wide CRISPRi day 8	0.001
ATF6	0.0263818978182835	0.0064766859218709	K562 genome-wide CRISPRi day 8	0.001
ATF6B	0.0221395458059383	0.1192918771897408	K562 genome-wide CRISPRi day 8	0.001
ATF7	0.0570484683016688	0.3934339576111788	K562 genome-wide CRISPRi day 8	0.001
ATF7IP	0.0172826529287001	0.1932532460300024	K562 genome-wide CRISPRi day 8	0.001
ATF7IP2	0.0278354433510341	0.0187085519853186	K562 genome-wide CRISPRi day 8	0.001
ATG10	0.0249124458657363	0.0656064450275905	K562 genome-wide CRISPRi day 8	0.001
ATG12	0.0472930864721627	0.3325647435380253	K562 genome-wide CRISPRi day 8	0.001
ATG13	0.0250939539024427	0.0160319018602544	K562 genome-wide CRISPRi day 8	0.001
ATG16L1	0.0322294934830063	0.0297252328059253	K562 genome-wide CRISPRi day 8	0.001
ATG2A	0.0265629062712525	0.0561860446030048	K562 genome-wide CRISPRi day 8	0.001
ATG2B	0.032514249367805	0.0060397341288709	K562 genome-wide CRISPRi day 8	0.001
ATG3	0.0224692362866135	0.0350278782190367	K562 genome-wide CRISPRi day 8	0.001
ATG4A	0.0258293988251461	0.0130787119676215	K562 genome-wide CRISPRi day 8	0.001
ATG4B	0.0212566605770485	0.0783615214974888	K562 genome-wide CRISPRi day 8	0.001
ATG4C	0.0221891467493998	0.0120217592461161	K562 genome-wide CRISPRi day 8	0.001
ATG4D	0.0263181381256826	0.0358597637474687	K562 genome-wide CRISPRi day 8	0.001
ATG5	0.024092117995383	0.0066146884185209	K562 genome-wide CRISPRi day 8	0.001
ATG7	0.0189005202859844	0.0361805788973091	K562 genome-wide CRISPRi day 8	0.001
ATG9A	0.0233634602799316	0.0108117111134038	K562 genome-wide CRISPRi day 8	0.001
ATIC	0.0480829625313336	0.9547258749060912	K562 genome-wide CRISPRi day 8	0.001
ATL2	0.0288862877505476	0.9959398486587352	K562 genome-wide CRISPRi day 8	0.001
ATL3	0.0229304330589752	0.0422884727668632	K562 genome-wide CRISPRi day 8	0.001
ATM	0.0237307044196495	0.0094184634998568	K562 genome-wide CRISPRi day 8	0.001
ATMIN	0.0249373869735504	0.1185694350678465	K562 genome-wide CRISPRi day 8	0.001
ATN1	0.0209490259781362	0.0194860837201399	K562 genome-wide CRISPRi day 8	0.001
ATOH1	0.0213459740280727	0.0361820494097101	K562 genome-wide CRISPRi day 8	0.001
ATOH7	0.0293153110069593	0.0070241664953922	K562 genome-wide CRISPRi day 8	0.001
ATOH8	0.0190672235967432	0.0252223746282637	K562 genome-wide CRISPRi day 8	0.001
ATOX1	0.0283346893897679	0.0225795901945091	K562 genome-wide CRISPRi day 8	0.001
ATP11A	0.018478251123201	0.0610785793908806	K562 genome-wide CRISPRi day 8	0.001
ATP11B	0.0309586885524873	0.1044811854895691	K562 genome-wide CRISPRi day 8	0.001
ATP11C	0.0446921056580617	0.0312976271216317	K562 genome-wide CRISPRi day 8	0.001
ATP13A1	0.0334356689999596	0.0254920755877272	K562 genome-wide CRISPRi day 8	0.001
ATP13A2	0.0154724057327181	0.0592980179019576	K562 genome-wide CRISPRi day 8	0.001
ATP13A3	0.0271114343565186	0.0359063575755618	K562 genome-wide CRISPRi day 8	0.001
ATP1A1	0.0501596455753564	0.6783867023279748	K562 genome-wide CRISPRi day 8	0.001
ATP1B3	0.0303287157216412	0.9706828438043248	K562 genome-wide CRISPRi day 8	0.001
ATP23	0.0226872774130983	0.3915005990321573	K562 genome-wide CRISPRi day 8	0.001
ATP2A2	0.0179244726816361	0.9101277246894024	K562 genome-wide CRISPRi day 8	0.001
ATP2A3	0.0222875856235319	0.0577355527900704	K562 genome-wide CRISPRi day 8	0.001
ATP2B1	0.024111813048966	0.0803399542498188	K562 genome-wide CRISPRi day 8	0.001
ATP2B4	0.0365873662946906	0.2971022061545712	K562 genome-wide CRISPRi day 8	0.001
ATP2C1	0.0328779661384435	0.0053604669566403	K562 genome-wide CRISPRi day 8	0.001
ATP5F1A	0.0337641610634334	0.6350346513459902	K562 genome-wide CRISPRi day 8	0.001
ATP5F1B	0.0468400260478195	0.9674344592837536	K562 genome-wide CRISPRi day 8	0.001
ATP5F1C	0.0483670319721121	0.8079923782706521	K562 genome-wide CRISPRi day 8	0.001
ATP5F1D	0.028085832199335	0.863649148828692	K562 genome-wide CRISPRi day 8	0.001
ATP5F1E	0.0594855345166758	0.973746934518542	K562 genome-wide CRISPRi day 8	0.001
ATP5IF1	0.0285214505261131	0.0220130631506761	K562 genome-wide CRISPRi day 8	0.001
ATP5MC1	0.0177907285512784	0.4173552893194986	K562 genome-wide CRISPRi day 8	0.001
ATP5MC2	0.0277240592819657	0.2286656443753074	K562 genome-wide CRISPRi day 8	0.001
ATP5MC3	0.0261140318322348	0.0066349903096127	K562 genome-wide CRISPRi day 8	0.001
ATP5ME	0.0324247941764718	0.4527932293273659	K562 genome-wide CRISPRi day 8	0.001
ATP5MF	0.0233156317915624	0.9766696538200004	K562 genome-wide CRISPRi day 8	0.001
ATP5MG	0.038190594716004	0.2559730185601896	K562 genome-wide CRISPRi day 8	0.001
ATP5PB	0.0571437095735876	0.8050629129909047	K562 genome-wide CRISPRi day 8	0.001
ATP5PD	0.0462384671616123	0.1752859987979571	K562 genome-wide CRISPRi day 8	0.001
ATP5PF	0.0305986211635383	0.0443311535289501	K562 genome-wide CRISPRi day 8	0.001
ATP5PO	0.0280107568789926	0.0695606414317395	K562 genome-wide CRISPRi day 8	0.001
ATP6AP1	0.0332685127380888	0.9658066243015042	K562 genome-wide CRISPRi day 8	0.001
ATP6AP2	0.0181490839520332	0.9907642410256052	K562 genome-wide CRISPRi day 8	0.001
ATP6V0A1	0.0271802592940916	0.8829006714404809	K562 genome-wide CRISPRi day 8	0.001
ATP6V0A2	0.0284157001216108	0.0925937842267393	K562 genome-wide CRISPRi day 8	0.001
ATP6V0B	0.0192563051958019	0.9999726354498928	K562 genome-wide CRISPRi day 8	0.001
ATP6V0C	0.04469473704786	1.0	K562 genome-wide CRISPRi day 8	0.001
ATP6V0D1	0.0223255937955306	0.8945349174594953	K562 genome-wide CRISPRi day 8	0.001
ATP6V0E1	0.0209255218822217	0.0323746683396143	K562 genome-wide CRISPRi day 8	0.001
ATP6V0E2	0.0316824914566506	0.1311886195094478	K562 genome-wide CRISPRi day 8	0.001
ATP6V1A	0.0744711759809436	0.9962285327639294	K562 genome-wide CRISPRi day 8	0.001
ATP6V1B2	0.0345020323543202	1.0	K562 genome-wide CRISPRi day 8	0.001
ATP6V1C1	0.0363733091540983	0.9224597206475448	K562 genome-wide CRISPRi day 8	0.001
ATP6V1D	0.0166534486241069	0.708972129143813	K562 genome-wide CRISPRi day 8	0.001
ATP6V1E1	0.0200489891259815	0.9866657580840884	K562 genome-wide CRISPRi day 8	0.001
ATP6V1E2	0.0182249198799645	0.0315735600711721	K562 genome-wide CRISPRi day 8	0.001
ATP6V1F	0.0334713896068694	1.0	K562 genome-wide CRISPRi day 8	0.001
ATP6V1G1	0.0270376108187672	0.984390873779848	K562 genome-wide CRISPRi day 8	0.001
ATP6V1H	0.0289924184287183	0.9157281810714452	K562 genome-wide CRISPRi day 8	0.001
ATP7A	0.0199552813080618	0.1046297757878643	K562 genome-wide CRISPRi day 8	0.001
ATP7B	0.0322078755970922	0.022997798751215	K562 genome-wide CRISPRi day 8	0.001
ATP8B2	0.0238504336700182	0.2765876757561681	K562 genome-wide CRISPRi day 8	0.001
ATP9B	0.0213912627128497	0.0043260794294801	K562 genome-wide CRISPRi day 8	0.001
ATPAF1	0.0240744389366374	0.0355845803392314	K562 genome-wide CRISPRi day 8	0.001
ATPAF2	0.0191089467746316	0.2603229559022679	K562 genome-wide CRISPRi day 8	0.001
ATPSCKMT	0.0388835692169616	0.0085977205906955	K562 genome-wide CRISPRi day 8	0.001
ATR	0.0657025879932666	0.9864353454160294	K562 genome-wide CRISPRi day 8	0.001
ATRAID	0.0238278365860859	0.0427235307766809	K562 genome-wide CRISPRi day 8	0.001
ATRIP	0.0535456901249273	0.6508364610135331	K562 genome-wide CRISPRi day 8	0.001
ATRX	0.0172106311915097	0.0172035286981181	K562 genome-wide CRISPRi day 8	0.001
ATXN10	0.0449600033577264	0.2491480017805986	K562 genome-wide CRISPRi day 8	0.001
ATXN1L	0.0361432116603615	0.2155059487395378	K562 genome-wide CRISPRi day 8	0.001
ATXN2	0.0291092710759507	0.0069249868359197	K562 genome-wide CRISPRi day 8	0.001
ATXN2L	0.0269336806915841	0.0035694097812671	K562 genome-wide CRISPRi day 8	0.001
ATXN3	0.0164916829066154	0.0699214395583766	K562 genome-wide CRISPRi day 8	0.001
ATXN7	0.0156341044373318	0.0119139903553139	K562 genome-wide CRISPRi day 8	0.001
ATXN7L1	0.0232568697150431	0.0096881514792144	K562 genome-wide CRISPRi day 8	0.001
ATXN7L3	0.0188432838030529	0.0933694392213168	K562 genome-wide CRISPRi day 8	0.001
ATXN7L3B	0.0254471208152164	0.1488343740514244	K562 genome-wide CRISPRi day 8	0.001
