replicate	cell_line	truth_metric	depmap_endpoint	n_targets	spearman_rho_raw	spearman_rho_aligned	n_control_subsample
17	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6223404255319149	0.6223404255319149	500
17	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.622531872712511	0.622531872712511	500
17	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6283533765032377	0.6283533765032377	500
17	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6284293605008155	0.6284293605008155	500
17	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.19669287696577245	0.19669287696577245	500
17	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.19646728926136456	0.19646728926136456	500
17	HCC38	real_Edistance	depmap_gene_effect	47	-0.6167900092506938	0.6167900092506938	500
17	HCC38	real_Edistance	depmap_gene_dependency	47	0.6168656589551202	0.6168656589551202	500
17	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5529745610245966	0.5529745610245966	500
17	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5532007185739993	0.5532007185739993	500
18	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7013182238667901	0.7013182238667901	500
18	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7015119542696104	0.7015119542696104	500
18	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.726063829787234	0.726063829787234	500
18	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7264895496083126	0.7264895496083126	500
18	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6222247918593894	0.6222247918593894	500
18	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.622416235697054	0.622416235697054	500
18	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6200277520814061	0.6200277520814061	500
18	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6201613138956433	0.6201613138956433	500
18	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6284690101757633	0.6284690101757633	500
18	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.628602816024001	0.628602816024001	500
18	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.23161424606845513	0.23161424606845513	500
18	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.23133184942163615	0.23133184942163615	500
18	HCC38	real_Edistance	depmap_gene_effect	47	-0.6170212765957447	0.6170212765957447	500
18	HCC38	real_Edistance	depmap_gene_dependency	47	0.6171547514937628	0.6171547514937628	500
18	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5284987983359828	0.5284987983359828	500
18	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5286048350611067	0.5286048350611067	500
19	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7072155411655874	0.7072155411655874	500
19	HCC38	real_shift_L2	depmap_gene_dependency	47	0.707409442057915	0.707409442057915	500
19	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7341581868640149	0.7341581868640149	500
19	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7345841406902992	0.7345841406902992	500
19	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6352913968547642	0.6352913968547642	500
19	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6352519444127759	0.6352519444127759	500
19	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6362164662349676	0.6362164662349676	500
19	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6363504960596169	0.6363504960596169	500
19	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6367946345975949	0.6367946345975949	500
19	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6368708626291734	0.6368708626291734	500
19	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.19010175763182238	0.19010175763182238	500
19	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.18952906833394734	0.18952906833394734	500
19	HCC38	real_Edistance	depmap_gene_effect	47	-0.6313598519888992	0.6313598519888992	500
19	HCC38	real_Edistance	depmap_gene_dependency	47	0.6314359229026963	0.6314359229026963	500
19	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.6129323278138377	0.6129323278138377	500
19	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.6131295350550416	0.6131295350550416	500
20	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7006244218316373	0.7006244218316373	500
20	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7008181321768687	0.7008181321768687	500
20	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7246762257169287	0.7246762257169287	500
20	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7251597239305575	0.7251597239305575	500
20	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6178307123034228	0.6178307123034228	500
20	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6177329365710473	0.6177329365710473	500
20	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6092738205365403	0.6092738205365403	500
20	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6094648899658751	0.6094648899658751	500
20	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6171369102682702	0.6171369102682702	500
20	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6172125700014911	0.6172125700014911	500
20	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.2251387604070305	0.2251387604070305	500
20	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.2247405395405898	0.2247405395405898	500
20	HCC38	real_Edistance	depmap_gene_effect	47	-0.6084643848288622	0.6084643848288622	500
20	HCC38	real_Edistance	depmap_gene_dependency	47	0.6085397938422196	0.6085397938422196	500
20	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5488273606379943	0.5488273606379943	500
20	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5489330933204027	0.5489330933204027	500
21	HCC38	real_shift_L2	depmap_gene_effect	47	-0.711031452358927	0.711031452358927	500
21	HCC38	real_shift_L2	depmap_gene_dependency	47	0.711167645060266	0.711167645060266	500
21	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7305735430157263	0.7305735430157263	500
21	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7309993932111336	0.7309993932111336	500
21	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6285846438482886	0.6285846438482886	500
21	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.628834090054915	0.628834090054915	500
21	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6214153561517114	0.6214153561517114	500
21	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6216067765888553	0.6216067765888553	500
21	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6288159111933396	0.6288159111933396	500
21	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6289497270703719	0.6289497270703719	500
21	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.24953746530989823	0.24953746530989823	500
21	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.24937122383292096	0.24937122383292096	500
21	HCC38	real_Edistance	depmap_gene_effect	47	-0.6229185938945421	0.6229185938945421	500
21	HCC38	real_Edistance	depmap_gene_dependency	47	0.6229944207743388	0.6229944207743388	500
21	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5840901773198033	0.5840901773198033	500
21	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5842268922987326	0.5842268922987326	500
22	HCC38	real_shift_L2	depmap_gene_effect	47	-0.7105689176688251	0.7105689176688251	500
22	HCC38	real_shift_L2	depmap_gene_dependency	47	0.7107629155061669	0.7107629155061669	500
22	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7243293246993524	0.7243293246993524	500
22	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7248128128841866	0.7248128128841866	500
22	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6296253469010177	0.6296253469010177	500
22	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6297591861785706	0.6297591861785706	500
22	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6307816836262721	0.6307816836262721	500
22	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6309155563331401	0.6309155563331401	500
22	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6330943570767809	0.6330943570767809	500
22	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6332282966422792	0.6332282966422792	500
22	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.2738205365402405	0.2738205365402405	500
22	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.27365499707888125	0.27365499707888125	500
22	HCC38	real_Edistance	depmap_gene_effect	47	-0.6322849213691026	0.6322849213691026	500
22	HCC38	real_Edistance	depmap_gene_dependency	47	0.6324188375340805	0.6324188375340805	500
22	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5826939449927401	0.5826939449927401	500
22	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.582831185274835	0.582831185274835	500
23	HCC38	real_shift_L2	depmap_gene_effect	47	-0.6985430157261796	0.6985430157261796	500
23	HCC38	real_shift_L2	depmap_gene_dependency	47	0.6987366658986435	0.6987366658986435	500
23	HCC38	real_shift_mean_abs	depmap_gene_effect	47	-0.7296484736355227	0.7296484736355227	500
23	HCC38	real_shift_mean_abs	depmap_gene_dependency	47	0.7300742970874781	0.7300742970874781	500
23	HCC38	real_shift_top20_mean	depmap_gene_effect	47	-0.6401480111008326	0.6401480111008326	500
23	HCC38	real_shift_top20_mean	depmap_gene_dependency	47	0.6402243360774249	0.6402243360774249	500
23	HCC38	real_shift_top50_mean	depmap_gene_effect	47	-0.6328630897317299	0.6328630897317299	500
23	HCC38	real_shift_top50_mean	depmap_gene_dependency	47	0.6330548411190938	0.6330548411190938	500
23	HCC38	real_shift_top100_mean	depmap_gene_effect	47	-0.6340194264569843	0.6340194264569843	500
23	HCC38	real_shift_top100_mean	depmap_gene_dependency	47	0.6340955742582064	0.6340955742582064	500
23	HCC38	real_shift_top50_concentration	depmap_gene_effect	47	-0.2330018501387604	0.2330018501387604	500
23	HCC38	real_shift_top50_concentration	depmap_gene_dependency	47	0.23260385659166266	0.23260385659166266	500
23	HCC38	real_Edistance	depmap_gene_effect	47	-0.6219935245143386	0.6219935245143386	500
23	HCC38	real_Edistance	depmap_gene_dependency	47	0.6220693246506832	0.6220693246506832	500
23	HCC38	real_DEG_burden	depmap_gene_effect	47	-0.5834072296894383	0.5834072296894383	500
23	HCC38	real_DEG_burden	depmap_gene_dependency	47	0.5835749917495722	0.5835749917495722	500
0	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7643291359096829	0.7643291359096829	500
0	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7625821443902564	0.7625821443902564	500
0	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7788753799392097	0.7788753799392097	500
0	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.777240921193999	0.777240921193999	500
0	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7161311333043857	0.7161311333043857	500
0	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7143167644697852	0.7143167644697852	500
0	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7087494572297004	0.7087494572297004	500
0	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7067159172382149	0.7067159172382149	500
0	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7084237950499348	0.7084237950499348	500
0	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7061187078128774	0.7061187078128774	500
0	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.2555362570560139	0.2555362570560139	500
0	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2533253798750489	0.2533253798750489	500
0	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7508684324793747	0.7508684324793747	500
0	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7486291605437309	0.7486291605437309	500
0	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7082995927625001	0.7082995927625001	500
0	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7054698371432755	0.7054698371432755	500
1	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7504342162396874	0.7504342162396874	500
1	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7486291605437309	0.7486291605437309	500
1	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7807207989578809	0.7807207989578809	500
1	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7792497165337711	0.7792497165337711	500
1	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.6835649153278333	0.6835649153278333	500
1	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.6818502884377923	0.6818502884377923	500
1	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7059270516717325	0.7059270516717325	500
1	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7040013289412256	0.7040013289412256	500
1	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7171081198436822	0.7171081198436822	500
1	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7149682656610626	0.7149682656610626	500
1	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.2058184976118107	0.2058184976118107	500
1	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2034312469763841	0.2034312469763841	500
1	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7417498914459401	0.7417498914459401	500
1	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7393995603339671	0.7393995603339671	500
1	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7293132278747465	0.7293132278747465	500
1	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7261864574168604	0.7261864574168604	500
2	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7585757707338254	0.7585757707338254	500
2	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7567729254346992	0.7567729254346992	500
2	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7757273122014763	0.7757273122014763	500
2	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7742548740673107	0.7742548740673107	500
2	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7044072948328266	0.7044072948328266	500
2	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7024811594949114	0.7024811594949114	500
2	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7212331741207122	0.7212331741207122	500
2	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7193116069362457	0.7193116069362457	500
2	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7363221884498481	0.7363221884498481	500
2	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7342418425696874	0.7342418425696874	500
2	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.2851715154146765	0.2851715154146765	500
2	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.28269722524847396	0.28269722524847396	500
2	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7304602692140686	0.7304602692140686	500
2	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7281068730184913	0.7281068730184913	500
2	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7233036535799456	0.7233036535799456	500
2	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7205151992420883	0.7205151992420883	500
3	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7711680416847589	0.7711680416847589	500
3	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7693143233667901	0.7693143233667901	500
3	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.78006947459835	0.78006947459835	500
3	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7785982153424936	0.7785982153424936	500
3	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7306773773339124	0.7306773773339124	500
3	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7287583742097687	0.7287583742097687	500
3	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7387103777681286	0.7387103777681286	500
3	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7365220967391585	0.7365220967391585	500
3	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7402301346070344	0.7402301346070344	500
3	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7380965579514122	0.7380965579514122	500
3	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.3175206252713851	0.3175206252713851	500
3	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.31500082598264756	0.31500082598264756	500
3	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7428354320451585	0.7428354320451585	500
3	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7404853956527628	0.7404853956527628	500
3	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7469457096707407	0.7469457096707407	500
3	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7439431721339695	0.7439431721339695	500
4	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7604211897524967	0.7604211897524967	500
4	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7586188454766518	0.7586188454766518	500
4	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7785497177594441	0.7785497177594441	500
4	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7769151705983602	0.7769151705983602	500
4	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7136343899261833	0.7136343899261833	500
4	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7113307173430969	0.7113307173430969	500
4	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7129830655666521	0.7129830655666521	500
4	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7107335079177591	0.7107335079177591	500
4	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7237299174989145	0.7237299174989145	500
4	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7213204022760179	0.7213204022760179	500
4	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.23925314806773776	0.23925314806773776	500
4	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2356262641786781	0.2356262641786781	500
4	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7268779852366478	0.7268779852366478	500
4	HCC1143	real_Edistance	depmap_gene_dependency	48	0.724577908232405	0.724577908232405	500
4	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.6569171820938337	0.6569171820938337	500
4	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.6539488931562885	0.6539488931562885	500
5	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7562961354754666	0.7562961354754666	500
5	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7543297959674087	0.7543297959674087	500
5	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7867998263135041	0.7867998263135041	500
5	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.785167519021208	0.785167519021208	500
5	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7101606600086843	0.7101606600086843	500
5	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7083446702164087	0.7083446702164087	500
5	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7147199305254016	0.7147199305254016	500
5	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7126337197256518	0.7126337197256518	500
5	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.728831958315241	0.728831958315241	500
5	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7267495788699966	0.7267495788699966	500
5	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.28310898827616154	0.28310898827616154	500
5	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.28003692871742436	0.28003692871742436	500
5	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7209075119409466	0.7209075119409466	500
5	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7184429386812091	0.7184429386812091	500
5	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7132026521156836	0.7132026521156836	500
5	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7106906439080722	0.7106906439080722	500
6	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7600955275727311	0.7600955275727311	500
6	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7582930948810133	0.7582930948810133	500
6	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7847372991749891	0.7847372991749891	500
6	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7829415566176767	0.7829415566176767	500
6	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.704841511072514	0.704841511072514	500
6	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7029697853883697	0.7029697853883697	500
6	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7105948762483718	0.7105948762483718	500
6	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7086161290461075	0.7086161290461075	500
6	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7287234042553192	0.7287234042553192	500
6	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7266409953381171	0.7266409953381171	500
6	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.32587928788536696	0.32587928788536696	500
6	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.3241218426605319	0.3241218426605319	500
6	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7597698653929656	0.7597698653929656	500
6	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7574787183919164	0.7574787183919164	500
6	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7436111380520258	0.7436111380520258	500
6	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7408286247157988	0.7408286247157988	500
7	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7624837168910118	0.7624837168910118	500
7	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7608990996461229	0.7608990996461229	500
7	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7828918801563178	0.7828918801563178	500
7	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7814213871713627	0.7814213871713627	500
7	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7146113764654798	0.7146113764654798	500
7	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7127965950234713	0.7127965950234713	500
7	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7136343899261833	0.7136343899261833	500
7	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.711547884406856	0.711547884406856	500
7	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7297003907946157	0.7297003907946157	500
7	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7273467882953343	0.7273467882953343	500
7	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.32414242292661744	0.32414242292661744	500
7	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.3223845061504587	0.3223845061504587	500
7	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7464177160225792	0.7464177160225792	500
7	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7443401110344877	0.7443401110344877	500
7	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7404527953536211	0.7404527953536211	500
7	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7376254183426139	0.7376254183426139	500
8	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7726877985236648	0.7726877985236648	500
8	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7708887845790439	0.7708887845790439	500
8	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7789839339991316	0.7789839339991316	500
8	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7775123800236979	0.7775123800236979	500
8	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.723947025618758	0.723947025618758	500
8	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7220804869991749	0.7220804869991749	500
8	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7278549717759445	0.7278549717759445	500
8	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7259352023808997	0.7259352023808997	500
8	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7327399044724273	0.7327399044724273	500
8	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7307128777836011	0.7307128777836011	500
8	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.32468519322622663	0.32468519322622663	500
8	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.3230902991076759	0.3230902991076759	500
8	HCC1143	real_Edistance	depmap_gene_effect	48	-0.726118106817195	0.726118106817195	500
8	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7238178235092481	0.7238178235092481	500
8	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7033943099003075	0.7033943099003075	500
8	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7006781322487355	0.7006781322487355	500
9	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7675857577073383	0.7675857577073383	500
9	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7657310668147641	0.7657310668147641	500
9	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7784411636995224	0.7784411636995224	500
9	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7769694623643001	0.7769694623643001	500
9	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.6850846721667391	0.6850846721667391	500
9	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.6830447072884676	0.6830447072884676	500
9	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.711137646547981	0.711137646547981	500
9	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7092133384714451	0.7092133384714451	500
9	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7285062961354755	0.7285062961354755	500
9	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7263695365084181	0.7263695365084181	500
9	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.24891445940078155	0.24891445940078155	500
9	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.24670178443039478	0.24670178443039478	500
9	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7439209726443768	0.7439209726443768	500
9	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7415712309715585	0.7415712309715585	500
9	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7014183997123238	0.7014183997123238	500
9	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.6985503800225509	0.6985503800225509	500
10	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7473947025618759	0.7473947025618759	500
10	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7455345298851631	0.7455345298851631	500
10	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.76769431176726	0.76769431176726	500
10	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.766002525644463	0.766002525644463	500
10	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.6821537125488494	0.6821537125488494	500
10	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.680112951927719	0.680112951927719	500
10	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.69398610508033	0.69398610508033	500
10	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.6920571404344722	0.6920571404344722	500
10	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7086409031697786	0.7086409031697786	500
10	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7065530419403957	0.7065530419403957	500
