cell_line	depth	target_gene	n_cells_available	equal_n_shift_mean	equal_n_shift_sd	equal_n_shift_q025	equal_n_shift_q975
HCC1143	25	XBP1	314	0.012409626106825958	0.0008925686697239474	0.011197888008799235	0.014603737591073357
HCC1143	25	YBX1	177	0.0141833348083404	0.0010685156692962468	0.01246013092878535	0.016681300969338765
HCC1143	25	ZBTB17	75	0.015071505928152425	0.0012751912704422254	0.012803898156171308	0.017775132209091427
HCC1143	25	ZBTB20	315	0.012453608336140778	0.0009584553510642819	0.011122504669442292	0.014821985506211513
HCC1143	25	ZBTB5	212	0.012484290872034608	0.0010371034585234635	0.01108543993708481	0.015163535015720713
HCC1143	25	ZNF131	43	0.013315580659080437	0.0009884893230277896	0.011798008446315572	0.0156250698453131
HCC1143	25	ZNF24	462	0.01247597452148378	0.0010183822187124767	0.01108898599233113	0.014860424997640002
HCC1143	25	ZNF566	372	0.012305663634062162	0.000875777843883327	0.011063356649635814	0.014552403504570781
HCC1143	50	ARID1A	195	0.010586362660881815	0.0006033469734067195	0.009653814525361328	0.012023193148492418
HCC1143	50	BMPR1A	93	0.009084549444195848	0.00037418997851636763	0.008462472133346985	0.00995169960120548
HCC1143	50	CDKN2A	169	0.008820461991323456	0.0004156279330096608	0.008206522578745547	0.00983575376952098
HCC1143	50	COMMD6	324	0.00925136527263784	0.0007740269874727948	0.008218816146757995	0.011256654304331733
HCC1143	50	ENY2	161	0.01330492158364099	0.0009193094032522455	0.011782127429680154	0.015236430243473086
HCC1143	50	ERC1	412	0.009407140305115937	0.0009694329095416757	0.008135660710830427	0.011769042308550075
HCC1143	50	ETV3	187	0.0090254401182276	0.00039493665047673365	0.008386894692734027	0.009928166774950255
HCC1143	50	GON4L	115	0.01027240048394523	0.0006596543475171581	0.009182470096794418	0.011592950230042533
HCC1143	50	HDGF	319	0.00897774562366873	0.0005093940191683396	0.008211247791710357	0.01023451473111644
HCC1143	50	HLX	213	0.009006894691937677	0.0005117006129512499	0.008202405403764112	0.010180745325216681
HCC1143	50	KLF3	223	0.009413642357579619	0.0005367052503418876	0.008573877020334249	0.01059781114247158
HCC1143	50	LAMTOR5	274	0.012588797374505734	0.0009292662282036459	0.011013249044398378	0.01455583257778651
HCC1143	50	MAML3	341	0.00917052183888644	0.0008003447681186275	0.008112229124852394	0.011203932661890462
HCC1143	50	MIER1	254	0.010015139937874694	0.0007975484301158356	0.008741919853734497	0.011816848131809936
HCC1143	50	MTDH	290	0.009317377188453758	0.0005711765444968544	0.008483252920476334	0.010586194244793139
HCC1143	50	MYBL1	142	0.01120293029770803	0.0005751472573278908	0.010213976018947402	0.0124509938219256
HCC1143	50	NCOA1	334	0.008892731782705507	0.0005554441802703059	0.008121522211344987	0.010284900360828122
HCC1143	50	NPM1	125	0.01032133849627154	0.0006934284559950445	0.009130702628407632	0.011844709054366404
HCC1143	50	PA2G4	154	0.009425550834996205	0.0005297349057020444	0.008587268590912895	0.010660492169032943
HCC1143	50	PARK7	215	0.010456547683285754	0.0010579000351634794	0.008784617997994819	0.01288011093357178
HCC1143	50	PCBD1	214	0.008835852686854245	0.0005485681054305023	0.008075194012233946	0.010181333105744863
HCC1143	50	PEX14	282	0.009016289902926649	0.0005798434380345942	0.008222806646747486	0.010469464227046693
HCC1143	50	PFDN5	57	0.010689801954985222	0.0002745981085115823	0.010199274884890057	0.0112488228485757
HCC1143	50	PRDX2	186	0.009544622013544465	0.0006906829407470232	0.00845794263613472	0.01108449197911527
HCC1143	50	RORC	230	0.009027610073826605	0.0004794334184016129	0.008293720305884328	0.010128044267126624
HCC1143	50	RPS3	72	0.009137827690049456	0.0003436996076841492	0.008466303737461489	0.009781215183117378
HCC1143	50	RUVBL2	51	0.01201128214156952	0.0001875069822828627	0.011580586612209166	0.012269508894291611
HCC1143	50	SMAD1	299	0.009167424339854329	0.0008385157507200703	0.008070520445765313	0.011273613907341424
HCC1143	50	STAT3	305	0.009478310722642746	0.0006588032606198615	0.008510537197973398	0.010978043505461058
HCC1143	50	TAB3	222	0.009717516107448962	0.0008982271947622024	0.008381504472287025	0.011757198008793115
HCC1143	50	TADA3	133	0.012365699928910318	0.0009227998481583446	0.01073779229233203	0.014389800018264533
HCC1143	50	THAP8	335	0.009518074342616966	0.0005511008956114434	0.008681961710306491	0.010797490499917094
HCC1143	50	THRA	188	0.008968655374284758	0.00040041867785341054	0.008327648484514082	0.009919091668748839
HCC1143	50	TMF1	145	0.009272732116512781	0.0006371260507799294	0.008300326351464367	0.010832718604637012
HCC1143	50	TMSB4X	266	0.008715893550059277	0.0005317416617308162	0.007977487629715438	0.009993957412727014
HCC1143	50	UBP1	267	0.009042149395114756	0.0006104225485353951	0.008149592120562167	0.010518045142538677
HCC1143	50	VEZF1	255	0.010153357721453296	0.0006603740251642947	0.009173542747972762	0.011825081302840487
HCC1143	50	XBP1	314	0.009122842701042156	0.0005456485438682482	0.008317414510850886	0.010365240976848109
HCC1143	50	YBX1	177	0.010980739016693747	0.0007395586998692706	0.009879772579325645	0.012752575887443635
HCC1143	50	ZBTB17	75	0.011927542681110893	0.0006726846227066765	0.01065547386863683	0.013209062495433067
HCC1143	50	ZBTB20	315	0.0090800576037043	0.0005733757938376663	0.008293664735673256	0.010459051772698425
HCC1143	50	ZBTB5	212	0.009155484927442982	0.0006799761497622622	0.008222879574492876	0.010802704738662145
HCC1143	50	ZNF24	462	0.009204442991693575	0.0007558174624459914	0.00820205798205086	0.011026240883146259
HCC1143	50	ZNF566	372	0.009060857102897947	0.0005710538889877438	0.00830382454387246	0.010586714267550841
HCC1143	100	ARID1A	195	0.008559209692363666	0.0003695173063888887	0.007935127118613095	0.009387178569994275
HCC1143	100	CDKN2A	169	0.006408890358127106	0.00021430273427269645	0.006069357418671458	0.006890271252884007
HCC1143	100	COMMD6	324	0.006879061642121328	0.0005333500684360419	0.006093156778957659	0.008121451079696786
HCC1143	100	ENY2	161	0.011326672107207145	0.0005750445762010111	0.010286416475477587	0.012501557507674876
HCC1143	100	ERC1	412	0.007269102580383045	0.0007866717653612543	0.00612800831734221	0.009130075791866941
HCC1143	100	ETV3	187	0.006784093918899876	0.00022396883772753503	0.006400007137865328	0.0072779043156681366
HCC1143	100	GON4L	115	0.008011799700638703	0.0002354837493545323	0.007609657860629628	0.008527540935612792
HCC1143	100	HDGF	319	0.006515674184515544	0.00030488140957014707	0.006049790446576683	0.007259419843034779
HCC1143	100	HLX	213	0.006689184236699096	0.0002864472428350619	0.00623104030372453	0.007331783466150759
HCC1143	100	KLF3	223	0.007110142427555022	0.00030810519283909786	0.006614587079310633	0.007809040307374014
HCC1143	100	LAMTOR5	274	0.010831600021494059	0.0006779290317865721	0.009640641094208145	0.012224390472003691
HCC1143	100	MAML3	341	0.006764899988519581	0.0005544976286481865	0.006018060665564751	0.008081527175067302
HCC1143	100	MIER1	254	0.00768805934051694	0.0005084641381078639	0.006817901770673298	0.008785134972180678
HCC1143	100	MTDH	290	0.006950128967009442	0.00031950405051486786	0.00644717015192827	0.007696978832993344
HCC1143	100	MYBL1	142	0.00914616387611504	0.00023439153823806593	0.008704643455017902	0.009621812385149354
HCC1143	100	NCOA1	334	0.006463928697115382	0.0003289718951491973	0.006029541052969198	0.007252590551516946
HCC1143	100	NPM1	125	0.008030482758894513	0.0002772091334245942	0.00749527727788714	0.008591628550673715
HCC1143	100	PA2G4	154	0.007004380863736503	0.00019332905523255722	0.0066685081803127925	0.0074111757564027485
HCC1143	100	PARK7	215	0.007944144653098565	0.0006180774761831715	0.006889800795429644	0.009251731823607959
HCC1143	100	PCBD1	214	0.006469906646258796	0.0003357970958489425	0.005990277293888377	0.007357267611667519
HCC1143	100	PEX14	282	0.00662993341830039	0.0003481096800151568	0.006137736064311907	0.0074912099959735
HCC1143	100	PRDX2	186	0.007056697685426343	0.0003426121410416212	0.0064832586051849	0.007770055998874931
HCC1143	100	RORC	230	0.006559019205044865	0.00023925846104526374	0.006184705812988117	0.007134302505321791
HCC1143	100	SMAD1	299	0.006804595749363813	0.0005546264907125123	0.00605740698664112	0.008150002025091339
HCC1143	100	STAT3	305	0.007005120780724842	0.0003901128964544352	0.006439960418928117	0.00795238266637886
HCC1143	100	TAB3	222	0.007548853328374281	0.0006369422930932327	0.00644508643416328	0.008987095282686625
HCC1143	100	TADA3	133	0.010820406316467888	0.00047936360709252947	0.00995851900877783	0.011869090120037252
HCC1143	100	THAP8	335	0.0072911027151971106	0.00034930221402055444	0.0067581004165412385	0.008067387779515132
HCC1143	100	THRA	188	0.0067280312570119575	0.00021470732695266418	0.0063894692295372695	0.007208173009854904
HCC1143	100	TMF1	145	0.006858403990756359	0.00032496244631333436	0.00634741826427869	0.007635241196824658
HCC1143	100	TMSB4X	266	0.00626640137227126	0.00026753748658914916	0.005884351063322482	0.006890385556263083
HCC1143	100	UBP1	267	0.0067186500529162144	0.00040342055910623373	0.006132351667390785	0.007605952336474481
HCC1143	100	VEZF1	255	0.007879518123436666	0.0004296880763951497	0.00726676568736382	0.008919272185641636
HCC1143	100	XBP1	314	0.006830601044886411	0.0003281839128833871	0.006316259921105947	0.007623250197522672
HCC1143	100	YBX1	177	0.008880752682085604	0.00041780871491914134	0.008153655675316387	0.009779445153591871
HCC1143	100	ZBTB20	315	0.006724195919129275	0.0003562017580253582	0.006219816531409066	0.007613797718225747
HCC1143	100	ZBTB5	212	0.006933165668353264	0.00047683523467287	0.006184049552804054	0.008025643692146778
HCC1143	100	ZNF24	462	0.006942749622271732	0.0005636504482889803	0.006192998573944501	0.008282822144154517
HCC1143	100	ZNF566	372	0.006794305596394252	0.0003901690412749437	0.006279275022002638	0.007723879345079988
