target_gene	n_cell_lines	q1_anchor_count	q2_count	q3_count	q4_count	shift_quantile_mean	depmap_quantile_mean	shift_value_mean	depmap_strength_mean	shared_anchor_call	panel	object_type	object_id	primary_call	stability_fraction	evidence_tier	cell_line	truth_metric	depmap_endpoint	n_replicates	spearman_aligned_mean	spearman_aligned_std	spearman_aligned_q025	spearman_aligned_q50	spearman_aligned_q975	configured_replicates	completed_replicates	formal_interval_citable	sensitivity_claim_status	structural_stability	covariate_cleanliness	final_wording_tier	recommended_writeup	object	level	cutoff_stability	bootstrap_status	covariate_status	allowed_wording	disallowed_wording
											d						HCC1143	real_Edistance	depmap_gene_effect	24.0	0.7366026197713126	0.0178354114100411	0.6977936387320886	0.7391445940078158	0.7588960052105949	24.0	24.0	True	formal_interval_citable											
											d						HCC1143	real_Edistance	depmap_gene_dependency	24.0	0.7342848235510563	0.0178093254541048	0.695461234158897	0.736847847334797	0.7565734031948704	24.0	24.0	True	formal_interval_citable											
											d						HCC1143	real_DEG_burden	depmap_gene_effect	24.0	0.7079413588731317	0.0210347437148372	0.6684615129691545	0.7073113480486644	0.7450283309899797	24.0	24.0	True	formal_interval_citable											
											d						HCC1143	real_DEG_burden	depmap_gene_dependency	24.0	0.7051065293757022	0.0210456432326704	0.6653687907228616	0.7044130835465408	0.7421523073685213	24.0	24.0	True	formal_interval_citable											
PFDN5											e																			stable_shared_anchor	retain_with_caution	primary_but_qualified	可保留为相对更轻风险的 stable anchor，但不得写成 fully deconfounded strongest anchor							
PMF1											e																			stable_shared_anchor	supporting_but_covariate_exposed	supporting_only	保留结构稳定性价值，但不得继续承担 strongest wording							
PRPF6											e																			stable_shared_anchor	supporting_but_covariate_exposed	supporting_only	保留结构稳定性价值，但不得继续承担 strongest wording							
ZNF131											e																			stable_shared_anchor	supporting_but_covariate_exposed	supporting_only	保留结构稳定性价值，但不得继续承担 strongest wording							
											f	target_anchor	ARID1A	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	BMPR1A	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	CDKN2A	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	COMMD6	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	ERC1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	ETV3	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	GON4L	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	HDGF	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	HLX	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	KLF3	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	LAMTOR5	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	MAML3	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	MIER1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	MTDH	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	MYBL1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	NCOA1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	PA2G4	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	PARK7	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	PCBD1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	PEX14	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	PRDX2	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	RORC	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	SMAD1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	SS18L2	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	STAT3	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	TAB3	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	TADA3	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	THAP8	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	THRA	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	TMF1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	TMSB4X	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	UBP1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	VEZF1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	XBP1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	YBX1	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	ZBTB20	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	ZBTB5	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	ZNF24	not_shared_anchor	0.0	background_or_negative																								
											f	target_anchor	ZNF566	not_shared_anchor	0.0	background_or_negative																								
											f	axis	ER stress / UPR	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	JAK-STAT signaling	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	NF-κB / MAPK signaling	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	NF-κB / copper signaling	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	RNA processing / spliceosome	preliminary_shared_signal_axis	1.0	preliminary_only																								
											f	axis	RNA processing / transcription	preliminary_dependency_heavy_axis	1.0	preliminary_only																								
											f	axis	cell cycle / replication	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	cytoskeleton / cell motility	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	growth / proliferation	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	growth factor / proliferation	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	mTOR / lysosome / signaling	preliminary_transcriptomic_heavy_axis	0.8769230769230769	preliminary_only																								
											f	axis	metabolism / transcription	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	nuclear receptor / co-activator	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	oxidative stress / antioxidant	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	oxidative stress / mitochondrial	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	peroxisome / metabolism	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	proteostasis / chaperone	preliminary_dependency_heavy_axis	0.5275590551181102	preliminary_only																								
											f	axis	ribosomal / translation	preliminary_dependency_heavy_axis	0.6746031746031746	preliminary_only																								
											f	axis	ribosome biogenesis / nucleolar	preliminary_mixed_or_low_signal_axis	0.5255474452554745	preliminary_only																								
											f	axis	signaling / oncogene	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	synaptic / signaling	preliminary_mixed_or_low_signal_axis	1.0	preliminary_only																								
											f	axis	transcription / chromatin	transcriptomic_heavy_axis	0.9733333333333334	primary_evidence																								
											f	target_anchor	PFDN5	stable_shared_anchor	1.0	primary_evidence																								
											f	target_anchor	PMF1	stable_shared_anchor	1.0	primary_evidence																								
											f	target_anchor	PRPF6	stable_shared_anchor	1.0	primary_evidence																								
											f	target_anchor	ZNF131	stable_shared_anchor	1.0	primary_evidence																								
											f	axis	TGF-beta / BMP signaling	mixed_or_low_signal_axis	1.0	stable_but_nonpositive_formal																								
											f	axis	chromatin remodeling	mixed_or_low_signal_axis	0.4496644295302013	stable_but_nonpositive_formal																								
											f	axis	nuclear receptor / metabolism	mixed_or_low_signal_axis	1.0	stable_but_nonpositive_formal																								
											f	axis	transcription regulation	mixed_or_low_signal_axis	0.9933333333333332	stable_but_nonpositive_formal																								
											f	target_anchor	ENY2	cutoff_sensitive_shared_anchor	0.3333333333333333	supporting_but_sensitive																								
											f	target_anchor	NPM1	cutoff_sensitive_shared_anchor	0.3333333333333333	supporting_but_sensitive																								
											f	target_anchor	RPS3	cutoff_sensitive_shared_anchor	0.6666666666666666	supporting_but_sensitive																								
											f	target_anchor	RUVBL2	cutoff_sensitive_shared_anchor	0.6666666666666666	supporting_but_sensitive																								
											f	target_anchor	ZBTB17	cutoff_sensitive_shared_anchor	0.6666666666666666	supporting_but_sensitive																								
PFDN5											g																			stable_shared_anchor	retain_with_caution	primary_but_qualified	可保留为相对更轻风险的 stable anchor，但不得写成 fully deconfounded strongest anchor							
PMF1											g																			stable_shared_anchor	supporting_but_covariate_exposed	supporting_only	保留结构稳定性价值，但不得继续承担 strongest wording							
PRPF6											g																			stable_shared_anchor	supporting_but_covariate_exposed	supporting_only	保留结构稳定性价值，但不得继续承担 strongest wording							
ZNF131											g																			stable_shared_anchor	supporting_but_covariate_exposed	supporting_only	保留结构稳定性价值，但不得继续承担 strongest wording							
											h					retainable_global_claim														retained				global_truth_depmap_bridge	global	retained	not_applicable	covariate_audited_but_not_fully_closed	当前证据支持 truth-DepMap bridge 在整体与结构层面上成立；该结论在现有 covariate audit 下仍可保留	bridge has been fully deconfounded; bridge is proved without meaningful confounding risk
											h					methodological_boundary														not_applicable				barcode_gem_group_design_proxy	covariate_axis	not_applicable	not_applicable	design_proxy_confirmed_but_not_run_resolved	barcode_gem_group 可写成更接近实验设计 aggregation 结构的 design-proxy axis；当前只确认到 HCC38 对应 aggrMH001-3、HCC1143 对应 aggrMH004-6，不能写成单个 MH00x 已确认 run label	barcode_gem_group has been uniquely resolved to MH001 through MH006; barcode_gem_group is a fully resolved run-level covariate
											h					primary_conclusion														not_applicable				GEARS_tradeoff_diagnosis	global	not_applicable	not_applicable	not_directly_impugned_by_current_anchor_audit	GEARS 应被定位为 architecture trade-off diagnosis，而不是 primary winner	GEARS is the overall HCC primary winner; model recovery has been demonstrated
											h					primary_but_qualified														stable_shared_anchor				PFDN5	anchor	retained	not_applicable	retain_with_caution	PFDN5 可保留为相对更轻风险的 stable anchor，但必须带方法学谨慎	PFDN5 is a fully deconfounded strongest anchor
											h					supporting_only														stable_shared_anchor				PMF1	anchor	retained	not_applicable	supporting_but_covariate_exposed	PMF1 保留结构稳定 anchor 身份，但当前仅适合作为 supporting evidence	PMF1 is a clean primary anchor; PMF1 alone nails down the bridge
											h					supporting_only														stable_shared_anchor				PRPF6	anchor	retained	not_applicable	supporting_but_covariate_exposed	PRPF6 保留结构稳定 anchor 身份，但当前仅适合作为 supporting evidence	PRPF6 is a clean primary anchor; PRPF6 alone nails down the bridge
											h					supporting_only														stable_shared_anchor				ZNF131	anchor	retained	not_applicable	supporting_but_covariate_exposed	ZNF131 保留结构稳定 anchor 身份，但当前仅适合作为 supporting evidence	ZNF131 is a clean primary anchor; ZNF131 alone nails down the bridge
											h					supporting_but_sensitive														cutoff_sensitive_shared_anchor				cutoff_sensitive_anchor_set	anchor_group	sensitive	not_applicable	not_formally_deconfounded	ENY2/NPM1/RPS3/RUVBL2/ZBTB17 只可作为 supporting but sensitive objects	cutoff-sensitive anchors can be elevated to primary anchor set
											h					primary_axis_but_qualified														formal_positive_axis				transcription_chromatin_axis	axis	retained	stable_axis_call	covariate_not_formally_closed	transcription / chromatin 是当前唯一更稳的 formal positive axis	transcription / chromatin is fully deconfounded and fully established beyond current boundary
											h					supporting_or_preliminary														preliminary_or_mixed_varies				other_axes	axis_group	varies	stable_or_moderately_stable_but_nonpositive_for_most	covariate_not_formally_closed	多数其余 axis 仍应写成 supporting 或 preliminary axes	most axes are fully established at the same level as transcription / chromatin
											h					A0_confirmed_A1_supporting														A0_confirmed_A1_supporting_B_not_eligible				Dixit_K562_supplementary	supplementary	not_primary_target	not_primary_target	not_primary_target	K562 13d/7d 支持 formal supplementary external evidence：A0 architecture form confirmed / A1 bridge form supporting / B content-level not eligible；NOT primary co-pillar	Dixit/K562 provides a symmetric primary conclusion with HCC; K562 provides content-level replication established
											h					A0_confirmed_A1_supporting														A0_confirmed_A1_temporal_stratified_B_not_eligible				Dixit_K562_temporal_panel	supplementary	not_primary_target	not_primary_target	not_primary_target	7d 和 13d 均确认 backbone_plus_shift_excess；7d rank alignment 更强，13d mean shift 更大；只能写成 architecture form 时间稳定性与 bridge readout temporal stratification	13d is uniformly stronger than 7d; temporal panel proves external model-side generalization; K562 temporal panel establishes content-level convergence
											h					admission_required														not_yet_admitted				Replogle_RNAi_expansion_candidate	external_expansion	not_yet_checked	not_yet_checked	not_yet_checked	Replogle 7d CRISPRi + DepMap RNAi/shRNA dependency 只能作为 short-horizon / modality-compatible external expansion；先完成 cell line/gene namespace/target overlap/endpoint metadata check，再决定是否下载并正式运行	Replogle RNAi expansion is primary closure; DepMap RNAi is a siRNA matched endpoint; Replogle expansion proves external model-side generalization
											h					A0_confirmed														A0_confirmed_A1_supporting_B_not_eligible				Dixit_architecture_replication	supplementary	not_primary_target	not_primary_target	not_primary_target	Dixit/K562 可写成 architecture-level replication（A0）或 structure-level transferability（A1 supporting）；NOT content-level replication	Dixit proves model generalization across contexts
											h					A1_supporting														A0_confirmed_A1_supporting_B_not_eligible				Dixit_anchor_like_objects	supplementary_object_group	not_primary_target	not_primary_target	not_primary_target	Dixit/K562 中可观察到 stable anchor-like objects，但只能支持 A1-level structure recurrence；NOT B-level content equivalence	stable anchors were strictly replicated across contexts
											h					gated_downstream_layer														not_yet_gated				discovery_phenotype_shifter	discovery	not_yet_gated	not_yet_gated	upstream_claims_not_yet_fully_closed	discovery 当前只能写成 gated downstream layer	discovery is a current formal primary deliverable
											h					boundary_frozen														interpretation_boundary				shift_interpretation_band	model_side	not_primary_target	not_primary_target	not_primary_target	shared trend / overall displacement 与 shift-excess 必须分开写；shift-excess 只指超出 backbone / shared trend 可解释部分的过度偏移；GEARS 可写成在部分 setting 中更偏向 separation / shift-excess signal	把 shift 写成单一层；把 shared trend / overall displacement 等同于 shift-excess；把 GEARS 的 shift-excess 相对优势写成整体 shift recovery proved
