target_gene	candidate_type	functional_category	grid	real_shift_mean_abs	liability	residual	real_shift_L2	depmap_gene_effect	depmap_gene_dependency
APOC2	C: middle_range	other / unresolved	middle	0.0167610654559317	0.237405193291009	-0.0036036432670152017	4.482494418974586	-0.237405193291009	0.1434148516149296
CYP27A1	C: middle_range	other / unresolved	middle	0.0167563115566202	-0.0739961372127273	-0.0010178014680338084	4.4881982434861785	0.0739961372127273	0.0117050895691481
EMP1	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0167448186954136	-0.1832821334285435	-0.00012012727069777088	4.487120590931082	0.1832821334285435	0.0045789319960369
STX7	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0167120539862227	-0.1890493459883657	-0.00010491364908177606	4.469613192990769	0.1890493459883657	0.0043557360512798
TAPBPL	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0166965857395663	-0.2565170898468898	0.0004408926714921102	4.446445529943745	0.2565170898468898	0.0024231471172938
C19orf48	unknown	other / unresolved	unknown	0.0166901131645944			4.44535802958901		
CD59	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0166261854988446	-0.1479256073058201	-0.0005328968613918066	4.433362667717234	0.1479256073058201	0.0061850599345518
SERPINF1	C: middle_range	other / unresolved	middle	0.016620197235076	-0.038253980037445	-0.0014512603079081393	4.442822248505438	0.038253980037445	0.0159731506431984
LCP1	C: middle_range	other / unresolved	middle	0.0166130381774332	-0.0300161594565501	-0.0015269510655460984	4.4183988926399165	0.0300161594565501	0.0171728150886664
AHNAK	C: middle_range	other / unresolved	middle	0.016603253567667	-0.0730499896364413	-0.001178730604605785	4.4227538722014295	0.0730499896364413	0.0118018129563292
SDCBP	C: middle_range	other / unresolved	middle	0.0165950817079437	0.0517641177677165	-0.0022252502748680535	4.4388582787527024	-0.0517641177677165	0.0347931022736017
FMN1	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0165760133357103	-0.3113535336860475	0.0007765131017823251	4.42400206915843	0.3113535336860475	0.0014561710908705
SMAD3	D: depmap_excess	other / unresolved	Q4: high_liability_low_shift	0.0165507776021754	0.3003515263448239	-0.0043375913741453	4.43689248217079	-0.3003515263448239	0.2123481491943305
CHCHD2	D: depmap_excess	other / unresolved	Q4: high_liability_low_shift	0.0165359306748511	0.9583319757410388	-0.009826279145403325	4.4122320914629	-0.9583319757410388	0.9418466340027924
NMRK1	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0165284913261855	-0.1391350161758413	-0.0007037213175019631	4.402439344358695	0.1391350161758413	0.0066678232463586
CITED1	C: middle_range	other / unresolved	middle	0.0165267477039102	0.107095182902744	-0.002753891943897375	4.405769605580965	-0.107095182902744	0.0549912093071782
ATP5MD	unknown	other / unresolved	unknown	0.0165041502285142			4.371237999042786		
CSPG4	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0164835135612581	-0.4662935164301572	0.0019729829413685906	4.401048812868107	0.4662935164301572	0.0002462230905246
LEF1-AS1	unknown	other / unresolved	unknown	0.0164342483606019			4.383802912601133		
TP53	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0164334822994103	-0.2487815550887066	0.00011343612457151431	4.376527334460669	0.2487815550887066	0.0025946252784406
HLA-DRB5	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.01641450408752	-0.2707202350615593	0.0002769691751474332	4.372765043952644	0.2707202350615593	0.0021321107668587
CTSD	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0164120706578749	-0.181463685294505	-0.0004680032587368356	4.4502892024181895	0.181463685294505	0.0046499053256139
ITGA3	C: middle_range	other / unresolved	middle	0.0163484251761133	0.0913479115975544	-0.002801210492883125	4.392356683036293	-0.0913479115975544	0.0483715582751977
LAMP2	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0162150962624154	-0.228556946816956	-0.0002732015480336192	4.33322284268866	0.228556946816956	0.0030984102358833
FGFR1	C: middle_range	other / unresolved	middle	0.016193088485473	0.0948494669833246	-0.00298567716284958	4.364415385094788	-0.0948494669833246	0.0498022014476089
AEBP1	C: middle_range	other / unresolved	middle	0.0161387239643082	0.2506049187301388	-0.004335795310462423	4.321273515238783	-0.2506049187301388	0.1563103978434341
S100B	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0161168456634595	-0.0834939345464039	-0.0015782537202570154	4.2980739502780985	0.0834939345464039	0.010778293469834
ATP1B1	C: middle_range	other / unresolved	middle	0.0160849705923241	0.1052999769844585	-0.003180734460560785	4.301277080375913	-0.1052999769844585	0.0542012684156665
TMEM173	unknown	signaling / stress / immune	unknown	0.0160296164361459			4.253904119097653		
FSTL3	C: middle_range	other / unresolved	middle	0.0159617160370075	-0.006534052088007	-0.0023736244789974922	4.265944477348465	0.006534052088007	0.0210797184188272
CTSO	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0159585102464844	-0.1190791483185458	-0.0014405502552793034	4.290148490905302	0.1190791483185458	0.0079193494542382
WNT7A	C: middle_range	other / unresolved	middle	0.0159550572555753	0.1421800650909689	-0.003617458938568477	4.275312474934769	-0.1421800650909689	0.0724343577101916
SLC5A3	D: depmap_excess	other / unresolved	Q4: high_liability_low_shift	0.0159183309523065	0.3011944725466048	-0.00497705062348092	4.24970708908873	-0.3011944725466048	0.2133806688985643
TTLL1	C: middle_range	other / unresolved	middle	0.0159145296417467	0.0044627875280262	-0.002512295279151578	4.2279372348385	-0.0044627875280262	0.023198241177693
HLA-A	D: depmap_excess	other / unresolved	Q4: high_liability_low_shift	0.0158607193788954	0.4009050560238831	-0.005864169919972899	4.190987310272894	-0.4009050560238831	0.3586111641667388
NUP50-AS1	unknown	other / unresolved	unknown	0.015817921695001			4.188938709715422		
SPESP1	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0158132695516428	-0.1296166260631921	-0.0014981280474866167	4.243678717661852	0.1296166260631921	0.0072352593662727
IDH2	C: middle_range	other / unresolved	middle	0.015798618834356	-0.0185564837635145	-0.0024367052182279504	4.214409714815736	0.0185564837635145	0.0189718725196974
PFDN4	C: middle_range	proteostasis / chaperone	middle	0.0157569138241544	0.1109056708579766	-0.003555425860673745	4.196058976906657	-0.1109056708579766	0.0566679307472045
RB1	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0157548403798168	-0.1949025517517147	-0.0010134335339572406	4.1946196107252325	0.1949025517517147	0.0041453611761577
GSN	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.01574179326004	-0.1213704965664629	-0.0016382051622369463	4.220405783820012	0.1213704965664629	0.0077691687551265
CD44	C: middle_range	other / unresolved	middle	0.0157365969606051	0.1998880009268593	-0.004316000452498098	4.186934195567354	-0.1998880009268593	0.1109281659168331
JAK2	C: middle_range	signaling / stress / immune	Q3: low_liability_low_shift	0.0156581950549176	-0.1310275464392805	-0.0016414648799859856	4.185258333643636	0.1310275464392805	0.0071506219523976
ACTA2	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0156527316973321	-0.2619684593914877	-0.0005576105866937492	4.159907142749805	0.2619684593914877	0.0023081494665378
CDH19	C: middle_range	other / unresolved	middle	0.0156499728223919	0.0559843580011378	-0.003205467989841934	4.195380429190674	-0.0559843580011378	0.0360824798634074
MFGE8	C: middle_range	other / unresolved	middle	0.0156375166268635	-0.051186290627274	-0.0023263550296737066	4.159015225894375	0.051186290627274	0.014276102783872
RTP4	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.015404369357225	-0.3143505820260526	-0.0003701979693045594	4.122511179709812	0.3143505820260526	0.001414474437754
PSAP	C: middle_range	other / unresolved	middle	0.0152600046471012	0.1630748463979651	-0.004486338455498978	4.074699259282378	-0.1630748463979651	0.0848854051534971
TGFB1	C: middle_range	other / unresolved	middle	0.0152343682663791	0.0845400414346112	-0.0038586316807014045	4.089503534995662	-0.0845400414346112	0.0457708798279993
SOX4	C: middle_range	other / unresolved	Q3: low_liability_low_shift	0.0151867547205182	-0.2010738861565563	-0.001530178910489394	4.019516001527857	0.2010738861565563	0.0039310678337104
SLC22A18	unknown	other / unresolved	unknown	0.0150972510698592			4.037480712758743		
TSC22D3	C: middle_range	other / unresolved	middle	0.0150430052534205	0.094363231732114	-0.0041317153288514385	4.00816751771789	-0.094363231732114	0.0496026860016126
NT5E	C: middle_range	other / unresolved	middle	0.0146923854666297	0.214291915230738	-0.005480040331194416	3.9206335120733127	-0.214291915230738	0.1226690065594683
