pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	context	contrast_id	positive_category	negative_category	collection	ranking_method	claim_boundary	padj_within_context_contrast
Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424	-0.543036351170113	-0.941260444912836	0.585868781542898	0.818374663412575	0.0174416308225562	25	25	down	HSP90AB1;GSDMD;NT5E;IL18;NFKB1;ENTPD5;PYCARD	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8183746634125746
Cell Surface Interactions At Vascular Wall R-HSA-202733	-0.535770079531033	-1.13686751309554	0.215713621571362	0.565869428158105	0.030225865148699	133	134	down	CAV1;ITGB1;SLC7A5;ITGA3;PIK3CB;PPIA;EPCAM;ITGA6;GPC1;GLG1;SLC16A1;PTPN11;SLC16A3;LYN;BSG;SIRPA;ITGAV;ITGA4;TTF2;GAS6;SOS1;SHC1;YES1;L1CAM;GRB14;HRAS;PIK3R1;CD99;PPIL2;CD44;ATP1B3	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5658694281581058
Cell-Cell Communication R-HSA-1500931	-0.612612761361573	-1.28574474437747	0.056283185840708	0.325344269371897	0.0644973452335783	119	120	down	PTK2;ITGB4;PARD3;IQGAP1;ITGB1;PATJ;SPTBN1;FLNA;ACTN4;PIK3CB;DST;ACTN1;KIRREL1;RSU1;ITGA6;PXDN;CLDN3;PLEC;PTPN11;NCK2;SIRPA;CTNNA1;AFDN;PARVA;SDK1;LAMA4;PRKCI;CDH2;CASK;JUP;PIK3R1;CD2AP;CLDN7;CDH11;NECTIN1;CTNNB1;CADM2	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3253442693718975
Cell-cell Junction Organization R-HSA-421270	-0.459117915462546	-0.897274973364699	0.65905552672548	0.852754284807673	0.0141997232718026	60	61	down	PARD3;PATJ;CLDN3;CTNNA1;AFDN;SDK1;PRKCI;CDH2;JUP;CLDN7;CDH11;NECTIN1;CTNNB1;CADM2;NECTIN3	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8527542848076729
Cell-extracellular Matrix Interactions R-HSA-446353	-0.701742388852496	-1.13297817934762	0.323809523809524	0.635878407306979	0.0276368334875695	16	16	down	ITGB1;FLNA;ACTN1;RSU1;PXDN	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6358784073069789
Cellular Hexose Transport R-HSA-189200	0.361568759552502	0.676983690816617	0.934802856255821	0.963951893833051	0.0219827970887542	21	21	up	SLC5A1;SLC50A1;SLC2A9;FGF21	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9639518938330511
Cellular Response To Chemical Stress R-HSA-9711123	-0.454566314194543	-0.986806946101095	0.519740521194497	0.773645846220619	0.0154860227572263	181	182	down	PRDX2;TKT;PSMA1;VCP;PSMB1;PSMD2;TALDO1;PSMB9;PSME4;GSTP1;PSMC5;PSME1;PSMB7;NCOR1;PSMC1;P4HB;PSMD12;PSMD14;HM13;AKT1;PRDX1;PSMD11;NCOA6;LRPPRC;PSMB5;PSMA5;ABCC1;PSMA4;BRIP1;PSMB3;SIN3A;CUL3;FBXL17;NCOA2;IDH1;PSMD3;SKP1;NPLOC4;PSMB8;TBL1XR1;KEAP1;CHD9;PRDX3;PSMC3;PSME2;PSMB4;COX14;SKP2;CSNK2A2;UBL4A;SIN3B;PSMA2;PPARA;CUL1;PSMA3;BTRC;GCLM	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7736458462206192
Cellular Response To Heat Stress R-HSA-3371556	-0.683943335756452	-1.41001502743024	0.0111461109764962	0.142242840196577	0.150129441088022	98	99	down	HSP90AA1;HSPA8;HSP90AB1;HSPA1A;PTGES3;VCP;DNAJC7;HSPA4;TPR;YWHAE;RPA3;MTOR;DNAJB1;NUP107;NUP188;NUP210;SEC13;NUP62;DNAJB6;CAMK2D;NDC1;NUP88;SERPINH1;MRPL18;RPTOR;SEH1L;HSPA1B;HSPA14;NUP205;MLST8;MAPK1;NUP160;TNFRSF21;HSPA5;HSPH1;NUP98;RANBP2;HSPA4L;NUP133;FKBP4;NUP43;NUP85;NUP153;NUP37;HSPA9;DNAJC2;HSPA2;EP300;NUP155;NUP54;BAG4;NUP93;MAPKAPK2;AAAS;BAG3;NUP214;POLR1A;CAMK2G	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.1422428401965764
Cellular Response To Hypoxia R-HSA-1234174	-0.438351650358281	-0.876663428521975	0.696329813976873	0.866708499483837	0.0129462654945591	73	73	down	PSMA1;PSMB1;PSMD2;PSMB9;PSME4;PSMC5;PSME1;PSMB7;PSMC1;PSMD12;PSMD14;PSMD11;PSMB5;PSMA5;PSMA4;PSMB3;PSMD3;PSMB8;HIF1A;PSMC3;PSME2;PSMB4;PSMA2;PSMA3;CUL2;PSMD9	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8667084994838365
Cellular Response To Starvation R-HSA-9711097	0.507566344375881	1.31726343558036	0.0217729393468118	0.207515975526852	0.274717458595242	152	153	up	DDIT3;ATP6V0E1;RPS27L;ATF4;RPL22L1;ATF3;RPL30;RPS12;RPL13A;TRIB3;RPL18;RPS11;FAU;RPS5;ATP6V0C;RPS19;ATP6V1F;RPS16;RPS13;RPS27A;UBA52;ATP6V1G1;LAMTOR5;ATP6V0B;RSL24D1;RPL15;RHEB;LAMTOR4;RPL23A;EIF2S2;RRAGC;RPL27A;RPS23;RPL36AL;CEBPB;CEBPG;ATP6V1C1;EIF2S1;SESN2;RPS6;RPL26L1;RPLP2;RPS20;ATP6V1E1;ATP6V1D;RPS27;RPS28;RPL19;RPL9;ASNS;RPL35A;RPS25	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.20751597552685272
Cellular Senescence R-HSA-2559583	-0.517879289064945	-1.09505052941766	0.291461988304094	0.61555724558461	0.0250451873317706	128	165	down	ID1;LMNB1;HMGA2;EHMT1;TNRC6A;HMGA1;MDM2;MAP3K5;EZH2;CCNA2;TFDP1;RBBP4;CCNE2;EHMT2;TNRC6B;MAP2K4;MAPK14;CDK6;MAPK8;RPS6KA2;TP53;CABIN1;ARTN;ANAPC7;SUZ12;ETS1;AGO3;MAPK1;E2F1;ASF1A;EP400;RB1;CDK2;NFKB1;MOV10;MINK1;UBN1;MAP2K6;CDK4;MAP2K7;PHC3;HIRA;POT1;SCMH1;ANAPC16;ANAPC15;CDC16;EED;PHC2;MAP2K3;RAD50;CDKN2C;CBX2;MAPKAPK2;TERF2;AGO1;CCNE1;RPS6KA1;MAP4K4;E2F2;E2F3;TNIK;ANAPC4;MDM4;ATM	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6155572455846102
Centrosome Maturation R-HSA-380287	-0.727878607608641	-1.47106703262922	0.0048321149795564	0.0939865242548306	0.232056818075608	80	81	down	HSP90AA1;TUBB;TUBB4B;SDCCAG8;PLK1;PRKCA;CLASP1;YWHAE;MZT2A;CKAP5;SSNA1;DYNC1H1;MZT2B;TUBGCP5;ALMS1;DCTN1;HAUS8;CEP70;CCP110;CEP192;CEP135;NINL;CEP250;CETN2;HAUS4;PCM1;CDK5RAP2;NEK2;CEP152;PCNT;TUBG1;CEP131;HAUS5;CEP290;ODF2;TUBGCP4;CEP78;PLK4;YWHAG;DCTN2;TUBGCP2;TUBA4A;CEP57;CEP72;TUBGCP3;SFI1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.09398652425482878
Chaperone Mediated Autophagy R-HSA-9613829	-0.57884743793802	-0.966235327812317	0.553494583766137	0.80149623026013	0.018707113212832	20	20	down	HSP90AA1;HSPA8;HSP90AB1;PARK7;PLIN3;IFT88;PCNT;ARL13B	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8014962302601292
Chaperonin-mediated Protein Folding R-HSA-390466	-0.586166859797527	-1.19705247877283	0.157772052508895	0.514109396914446	0.0375630911879726	89	90	down	TUBA1B;CCT3;TUBB;CCT6A;PFDN5;TUBB4B;CCT5;VBP1;RGS7;TUBB6;NOP56;CCNE2;CCT2;KIFC3;GNB2;GNB1;XRN2;TUBA1C;TP53;GNB5;FBXW7;FBXW5;GNAQ;FBXW4;GNB4;CSNK2A2;WRAP53;CCT8;DCAF7;CCT7;ARFGEF2;TUBB3;TUBA4A;LONP2;FBXW9;CCT4;GNA11;CCNE1;FBXO4;FKBP9	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5141093969144471
Chemokine Receptors Bind Chemokines R-HSA-380108	0.646610872177902	1.45777274116905	0.0282105263157895	0.235972755417957	0.17632375173773	56	56	up	CXCL8;CXCL16;CX3CL1;CXCL1;CXCL5;CXCL3;CCL5;CCR6;CCL13;CXCL2	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.23597275541795684
Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035	-0.637179596681795	-1.0000178683526	0.52289603960396	0.774539758663366	0.0201929257383293	13	13	down	CCNB1;YWHAZ;YWHAE;YWHAH;CHEK2;YWHAB;YWHAG	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7745397586633658
Cholesterol Biosynthesis R-HSA-191273	-0.79593810077485	-1.38681168883927	0.032244196044712	0.245057975091267	0.0951997347571879	26	26	down	SREBF2;LMBR1;PMVK;DHCR24;SQLE;FDPS;LBR;HMGCS1;DHCR7;HMGCR;SH3D19;FDFT1;CYP51A1;MSMO1;IDI1;SREBF1;ARV1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.24505797509126723
Chondroitin Sulfate Biosynthesis R-HSA-2022870	-0.574928371819652	-0.959693465678333	0.5626947618341	0.805792498819829	0.0184615848096251	20	20	down	CHST11;CHSY1;CSGALNACT1;CHST12;CHST9	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8057924988198291
Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185	-0.505411567348219	-0.964379267691918	0.545381847261096	0.795418448005413	0.0173372174933725	50	50	down	CHST11;CHSY1;GPC1;HSPG2;DSEL;CSGALNACT1;CHST14;HEXA;HEXB;ARSB;DSE;CHST12;AGRN;B4GALT7;GPC4;SDC1;CHST9	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7954184480054138
Chromatin Modifying Enzymes R-HSA-3247509	-0.637023219798412	-1.39448240950127	0.0030843798193434	0.0840364403389461	0.274717458595242	204	238	down	SMYD3;NSD2;RPS2;NSD1;RCOR1;CCND1;RUVBL2;EHMT1;KDM1A;SMARCA4;ARID1B;TADA3;GATAD2A;NCOR1;HDAC1;KANSL1;YEATS4;SMARCD2;SMARCC1;EZH2;SUPT3H;CLOCK;CHD4;BRWD1;RBBP4;MTA1;ACTL6A;EHMT2;USP22;PRMT3;SUDS3;JADE1;HDAC2;HDAC8;GPS2;MTA3;NCOA2;MORF4L1;MECOM;SMYD2;RUVBL1;TBL1XR1;HMG20B;PHF20;SUZ12;SMARCC2;TRRAP;KDM2B;KMT2C;PADI2;ING5;SETD3;SMARCD1;SETD7;HAT1;KAT7;EP400;GATAD2B;COPRS;NFKB1;KANSL3;SAP130;KMT2B;SMARCB1;JADE2;KMT5A;PRMT1;ARID1A;SETD2;CDK4;KAT6B;TAF5L;KDM6A;DOT1L;ATXN7L3;SETD6;CARM1;KMT2A;EED;KDM2A;KAT6A;ELP5;SETDB1;EP300;ASH2L;SMARCE1;PBRM1;DMAP1;PRMT7;KDM4C;MSL3;NCOR2;KDM1B;KMT5B;WDR5;OGT;YEATS2;MCRS1;SAP30;BRMS1L;ARID2;JADE3;KMT2D;KDM3B;SETD1B;TADA2A;TADA1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.08403644033894586
Chromosome Maintenance R-HSA-73886	-0.622930746122868	-1.27213059095112	0.0836707152496626	0.386297912613702	0.0533476589218	89	118	down	NPM1;PRIM1;PCNA;DKC1;ITGB3BP;RUVBL2;POLD2;RFC3;BLM;MIS18BP1;CENPU;ATRX;CENPW;KNL1;CCNA2;RPA3;RBBP4;PRIM2;SLC19A1;ANKRD28;DSCC1;CENPX;FEN1;POLR2E;SMARCA5;OIP5;POLA1;POLA2;RFC5;RUVBL1;HJURP;CENPN;CENPM;CENPP;PIF1;WRN;CENPK;POLD1;CDK2;WRAP53;MIS18A;POLR2L;POT1;CENPH;CTC1;POLD3;RFC2;POLR2B;SHQ1;CHTF18;TERF2;CENPI;PPP6R3;POLR2I;CENPO;RTEL1;POLR1A	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.38629791261370205
Cilium Assembly R-HSA-5617833	-0.645281636952808	-1.40078109642712	0.0039154267815191	0.0850638363328719	0.245188063659135	180	186	down	HSP90AA1;CCT3;TUBB;TUBB4B;CCT5;EXOC4;SDCCAG8;PLK1;PRKCA;PTGES2;CLASP1;SEPTIN2;YWHAE;TRAF3IP1;CKAP5;EXOC3;SSNA1;DYNC1H1;SCLT1;ALMS1;DCTN1;HAUS8;CEP70;KIF3B;CCP110;CCT2;CEP192;RAB8A;CEP135;NINL;IFT22;TRIP11;CEP250;PDE6D;CETN2;HAUS4;CEP83;PCM1;AHI1;FBF1;CDK5RAP2;NEK2;IFT88;CEP152;TTC21B;PCNT;ASAP1;ARL3;BBS7;RAB11FIP3;TUBG1;KIF3C;B9D1;CEP131;HAUS5;CEP290;CCT8;ODF2;ARL13B;KIF24;PRKD2;IFT122;CEP78;RPGRIP1L;PLK4;EXOC6;YWHAG;NPHP4;DCTN2;C2CD3;IFT43;TUBA4A;CEP57;IFT140;CEP72;EXOC2;KIFAP3;NUDT19;SFI1;CEP162;PKD1;BBS9;CCT4	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.08506383633287147
Circadian Clock R-HSA-400253	-0.444647536612511	-0.87909406178877	0.693921944977607	0.866708499483837	0.0132556733812227	66	69	down	NRIP1;NCOR1;CREB1;PPP1CA;CLOCK;NCOA6;CREM;CRTC1;NCOA2;SKP1;TBL1XR1;CHD9;HIF1A;PPP1CB;PPARA;CUL1;BTRC;CARM1;EP300;SERPINE1;NR3C1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8667084994838365
Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517	0.414876961555009	1.08147832696927	0.201178451178451	0.552696143042285	0.0922972084621158	163	163	up	CYCS;COX6A1;NDUFB9;NDUFB5;UQCRB;NDUFA1;NDUFB4;COX6C;ATP5F1E;NDUFA12;ATP5PO;NDUFA2;UQCR11;NDUFB8;SDHB;NDUFB11;COX7C;COX19;UQCRH;SURF1;COX5B;ATP5MG;COX4I1;NDUFAF4;NDUFB3;NDUFC2;COX7A2L;NDUFB2;COX6B1;SDHD;TMEM126B;TIMMDC1;NDUFAF5;NDUFS3;COX20;PDHX;DMAC2L;COX5A;UQCR10;SUCLA2;NDUFAF2;NDUFAF6;MPC2;COX16;NDUFAF1;NDUFA6;NDUFS7;ECSIT;TMEM186;HAGH;COX8A;MDH2;SCO1;NNT;NDUFB1;NDUFB7	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5526961430422846
Citric Acid Cycle (TCA Cycle) R-HSA-71403	-0.627747621795982	-1.0556826174395	0.419849579708008	0.707376898512781	0.0228708630124662	21	21	down	IDH2;SUCLG2;SDHA;CS;LDLR;OGDH;IDH3A;ACO2;IDH3G	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7073768985127813
Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	-0.315339723358331	-0.705806916600578	0.999578237030789	1.0	0.0033821263459665	325	327	down	ECE1;GPR39;ADORA2B;NLN;OXTR;GAL;CNOT6;APP;ADRA1B;TTF2;F2R;DHX34;LPAR1;LTB4R;QRFPR;C5;CHRM3;LPAR3	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	1.0
Class B/2 (Secretin Family Receptors) R-HSA-373080	0.353443018004378	0.860053436342028	0.843061674008811	0.920086935258047	0.0339381926785758	92	92	up	CD55;GNG5;GNG12;ADM;C1QTNF1;PTHLH;ADM2;PTRH2;WNT2B	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9200869352580473
Class C/3 (Metabotropic Glutamate/Pheromone Receptors) R-HSA-420499	0.221246443423069	0.46971679270817	1.0	1.0	0.0233752597077374	39	40	up	GRM8;GRM1;CASR;TAS2R5;TAS2R19;UBD;TAS2R14;GRM2;TAS2R50	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	1.0
Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169	-0.425893463130589	-0.958852582211897	0.618566367993332	0.8350670444212	0.0119364530575583	377	378	down	CALR;HMGB1;CDC20;RNF213;ITCH;PSMA1;SMURF2;PSMB1;PSMD2;PSMB9;PSME4;HERC4;PSMC5;PSME1;SMURF1;PSMB7;PSMC1;TRIM37;BTBD6;STUB1;ATG7;PSMD12;NPEPPS;PSMD14;HERC2;UBAC1;PSMD11;FBXO22;PSMB5;UBE3C;PSMA5;PSMA4;WWP1;GLMN;SEC13;PSMB3;ZNRF1;CTSV;CUL5;CUL3;TPP2;UBE2L6;UBA1;UBE3A;PSMD3;HECW2;THOP1;SEC24D;SKP1;ITGAV;PSMB8;KEAP1;FBXW7;FBXW5;FBXO17;HECTD1;HERC1;ANAPC7;SEC31A;PSMC3;TRAF7;RNF130;UBE2E3;MRC2;HUWE1;UBE2Q2;FBXW4;PSME2;UBE2G1;ASB13;RNF126;HERC6;FBXO9;UBE2L3;CCNF;UBE2M;PSMB4;KLHL5;HSPA5;SKP2;LNPEP;LRR1;UBE2O;UBA5;UBE2E2;TRIP12;PSMA2;ARIH2;SEC24A;MGRN1;SEC23A;KLHL22;FBXO21;DCAF1;FBXO11;GAN;RNF217;CUL1;PSMA3;CUL2;BTRC;CANX;STX4;UNKL;UBR4;PSMD9;SEC14L2;ITGB5;HACE1;RNF34;FBXO10;CDC16;DET1;UBE4A;CBLB;RNF220;PSMD4;ERAP1;UBE2R2;PSMB2;LRSAM1;FBXW9;SH3RF1;UBE2Z	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8350670444211996
Class I Peroxisomal Membrane Protein Import R-HSA-9603798	-0.4998936184783	-0.834442450056043	0.729930256714646	0.875916308057575	0.0146644126528315	20	20	down	PXMP2;FIS1;PEX26;SLC25A17;ALDH3A2	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8759163080575751
Clathrin-mediated Endocytosis R-HSA-8856828	-0.448764406774671	-0.954388353535163	0.580458439453577	0.814819250644607	0.0143884116717916	139	142	down	EGFR;HSPA8;AP2B1;CLTC;AP2M1;CTTN;SYNJ2;DNM1;ITSN1;AP2A1;FNBP1;SYT1;ARPC1A;ACTR2;DNM2;HIP1;LDLR;TOR1A;COPS3;GRK2;GPS1;PACSIN3;UBQLN1;IGF2R;EPN2;TRIP10;AP2A2;GAPVD1;PIK3C2A;REPS1;TFRC;M6PR;PACSIN2;EPS15;ARRB1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8148192506446067
Cleavage Of Damaged Purine R-HSA-110331	-0.598658530565158	-0.904885174597103	0.652928071292171	0.851020822527467	0.0172978357668903	10	37	down	NEIL3;OGG1;MPG;MUTYH;POT1;TERF2	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8510208225274677
Cleavage Of Damaged Pyrimidine R-HSA-110329	-0.450247517907344	-0.720962185164201	0.860155891792756	0.927969892280317	0.0127173219985851	15	42	down	UNG;NEIL3;OGG1;NTHL1;POT1;TERF2;NEIL1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9279698922803173
Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741	-0.535177181182055	-0.900006989764085	0.64385783807698	0.848531831089403	0.0163905544256969	21	21	down	MMADHC;ABCC1;MTR;MMAB;CD320	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8485318310894028
Cohesin Loading Onto Chromatin R-HSA-2470946	-0.869331073508105	-1.31401251309564	0.0770210057288351	0.377439435596825	0.0640052201911666	10	10	down	PMEPA1;SMC1A;PDS5A;STAG2;PDS5B;SMC3;WAPL;NIPBL;RAD21;MAU2	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.37743943559682513
Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	-0.761619138832619	-1.5085690136208	0.0042690793644481	0.0882977534369062	0.407017918923954	67	67	down	PPIB;COL18A1;COL6A1;COL6A2;PLOD1;P4HB;P3H2;COL12A1;PLOD2;SERPINH1;COL4A2;COLGALT1;PLOD3;PCOLCE2;COL5A1;P3H3;PCOLCE;COL4A1;COL8A1;COL4A5	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0882977534369049
Collagen Chain Trimerization R-HSA-8948216	-0.727418602041832	-1.36554578665086	0.0422592442096709	0.278206691047	0.0804588724057859	44	44	down	COL18A1;COL6A1;COL6A2;COL12A1;COL4A2;COL5A1;COL4A1;COL8A1;COL4A5;COL5A2;COL26A1;COL10A1;COL22A1;COL13A1;COL27A1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2782066910470001
Collagen Degradation R-HSA-1442490	-0.708399913655868	-1.3119008558618	0.0781723093861822	0.377439435596825	0.0588173707216382	40	40	down	CTSD;COL18A1;CTSB;COL12A1;ADAM9;ADAM10	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.37743943559682513
Collagen Formation R-HSA-1474290	-0.730356028232453	-1.49376511351742	0.002786367329911	0.0840364403389461	0.431707695803346	90	90	down	ITGB4;PPIB;COL18A1;COL6A1;CTSB;DST;COL6A2;PLOD1;P4HB;ITGA6;PXDN;PLEC;P3H2;COL12A1;PLOD2;CTSV;SERPINH1;COL4A2;COLGALT1;LOXL2;PLOD3;PCOLCE2;COL5A1;LAMA4;P3H3;LOXL1;PCOLCE;COL4A1;COL8A1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.08403644033894586
Common Pathway Of Fibrin Clot Formation R-HSA-140875	-0.47567347271869	-0.807322464653381	0.77061931317875	0.888743441476222	0.0137217705858817	22	22	down	TTF2;F2R;FAM110A	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8887434414762228
Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation R-HSA-8948700	-0.816823367588679	-1.23464599242861	0.184277530235519	0.539280246628778	0.0398752096349173	10	10	down	TNRC6A;TNRC6B;AGO2;AGO3;MOV10;VAPA;CNOT6L;AGO1	HCC1143	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.539280246628778
