ensembl_gene_id	hgnc_symbol	in_k562_13d	in_k562_7d
ENSG00000137460	FHDC1	True	True
ENSG00000137462	TLR2	True	True
ENSG00000137463	MGARP	True	True
ENSG00000137474	MYO7A	True	True
ENSG00000137478	FCHSD2	True	True
ENSG00000137486	ARRB1	True	True
ENSG00000137491	SLCO2B1	True	True
ENSG00000137492	PRKRIR	True	True
ENSG00000137494	ANKRD42	True	True
ENSG00000137496	IL18BP	True	True
ENSG00000137497	NUMA1	True	True
ENSG00000137500	CCDC90B	True	True
ENSG00000137501	SYTL2	True	True
ENSG00000137502	RAB30	True	True
ENSG00000137504	CREBZF	True	True
ENSG00000137507	LRRC32	True	True
ENSG00000137509	PRCP	True	True
ENSG00000137513	NARS2	True	True
ENSG00000137522	RNF121	True	True
ENSG00000137547	MRPL15	True	True
ENSG00000137558	PI15	True	False
ENSG00000137563	GGH	True	True
ENSG00000137571	SLCO5A1	False	True
ENSG00000137574	TGS1	True	True
ENSG00000137575	SDCBP	True	True
ENSG00000137601	NEK1	True	True
ENSG00000137642	SORL1	True	True
ENSG00000137648	TMPRSS4	True	True
ENSG00000137656	BUD13	True	True
ENSG00000137673	MMP7	True	False
ENSG00000137691	C11orf70	True	True
ENSG00000137692	DCUN1D5	True	True
ENSG00000137693	YAP1	True	False
ENSG00000137699	TRIM29	True	True
ENSG00000137700	SLC37A4	True	True
ENSG00000137709	POU2F3	True	True
ENSG00000137710	RDX	True	True
ENSG00000137713	PPP2R1B	True	True
ENSG00000137714	FDX1	True	True
ENSG00000137720	C11orf1	True	True
ENSG00000137726	FXYD6	False	True
ENSG00000137731	FXYD2	True	False
ENSG00000137745	MMP13	False	True
ENSG00000137747	TMPRSS13	True	True
ENSG00000137757	CASP5	False	True
ENSG00000137760	ALKBH8	True	True
ENSG00000137764	MAP2K5	True	True
ENSG00000137767	SQRDL	True	True
ENSG00000137770	CTDSPL2	True	True
ENSG00000137776	SLTM	True	True
ENSG00000137801	THBS1	False	True
ENSG00000137802	MAPKBP1	True	True
ENSG00000137804	NUSAP1	True	True
ENSG00000137806	NDUFAF1	True	True
ENSG00000137807	KIF23	True	True
ENSG00000137812	CASC5	True	True
ENSG00000137814	HAUS2	True	True
ENSG00000137815	RTF1	True	True
ENSG00000137817	PARP6	True	True
ENSG00000137818	RPLP1	True	True
ENSG00000137819	PAQR5	True	True
ENSG00000137821	LRRC49	True	False
ENSG00000137822	TUBGCP4	True	True
ENSG00000137824	RMDN3	True	True
ENSG00000137825	ITPKA	True	True
ENSG00000137831	UACA	False	True
ENSG00000137834	SMAD6	True	True
ENSG00000137841	PLCB2	True	True
ENSG00000137842	TMEM62	True	True
ENSG00000137843	PAK6	True	True
ENSG00000137845	ADAM10	True	True
ENSG00000137857	DUOX1	True	True
ENSG00000137860	SLC28A2	True	True
ENSG00000137868	STRA6	True	True
ENSG00000137869	CYP19A1	True	True
ENSG00000137871	ZNF280D	True	True
ENSG00000137872	SEMA6D	False	True
ENSG00000137876	RSL24D1	True	True
ENSG00000137877	SPTBN5	True	True
ENSG00000137880	GCHFR	True	True
ENSG00000137936	BCAR3	True	True
ENSG00000137941	TTLL7	True	True
ENSG00000137942	FNBP1L	True	True
ENSG00000137944	CCBL2	True	True
ENSG00000137947	GTF2B	True	True
ENSG00000137948	BRDT	True	True
ENSG00000137955	RABGGTB	True	True
ENSG00000137960	GIPC2	True	True
ENSG00000137962	ARHGAP29	True	True
ENSG00000137968	SLC44A5	True	True
ENSG00000137975	CLCA2	False	True
ENSG00000137992	DBT	True	True
ENSG00000137996	RTCA	True	True
ENSG00000138002	IFT172	True	True
ENSG00000138018	EPT1	True	True
ENSG00000138028	CGREF1	True	True
ENSG00000138029	HADHB	True	True
ENSG00000138030	KHK	True	True
ENSG00000138031	ADCY3	True	True
ENSG00000138032	PPM1B	True	True
ENSG00000138035	PNPT1	True	True
ENSG00000138036	DYNC2LI1	True	True
ENSG00000138039	LHCGR	True	True
ENSG00000138041	SMEK2	True	True
ENSG00000138050	THUMPD2	True	True
ENSG00000138068	SULT6B1	False	True
ENSG00000138069	RAB1A	True	True
ENSG00000138071	ACTR2	True	True
ENSG00000138073	PREB	True	True
ENSG00000138074	SLC5A6	True	True
ENSG00000138075	ABCG5	True	True
ENSG00000138078	PREPL	True	True
ENSG00000138079	SLC3A1	True	True
ENSG00000138080	EMILIN1	True	True
ENSG00000138081	FBXO11	True	True
ENSG00000138083	SIX3	True	True
ENSG00000138085	ATRAID	True	True
ENSG00000138092	CENPO	True	True
ENSG00000138095	LRPPRC	True	True
ENSG00000138100	TRIM54	True	True
ENSG00000138101	DTNB	True	True
ENSG00000138107	ACTR1A	True	True
ENSG00000138109	CYP2C9	False	True
ENSG00000138111	TMEM180	True	True
ENSG00000138115	CYP2C8	False	True
ENSG00000138119	MYOF	False	True
ENSG00000138131	LOXL4	True	True
ENSG00000138134	STAMBPL1	True	True
ENSG00000138135	CH25H	True	True
ENSG00000138138	ATAD1	True	True
ENSG00000138152	BTBD16	True	True
ENSG00000138160	KIF11	True	True
ENSG00000138161	CUZD1	True	True
ENSG00000138162	TACC2	True	True
ENSG00000138166	DUSP5	True	True
ENSG00000138172	CALHM2	True	True
ENSG00000138175	ARL3	True	True
ENSG00000138180	CEP55	True	True
ENSG00000138182	KIF20B	True	True
ENSG00000138185	ENTPD1	True	True
ENSG00000138190	EXOC6	True	True
ENSG00000138193	PLCE1	True	True
ENSG00000138231	DBR1	True	True
ENSG00000138246	DNAJC13	True	True
ENSG00000138279	ANXA7	True	True
ENSG00000138286	FAM149B1	True	True
ENSG00000138293	NCOA4	True	True
ENSG00000138294	MSMB	True	True
ENSG00000138297	TIMM23	True	True
ENSG00000138303	ASCC1	True	True
ENSG00000138308	PLA2G12B	True	True
ENSG00000138311	ZNF365	True	True
ENSG00000138315	OIT3	True	False
ENSG00000138316	ADAMTS14	True	True
ENSG00000138326	RPS24	True	True
ENSG00000138336	TET1	True	True
ENSG00000138346	DNA2	True	True
ENSG00000138347	MYPN	True	True
ENSG00000138356	AOX1	False	True
ENSG00000138363	ATIC	True	True
ENSG00000138375	SMARCAL1	True	True
ENSG00000138376	BARD1	True	True
ENSG00000138378	STAT4	True	True
ENSG00000138379	MSTN	False	True
ENSG00000138380	CARF	True	True
ENSG00000138381	ASNSD1	True	True
ENSG00000138382	METTL5	True	True
ENSG00000138385	SSB	True	True
ENSG00000138386	NAB1	True	True
ENSG00000138395	CDK15	True	False
ENSG00000138398	PPIG	True	True
ENSG00000138399	FASTKD1	True	True
ENSG00000138400	MDH1B	True	True
ENSG00000138411	HECW2	True	True
ENSG00000138413	IDH1	True	True
ENSG00000138430	OLA1	True	True
ENSG00000138433	CIR1	True	True
ENSG00000138434	SSFA2	True	True
ENSG00000138435	CHRNA1	True	True
ENSG00000138439	FAM117B	True	True
ENSG00000138442	WDR12	True	True
ENSG00000138443	ABI2	True	True
ENSG00000138448	ITGAV	True	True
ENSG00000138449	SLC40A1	True	True
ENSG00000138459	SLC35A5	True	True
ENSG00000138463	DIRC2	True	True
ENSG00000138468	SENP7	True	True
ENSG00000138483	CCDC54	False	True
ENSG00000138495	COX17	True	True
ENSG00000138496	PARP9	True	True
ENSG00000138587	MNS1	True	True
ENSG00000138592	USP8	True	True
ENSG00000138593	SECISBP2L	True	True
ENSG00000138594	TMOD3	True	True
ENSG00000138600	SPPL2A	True	True
ENSG00000138604	GLCE	True	True
ENSG00000138606	SHF	True	True
ENSG00000138613	APH1B	True	True
ENSG00000138614	VWA9	True	True
ENSG00000138615	CILP	True	True
ENSG00000138617	PARP16	True	True
ENSG00000138621	PPCDC	True	True
ENSG00000138623	SEMA7A	True	True
ENSG00000138629	UBL7	True	True
ENSG00000138639	ARHGAP24	True	True
ENSG00000138640	FAM13A	True	True
ENSG00000138641	HERC3	True	True
ENSG00000138642	HERC6	True	True
ENSG00000138646	HERC5	False	True
ENSG00000138650	PCDH10	True	True
ENSG00000138653	NDST4	True	True
ENSG00000138658	C4orf21	True	True
ENSG00000138660	AP1AR	True	True
ENSG00000138663	COPS4	True	True
ENSG00000138668	HNRNPD	True	True
ENSG00000138669	PRKG2	True	True
ENSG00000138670	RASGEF1B	True	True
ENSG00000138674	SEC31A	True	True
ENSG00000138675	FGF5	True	True
ENSG00000138678	AGPAT9	True	True
ENSG00000138685	FGF2	True	True
ENSG00000138686	BBS7	True	True
ENSG00000138688	KIAA1109	True	True
ENSG00000138696	BMPR1B	False	True
ENSG00000138698	RAP1GDS1	True	True
ENSG00000138709	LARP1B	True	True
ENSG00000138722	MMRN1	False	True
ENSG00000138735	PDE5A	True	True
ENSG00000138741	TRPC3	False	True
ENSG00000138744	NAAA	True	True
ENSG00000138750	NUP54	True	True
ENSG00000138755	CXCL9	True	True
ENSG00000138756	BMP2K	True	True
ENSG00000138757	G3BP2	True	True
ENSG00000138758	SEPT11	True	True
ENSG00000138759	FRAS1	False	True
ENSG00000138760	SCARB2	True	True
ENSG00000138764	CCNG2	True	True
ENSG00000138767	CNOT6L	True	True
ENSG00000138768	USO1	True	True
ENSG00000138769	CDKL2	True	True
ENSG00000138771	SHROOM3	False	True
ENSG00000138772	ANXA3	True	True
ENSG00000138777	PPA2	True	True
ENSG00000138778	CENPE	True	True
ENSG00000138780	GSTCD	True	True
ENSG00000138785	INTS12	True	True
ENSG00000138792	ENPEP	False	True
ENSG00000138794	CASP6	True	True
ENSG00000138795	LEF1	True	True
ENSG00000138796	HADH	True	True
ENSG00000138798	EGF	True	True
ENSG00000138801	PAPSS1	True	True
ENSG00000138802	SEC24B	True	True
ENSG00000138814	PPP3CA	True	True
ENSG00000138821	SLC39A8	True	True
ENSG00000138823	MTTP	True	True
ENSG00000138829	FBN2	True	False
ENSG00000138834	MAPK8IP3	True	True
ENSG00000138835	RGS3	True	True
ENSG00000138867	GUCD1	True	True
ENSG00000138942	RNF185	True	True
ENSG00000138944	KIAA1644	True	False
ENSG00000138964	PARVG	True	True
ENSG00000139044	B4GALNT3	True	True
ENSG00000139083	ETV6	True	True
ENSG00000139112	GABARAPL1	True	True
ENSG00000139116	KIF21A	True	True
ENSG00000139117	CPNE8	True	True
ENSG00000139131	YARS2	True	True
ENSG00000139132	FGD4	True	True
ENSG00000139133	ALG10	True	True
ENSG00000139144	PIK3C2G	True	False
ENSG00000139146	FAM60A	True	True
ENSG00000139154	AEBP2	True	True
ENSG00000139160	METTL20	True	True
ENSG00000139163	ETNK1	True	True
ENSG00000139168	ZCRB1	True	True
ENSG00000139173	TMEM117	True	True
ENSG00000139174	PRICKLE1	True	True
ENSG00000139178	C1RL	True	True
ENSG00000139180	NDUFA9	True	True
ENSG00000139182	CLSTN3	True	True
ENSG00000139187	KLRG1	True	True
ENSG00000139190	VAMP1	True	True
ENSG00000139192	TAPBPL	True	True
ENSG00000139193	CD27	False	True
ENSG00000139194	RBP5	True	True
ENSG00000139197	PEX5	True	True
ENSG00000139200	PIANP	True	True
ENSG00000139211	AMIGO2	True	True
ENSG00000139218	SCAF11	True	True
ENSG00000139219	COL2A1	True	False
ENSG00000139223	ANP32D	True	True
ENSG00000139233	LLPH	True	True
ENSG00000139266	MARCH9	True	True
ENSG00000139269	INHBE	True	True
ENSG00000139278	GLIPR1	True	True
ENSG00000139287	TPH2	True	True
ENSG00000139289	PHLDA1	True	True
ENSG00000139291	TMEM19	True	True
ENSG00000139292	LGR5	False	True
ENSG00000139318	DUSP6	True	True
ENSG00000139323	POC1B	True	True
ENSG00000139324	TMTC3	True	True
ENSG00000139343	SNRPF	True	True
ENSG00000139344	AMDHD1	False	True
ENSG00000139350	NEDD1	True	True
ENSG00000139351	SYCP3	True	True
ENSG00000139352	ASCL1	True	True
ENSG00000139354	GAS2L3	True	True
ENSG00000139364	TMEM132B	True	True
ENSG00000139370	SLC15A4	True	True
ENSG00000139372	TDG	True	True
ENSG00000139405	RITA1	True	True
ENSG00000139410	SDSL	True	True
ENSG00000139428	MMAB	True	True
ENSG00000139433	GLTP	True	True
ENSG00000139436	GIT2	True	True
ENSG00000139437	TCHP	True	True
ENSG00000139438	FAM222A	True	True
ENSG00000139496	NUPL1	True	True
ENSG00000139505	MTMR6	True	True
ENSG00000139508	SLC46A3	True	True
ENSG00000139514	SLC7A1	True	True
ENSG00000139517	LNX2	True	True
ENSG00000139531	SUOX	True	True
ENSG00000139537	CCDC65	True	True
ENSG00000139540	SLC39A5	True	True
ENSG00000139546	TARBP2	True	True
ENSG00000139547	RDH16	True	True
ENSG00000139549	DHH	True	True
ENSG00000139567	ACVRL1	True	True
ENSG00000139572	GPR84	True	True
ENSG00000139574	NPFF	False	True
ENSG00000139579	NABP2	True	True
ENSG00000139597	N4BP2L1	True	True
ENSG00000139610	CELA1	True	True
ENSG00000139613	SMARCC2	True	True
ENSG00000139618	BRCA2	True	True
ENSG00000139620	KANSL2	True	True
ENSG00000139624	CERS5	True	True
ENSG00000139625	MAP3K12	True	True
ENSG00000139626	ITGB7	True	True
ENSG00000139629	GALNT6	True	True
ENSG00000139631	CSAD	True	True
ENSG00000139636	LMBR1L	True	True
ENSG00000139637	C12orf10	True	True
ENSG00000139641	ESYT1	True	True
ENSG00000139644	TMBIM6	True	True
ENSG00000139645	ANKRD52	True	True
ENSG00000139651	ZNF740	True	True
ENSG00000139668	WDFY2	True	True
ENSG00000139675	HNRNPA1L2	True	True
ENSG00000139679	LPAR6	False	True
ENSG00000139684	ESD	True	True
ENSG00000139687	RB1	True	True
ENSG00000139697	SBNO1	True	True
ENSG00000139714	MORN3	True	True
ENSG00000139718	SETD1B	True	True
ENSG00000139719	VPS33A	True	True
ENSG00000139722	VPS37B	True	True
ENSG00000139725	RHOF	True	True
ENSG00000139726	DENR	True	True
ENSG00000139734	DIAPH3	True	True
ENSG00000139737	SLAIN1	False	True
ENSG00000139746	RBM26	True	True
ENSG00000139767	SRRM4	True	False
ENSG00000139793	MBNL2	True	True
ENSG00000139797	RNF113B	True	True
ENSG00000139800	ZIC5	True	True
ENSG00000139826	ABHD13	True	True
ENSG00000139832	RAB20	True	True
ENSG00000139835	GRTP1	True	True
ENSG00000139842	CUL4A	True	True
ENSG00000139865	TTC6	False	True
ENSG00000139880	CDH24	True	True
ENSG00000139890	REM2	True	True
ENSG00000139899	CBLN3	True	True
ENSG00000139908	TSSK4	True	True
ENSG00000139910	NOVA1	True	True
ENSG00000139914	FITM1	True	True
ENSG00000139915	MDGA2	True	True
ENSG00000139921	TMX1	True	True
ENSG00000139926	FRMD6	True	True
ENSG00000139946	PELI2	True	True
ENSG00000139970	RTN1	False	True
ENSG00000139971	C14orf37	True	True
ENSG00000139974	SLC38A6	True	True
ENSG00000139977	NAA30	True	True
ENSG00000139985	ADAM21	True	False
ENSG00000139988	RDH12	True	True
ENSG00000139990	DCAF5	True	True
ENSG00000139998	RAB15	True	True
ENSG00000140006	WDR89	True	True
ENSG00000140009	ESR2	True	True
ENSG00000140015	KCNH5	True	True
ENSG00000140022	STON2	True	True
ENSG00000140025	EFCAB11	True	True
ENSG00000140030	GPR65	True	True
ENSG00000140043	PTGR2	True	True
ENSG00000140044	JDP2	True	True
ENSG00000140057	AK7	True	True
ENSG00000140090	SLC24A4	True	True
ENSG00000140092	FBLN5	True	True
ENSG00000140104	C14orf79	True	True
ENSG00000140105	WARS	True	True
ENSG00000140107	SLC25A47	True	True
ENSG00000140153	WDR20	True	True
ENSG00000140157	NIPA2	True	True
ENSG00000140199	SLC12A6	True	True
ENSG00000140254	DUOXA1	True	True
ENSG00000140259	MFAP1	True	True
ENSG00000140262	TCF12	True	True
ENSG00000140263	SORD	True	True
ENSG00000140264	SERF2	True	True
ENSG00000140265	ZSCAN29	True	True
ENSG00000140274	DUOXA2	True	True
ENSG00000140279	DUOX2	True	True
ENSG00000140280	LYSMD2	True	True
ENSG00000140284	SLC27A2	True	True
ENSG00000140285	FGF7	False	True
ENSG00000140287	HDC	True	True
ENSG00000140297	GCNT3	True	True
ENSG00000140299	BNIP2	True	True
ENSG00000140307	GTF2A2	True	True
ENSG00000140319	SRP14	True	True
ENSG00000140320	BAHD1	True	True
ENSG00000140323	DISP2	True	True
ENSG00000140326	CDAN1	True	True
ENSG00000140332	TLE3	True	True
ENSG00000140350	ANP32A	True	True
ENSG00000140365	COMMD4	True	True
ENSG00000140367	UBE2Q2	True	True
ENSG00000140368	PSTPIP1	True	True
ENSG00000140374	ETFA	True	True
ENSG00000140379	BCL2A1	True	True
ENSG00000140382	HMG20A	True	True
ENSG00000140386	SCAPER	True	True
ENSG00000140391	TSPAN3	True	True
ENSG00000140395	WDR61	True	True
ENSG00000140396	NCOA2	True	True
ENSG00000140398	NEIL1	True	True
ENSG00000140400	MAN2C1	True	True
ENSG00000140403	DNAJA4	True	True
ENSG00000140406	MESDC1	True	True
ENSG00000140416	TPM1	True	True
ENSG00000140443	IGF1R	True	True
ENSG00000140450	ARRDC4	True	True
ENSG00000140451	PIF1	True	True
ENSG00000140455	USP3	True	True
ENSG00000140459	CYP11A1	True	True
ENSG00000140463	BBS4	True	True
ENSG00000140464	PML	True	True
ENSG00000140465	CYP1A1	True	True
ENSG00000140470	ADAMTS17	True	True
ENSG00000140471	LINS	True	True
ENSG00000140474	ULK3	True	True
ENSG00000140479	PCSK6	True	True
ENSG00000140481	CCDC33	False	True
ENSG00000140488	CELF6	True	True
ENSG00000140497	SCAMP2	True	True
ENSG00000140505	CYP1A2	False	True
ENSG00000140511	HAPLN3	True	True
ENSG00000140521	POLG	True	True
ENSG00000140522	RLBP1	True	False
ENSG00000140525	FANCI	True	True
ENSG00000140526	ABHD2	True	True
ENSG00000140527	WDR93	True	True
ENSG00000140534	TICRR	True	True
ENSG00000140538	NTRK3	False	True
ENSG00000140543	DET1	True	True
ENSG00000140545	MFGE8	True	True
ENSG00000140548	ZNF710	True	True
ENSG00000140553	UNC45A	True	True
ENSG00000140564	FURIN	True	True
ENSG00000140575	IQGAP1	True	True
ENSG00000140577	CRTC3	True	True
ENSG00000140598	EFTUD1	True	True
ENSG00000140600	SH3GL3	True	True
ENSG00000140612	SEC11A	True	True
ENSG00000140623	SEPT12	True	True
ENSG00000140632	GLYR1	True	True
ENSG00000140650	PMM2	True	True
ENSG00000140675	SLC5A2	True	True
ENSG00000140678	ITGAX	True	True
ENSG00000140682	TGFB1I1	True	True
ENSG00000140688	C16orf58	True	True
ENSG00000140691	ARMC5	True	True
ENSG00000140694	PARN	True	True
ENSG00000140718	FTO	True	True
ENSG00000140740	UQCRC2	True	True
ENSG00000140743	CDR2	True	True
ENSG00000140749	IGSF6	True	True
ENSG00000140750	ARHGAP17	True	True
ENSG00000140795	MYLK3	True	True
ENSG00000140798	ABCC12	True	False
ENSG00000140807	NKD1	True	True
ENSG00000140829	DHX38	True	True
ENSG00000140830	TXNL4B	True	True
ENSG00000140832	MARVELD3	True	True
ENSG00000140836	ZFHX3	True	True
ENSG00000140839	CLEC18B	True	True
ENSG00000140848	CPNE2	True	True
ENSG00000140853	NLRC5	True	True
ENSG00000140854	KATNB1	True	True
ENSG00000140859	KIFC3	True	True
ENSG00000140876	NUDT7	True	True
ENSG00000140905	GCSH	True	True
ENSG00000140931	CMTM3	True	True
ENSG00000140932	CMTM2	True	True
ENSG00000140939	NOL3	True	True
ENSG00000140941	MAP1LC3B	True	True
ENSG00000140943	MBTPS1	True	True
ENSG00000140945	CDH13	True	True
ENSG00000140948	ZCCHC14	True	True
ENSG00000140950	TLDC1	True	True
ENSG00000140955	ADAD2	True	True
ENSG00000140961	OSGIN1	True	True
ENSG00000140983	RHOT2	True	True
ENSG00000140986	RPL3L	True	True
ENSG00000140987	ZSCAN32	True	True
ENSG00000140988	RPS2	True	True
ENSG00000140990	NDUFB10	True	True
ENSG00000140992	PDPK1	True	True
ENSG00000140993	TIGD7	True	True
ENSG00000140995	DEF8	True	True
ENSG00000141002	TCF25	True	True
ENSG00000141012	GALNS	True	True
ENSG00000141013	GAS8	True	True
ENSG00000141026	MED9	True	True
ENSG00000141027	NCOR1	True	True
ENSG00000141030	COPS3	True	True
ENSG00000141034	GID4	True	True
ENSG00000141040	ZNF287	True	True
ENSG00000141068	KSR1	True	True
ENSG00000141076	CIRH1A	True	True
ENSG00000141084	RANBP10	True	True
ENSG00000141086	CTRL	True	True
ENSG00000141096	DPEP3	True	True
ENSG00000141098	GFOD2	True	True
ENSG00000141101	NOB1	True	True
ENSG00000141127	PRPSAP2	True	True
ENSG00000141140	MYO19	True	True
ENSG00000141141	DDX52	True	True
ENSG00000141150	RASL10B	True	True
ENSG00000141161	UNC45B	True	True
ENSG00000141179	PCTP	True	True
ENSG00000141198	TOM1L1	True	True
ENSG00000141219	C17orf80	True	True
ENSG00000141232	TOB1	True	True
ENSG00000141252	VPS53	True	True
ENSG00000141255	SPATA22	True	True
ENSG00000141258	SGSM2	True	True
ENSG00000141279	NPEPPS	True	True
ENSG00000141293	SKAP1	True	True
ENSG00000141294	LRRC46	True	True
ENSG00000141295	SCRN2	True	True
ENSG00000141298	SSH2	True	True
ENSG00000141314	RHBDL3	False	True
ENSG00000141316	SPACA3	True	True
ENSG00000141337	ARSG	True	True
ENSG00000141338	ABCA8	True	True
ENSG00000141349	G6PC3	True	True
ENSG00000141367	CLTC	True	True
ENSG00000141371	C17orf64	True	True
ENSG00000141376	BCAS3	True	True
ENSG00000141378	PTRH2	True	True
ENSG00000141380	SS18	True	True
ENSG00000141384	TAF4B	True	True
ENSG00000141385	AFG3L2	True	True
ENSG00000141391	SLMO1	True	True
ENSG00000141401	IMPA2	True	True
ENSG00000141404	GNAL	True	True
ENSG00000141424	SLC39A6	True	True
ENSG00000141425	RPRD1A	True	True
ENSG00000141428	C18orf21	True	True
ENSG00000141429	GALNT1	True	True
ENSG00000141433	ADCYAP1	False	True
ENSG00000141434	MEP1B	True	True
ENSG00000141437	SLC25A52	True	True
ENSG00000141441	GAREM	True	True
ENSG00000141446	ESCO1	True	True
ENSG00000141447	OSBPL1A	True	True
ENSG00000141448	GATA6	False	True
ENSG00000141449	GREB1L	True	True
ENSG00000141452	C18orf8	True	True
ENSG00000141456	PELP1	True	True
ENSG00000141458	NPC1	True	True
ENSG00000141469	SLC14A1	True	True
ENSG00000141480	ARRB2	True	True
ENSG00000141485	SLC13A5	True	True
ENSG00000141497	ZMYND15	True	True
ENSG00000141499	WRAP53	True	True
ENSG00000141503	MINK1	True	True
ENSG00000141504	SAT2	True	True
ENSG00000141505	ASGR1	True	True
ENSG00000141510	TP53	True	True
ENSG00000141519	CCDC40	True	True
ENSG00000141522	ARHGDIA	True	True
ENSG00000141524	TMC6	True	True
ENSG00000141526	SLC16A3	True	True
ENSG00000141527	CARD14	True	True
ENSG00000141540	TTYH2	True	True
ENSG00000141542	RAB40B	True	True
ENSG00000141543	EIF4A3	True	True
ENSG00000141551	CSNK1D	True	True
ENSG00000141552	ANAPC11	True	True
ENSG00000141556	TBCD	True	True
ENSG00000141560	FN3KRP	True	True
ENSG00000141562	NARF	True	True
ENSG00000141564	RPTOR	True	True
ENSG00000141568	FOXK2	True	True
ENSG00000141569	TRIM65	True	True
ENSG00000141570	CBX8	True	True
ENSG00000141574	SECTM1	True	True
ENSG00000141576	RNF157	True	True
ENSG00000141577	AZI1	True	True
ENSG00000141579	ZNF750	True	True
ENSG00000141580	WDR45B	True	True
ENSG00000141582	CBX4	True	True
ENSG00000141622	RNF165	True	True
ENSG00000141627	DYM	True	True
ENSG00000141642	ELAC1	True	True
ENSG00000141644	MBD1	True	True
ENSG00000141646	SMAD4	True	True
ENSG00000141655	TNFRSF11A	True	True
ENSG00000141664	ZCCHC2	True	True
ENSG00000141665	FBXO15	True	True
ENSG00000141682	PMAIP1	True	True
ENSG00000141696	LEPREL4	True	True
ENSG00000141698	NT5C3B	True	True
ENSG00000141699	FAM134C	True	True
ENSG00000141720	PIP4K2B	True	True
ENSG00000141736	ERBB2	True	True
ENSG00000141738	GRB7	True	True
ENSG00000141741	MIEN1	True	True
ENSG00000141744	PNMT	True	True
ENSG00000141748	ARL5C	False	True
ENSG00000141750	STAC2	True	True
ENSG00000141753	IGFBP4	True	True
ENSG00000141756	FKBP10	True	True
ENSG00000141759	TXNL4A	True	True
ENSG00000141837	CACNA1A	True	True
ENSG00000141854	hsa-mir-1199	True	True
ENSG00000141858	SAMD1	True	True
ENSG00000141867	BRD4	True	True
ENSG00000141873	SLC39A3	True	True
ENSG00000141905	NFIC	True	True
ENSG00000141933	TPGS1	True	True
ENSG00000141934	PPAP2C	True	True
ENSG00000141946	ZIM3	False	True
ENSG00000141956	PRDM15	True	True
ENSG00000141959	PFKL	True	True
ENSG00000141965	FEM1A	True	True
ENSG00000141968	VAV1	True	True
ENSG00000141971	MVB12A	True	True
ENSG00000141977	CIB3	True	True
ENSG00000141985	SH3GL1	True	True
ENSG00000141994	DUS3L	True	True
ENSG00000142002	DPP9	True	True
ENSG00000142025	DMRTC2	True	True
ENSG00000142039	CCDC97	True	True
ENSG00000142046	TMEM91	True	True
ENSG00000142065	ZFP14	True	True
ENSG00000142082	SIRT3	True	True
ENSG00000142089	IFITM3	True	True
ENSG00000142102	ATHL1	True	True
ENSG00000142149	HUNK	False	True
ENSG00000142156	COL6A1	True	True
ENSG00000142166	IFNAR1	True	True
ENSG00000142168	SOD1	True	True
ENSG00000142173	COL6A2	True	True
ENSG00000142178	SIK1	True	True
ENSG00000142182	DNMT3L	True	True
ENSG00000142185	TRPM2	True	True
ENSG00000142186	SCYL1	True	True
ENSG00000142188	TMEM50B	True	True
ENSG00000142192	APP	True	True
ENSG00000142197	DOPEY2	True	True
ENSG00000142207	URB1	True	True
ENSG00000142208	AKT1	True	True
ENSG00000142227	EMP3	True	True
ENSG00000142230	SAE1	True	True
ENSG00000142233	NTN5	True	True
ENSG00000142235	LMTK3	True	True
ENSG00000142252	GEMIN7	True	True
ENSG00000142279	WTIP	True	True
ENSG00000142303	ADAMTS10	True	True
ENSG00000142319	SLC6A3	True	False
ENSG00000142327	RNPEPL1	True	True
ENSG00000142330	CAPN10	True	True
ENSG00000142347	MYO1F	True	True
ENSG00000142405	NLRP12	True	True
ENSG00000142408	CACNG8	True	True
ENSG00000142409	ZNF787	True	True
ENSG00000142444	C19orf52	True	True
ENSG00000142449	FBN3	True	True
ENSG00000142453	CARM1	True	True
ENSG00000142459	EVI5L	True	True
ENSG00000142484	TM4SF5	True	True
ENSG00000142494	SLC47A1	True	True
ENSG00000142507	PSMB6	True	True
ENSG00000142512	SIGLEC10	True	True
ENSG00000142513	ACPT	True	True
ENSG00000142515	KLK3	False	True
ENSG00000142528	ZNF473	True	True
ENSG00000142530	FAM71E1	True	True
ENSG00000142534	RPS11	True	True
ENSG00000142538	PTH2	True	True
ENSG00000142541	RPL13A	True	True
ENSG00000142544	CTU1	True	True
ENSG00000142546	NOSIP	True	True
ENSG00000142549	IGLON5	True	True
ENSG00000142552	RCN3	True	True
ENSG00000142556	ZNF614	True	True
ENSG00000142583	SLC2A5	True	True
ENSG00000142599	RERE	True	True
ENSG00000142606	MMEL1	True	True
ENSG00000142609	C1orf222	True	True
ENSG00000142611	PRDM16	True	False
ENSG00000142615	CELA2A	True	True
ENSG00000142619	PADI3	True	False
ENSG00000142621	FHAD1	True	True
ENSG00000142627	EPHA2	True	True
ENSG00000142632	ARHGEF19	True	True
ENSG00000142634	EFHD2	True	True
ENSG00000142655	PEX14	True	True
ENSG00000142657	PGD	True	True
ENSG00000142661	MYOM3	False	True
ENSG00000142669	SH3BGRL3	True	True
ENSG00000142675	CNKSR1	True	True
ENSG00000142676	RPL11	True	True
ENSG00000142684	ZNF593	True	True
ENSG00000142686	C1orf216	True	True
ENSG00000142687	KIAA0319L	True	True
ENSG00000142694	EVA1B	True	True
ENSG00000142700	DMRTA2	True	True
