context	contrast_id	positive_category	negative_category	n_genes	n_targets_positive	n_targets_negative	claim_role	panel	pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	collection	ranking_method	claim_boundary	padj_within_context_contrast	minus_log10_padj	contrast_label	layer	n_contexts	supported_claim	not_used_to_claim	output	path	sha256
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information					c	E2F Targets	-0.805686055892288	-1.7594760876645	1e-10	2.5e-09		198.0	200.0	down	PRKDC;DNMT1;NASP;STMN1;SMC4;HMMR;LMNB1;ANP32E;CDKN3;XRCC6;MCM4;HNRNPD;TK1;PAICS;RANBP1;BIRC5;DLGAP5;CDC20;TUBB;TMPO;SMC1A;MKI67;MYBL2;PCNA;SSRP1;UBE2T;MCM3;ILF3;CENPE;GINS1;STAG1;CCNB2;PLK1;ATAD2;MCM5;KPNA2;XPO1;POLD2;KIF4A;RFC3;HMGA1;DEPDC1;NBN;HMGB3;TOP2A;HMGB2;MCM7;SPC25;MELK;CBX5;NAP1L1;GSPT1;MMS22L;LIG1;RAN;RRM2;MCM6;EZH2;PSIP1;JPT1;RPA3;IPO7;AURKA;PA2G4;DEK;BRCA1;RPA1;MSH2;ASF1B;NOP56;CIT;DIAPH3;TIMELESS;TACC3;NUP107;CDCA3;PRIM2;CCP110;HELLS;UNG;DSCC1;KIF22;RACGAP1;PNN;KIF18B;SHMT1;UBR7;CDC25B;BRCA2;BARD1;SRSF1;AURKB;TIPIN;CTPS1;TCF19;MCM2;CTCF;POLA2;LBR;CSE1L;TP53;NOLC1;E2F8;KIF2C;NCAPD2;SRSF2;POLE;BUB1B;DUT;GINS4;NUP205;SNRPB;CHEK2;CENPM;TRIP13;DDX39A;PDS5B;ASF1A;TUBG1;POLD1;SMC3;TFRC;CDK4;LUC7L3;DCTPP1;PLK4;MTHFD2;SMC6;NUP153;USP1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	2.5e-09	8.602059991327963	Anchor vs low-info							
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information					c	G2-M Checkpoint	-0.802278877314962	-1.74948348130823	1e-10	2.5e-09		195.0	200.0	down	MT2A;NCL;CENPF;NASP;HNRNPU;STMN1;PRC1;HMGN2;TPX2;HSPA8;SMC4;SFPQ;HMMR;LMNB1;CDKN3;RASAL2;HNRNPD;BIRC5;CDC20;SMAD3;G3BP1;TMPO;SMC1A;MKI67;MYBL2;NSD2;CBX1;DKC1;EFNA5;NUSAP1;MCM3;ILF3;RAD23B;KIF23;CENPE;SLC7A5;CCND1;RBL1;NDC80;STAG1;CCNB2;PLK1;MCM5;KPNA2;XPO1;SMC2;CASP8AP2;KIF4A;HMGA1;HMGB3;TOP2A;KPNB1;GSPT1;GINS2;ATRX;MCM6;DTYMK;SMARCC1;EZH2;KNL1;JPT1;CCNA2;TFDP1;MNAT1;UCK2;AURKA;FBXO5;FANCC;KIF20B;PBK;TACC3;CHAF1A;BUB1;DBF4;PRIM2;KIF11;KIF22;RACGAP1;CDC25B;BRCA2;TTK;CUL5;BARD1;CUL3;CDC45;TENT4A;MAP3K20;SRSF1;MAPK14;SQLE;AURKB;MCM2;TROAP;CTCF;CUL4A;POLA2;LBR;NOLC1;KIF2C;SRSF2;POLE;NEK2;HIF1A;MEIS2;CDC7;POLQ;DDX39A;WRN;CCNF;PDS5B;E2F1;NUP98;ODF2;INCENP;PURA;KMT5A;SRSF10;AMD1;CUL1;CDK4;SNRPD1;PLK4;HIRA;EWSR1;MAD2L1;PRPF4B;BUB3;ESPL1;RAD54L;TOP1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	2.5e-09	8.602059991327963	Anchor vs low-info							
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information					c	Mitotic Spindle	-0.788792835233653	-1.72386475401254	6.963724398466921e-10	1.16062073307782e-08	0.801215574617779	199.0	199.0	down	ARHGAP29;TRIO;CENPF;PRC1;TPX2;MYO1E;SMC4;LMNB1;ANLN;MYH9;RASAL2;SEPTIN9;EPB41L2;BIRC5;VCL;DLGAP5;SMC1A;PDLIM5;NUSAP1;AKAP13;KIF23;CENPE;TBCD;NDC80;SPTBN1;CCNB2;PLK1;FLNA;ACTN4;KIF4A;DST;RASA1;NIN;SAC3D1;TOP2A;CLASP1;CTTN;YWHAE;ECT2;TLK1;ARHGDIA;CKAP5;KIF1B;DYNC1H1;PALLD;AURKA;FBXO5;DLG1;FSCN1;TUBGCP5;KIF20B;CDC42BPA;ALMS1;FLNB;ITSN1;OPHN1;LRPPRC;TIAM1;BUB1;KIF3B;RABGAP1;KIF11;KIF22;CCDC88A;SORBS2;RACGAP1;CEP192;CDC42;FARP1;BRCA2;TTK;SSH2;STAU1;RAPGEF6;RALBP1;MYO9B;FGD6;ARHGEF3;NCK2;CEP250;KNTC1;ARHGAP10;HOOK3;ABR;ARFGEF1;EPB41;CLIP2;KIF2C;PCM1;PXN;NF1;CDK5RAP2;NEK2;GEMIN4;CAPZB;PCNT;SOS1;PIF1;BCAR1;KIF3C;CEP131;MID1;RAPGEF5;SMC3;INCENP;MYH10	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	1.1606207330778201e-08	7.935309675559473	Anchor vs low-info							
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information					c	TNF-alpha Signaling via NF-kB	0.620034322932335	1.65377483785048	4.90754409640851e-05	0.0004907544096408	0.557332238758646	200.0	200.0	up	GADD45A;SOD2;PPP1R15A;BTG1;PLAUR;PNRC1;BTG3;ATF3;EIF1;LAMB3;SQSTM1;KLF6;EDN1;TSC22D1;IRS2;HBEGF;CCNL1;JUN;TUBB2A;SDC4;IRF1;GADD45B;MCL1;CDKN1A;AREG;MAFF;SAT1;TGIF1;SERPINB8;TNF;NFIL3;KLF4;YRDC;INHBA;VEGFA;CEBPB;RCAN1;ZBTB10;TRIB1;IL6;JUNB;SGK1;IFIT2;PTX3;IL23A;RELB;RELA;ICOSLG;TNFRSF9;DNAJB4;MXD1;CXCL1;NFKBIA;TNIP2;DUSP4;CCN1;PHLDA2;KDM6B;LITAF;PTPRE;EFNA1;CXCL3;RHOB;PER1;TANK;NINJ1;MSC;NAMPT;TIPARP;DUSP1;IFIH1;SPSB1;FOSL2;TNFAIP3;RIPK2;BCL6;GEM	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0004907544096408	3.309135789386514	Anchor vs low-info							
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information					c	Apical Junction	-0.632843419439056	-1.38327343785918	0.0048688724134115	0.0304304525838221	0.218259775284787	200.0	200.0	down	EGFR;ACTB;PTK2;ITGB4;MYH9;EPB41L2;VCL;ITGB1;NF2;EXOC4;PFN1;ITGA3;ACTG1;ACTN4;PIK3CB;RASA1;ACTN1;LAMA3;RSU1;CDK8;NEGR1;CDH3;DLG1;FSCN1;TGFBI;CNN2;GAMT;PTEN;YWHAH;VAV2;ADAM9;IRS1;MAP3K20;MAPK14;SYMPK;TJP1;SIRPA;ADRA1B;MSN;CTNNA1;GNAI2;NF1;B4GALT1;TSPAN4;GTF2F1;SLIT2;BAIAP2;ADAM15;MPP5;CALB2;TUBG1;PARVA;SHC1;MAP4K2;MYH10;CNTN1;PIK3R3;STX4;CTNND1;HRAS;EVL;JUP;PPP2R2C;TAOK2;CD99;CLDN7;CDH11;PKD1;RAC2;TSC1;NECTIN1;CERCAM;SGCE;AKT3;CADM2;NLGN2;NECTIN3	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0304304525838218	1.516691588450414	Anchor vs low-info							
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information					c	Glycolysis	-0.635162030767945	-1.38811280861032	0.004315591457342	0.0304304525838221	0.232056818075608	199.0	200.0	down	ENO1;EXT1;IGFBP3;NASP;STMN1;PKM;EGFR;HMMR;LDHA;PAM;HDLBP;PGLS;FUT8;TALDO1;HS6ST2;DEPDC1;PPIA;PGK1;G6PD;PLOD1;ADORA2B;NT5E;AURKA;GOT2;COPB2;PMM2;GPC1;MIF;CLDN3;TXN;TGFBI;POLR3K;PFKP;PYGL;KIF2A;KIF20A;IER3;GUSB;PLOD2;GALK2;MET;SLC16A3;SLC25A10;TPBG;SLC25A13;PGAM1;IDH1;HS2ST1;LHPP;ALDH7A1;ME1;TPI1;ARTN;COL5A1;B4GALT1;QSOX1;CASP6;MPI;HOMER1;GALE;HSPA5;AKR1A1;TSTA3;GYS1;GLCE;IL13RA1;FKBP4;GALK1;TPST1;SDHC;COG2;B4GALT2;ALDH9A1;ALDOA;CHST12;PGM2;PYGB;AGL;AGRN;CLN6;PC;B4GALT7;CD44;ALG1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0304304525838218	1.516691588450414	Anchor vs low-info							
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle					c	Myc Targets V1	-0.718803278188062	-1.62801320827276	7.33805202332483e-06	9.17256502915603e-05	0.610526878385931	196.0	200.0	down	HNRNPA2B1;HNRNPU;RPS3;TYMS;HSP90AB1;EIF4G2;HNRNPA3;LDHA;HNRNPR;HSPD1;SRSF7;HNRNPA1;SERBP1;PTGES3;PSMA1;HNRNPD;XRCC6;RPS2;HSPE1;SRSF3;SNRPA1;MCM4;PPM1G;PCNA;CCT3;PSMD1;RANBP1;EEF1B2;CDC20;HNRNPC;SET;RAD23B;MCM5;CCT5;RUVBL2;G3BP1;PPIA;RPL6;XPO1;RAN;MCM7;NAP1L1;C1QBP;RRM1;GSPT1;RPL34;RPLP0;SRSF2;CYC1;YWHAE;SRSF1;NOP56;PSMA4;ILF2;SMARCC1;SNRPD3;MCM6;POLD2;TRIM28;SF3B3;CDC45;EIF4H;PGK1;EIF4A1;CCNA2;HPRT1;SLC25A3;SRPK1;KPNB1;EIF4E;GOT2;PSMB3;VBP1;SNRPD2;CLNS1A;KPNA2;TFDP1;FBL;HDGF;FAM120A;CCT2;IMPDH2;SNRPA;PABPC4;HDAC2;VDAC3;NOP16;TARDBP;PSMA2;NOLC1;NPM1;DEK;CTPS1;CDK4;TOMM70;PSMD3;PSMD14;ABCE1;VDAC1;MCM2;APEX1;PHB;PRDX3;DHX15;CANX;CDK2	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	9.172565029156037e-05	4.037509200618238	Anchor vs middle							
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle					c	mTORC1 Signaling	-0.565832881732654	-1.28175333955761	0.0377607288420043	0.157336370175018	0.0800618093065621	198.0	200.0	down	ENO1;CALR;LDHA;HSP90B1;HSPD1;HSPE1;MCM4;CCT6A;GMPS;PDAP1;FADS1;TCEA1;PPIA;IMMT;SDF2L1;DHFR;ATP2A2;HSPA4;PLOD2;GAPDH;RRM2;HSPA5;PSMA4;DDX39A;RPA1;ACACA;SLC7A5;PLK1;PSMD12;STIP1;HMBS;FDXR;PGK1;AURKA;HPRT1;CTSC;UCHL5;ACTR2;TFRC;G6PD;BUB1;UNG;SERPINH1;USO1;EBP;SRD5A1;PSMB5;PRDX1;CACYBP;IDH1;IFI30;TUBG1;PITPNB;ARPC5L;ACLY;SLC9A3R1;ACSL3;PSMA3;LDLR;DHCR24;PSMD14;PSPH;ME1;GPI;PFKL;TBK1;MCM2;POLR3G;MAP2K3;GSK3B;HMGCS1;IDI1;NUP205;TOMM40;ELOVL6;CANX;NFYC;NMT1;M6PR;CCNF;RDH11;ADD3;TMEM97;TPI1;CYP51A1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.1573363701750179	0.803170873431818	Anchor vs middle							
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle					c	E2F Targets	-0.79225248047855	-1.79465049736359	1e-10	2.5e-09		198.0	200.0	down	NASP;PRKDC;DNMT1;STMN1;TK1;SMC4;HMMR;ANP32E;PAICS;HNRNPD;XRCC6;CDKN3;LMNB1;MCM4;TUBB;SMC1A;BIRC5;PCNA;TMPO;CCNB2;RANBP1;STAG1;MYBL2;CDC20;DLGAP5;MCM5;HMGB3;SSRP1;MKI67;UBE2T;HMGA1;HMGB2;RFC3;CENPE;XPO1;ILF3;RAN;MCM7;NAP1L1;GSPT1;RRM2;GINS1;SRSF2;SRSF1;MELK;NOP56;LIG1;MMS22L;SPC25;CIT;PSIP1;DEPDC1;DDX39A;RPA3;MCM6;EZH2;RPA1;POLD2;NBN;MCM3;ATAD2;PLK1;AURKA;ASF1B;NUP107;HELLS;MSH2;IPO7;TFRC;UNG;SHMT1;CDC25B;CCP110;CBX5;UBR7;KPNA2;TCF19;KIF4A;BRCA1;CSE1L;TACC3;CDCA3;KIF22;JPT1;PNN;KIF18B;DSCC1;PRIM2;TUBG1;KIF2C;BRCA2;TIPIN;POLE;GINS4;POLA2;E2F8;CENPM;NOLC1;NCAPD2;DEK;CTPS1;CDK4;RACGAP1;LUC7L3;LBR;POLD1;SMC6;CHEK2;TIMELESS;TRIP13;BARD1;DIAPH3;TOP2A;MCM2;BUB1B;SNRPB;CTCF;PDS5B;NUP205;AURKB	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	2.5e-09	8.602059991327963	Anchor vs middle							
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle					c	G2-M Checkpoint	-0.801357519872186	-1.81470532267488	1e-10	2.5e-09		195.0	200.0	down	NCL;MT2A;NASP;HNRNPU;SFPQ;CENPF;PRC1;HSPA8;STMN1;SMC4;HMMR;HMGN2;CBX1;RASAL2;HNRNPD;EFNA5;CDKN3;LMNB1;NSD2;SMAD3;TPX2;SMC1A;CCND1;BIRC5;TMPO;CCNB2;DKC1;STAG1;MYBL2;CDC20;RAD23B;CASP8AP2;MCM5;HMGB3;SMC2;G3BP1;MKI67;NDC80;HMGA1;NUSAP1;RBL1;CENPE;XPO1;ATRX;ILF3;GSPT1;SRSF2;DTYMK;SRSF1;KIF23;SMARCC1;DDX39A;GINS2;MCM6;EZH2;MCM3;SLC7A5;MNAT1;CDC45;PLK1;CUL3;AURKA;CCNA2;FBXO5;KNL1;CHAF1A;UCK2;KIF20B;DBF4;KPNB1;BUB1;CDC25B;KPNA2;HIF1A;TFDP1;KIF4A;E2F1;TACC3;KIF22;JPT1;CUL5;PRIM2;MEIS2;FANCC;KIF2C;BRCA2;KIF11;POLE;POLA2;TENT4A;MAPK14;MARCKS;NOLC1;TOP1;CDK4;RACGAP1;LBR;TROAP;BARD1;WRN;KMT5A;TOP2A;MCM2;PBK;EWSR1;POLQ;CUL4A;CTCF;PDS5B;AURKB;SLC12A2;RPS6KA5;CDC7;HIRA;CCNF;UPF1;NUP98;RAD54L;NEK2;MTF2;KIF15;TTK;CUL1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	2.5e-09	8.602059991327963	Anchor vs middle							
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle					c	Mitotic Spindle	-0.770971206082154	-1.74632889980082	8.756321101390031e-09	1.45938685023167e-07	0.747739663149885	199.0	199.0	down	ARHGAP29;TRIO;CENPF;PRC1;SMC4;SEPTIN9;MYH9;RASAL2;LMNB1;MYO1E;TPX2;VCL;SMC1A;BIRC5;SPTBN1;CCNB2;ANLN;AKAP13;FLNA;ARHGDIA;DLGAP5;ACTN4;PDLIM5;NDC80;NIN;NUSAP1;DST;CENPE;TBCD;TLK1;SAC3D1;ECT2;CCDC88A;FSCN1;EPB41L2;YWHAE;KIF23;CTTN;DYNC1H1;CLASP1;ALMS1;ITSN1;RASA1;KIF1B;LRPPRC;PLK1;AURKA;FBXO5;KIF20B;FGD6;BUB1;RABGAP1;SORBS2;ARHGEF3;KIF4A;TUBGCP5;CDC42BPA;RAPGEF6;KIF22;ARFGEF1;ABR;PXN;KIF2C;BRCA2;KIF11;FLNB;MARCKS;CEP192;HOOK3;TIAM1;KNTC1;SSH2;EPB41;RACGAP1;MYO9B;FARP1;KIF3B;CKAP5;CEP57;CEP250;DLG1;TOP2A;CDC42;CLIP2;RALBP1;CD2AP;OPHN1;PCNT;GEMIN4;CNTROB;STAU1;NCK2;CDK5RAP2;SOS1;SMC3;NF1;NEK2;ARHGAP10;KATNB1;KIF15;TTK;PCM1;BCAR1;RFC1;RAPGEF5;ARF6;ARHGAP27;TUBA4A;NOTCH2;PALLD;CEP131;ROCK1;EZR;KIF3C;FGD4;ESPL1;MYH10;TUBGCP6;ATG4B	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	1.459386850231672e-07	6.835829571265174	Anchor vs middle							
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle					c	TNF-alpha Signaling via NF-kB	0.557269867425568	1.46937705474539	0.0014786061114273	0.014786061114273	0.45505986738723	200.0	200.0	up	GADD45A;SOD2;PPP1R15A;BTG1;BTG3;EIF1;LAMB3;EDN1;PNRC1;PLAUR;ATF3;IRS2;AREG;TUBB2A;SQSTM1;HBEGF;TSC22D1;KLF6;JUN;CDKN1A;SDC4;MCL1;TNF;MAFF;SAT1;IRF1;NFIL3;KLF4;SERPINB8;IFIT2;GADD45B;IFIH1;CCNL1;RCAN1;TGIF1;DNAJB4;YRDC;PHLDA2;VEGFA;TANK;CXCL1;IL6;ZBTB10;ICOSLG;MXD1;PTX3;SGK1;SPHK1;RELA;TNFRSF9;TRIB1;NINJ1;SPSB1;BIRC3;KDM6B;RELB;IL23A;DUSP4;NFKBIE;CEBPB;BCL6;TNIP2;LITAF;RIPK2;NAMPT;MSC;TNFAIP3;CXCL10;ID2;PER1;F2RL1;FOSL2;CFLAR	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.014786061114273	1.830147503093413	Anchor vs middle							
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle					c	Apical Junction	-0.61039763781259	-1.38383630859677	0.0067041781395905	0.0372454341088365	0.193113963346815	200.0	200.0	down	ACTB;ITGB1;EGFR;ACTG1;ITGB4;MYH9;PTK2;VCL;ITGA3;NF2;EXOC4;ACTN4;PIK3CB;ACTN1;FSCN1;PFN1;EPB41L2;RSU1;CNN2;TGFBI;CDK8;ADAM9;RASA1;SYMPK;PTEN;CDH3;NEGR1;LAMA3;GAMT;VAV2;B4GALT1;TUBG1;MAPK14;TJP1;IRS1;MSN;SHC1;DLG1;YWHAH;SIRPA;CALB2;ADRA1B;GNAI2;CNTN1;TSPAN4;MAP4K2;CD99;ADAM15;EVL;CTNNA1;VCAN;NF1;NECTIN1;STX4;SLIT2;GTF2F1;HRAS;MAP3K20;PPP2R2C;SGCE;AKT3;MPP5;MYH10;BAIAP2	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0372454341088361	1.4289269595029632	Anchor vs middle							
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle					c	Glycolysis	-0.639411451490256	-1.44833255482441	0.003129739409701	0.0223552814978649	0.431707695803346	199.0	200.0	down	EXT1;ENO1;NASP;IGFBP3;EGFR;LDHA;PKM;STMN1;HMMR;FUT8;HDLBP;PAM;TALDO1;PPIA;COPB2;PFKP;PLOD2;HS6ST2;TGFBI;HSPA5;IER3;ADORA2B;DEPDC1;NT5E;PGLS;PMM2;PGK1;AURKA;CD44;GPC1;GOT2;PLOD1;G6PD;KIF2A;POLR3K;PYGL;GALK2;HS2ST1;TXN;IDH1;B4GALT1;MPI;SLC25A10;SLC25A13;MET;SLC16A3;GUSB;ME1;TSTA3;CLDN3;FKBP4;KIF20A;PGM2;TPBG;COL5A1;GALE;GYS1;KDELR3;MIF;AGRN;CASP6;CLN6;LHPP;AKR1A1;QSOX1;PGAM1;TPI1;VCAN;ALDH7A1;HOMER1;GPC4;PC;GLCE;ARTN;B4GALT7;SLC35A3;DLD;ALDOA;SDC1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0223552814978642	1.6506198571222888	Anchor vs middle							
								d																	Primary model-audit layer	2.0	primary bridge and model-audit claim	do not expand into broad model-generalization language			
								d																	External bridge-form / boundary layer	4.0	recovery-object external validity and boundary evidence	do not use as model-generalization evidence			
								d																	Secondary endpoint-extension layer	0.0					
								d																	Excluded / future-extension registry	5.0	governance and scope definition	requires a separate endpoint module before inclusion			
								e																					model endpoint recovery	reports/model_endpoint_recovery/source_data/model_endpoint_recovery_metrics.tsv	405c11d21c57b50290b592eddd5d3d28ee41ae0ee91e9a639a4df488b4311e17
								e																					external bridge summary	reports/external_bridge_form_robustness/observed_shift_depmap_bridge_summary.tsv	c0cadf0288ef976e371e4b103d52eaef38c80324f9af266ea9dbe20d78b8f6a6
								e																					GSE264667 category grid	reports/gse264667_endpoint_extension/category_grid/gse264667_endpoint_category_grid.tsv	bf4cfac927209802c2b94d3d45ed1cb389941c281cd3c4579ed7354dd893e423
								e																					response contrast GSEA	reports/category_response_pathway/contrasts/category_response_contrast_gsea_hallmark.tsv	ad28233a33681028c4b50aa9a2fa73cbc1831c72018b84ec62bfcd29d2fcb62f
								e																					figure source manifest	resource_registry/figure_source_data_manifest.tsv	a77f2da49c9d282e99c7ad7e632dc2abe23c65d9b5dc9d223cb0a8287eec24b2
