target	expression_control	expression_perturbed
HMGB1	2.735551357269287	2.619344711303711
HMGCR	0.4845406413078308	0.0461655184626579
HMGCS1	0.3861767649650574	0.0476783998310565
HMGN2	1.7101261615753174	0.6094571948051453
HNRNPC	2.226580142974853	0.8734046816825867
HNRNPH1	1.0980749130249023	0.4796288609504699
HNRNPK	1.636138677597046	0.7687056660652161
HNRNPL	0.5390883684158325	0.2042902708053589
HNRNPM	1.5335320234298706	0.9600414633750916
HNRNPR	1.5496087074279783	0.2446038126945495
HNRNPU	2.392817974090576	1.292635440826416
HOXC10	0.1480451822280883	0.0277588106691837
HSCB	0.1045693382620811	0.0043366802856326
HSD17B10	0.8275057673454285	0.0448215380311012
HSD17B12	0.3035210967063904	0.0258297845721244
HSF1	0.3642046749591827	0.208362802863121
HSP90B1	1.864848494529724	0.3270464241504669
HSPA5	1.3914518356323242	0.7550069689750671
HSPA8	2.435595989227295	1.3996440172195437
HSPA9	1.7609121799468994	0.3093700706958771
HSPD1	2.954586982727051	1.5872609615325928
HSPE1	2.561159133911133	0.8778442740440369
HTATSF1	0.4437901079654693	0.176965907216072
HUS1	0.0774071142077446	0.0048428066074848
HUWE1	0.6604955196380615	0.1197241023182869
HYOU1	0.3061473071575165	0.0131004294380545
IARS	0.9602248072624208	0.1362538933753967
IARS2	0.6897953152656555	0.0988257080316543
ICE1	0.446507841348648	0.1717201322317123
IFITM2	0.3830432295799255	0.0141933122649788
IGBP1	0.3508495986461639	0.0827046409249305
IK	0.6746507883071899	0.444431722164154
ILF2	1.277966856956482	0.1407837867736816
ILF3	1.244359254837036	0.1656314134597778
IMP3	0.8295372724533081	0.4069616496562958
IMP4	0.5795187950134277	0.0703033432364463
IMPDH2	0.7866079211235046	0.0531980842351913
INCENP	0.172796368598938	0.0892234817147255
ING3	0.2825165092945099	0.0908400565385818
INO80	0.1418031007051468	0.0310923717916011
INO80B	0.060863509774208	0.0039755906909704
INTS1	0.2595632076263428	0.074162371456623
INTS2	0.1502593606710434	0.0049631055444478
INTS3	0.1308763325214386	0.0160105414688587
INTS4	0.1119315922260284	0.0139482198283076
INTS5	0.1261254698038101	0.0123781152069568
INTS6	0.4216716587543487	0.1506305485963821
INTS7	0.1860179007053375	0.0052415207028388
INTS8	0.1860855668783188	0.0299743171781301
INTS9	0.1136909425258636	0.0160053819417953
IPO11	0.2481600791215896	0.0568969435989856
IPO13	0.0764868631958961	0.0
IPO7	0.8388577699661255	0.1018327549099922
IPO9	0.4832890629768371	0.0461418144404888
ISCA2	0.2144596427679062	0.0257227439433336
ISCU	0.6616148352622986	0.3118171095848083
ISG20L2	0.3827777206897735	0.0086893169209361
ISY1	0.3499075770378113	0.1265851259231567
JMJD6	0.2038921564817428	0.0367606654763221
KANSL1	0.4522245228290558	0.1455171257257461
KANSL2	0.1888114064931869	0.0267764925956726
KANSL3	0.13643179833889	0.0107502406463027
KARS	0.6462000012397766	0.1834995299577713
KAT5	0.1723282784223556	0.0608504898846149
KAT8	0.2144967764616012	0.0707372054457664
KATNB1	0.1625038683414459	0.0254961773753166
KCMF1	0.3995404839515686	0.132293552160263
KCTD10	0.113249622285366	0.0071937828324735
KDM2A	0.2494084239006042	0.1868083178997039
KIAA1143	0.4050000309944153	0.0543023273348808
KIF11	0.4146626889705658	0.2583306133747101
KIF14	0.4812213480472564	0.0737429484724998
KIF18A	0.1605428606271743	0.0
KIF18B	0.0758180096745491	0.0031647514551877
KIF20A	0.0970092564821243	0.0041706305928528
KIF23	0.2829025983810425	0.1555596590042114
KIF4A	0.3063602745532989	0.017335221171379
KIN	0.2371175736188888	0.0483534596860408
KLC2	0.0609887018799781	0.0079341726377606
KPNA6	0.5575178265571594	0.0215604752302169
KPNB1	1.582527756690979	0.8517535328865051
KRI1	0.2036822736263275	0.0107824867591261
KRR1	0.5811510682106018	0.0705008953809738
KRT10	1.2753887176513672	0.7355352640151978
KRT8	0.442489743232727	0.2224123030900955
KTI12	0.1596607416868209	0.0291007943451404
KXD1	0.478135347366333	0.0759683176875114
LAMTOR2	0.4675449430942535	0.0139818610623478
LAMTOR3	0.2732532918453216	0.006713303271681
LAMTOR4	0.9449061751365662	0.075594961643219
LARS	0.9962194561958312	0.1857206970453262
LARS2	0.1790198385715484	0.0063807372935116
LAS1L	0.53924959897995	0.0740940049290657
LENG8	0.2705096900463104	0.0564687997102737
LETM1	0.3976361751556396	0.070239670574665
LIMS1	0.8097144365310669	0.5757691264152527
LIN54	0.1012435257434845	0.0500905327498912
LONP1	0.5550358295440674	0.1105861663818359
LRPPRC	1.3197762966156006	0.2112729549407959
LRR1	0.2737955152988434	0.070765770971775
LSG1	0.2894304692745209	0.0434620268642902
LSM10	0.8184597492218018	0.0551016740500927
LSM12	0.6624895334243774	0.157794639468193
LSM2	1.1518371105194092	0.3037447333335876
LSM3	1.4581937789916992	0.2635246813297272
LSM4	1.5547118186950684	0.4655195772647857
LSM5	1.3691127300262451	0.5118948817253113
LSM6	0.5130298733711243	0.0512467883527278
LSM7	1.6219044923782349	0.3739077150821686
LST1	0.046831976622343	0.0080986805260181
LTV1	0.5490792393684387	0.1278784126043319
LUC7L3	1.0791494846343994	0.1875448077917099
LYRM4	0.6330285668373108	0.2245307862758636
MAD2L1	0.9351822137832642	0.2754271626472473
MAD2L2	0.4925665259361267	0.0612813904881477
MAGOH	0.9371020793914796	0.305160641670227
MAK16	0.4270508885383606	0.0892893448472023
MANF	0.338639885187149	0.0131878666579723
MARS	0.448685348033905	0.0483191348612308
MARS2	0.0675005987286567	0.0045653944835066
MASTL	0.1441833823919296	0.0494072549045085
MAT2A	1.048321008682251	0.3154851496219635
MAU2	0.1282621622085571	0.0372261740267276
MAX	0.2905715405941009	0.0814191699028015
MBTPS1	0.1848609000444412	0.0286936592310667
MBTPS2	0.0876470059156417	0.0
MCL1	0.4525343179702759	0.2078696340322494
MCM10	0.443128228187561	0.0871154218912124
MCM2	0.4292124509811401	0.039029337465763
MCM3	1.185207486152649	0.1796814948320388
MCM3AP	0.3382122814655304	0.0223695542663335
MCM4	0.8486311435699463	0.1600294858217239
MCM5	0.6151379346847534	0.1313169747591018
MCM6	0.6669330596923828	0.1034607961773872
MCM7	0.9122977256774902	0.2585713565349579
MCMBP	0.230126067996025	0.0107942912727594
MCRS1	0.3283068835735321	0.1300877779722213
MDN1	0.8412133455276489	0.1454426646232605
MED1	0.489154189825058	0.061585497111082
MED10	0.5299138426780701	0.0820295885205268
MED11	0.1336278021335601	0.0230970978736877
MED12	0.117324061691761	0.007323392201215
MED14	0.1049995124340057	0.0164011642336845
MED17	0.2162584513425827	0.037855077534914
MED19	0.127075970172882	0.0212920606136322
MED20	0.0839877724647522	0.0154177024960517
MED21	0.2053823769092559	0.0130268195644021
MED22	0.1064805462956428	0.0209854375571012
MED26	0.0830065533518791	0.0262351259589195
MED28	0.6075255274772644	0.0614945665001869
MED29	0.148798257112503	0.0492915734648704
MED30	0.1081686168909072	0.0097052045166492
MED31	0.1590489894151687	0.0426536798477172
MED4	0.6995235085487366	0.1282484084367752
MED6	0.2741580605506897	0.0342368632555007
MED7	0.0986888632178306	0.0127418152987957
MED8	0.4392073154449463	0.1034841910004615
MEPCE	0.2415891736745834	0.1522557735443115
METAP1	0.2188154757022857	0.0350849851965904
METAP2	1.1234898567199707	0.1786015033721923
METTL1	0.1416008025407791	0.0265735313296318
METTL14	0.1551415622234344	0.0241537857800722
METTL16	0.2221409827470779	0.0
METTL17	0.2893804907798767	0.031469453126192
METTL23	0.2235490679740905	0.0996636524796485
METTL3	0.3248537182807922	0.0452002324163913
MEX3A	0.1354266554117202	0.0148137938231229
MFAP1	0.4095865488052368	0.0978076383471489
MFN2	0.1856730580329895	0.1574366986751556
MICOS10	1.387973427772522	0.185807392001152
MIOS	0.1182392761111259	0.0077700060792267
MIPEP	0.070086196064949	0.0
MIS12	0.1340899318456649	0.0145456148311495
MIS18A	0.45978444814682	0.0510585568845272
MIS18BP1	0.4539521634578705	0.0417646281421184
MKRN1	0.2771698236465454	0.2199158370494842
MLST8	0.3463965356349945	0.0890734419226646
MMGT1	0.0965586900711059	0.0223978590220212
MMS19	0.1403412520885467	0.0024098774883896
MMS22L	0.2941896021366119	0.0342477932572364
MNAT1	0.2624938189983368	0.0383408814668655
MOB4	0.370362639427185	0.0649146512150764
MOCS3	0.0840887874364852	0.0289000310003757
MPHOSPH10	0.6628333926200867	0.0787324011325836
MRGBP	0.3558270931243896	0.0527989789843559
MRPL1	0.498099535703659	0.0561376400291919
MRPL10	0.2985483407974243	0.0363627783954143
MRPL13	0.951239287853241	0.1330081224441528
MRPL14	1.2639983892440796	0.169066846370697
MRPL15	0.915282666683197	0.1271754801273346
MRPL16	0.7696499824523926	0.0690345242619514
MRPL17	0.2209471762180328	0.0101375263184309
MRPL18	0.9105234742164612	0.1930136531591415
MRPL19	0.5081143379211426	0.0454872101545333
MRPL2	0.495846152305603	0.058687400072813
MRPL20	1.192888259887695	0.2848151624202728
MRPL22	0.8296003937721252	0.055543228983879
MRPL24	0.2377904504537582	0.0254558902233839
MRPL27	0.8460174202919006	0.1114913523197174
MRPL28	0.7274878621101379	0.1272962540388107
MRPL3	1.093083739280701	0.1912746578454971
MRPL32	0.5578829050064087	0.0448277257382869
MRPL33	0.5482643246650696	0.0992878004908561
MRPL34	0.8179932832717896	0.0115981884300708
MRPL35	0.5452036261558533	0.0479703433811664
MRPL36	0.8426178097724915	0.1081154346466064
MRPL37	0.9210845232009888	0.0845752730965614
MRPL38	0.6643117070198059	0.0855685994029045
MRPL39	0.4594568014144897	0.0273002497851848
MRPL4	0.943978488445282	0.0834984108805656
MRPL41	1.3084174394607544	0.1076495572924614
MRPL43	0.3327202498912811	0.0340106412768363
MRPL44	0.3601351678371429	0.0334987863898277
MRPL45	0.471693754196167	0.1267950683832168
MRPL49	0.2186520844697952	0.0441776327788829
MRPL50	0.4922707676887512	0.0713257789611816
MRPL51	1.07404887676239	0.1082037910819053
MRPL54	0.6855078935623169	0.1380641758441925
MRPL55	0.7048430442810059	0.0762113034725189
MRPL9	0.5602917075157166	0.1086475625634193
MRPS10	0.5439571142196655	0.0974460691213607
MRPS11	0.4661337733268738	0.0299980342388153
MRPS12	1.0603721141815186	0.134265661239624
MRPS14	0.5362927913665771	0.0666480436921119
MRPS16	0.7028178572654724	0.0298927053809165
MRPS18A	0.3443094491958618	0.0654220357537269
MRPS18B	0.8851495385169983	0.1650522500276565
MRPS2	0.4799895584583282	0.0891023501753807
MRPS21	0.990058183670044	0.0924452468752861
MRPS22	0.607427179813385	0.0846678614616394
MRPS23	0.9341875910758972	0.0523161739110946
MRPS24	1.2178975343704224	0.1429489850997924
MRPS25	0.8752519488334656	0.0373512804508209
MRPS26	0.731238842010498	0.0524998418986797
MRPS27	0.4179413914680481	0.0295168291777372
MRPS28	0.3942486643791199	0.0630106478929519
MRPS31	0.4511151611804962	0.0478611886501312
MRPS34	1.492287278175354	0.2360286563634872
MRPS35	0.658587634563446	0.0598645359277725
MRPS5	0.6433599591255188	0.0750549584627151
MRPS6	0.8432552814483643	0.1446875184774398
MRPS7	0.8749513030052185	0.1196149736642837
MRPS9	0.4321365356445312	0.0538638643920421
MRTO4	1.0171319246292114	0.3218365013599396
MSRB1	0.1887197643518448	0.0139819076284766
MSTO1	0.0864813700318336	0.0437961369752883
MT2A	0.1658031344413757	0.0154731199145317
MTBP	0.0600485391914844	0.0184695348143577
MTG2	0.2235705554485321	0.1010796725749969
MTOR	0.2351838946342468	0.0372217781841754
MTPAP	0.1883093416690826	0.0286642927676439
MVD	0.2169502824544906	0.010260259732604
MVK	0.0711082816123962	0.0105790020897984
MYBBP1A	0.2649564146995544	0.0154286501929163
MYBL2	0.5851873159408569	0.1421669423580169
MYC	1.051930546760559	0.8595882058143616
MYCBP	0.7310556769371033	0.1381879448890686
MZF1	0.0560551434755325	0.0123614622280001
MZT1	0.8002914786338806	0.101810909807682
N6AMT1	0.101114772260189	0.01658789627254
NAA10	0.9224286675453186	0.146865963935852
NAA15	0.696135401725769	0.1132438704371452
NAA20	0.5936260223388672	0.0878484919667244
NAA25	0.3586064279079437	0.045670386403799
NAA35	0.3079080581665039	0.0425001345574855
NAA38	0.4820050299167633	0.3960968554019928
NAA50	0.8832107782363892	0.2055690139532089
NACA	2.864809989929199	0.9172566533088684
NAE1	1.0184485912322998	0.0580884702503681
NAF1	0.2747434675693512	0.0573710836470127
NAGLU	0.0840022191405296	0.0179519783705472
NAPG	0.156829297542572	0.0292354058474302
NARS	0.4098772704601288	0.0763735473155975
NASP	1.9058325290679927	0.7434444427490234
NAT10	0.3060884773731231	0.0285196583718061
NBAS	0.4393815696239471	0.0805356726050376
NBEAL1	0.1718218922615051	0.1134954318404197
NCAPD2	0.2524907886981964	0.0646200105547905
NCAPD3	0.4180746972560882	0.0409470871090889
NCAPG	0.637274980545044	0.103997603058815
NCAPG2	0.3018205761909485	0.0172660741955041
NCAPH	0.4001111686229706	0.0411862321197986
NCAPH2	0.2694512009620666	0.0322355106472969
NCBP1	0.289342850446701	0.0679914057254791
NCBP2	0.4576477408409118	0.1640195697546005
NCKAP1	0.2926729321479797	0.0486234948039054
NCL	2.927021741867065	1.9330915212631223
NCOA4	0.4751697778701782	0.3462577760219574
NDC1	0.3056453466415405	0.0822134763002395
NDC80	0.3460185825824737	0.1215966641902923
NDUFA11	1.41655170917511	0.189241275191307
NDUFA2	0.8434454798698425	0.370881587266922
NDUFA4	1.8520334959030151	0.1309145241975784
NDUFA6	0.7476081252098083	0.0607796050608158
NDUFA8	1.00315260887146	0.1521615236997604
NDUFAB1	1.624152660369873	0.3443651795387268
NDUFAF3	0.4786482453346252	0.0442308187484741
NDUFB10	1.5072048902511597	0.122508592903614
NDUFB3	1.0638999938964844	0.2181489169597625
NDUFB4	0.8893800973892212	0.0852619484066963
NDUFB6	0.831997811794281	0.0854738652706146
NDUFB7	1.1216368675231934	0.1711252480745315
NDUFB8	0.945809245109558	0.0622119791805744
NDUFS3	0.9843470454216005	0.1983185559511184
NDUFS5	2.2179436683654785	1.1307517290115356
NEDD1	0.100031204521656	0.0278661269694566
NEDD8	1.6715068817138672	0.201645016670227
NELFA	0.3135172426700592	0.0420327633619308
NELFB	0.2982662618160248	0.0573737360537052
NELFCD	0.5565813183784485	0.0749586001038551
NELFE	0.3952138125896454	0.0581265576183795
NEMF	0.472918689250946	0.010499944910407
NEPRO	0.2496604025363922	0.0
NFATC2IP	0.441500186920166	0.0694177001714706
NFRKB	0.1596217006444931	0.0127009153366088
NFS1	0.1628924012184143	0.0499169938266277
NFYB	0.2312470227479934	0.104971170425415
NFYC	0.3721719682216644	0.0875604227185249
NHLRC2	0.1747686117887497	0.0045875250361859
NHP2	1.0364781618118286	0.1958143860101699
NIFK	0.9044599533081056	0.1166737750172615
NIP7	0.7079639434814453	0.1425356119871139
NISCH	0.1186402887105941	0.015079841017723
NKAP	0.4013037383556366	0.0797580033540725
NLE1	0.1857385039329528	0.0201718136668205
NMD3	0.2934727668762207	0.0641726031899452
NMT1	0.439825177192688	0.1455305069684982
NOB1	0.4928781986236572	0.0872368440032005
NOC2L	0.8024475574493408	0.1602924019098281
NOC3L	0.3811460137367248	0.0804674625396728
NOC4L	0.3046759068965912	0.0273559726774692
NOL10	0.4706725776195526	0.0765873342752456
NOL11	0.731613039970398	0.1315240859985351
NOL12	0.3217525780200958	0.0586945563554763
NOL6	0.0860496461391449	0.0284481775015592
NOL7	1.2062193155288696	0.4024996757507324
NOL8	0.6407032608985901	0.0594342201948165
NOL9	0.2952422797679901	0.0143716698512434
NOLC1	1.0056700706481934	0.0775894299149513
NOM1	0.4390222132205963	0.1066366806626319
NOP10	0.9508058428764344	0.1032813936471939
NOP14	0.7083460688591003	0.1490625888109207
NOP16	0.6342445015907288	0.0879473686218261
NOP2	0.2173830568790435	0.0192126240581274
NOP56	1.577970266342163	1.5160276889801023
NOP58	0.9270761609077454	0.2240796387195587
NOP9	0.106543131172657	0.0376916863024234
NPAT	0.1924856007099151	0.0
NPEPPS	0.5594265460968018	0.4879336357116699
NPLOC4	0.3002815544605255	0.0847411975264549
NPM1	3.5871970653533936	1.4699534177780151
NPM3	0.6474652290344238	0.0486731976270675
NR2C2AP	0.1460516154766082	0.0652455389499664
NRBP1	0.1881935596466064	0.0103540634736418
NRDE2	0.1065894663333892	0.006683659274131
NSA2	0.9417468905448914	0.289633572101593
NSF	0.2385196834802627	0.0647912696003913
NSL1	0.6262056231498718	0.1486160904169082
NSMCE1	0.2570125162601471	0.0097246961668133
NSMCE2	0.2434279322624206	0.0308137219399213
NSRP1	0.3595082759857178	0.1283392310142517
NSUN4	0.212327092885971	0.0204316973686218
NUBP1	0.1421893984079361	0.0284865964204072
NUBP2	0.4874138832092285	0.0724521875381469
NUDC	1.5821211338043213	0.1827358156442642
NUDCD3	0.166546031832695	0.0136247230693697
NUDT21	0.4897351264953613	0.101411297917366
NUF2	0.3213542401790619	0.1151677891612052
NUFIP1	0.2657929360866546	0.0470415391027927
NUMA1	0.3163047432899475	0.1835237443447113
NUP107	0.5791856646537781	0.1810490041971206
NUP133	0.3693364560604095	0.0716991573572158
NUP153	0.5365691781044006	0.1831854432821273
NUP160	0.405838668346405	0.1231275200843811
NUP205	0.4468623399734497	0.3030345141887665
NUP214	1.2224079370498655	0.2020724862813949
NUP35	0.1210674867033958	0.0087648062035441
NUP43	0.2195976078510284	0.0225910302251577
NUP54	0.3933483958244324	0.0537407845258712
NUP62	0.517206609249115	0.0759428516030311
NUP85	0.1971926391124725	0.0195453260093927
NUP88	0.2045371383428573	0.0130673330277204
NUP93	0.3074704110622406	0.2413629293441772
NUP98	0.2609739303588867	0.1263496130704879
NUS1	0.4007275402545929	0.3577036261558532
NUTF2	0.7265681624412537	0.258761465549469
NVL	0.2509660720825195	0.0227754898369312
NXF1	0.1254960596561432	0.113370195031166
OGFOD1	0.3623397946357727	0.0686437338590622
OGT	0.242157831788063	0.0
OIP5	0.128567948937416	0.0156906582415103
OPA1	0.5414561629295349	0.0833364799618721
ORC1	0.2918906807899475	0.0596586987376213
ORC3	0.2975731194019317	0.0320366770029068
ORC4	0.2666608095169067	0.0383341312408447
ORC5	0.1305511444807052	0.0
ORC6	0.7490796446800232	0.2341155558824539
OSBP	0.3618674278259277	0.1216333359479904
OSGEP	0.3926567137241363	0.0620475634932518
OSTC	1.234861135482788	0.2898460328578949
OXA1L	0.5137778520584106	0.0694335922598838
PABPN1	1.050614356994629	0.3281478881835937
PAF1	0.1694173365831375	0.0202278085052967
PAFAH1B1	0.441027820110321	0.135598674416542
PAK1IP1	0.4646486341953277	0.0
PALB2	0.1207085624337196	0.0103331040591001
PAM16	0.8449694514274597	0.1633753627538681
PARN	0.2209861129522323	0.0264642145484685
PARS2	0.0707969814538955	0.0
PAXBP1	0.4739904701709747	0.0680806338787078
PCBP1	1.1389487981796265	0.1470828354358673
PCBP2	1.3786152601242063	0.8758008480072021
PCF11	0.3146485388278961	0.1373326629400253
PCID2	0.4396521747112274	0.2247239202260971
PCNA	0.9386480450630188	0.2979304492473602
PDAP1	0.9951983094215392	0.1688461154699325
PDCD11	0.485107809305191	0.022768210619688
PDCD2	0.7832409143447876	0.1462699174880981
PDCD5	1.270698308944702	0.1860014349222183
PDCD6	1.1381566524505615	0.1653383821249008
PDCD6IP	0.6871262192726135	0.1013866513967514
PDCD7	0.5272581577301025	0.1208052858710289
PDPK1	0.1838414072990417	0.0088401418179273
PDRG1	0.294710099697113	0.0214719958603382
PEF1	0.3578537404537201	0.0482149124145507
PELO	0.1814823448657989	0.1007271111011505
PELP1	0.3065774738788605	0.0654952600598335
PES1	0.4812104105949402	0.1053944900631904
PET117	0.1356641054153442	0.0191793907433748
PEX1	0.1247885972261428	0.0327255800366401
PFDN1	0.409429520368576	0.0491111390292644
PFDN2	1.2695826292037964	0.1611837744712829
PFDN4	0.3991361856460571	0.0
PFDN5	1.7430012226104736	0.2889957129955292
PFDN6	0.7006747126579285	0.1343561708927154
PFN1	2.2317214012146	0.4227046072483063
PGAM1	0.820382297039032	0.065667949616909
PGD	0.689649760723114	0.0969502404332161
PGK1	1.343737006187439	0.2039855271577835
PGPEP1	0.233413353562355	0.010224224999547
PGS1	0.1083959713578224	0.0058457655832171
PHAX	0.3298999071121216	0.1626663357019424
PHB	1.690629243850708	0.3549679517745971
PHB2	1.2069357633590698	0.3474369645118713
PHF12	0.1135782822966575	0.0428227521479129
PHF5A	0.2799943685531616	0.0876784175634384
PI4KA	0.38276007771492	0.1359602808952331
PIAS4	0.1462602913379669	0.0930448994040489
PIGH	0.18916817009449	0.0137209622189402
PIK3C3	0.2440236359834671	0.0309000071138143
PIK3R4	0.1254214644432068	0.0151192704215645
PKM	1.4479254484176636	1.056159734725952
PKMYT1	0.2517695128917694	0.0275880973786115
PLK1	0.555377721786499	0.2692193686962127
PLK4	0.1380914747714996	0.0
PLRG1	0.3068781793117523	0.0946445390582084
PMF1	0.5645554661750793	0.0229704156517982
PMPCA	0.6214790940284729	0.1400800943374633
PMPCB	0.3921858966350555	0.1055424287915229
PNISR	1.0253466367721558	0.5511764883995056
PNKP	0.2006860077381134	0.0266860835254192
PNN	1.6508018970489502	0.5569316744804382
PNO1	0.5388506650924683	0.1044284254312515
PNPT1	0.6097695827484131	0.1012094095349311
POGZ	0.2337512522935867	0.0
POLA1	0.2216431498527526	0.080364353954792
POLA2	0.197450190782547	0.050099104642868
POLD1	0.3020430505275726	0.0285344235599041
POLD2	0.7855576276779175	0.1539547443389892
POLD3	0.2320595979690551	0.0241861306130886
POLE	0.2856694757938385	0.0458495505154132
POLE2	0.1668681651353836	0.02571826800704
POLG2	0.1550620049238205	0.0043899086304008
POLR1A	0.2680191397666931	0.0577014572918415
POLR1B	0.2398672103881836	0.0185684375464916
POLR1C	0.2776846289634704	0.0819805338978767
POLR1E	0.1650792509317398	0.01868293620646
POLR2A	0.6181892156600952	0.2725034058094024
POLR2B	0.6711335182189941	0.2104349136352539
POLR2C	0.4305940568447113	0.1591506600379943
POLR2D	0.4062547981739044	0.2485818564891815
POLR2E	1.0417296886444092	0.616852879524231
POLR2F	1.1267077922821045	0.4151619076728821
POLR2G	0.6007867455482483	0.0853223651647567
POLR2H	0.8274781703948975	0.1949508935213089
POLR2I	0.633892834186554	0.1430692374706268
POLR2K	0.6968652009963989	0.1178785637021064
POLR2L	0.9098865389823914	0.2215503901243209
POLR3B	0.1678789556026458	0.0286032687872648
POLR3C	0.1800908297300338	0.0207452047616243
POLR3D	0.3567149937152862	0.0576278753578662
POLR3E	0.2957997024059295	0.0721870735287666
POLR3F	0.1291294246912002	0.0311651229858398
POLR3H	0.4147537052631378	0.0998318716883659
POLR3K	1.023492455482483	0.0763241797685623
POLRMT	0.2783289551734924	0.0173951145261526
POP1	0.2281789779663086	0.0137510765343904
POP4	0.2757265567779541	0.0491769686341285
POP5	0.4082528948783874	0.0926232188940048
POP7	0.804987370967865	0.0722513273358345
PPA1	1.8373732566833496	0.275922417640686
PPA2	0.4025441706180572	0.0203648451715707
PPAN	0.5959988236427307	0.1026056259870529
PPARGC1B	0.1787122339010238	0.0507493056356906
PPIA	2.642384529113769	0.7143736481666565
PPIE	0.6692433953285217	0.1011600494384765
PPIH	0.8494338989257812	0.1399265527725219
PPIL1	0.4247286021709442	0.0
PPIL2	0.605609655380249	0.1076225042343139
PPIL4	0.4316600859165191	0.0388631373643875
PPME1	0.3771151900291443	0.0347273275256156
PPP1CA	1.126682162284851	0.9184034466743468
PPP1CB	0.5503204464912415	0.1430111825466156
PPP1R11	0.2414551079273224	0.0567907355725765
PPP1R12A	0.5637274384498596	0.2497288584709167
PPP1R15B	0.2016544640064239	0.0382546596229076
PPP1R2	0.350415825843811	0.051384974271059
PPP1R7	0.5007330179214478	0.2097585946321487
PPP1R8	0.2903228104114532	0.0441858805716037
PPP2CA	0.7256248593330383	0.1561369001865387
PPP2R1A	0.4875415861606598	0.2347889393568039
PPP2R3C	0.3011897802352905	0.0821738168597221
PPP4C	0.7840364575386047	0.1352948099374771
PPP4R2	0.5331831574440002	0.0809352099895477
PPP6C	0.355723112821579	0.0712258666753768
PPRC1	0.2175766825675964	0.0454092025756835
PPWD1	0.2075928300619125	0.0747481510043144
PRC1	0.5700100660324097	0.2295316755771637
PREB	0.2005376517772674	0.0144663723185658
PRELID1	2.0298140048980717	0.8626615405082703
PRELID3B	0.473635733127594	0.083736702799797
PRIM1	0.4739180207252502	0.0876809656620025
PRIM2	0.2225473672151565	0.0196860395371913
PRKRA	0.2944961786270141	0.0768138915300369
PRKRIP1	0.2075473219156265	0.2065578550100326
PRMT1	1.3856418132781982	0.4658223390579223
PRMT5	0.5749998092651367	0.1957398355007171
PRORP	0.3422344028949737	0.0239201728254556
PRPF18	0.1065306067466735	0.026731165125966
PRPF19	0.4758007228374481	0.0980039238929748
PRPF3	0.2340206950902938	0.0516679473221302
PRPF31	0.5275275111198425	0.0890815705060958
PRPF38B	0.7509188055992126	0.1448153108358383
PRPF4	0.4258586168289184	0.0878323912620544
PRPF40A	1.383371114730835	0.3206721246242523
PRPF4B	0.7257623076438904	0.1607020199298858
PRPF6	0.4136518537998199	0.1767338812351226
PRPF8	0.6787548661231995	0.2889479994773865
PRRC2A	0.609862744808197	0.0521303713321685
PSAT1	0.2345757037401199	0.0095718195661902
PSMA1	1.0562973022460938	0.6897473335266113
PSMA2	1.6207071542739868	0.9226614832878112
PSMA3	1.1435681581497192	0.5436144471168518
PSMA4	1.615232229232788	0.6888595819473267
PSMA5	1.141512751579285	0.2652584314346313
PSMA6	1.6119598150253296	1.0795767307281494
PSMA7	2.008619546890259	1.3943248987197876
PSMB1	1.8261479139328003	0.8860871195793152
PSMB2	1.8893641233444212	0.7075830101966858
PSMB3	1.4068069458007812	0.5546839833259583
PSMB4	0.9508240222930908	0.5630529522895813
PSMB5	1.8850115537643437	0.8990801572799683
PSMB6	1.1406573057174685	0.6685606241226196
PSMB7	1.2847832441329956	0.7250962257385254
PSMC1	0.7553658485412598	0.3789322972297668
PSMC2	0.6909115314483643	0.2729786932468414
PSMC3	1.0626496076583862	0.4046911299228668
PSMC4	0.7084092497825623	0.3002015054225921
PSMC6	0.7616758346557617	0.4946538805961609
PSMD1	0.9603371620178224	0.6182456016540527
PSMD11	1.1402438879013062	0.5285065174102783
PSMD12	1.060500979423523	0.6230916976928711
PSMD13	0.7567910552024841	0.1438522040843963
PSMD2	1.1518949270248413	0.4700266122817993
PSMD3	0.8125243186950684	0.4053093194961548
PSMD4	0.8907755613327026	0.140236034989357
PSMD6	0.7671073079109192	0.3980829417705536
PSMD7	1.1820954084396362	0.6091445088386536
PSMD8	1.6284335851669312	0.9591270685195924
PSMD9	0.6102338433265686	0.0529750809073448
PSME1	0.2836027443408966	0.055963110178709
PSME2	0.8282309770584106	0.0512611456215381
PSMG1	1.1509214639663696	0.4536831080913543
PSMG2	0.4847902059555053	0.0858040750026702
PSMG3	0.7300342917442322	0.2066675722599029
PSMG4	0.6334486603736877	0.2069285959005355
PSTK	0.1168675571680069	0.0292199980467557
PTBP1	1.0227822065353394	0.4245836436748504
PTCD1	0.0882715657353401	0.0432276986539363
PTCD3	0.5893466472625732	0.1240765824913978
PTK2	0.2489095479249954	0.0699566379189491
PTMA	3.460167169570923	1.0333640575408936
PTPMT1	0.2348330914974212	0.0157359726727008
PTPN23	0.1193634122610092	0.0279893167316913
PUF60	0.8494822978973389	0.3307914435863495
PWP1	0.5574963688850403	0.0499611794948577
PXN	0.0652339458465576	0.0116378040984272
QARS	0.4279967546463012	0.0355612784624099
QRSL1	0.2478603571653366	0.0211863797158002
RAB18	0.2158225774765014	0.0481439866125583
RAB4A	0.3938581347465515	0.0548143051564693
