cell_line	depmap_model_id	target_gene	n_cells_target	n_cells_control	n_sgrnas_observed	truth_source_cell_count	gene_universe_size	source_kind	dataset_role	control_target_prefix	single_perturbation_filter_status	single_perturbation_evidence_source	real_shift_L2	real_shift_mean_abs	real_shift_top20_mean	real_shift_top50_mean	real_shift_top100_mean	real_shift_top50_concentration	real_Edistance	real_DEG_burden	depmap_gene_effect	depmap_gene_dependency	depmap_effect_found	depmap_dependency_found	depmap_join_status	quadrant	shift_quantile	depmap_quantile	bridge_truth_metric	bridge_depmap_endpoint	bridge_n_targets	bridge_spearman_rho_aligned	bridge_ci_lo_fisher95	bridge_ci_hi_fisher95	bridge_ci_method	bridge_empirical_p_two_sided_shuffle	bridge_perm_iterations	bridge_perm_seed	bridge_null_type	record_type
K562_essential_day7	ACH-000551	CCDC78	142.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.817114165324292	0.0292788285158755	0.2678360373811935	0.2103207118777713	0.1709965880318239	0.0419442474987353	0.5092983761468144	9.0	-0.3434179500772705	0.2700328281476262	1.0	1.0	both	middle	0.38788522848034007	0.15462274176408078												joint_grid_target
K562_essential_day7	ACH-000551	CCDC86	253.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.23736966836765	0.0365475513027665	0.3848427645193787	0.3229928098792194	0.2720813648476705	0.0516034372577901	1.9301514907923327	54.0	-0.7376113604844843	0.844791861639611	1.0	1.0	both	middle	0.5866099893730075	0.4165781083953241												joint_grid_target
K562_essential_day7	ACH-000551	CCNA2	24.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.534986441723095	0.0531880732786992	0.385581960078636	0.298549054510453	0.2509171068576707	0.0327752114341795	0.7919727109525336	27.0	-1.237415419255938	0.9825816772306344	1.0	1.0	both	middle	0.8544102019128587	0.69394261424017												joint_grid_target
K562_essential_day7	ACH-000551	CCNB1	158.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.9423994609712247	0.0230674369365347	0.1657970875833486	0.1344430326163487	0.115885158166929	0.0340316509806438	0.1291862942973161	1.0	-0.6596566035211098	0.7695089833495016	1.0	1.0	both	middle	0.16153028692879914	0.3703506907545165												joint_grid_target
K562_essential_day7	ACH-000551	CCND1	146.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.631250222371912	0.0217075329821113	0.1108439558738854	0.1004965685150944	0.0926210631776049	0.0270324136041325	0.0870898675649947	0.0	-0.0896842634135659	0.0477360270631939	1.0	1.0	both	Q4_low_info	0.12008501594048884	0.04144527098831031												joint_grid_target
K562_essential_day7	ACH-000551	CCNH	79.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.962172374233186	0.0448095933800086	0.4040145068294496	0.3312625354003763	0.2798520055513122	0.0431663550809421	1.543348810302259	55.0	-1.129880336391733	0.9711793721760772	1.0	1.0	both	middle	0.7422954303931987	0.6439957492029755												joint_grid_target
K562_essential_day7	ACH-000551	CCNK	327.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.8078136078584945	0.0203662055539091	0.2173391751182331	0.1670448408197662	0.1358665851428211	0.0478924444932238	0.254425032967438	2.0	-1.371457185084491	0.9883946736602346	1.0	1.0	both	Q3_dep_excess	0.07385759829968119	0.7513283740701382												joint_grid_target
K562_essential_day7	ACH-000551	CCNL1	177.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.918734308620793	0.0229442291001327	0.1990397505667659	0.1480178268561363	0.1223379498053073	0.0376690453174321	0.1251111413169745	4.0	-0.590851009965956	0.6778391159563512	1.0	1.0	both	middle	0.15834218916046758	0.32146652497343253												joint_grid_target
K562_essential_day7	ACH-000551	CCP110	47.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.536318254560228	0.0375148162773416	0.1943821748833286	0.1747260824592582	0.1602477351458378	0.0271956207437353	0.1754949342760348	2.0	-0.286244866769663	0.195316772401729	1.0	1.0	both	middle	0.6062699256110521	0.12911795961742828												joint_grid_target
K562_essential_day7	ACH-000551	CCT2	199.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.675363433584365	0.0461902229880281	0.5328505414729199	0.4091550092887713	0.3394686254832815	0.0517227817564963	1.639036073453342	97.0	-1.2903567694747855	0.9859081308080732	1.0	1.0	both	middle	0.7656748140276302	0.7173219978746015												joint_grid_target
K562_essential_day7	ACH-000551	CCT3	234.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.18799362167696	0.0423271719371137	0.5251815697344355	0.388920459872763	0.3132005985911315	0.0536519607973107	1.2687460118080462	62.0	-2.360515224818312	1.0	1.0	1.0	both	middle	0.69394261424017	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	CCT4	251.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.624908621415115	0.039334084950742	0.4619055445552756	0.3440317752856708	0.2821840364784633	0.0510709063634923	1.0917783798822285	44.0	-1.629053401164942	0.995525508418324	1.0	1.0	both	middle	0.6370882040382572	0.8257173219978746												joint_grid_target
K562_essential_day7	ACH-000551	CCT5	66.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.993392179253958	0.0510272149559764	0.5360323365016304	0.3980124668261756	0.3270679853360474	0.0455448074671619	1.3403356272149285	83.0	-1.1943516298425552	0.9787034295511136	1.0	1.0	both	middle	0.8273113708820404	0.6695005313496281												joint_grid_target
K562_essential_day7	ACH-000551	CCT6A	131.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.934146375340272	0.0424555609149814	0.4612597939051351	0.348698256471309	0.2880111676103819	0.047957800099301	1.1907532381123165	50.0	-1.165903898642795	0.9756115332873228	1.0	1.0	both	middle	0.696068012752391	0.6583421891604676												joint_grid_target
K562_essential_day7	ACH-000551	CCT7	152.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	7.250956952018736	0.0506045434258148	0.6071731135100186	0.4513838297677409	0.3697894290246858	0.0520835462238225	1.878805072156716	123.0	-0.7610566978723113	0.8619117239557652	1.0	1.0	both	middle	0.8209351753453773	0.43092454835281613												joint_grid_target
K562_essential_day7	ACH-000551	CCT8	111.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.625309845662072	0.0407510756195752	0.4451978667222972	0.3272678620579964	0.2661088052081136	0.0468930351459961	0.9410219680487248	32.0	-1.285144712640163	0.9856475254144632	1.0	1.0	both	middle	0.667375132837407	0.71413390010627												joint_grid_target
K562_essential_day7	ACH-000551	CD2BP2	132.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.1667483172827	0.0254942347763205	0.1644671939073498	0.1358323936661302	0.1204786742585149	0.0311103884191236	0.2035328667639522	2.0	-0.4910744087984385	0.5133615818757366	1.0	1.0	both	middle	0.2545164718384697	0.24229543039319873												joint_grid_target
K562_essential_day7	ACH-000551	CDAN1	137.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.547812255972591	0.0280746801556024	0.2032325127138339	0.171079146691165	0.1478594982841908	0.0355816692625794	0.3398075779994993	3.0	-0.3772534117740335	0.3207817991992761	1.0	1.0	both	middle	0.3485653560042508	0.17375132837407015												joint_grid_target
K562_essential_day7	ACH-000551	CDC123	112.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.98430597460868	0.0304781095171321	0.3044848711734474	0.2247802804049973	0.1814761391801995	0.043063987791366	0.5170471414667119	10.0	-2.5907474398371075	1.0	1.0	1.0	both	middle	0.42454835281615305	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	CDC16	165.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.4561178392718634	0.0264863654651798	0.2322867396048443	0.1833508660894247	0.1544571028551462	0.0404207771131474	0.464632521755723	5.0	-2.963844325209915	1.0	1.0	1.0	both	middle	0.2895855472901169	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	CDC20	115.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.760762990867561	0.0297961541587752	0.1873939677552331	0.1642888976953306	0.1479379171625294	0.0321952693984473	0.4159575779822901	0.0	-2.25987436438599	1.0	1.0	1.0	both	middle	0.3985122210414453	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	CDC23	177.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.8931873367704095	0.0284901234553496	0.3092630036263558	0.2331049498582788	0.1898407254205928	0.0477750581995273	0.662507631735302	14.0	-1.4223465647517577	0.989217212508022	1.0	1.0	both	middle	0.3650371944739639	0.7688629117959618												joint_grid_target
K562_essential_day7	ACH-000551	CDC26	45.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.877480675441895	0.0459283729809961	0.3623041802360999	0.297706381111516	0.2543276739797581	0.037848715323578	1.0091161262861164	36.0	-0.5475777965827253	0.6097112075730023	1.0	1.0	both	middle	0.7598299681190224	0.29436769394261425												joint_grid_target
K562_essential_day7	ACH-000551	CDC27	366.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.477737074033087	0.0186034076392911	0.1751942620866563	0.1378810207473815	0.1155981889116544	0.0432768904122238	0.234048653315428	2.0	-1.871437817382258	0.9998245191401384	1.0	1.0	both	Q3_dep_excess	0.03453772582359192	0.8825717321997875												joint_grid_target
K562_essential_day7	ACH-000551	CDC37	174.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.46289547644403	0.0204242783808591	0.1106009853018285	0.0975101133726365	0.0880685074363595	0.0278770619675912	0.066584549027306	0.0	-1.2124695579948888	0.9804631524394858	1.0	1.0	both	middle	0.07704569606801276	0.6822529224229543												joint_grid_target
K562_essential_day7	ACH-000551	CDC40	107.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.7681272213908485	0.0374676527749116	0.2456666933428559	0.2187129468378515	0.1964952816983546	0.0340849032503877	0.7856104004393316	7.0	-1.7325285356641411	0.998461711595652	1.0	1.0	both	middle	0.6052072263549415	0.8549415515409139												joint_grid_target
K562_essential_day7	ACH-000551	CDC42	70.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.050380286854548	0.0320624888591987	0.278355188489196	0.1988324911683517	0.1627261870348458	0.0362104717279681	0.1572677157346742	7.0	-1.181926048787691	0.9774052232722564	1.0	1.0	both	middle	0.4681190223166844	0.6663124335812965												joint_grid_target
K562_essential_day7	ACH-000551	CDC45	92.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.43057453290354	0.0277312977225082	0.1787162162152138	0.1454813888033045	0.1261120854703918	0.0306324198021235	0.1314631579177518	1.0	-2.223499647116738	1.0	1.0	1.0	both	middle	0.3368756641870351	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	CDC5L	99.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	8.625952502423175	0.062943722074198	0.5429337743597198	0.4700722348755086	0.4080173005168286	0.0436070030012581	3.609061876655705	213.0	-2.61091723542598	1.0	1.0	1.0	both	Q1_anchor	0.924548352816153	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	CDC6	192.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.898168870524553	0.0342913080346795	0.3915132489684528	0.3040181931572401	0.2477810440426451	0.0517677849130075	1.2048668754673475	33.0	-0.9126028044738924	0.9301159692591172	1.0	1.0	both	middle	0.5270988310308182	0.5212539851222104												joint_grid_target
K562_essential_day7	ACH-000551	CDC7	95.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.9645746580143	0.0308901097252267	0.265392695556467	0.2039350554673914	0.170592348631912	0.0385492998585259	0.4141089605792079	6.0	-2.217052505523104	1.0	1.0	1.0	both	middle	0.4351753453772582	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	CDC73	171.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	10.437814975113112	0.0737954145871404	0.647894822136604	0.5608937286585441	0.4930438215586919	0.0443808144144726	4.762615978964114	426.0	-1.0115860733587598	0.9528341092904864	1.0	1.0	both	middle	0.9729011689691818	0.5839532412327312												joint_grid_target
K562_essential_day7	ACH-000551	CDCA5	61.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.224203665045551	0.0347147166789488	0.18971455739419	0.1708000819231334	0.1554303646331528	0.0287288677317211	0.2502049657180656	0.0	-1.116031436475445	0.969332969866618	1.0	1.0	both	middle	0.5371944739638682	0.6376195536663124												joint_grid_target
K562_essential_day7	ACH-000551	CDCA8	82.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.674151847006738	0.030214284536896	0.16778686151628	0.1478730065988918	0.1324991996746968	0.0285772641194062	0.2094499235530502	0.0	-1.0314937173211034	0.9563972908204444	1.0	1.0	both	middle	0.4128586609989373	0.594048884165781												joint_grid_target
K562_essential_day7	ACH-000551	CDIPT	247.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.360678351017384	0.018573337475158	0.1397166986997016	0.1110676661583371	0.094557366953992	0.0349173886326656	0.0996039942964888	1.0	-1.1438184853701738	0.9729586929034884	1.0	1.0	both	middle	0.0334750265674814	0.6524973432518597												joint_grid_target
K562_essential_day7	ACH-000551	CDK1	347.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.316443198980991	0.0304290525303592	0.318766873261892	0.253633318156014	0.2115460718832793	0.0486700658421582	1.037621570408577	16.0	-2.01925173253644	0.9999931348440204	1.0	1.0	both	middle	0.422422954303932	0.9075451647183846												joint_grid_target
K562_essential_day7	ACH-000551	CDK2	105.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.2869552585448467	0.0265594615447285	0.158313227178399	0.1392801773124608	0.1253080314453804	0.030620628832282	0.1487300711563541	1.0	-0.4640071147610355	0.4660707147793741	1.0	1.0	both	middle	0.29277364505844844	0.2290116896918172												joint_grid_target
K562_essential_day7	ACH-000551	CDK9	140.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.140327417398054	0.0311372778760529	0.2929995081793666	0.2260144005977882	0.1892625376007128	0.0423837646270639	0.42713351756883	12.0	-1.448213944041049	0.989668575621898	1.0	1.0	both	middle	0.4442082890541977	0.7747077577045696												joint_grid_target
K562_essential_day7	ACH-000551	CDT1	28.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.693634952339607	0.0545493506381286	0.3381063440316872	0.2867863482910533	0.2533671524261342	0.0306982026919471	1.030754384349489	34.0	-2.6375081436004275	1.0	1.0	1.0	both	Q1_anchor	0.8708820403825718	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	CEBPZ	113.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.706843567152244	0.041681191646226	0.3927125465132702	0.3243681117184171	0.276566815016361	0.0454403937719678	2.041293749532251	54.0	-1.2465992422409786	0.9832728091158616	1.0	1.0	both	middle	0.6801275239107333	0.6976620616365569												joint_grid_target
K562_essential_day7	ACH-000551	CENPA	76.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.835500953765749	0.0314690387659957	0.1884770990119152	0.163899325053035	0.145441838352433	0.030411493448665	0.2869900662592179	0.0	-0.7991720620066978	0.8850687683085294	1.0	1.0	both	middle	0.4500531349628055	0.45483528161530284												joint_grid_target
K562_essential_day7	ACH-000551	CENPC	124.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.840319307839803	0.0361498346111067	0.284628178154851	0.245943626449325	0.2166343788393511	0.0397258609428784	1.1365899317993495	17.0	-0.8509573785667298	0.9092397549928704	1.0	1.0	both	middle	0.5786397449521785	0.485653560042508												joint_grid_target
K562_essential_day7	ACH-000551	CENPE	177.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.733952412268787	0.0279439852757809	0.2735103405089746	0.2085299961953138	0.1740138885901915	0.0435736812194289	0.568634282530093	7.0	-0.7353848818445105	0.8430473215646841	1.0	1.0	both	middle	0.34537725823591925	0.41498405951115835												joint_grid_target
K562_essential_day7	ACH-000551	CENPH	63.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.12503780764438	0.0338340515738706	0.1996592688651634	0.1676609797603831	0.1486169318042467	0.0289349044831709	0.2324528921952229	1.0	-0.63935872220146	0.7448615511498536	1.0	1.0	both	middle	0.5159404888416578	0.357066950053135												joint_grid_target
K562_essential_day7	ACH-000551	CENPI	42.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.794996459335587	0.0469171799892747	0.2733711329245831	0.2412444434933462	0.2175390193188801	0.0300240641284688	0.6936158076466157	15.0	-0.5521849284063147	0.6172879822528001	1.0	1.0	both	middle	0.777364505844846	0.29861849096705634												joint_grid_target
K562_essential_day7	ACH-000551	CENPK	97.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.316304815991875	0.0465765005879778	0.414334264408534	0.3429912710016116	0.2931543216012983	0.0429991897519955	2.001706084053394	69.0	-1.5862470430082007	0.9939122354709964	1.0	1.0	both	Q1_anchor	0.7709883103081828	0.8161530286928799												joint_grid_target
K562_essential_day7	ACH-000551	CENPN	147.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.831249611345377	0.0226850508701764	0.1786238647697023	0.1349567714641964	0.1129625822097205	0.0347375338526417	0.1159837641632481	3.0	-1.0833201499659733	0.9646883468807852	1.0	1.0	both	middle	0.153028692879915	0.6222104144527099												joint_grid_target
K562_essential_day7	ACH-000551	CENPT	65.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.337357460138325	0.0351915467763019	0.2254406440945436	0.1910972269383531	0.1681468732722102	0.0317073604287222	0.3269607309081497	5.0	-0.4692333923004302	0.4751972932983324	1.0	1.0	both	middle	0.5520722635494155	0.23219978746014877												joint_grid_target
K562_essential_day7	ACH-000551	CENPW	72.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.069638383571772	0.0322965858454709	0.2842507984982222	0.2043079263680353	0.1640618866874025	0.0369379391789721	0.329055160530034	6.0	-1.3180507446553578	0.9870419223964774	1.0	1.0	both	middle	0.4766206163655685	0.7279489904357067												joint_grid_target
K562_essential_day7	ACH-000551	CEP152	153.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.067676773852318	0.0243557941645871	0.1783500948079279	0.1453007376754143	0.123822370026879	0.0348345002531758	0.212016487634802	2.0	-0.0877597728740378	0.0470008513109842	1.0	1.0	both	Q4_low_info	0.21413390010626993	0.04091392136025505												joint_grid_target
K562_essential_day7	ACH-000551	CEP192	202.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.1310434782278085	0.0240880866387312	0.1912515381784094	0.1562543552535471	0.1346597678569042	0.0378768528703724	0.3537877242571809	4.0	-0.7533082430487704	0.8565042006923428	1.0	1.0	both	middle	0.2013815090329437	0.4256110520722636												joint_grid_target
K562_essential_day7	ACH-000551	CEP68	68.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.8772438078455096	0.0317329375670435	0.193423972319111	0.1663311382767301	0.1463845516478033	0.0306060541743155	0.2207601155561853	3.0	-0.2675738611466665	0.1741586572478043	1.0	1.0	both	middle	0.45589798087141337	0.11636556854410202												joint_grid_target
K562_essential_day7	ACH-000551	CEP85	129.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.1639427863670297	0.025182146609098	0.2005559764178738	0.1534709446873111	0.1278856078783412	0.0355858610526987	0.1487419359410395	3.0	-0.1550113911349706	0.0799125477959276	1.0	1.0	both	Q4_low_info	0.24442082890541977	0.06004250797024442												joint_grid_target
K562_essential_day7	ACH-000551	CEP97	135.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.7226428469348867	0.0225234946519855	0.1181845570275426	0.1049587188549416	0.0958745450600481	0.0272098912831562	0.0768767972568547	0.0	-0.2645915247770946	0.1709239034200466	1.0	1.0	both	Q4_low_info	0.14665249734325186	0.1126461211477152												joint_grid_target
K562_essential_day7	ACH-000551	CFDP1	157.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	2.733267694246809	0.0221364031632867	0.1471483306345603	0.1192530808346165	0.1037170503897578	0.0314562256854052	0.0963003711838457	2.0	-0.2038781677456419	0.1140957761702341	1.0	1.0	both	Q4_low_info	0.13602550478214664	0.08129649309245483												joint_grid_target
K562_essential_day7	ACH-000551	CFL1	23.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.5954651763649	0.0526033587843566	0.4303698516315402	0.3211212349000731	0.267058897319192	0.0356450813611362	0.5212319815745854	32.0	-1.4210643391871995	0.9891964716823056	1.0	1.0	both	Q1_anchor	0.8480340063761955	0.7683315621679064												joint_grid_target
K562_essential_day7	ACH-000551	CHAF1A	38.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	9.57263022899776	0.07016078967892	0.7698624210731826	0.5689202305073855	0.4540438783389474	0.0473479269780583	4.524715642747058	258.0	-0.8128638945398704	0.8922008367585926	1.0	1.0	both	middle	0.9628055260361318	0.4628055260361318												joint_grid_target
K562_essential_day7	ACH-000551	CHAF1B	84.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	8.438863693670006	0.0592460799301271	0.6701361999107287	0.5132700510924431	0.4209473634073256	0.050586002881052	4.161220758851339	180.0	-2.354730303187233	1.0	1.0	1.0	both	Q1_anchor	0.9064824654622742	0.9609458023379384												joint_grid_target
K562_essential_day7	ACH-000551	CHCHD1	84.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.9433181555069816	0.0316942931183094	0.2115130926502082	0.1746867325490732	0.1526046492736339	0.0321827322307393	0.3177277162014409	3.0	-0.7897685042900536	0.8798353443388061	1.0	1.0	both	middle	0.45536663124335813	0.44739638682252925												joint_grid_target
K562_essential_day7	ACH-000551	CHCHD2	90.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	3.989782169927203	0.0286095063393521	0.2459235768330122	0.1731492336228468	0.1423133007204783	0.0353390011346209	0.1400487240607297	1.0	-0.9583319757410388	0.9418466340027924	1.0	1.0	both	middle	0.3703506907545165	0.5504782146652497												joint_grid_target
K562_essential_day7	ACH-000551	CHCHD4	140.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	4.348611914588973	0.0323819902044469	0.3126927818221198	0.2476075759525534	0.2047689625253554	0.0446482510752689	1.0118577290627986	16.0	-1.0644370172393116	0.9618097212256984	1.0	1.0	both	middle	0.47768331562167904	0.6131774707757705												joint_grid_target
K562_essential_day7	ACH-000551	CHD4	44.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.408834840890834	0.0486192577432671	0.5217672726365513	0.3727315550730985	0.2951886711123413	0.0447643102690962	0.920355419537458	47.0	-1.5352965577516295	0.9920197750431738	1.0	1.0	both	Q1_anchor	0.8007438894792773	0.7970244420828906												joint_grid_target
K562_essential_day7	ACH-000551	CHEK1	295.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.126717195692923	0.0388535155520479	0.2922988770232529	0.2463709944406478	0.2155321267444651	0.0370257032400166	1.1346307278037724	17.0	-1.56322563508657	0.9930341632071124	1.0	1.0	both	middle	0.6296493092454836	0.808182784272051												joint_grid_target
K562_essential_day7	ACH-000551	CHERP	67.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	6.280925437427769	0.0461795136909024	0.4458728119821199	0.3683278166839108	0.3094787380326249	0.0465724648798771	1.0197716491047777	77.0	-0.938982280020742	0.937191238884186	1.0	1.0	both	middle	0.7651434643995749	0.5361317747077577												joint_grid_target
K562_essential_day7	ACH-000551	CHMP1A	78.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.347352211888896	0.0401317064424923	0.3923301422281541	0.3011994286105854	0.2457798219279525	0.043823854921166	0.8750591671574899	28.0	-0.4821953612372607	0.4978544394912864	1.0	1.0	both	middle	0.6535600425079703	0.23804463336875664												joint_grid_target
K562_essential_day7	ACH-000551	CHMP2A	93.0	10691.0	1.0	310385.0	8563.0	h5ad_obs	supplementary	ctrl	verified_via_num_features_eq_1	num_features	5.379576660397167	0.039551642689923	0.3945889780918459	0.3140087001771812	0.2611642331861524	0.0463576290315189	0.8721482255161526	38.0	-1.385666192309036	0.988638885497674	1.0	1.0	both	middle	0.6418703506907545	0.7566418703506907												joint_grid_target
