context	target	expression_control	expression_perturbed
Replogle K562 essential	DDB1	0.7487310767173767	0.4330080449581146
Replogle K562 essential	DDOST	0.5398209095001221	0.08379543572664261
Replogle K562 essential	DDX1	1.175475835800171	0.14501099288463593
Replogle K562 essential	DDX10	0.49745044112205505	0.056769683957099915
Replogle K562 essential	DDX11	0.17501387000083923	0.03179332613945007
Replogle K562 essential	DDX18	0.8189825415611267	0.13222047686576843
Replogle K562 essential	DDX19A	0.3419674038887024	0.057837024331092834
Replogle K562 essential	DDX19B	0.11354674398899078	0.05003196373581886
Replogle K562 essential	DDX20	0.21388790011405945	0.018990056589245796
Replogle K562 essential	DDX21	1.565377950668335	0.2892652153968811
Replogle K562 essential	DDX23	0.5101274251937866	0.1290360540151596
Replogle K562 essential	DDX24	0.6512120962142944	0.13723494112491608
Replogle K562 essential	DDX27	0.537835955619812	0.10606159269809723
Replogle K562 essential	DDX3X	0.9909786581993103	0.3838209807872772
Replogle K562 essential	DDX41	0.2893528640270233	0.06546594947576523
Replogle K562 essential	DDX42	0.5668922662734985	0.1859292834997177
Replogle K562 essential	DDX46	1.2599833011627197	0.5129079818725586
Replogle K562 essential	DDX49	0.456145703792572	0.061605386435985565
Replogle K562 essential	DDX5	1.509454369544983	0.2754162847995758
Replogle K562 essential	DDX51	0.16536778211593628	0.04571492597460747
Replogle K562 essential	DDX52	0.5883931517601013	0.05642007291316986
Replogle K562 essential	DDX54	0.5046660900115967	0.19212377071380615
Replogle K562 essential	DDX55	0.3384847342967987	0.04088985547423363
Replogle K562 essential	DDX56	0.44591182470321655	0.09137792885303497
Replogle K562 essential	DDX59	0.08277516067028046	0.006609352305531502
Replogle K562 essential	DDX6	0.6384351849555969	0.18787837028503418
Replogle K562 essential	DENR	0.6288805603981018	0.05702625587582588
Replogle K562 essential	DERL2	0.20848922431468964	0.0071863774210214615
Replogle K562 essential	DHDDS	0.1193133220076561	0.004776711110025644
Replogle K562 essential	DHFR	0.7745267152786255	0.6824299097061157
Replogle K562 essential	DHODH	0.1121809259057045	0.03632442280650139
Replogle K562 essential	DHPS	0.37091827392578125	0.10038650035858154
Replogle K562 essential	DHX15	0.6071767807006836	0.08285664767026901
Replogle K562 essential	DHX16	0.2463533580303192	0.04170466214418411
Replogle K562 essential	DHX33	0.22331182658672333	0.049670856446027756
Replogle K562 essential	DHX36	0.7906808257102966	0.04397706314921379
Replogle K562 essential	DHX37	0.23685337603092194	0.044518522918224335
Replogle K562 essential	DHX8	0.1540660709142685	0.10064674913883209
Replogle K562 essential	DHX9	1.2138198614120483	0.49095430970191956
Replogle K562 essential	DICER1	0.3073740303516388	0.01699008047580719
Replogle K562 essential	DIMT1	0.5549649596214294	0.08577840775251389
Replogle K562 essential	DIS3	0.5626237988471985	0.03966920077800751
Replogle K562 essential	DKC1	0.9752038717269897	0.134971484541893
Replogle K562 essential	DLD	0.6777004599571228	0.06446205079555511
Replogle K562 essential	DMAP1	0.20681732892990112	0.05108272656798363
Replogle K562 essential	DNAJA1	1.6807715892791748	0.6638336181640625
Replogle K562 essential	DNAJA3	0.29003939032554626	0.024006206542253494
Replogle K562 essential	DNAJC11	0.2641151547431946	0.06265287846326828
Replogle K562 essential	DNAJC17	0.08419463038444519	0.015507246367633343
Replogle K562 essential	DNAJC19	0.6122202277183533	0.12732310593128204
Replogle K562 essential	DNAJC8	1.0882236957550049	0.0740385353565216
Replogle K562 essential	DNAJC9	0.8994049429893494	0.12756749987602234
Replogle K562 essential	DNM1	0.16103315353393555	0.08037230372428894
Replogle K562 essential	DNM1L	0.48834654688835144	0.07717926055192947
Replogle K562 essential	DNMT1	0.9592223167419434	0.10906960815191269
Replogle K562 essential	DNTTIP2	0.6266325116157532	0.06591621041297913
Replogle K562 essential	DOHH	0.30103883147239685	0.010435067117214203
Replogle K562 essential	DOLK	0.08224055916070938	0.004083263222128153
Replogle K562 essential	DONSON	0.2694458067417145	0.04246906936168671
Replogle K562 essential	DPAGT1	0.16650153696537018	0.009757575578987598
Replogle K562 essential	DPH2	0.229976087808609	0.007964006625115871
Replogle K562 essential	DPH3	0.6220881938934326	0.0782146230340004
Replogle K562 essential	DPH6	0.09695059061050415	0.0057625193148851395
Replogle K562 essential	DPM2	0.5712944865226746	0.10270679742097855
Replogle K562 essential	DR1	0.45009803771972656	0.10642426460981369
Replogle K562 essential	DRAP1	0.8056573867797852	0.1256764829158783
Replogle K562 essential	DRG1	0.4806186854839325	0.06045544520020485
Replogle K562 essential	DSN1	0.19095589220523834	0.02236536145210266
Replogle K562 essential	DTL	0.46090012788772583	0.24522340297698975
Replogle K562 essential	DTYMK	0.9827157258987427	0.33092474937438965
Replogle K562 essential	DUT	1.2047498226165771	0.08978608250617981
Replogle K562 essential	DYNC1H1	0.6433711051940918	0.17235741019248962
Replogle K562 essential	DYNC1I2	0.42561641335487366	0.13917168974876404
Replogle K562 essential	DYNLL1	1.7723942995071411	0.4542592465877533
Replogle K562 essential	DYNLRB1	0.3588397800922394	0.1926863044500351
Replogle K562 essential	E2F6	0.2713429629802704	0.03522691875696182
Replogle K562 essential	E4F1	0.18813541531562805	0.016100337728857994
Replogle K562 essential	EARS2	0.12989480793476105	0.01233713049441576
Replogle K562 essential	EBNA1BP2	1.2000370025634766	0.23384064435958862
Replogle K562 essential	ECD	0.1989372968673706	0.023823462426662445
Replogle K562 essential	ECT2	0.2815253436565399	0.0724250078201294
Replogle K562 essential	EDC4	0.20212747156620026	0.05319921672344208
Replogle K562 essential	EEF1A1	4.437424659729004	3.5257301330566406
Replogle K562 essential	EEF1B2	2.75876784324646	0.9763559103012085
Replogle K562 essential	EEF1G	2.782350540161133	0.38909193873405457
Replogle K562 essential	EEF2	2.670839309692383	1.4358736276626587
Replogle K562 essential	EFTUD2	0.5686038732528687	0.34159335494041443
Replogle K562 essential	EGLN2	0.3894093930721283	0.21935148537158966
Replogle K562 essential	EIF1	2.362423896789551	0.7283050417900085
Replogle K562 essential	EIF1AD	0.25329622626304626	0.027145972475409508
Replogle K562 essential	EIF1AX	1.5618542432785034	0.5753045082092285
Replogle K562 essential	EIF2B1	0.5510085821151733	0.05318695679306984
Replogle K562 essential	EIF2B2	0.13799069821834564	0.020846765488386154
Replogle K562 essential	EIF2B3	0.6383476257324219	0.046236176043748856
Replogle K562 essential	EIF2B4	0.1982192099094391	0.0418880432844162
Replogle K562 essential	EIF2B5	0.3592607080936432	0.07208804786205292
Replogle K562 essential	EIF2S1	0.7906017303466797	0.11726225912570953
Replogle K562 essential	EIF2S2	1.5407830476760864	0.7661112546920776
Replogle K562 essential	EIF2S3	1.3725379705429077	0.27718663215637207
Replogle K562 essential	EIF3A	1.5833616256713867	0.632571280002594
Replogle K562 essential	EIF3B	1.2333325147628784	0.4586898684501648
Replogle K562 essential	EIF3D	0.8734179139137268	0.18476691842079163
Replogle K562 essential	EIF3E	1.8911491632461548	0.7116977572441101
Replogle K562 essential	EIF3F	0.8910073041915894	0.343892902135849
Replogle K562 essential	EIF3G	1.3805261850357056	0.4009838402271271
Replogle K562 essential	EIF3H	1.3788563013076782	0.18809551000595093
Replogle K562 essential	EIF3I	1.7890708446502686	0.71787428855896
Replogle K562 essential	EIF3J	0.9563307166099548	0.07340425997972488
Replogle K562 essential	EIF3L	1.0519856214523315	0.08329091221094131
Replogle K562 essential	EIF3M	1.4058952331542969	0.29056376218795776
Replogle K562 essential	EIF4A1	2.3071539402008057	0.9050605893135071
Replogle K562 essential	EIF4B	1.5162372589111328	0.23635655641555786
Replogle K562 essential	EIF4E	0.7886478900909424	0.059266481548547745
Replogle K562 essential	EIF4G1	1.2352110147476196	0.33670467138290405
Replogle K562 essential	EIF4G2	1.4402600526809692	0.6572020053863525
Replogle K562 essential	EIF5	1.4267046451568604	0.7317145466804504
Replogle K562 essential	EIF5A	2.1678388118743896	1.043906807899475
Replogle K562 essential	EIF6	0.9177451133728027	0.13828042149543762
Replogle K562 essential	ELAC2	0.27296558022499084	0.01773862913250923
Replogle K562 essential	ELL	0.09772093594074249	0.018376152962446213
Replogle K562 essential	ELOVL1	0.2690907120704651	0.01415620744228363
Replogle K562 essential	ELP2	0.3156491816043854	0.06014384329319
Replogle K562 essential	ELP3	0.12338371574878693	0.008267069235444069
Replogle K562 essential	ELP5	0.21548216044902802	0.03517948463559151
Replogle K562 essential	ELP6	0.56590735912323	0.11529170721769333
Replogle K562 essential	EMC1	0.19491544365882874	0.0081324502825737
Replogle K562 essential	EMC3	0.4807363450527191	0.16857002675533295
Replogle K562 essential	EMC4	0.4369697570800781	0.015528167597949505
Replogle K562 essential	EMC7	0.44398659467697144	0.047465384006500244
Replogle K562 essential	ENO1	2.555651903152466	0.31898772716522217
Replogle K562 essential	EP400	0.28490471839904785	0.033707309514284134
Replogle K562 essential	EPRS	1.4820042848587036	0.22099050879478455
Replogle K562 essential	ERAL1	0.3214624226093292	0.03937786445021629
Replogle K562 essential	ERCC2	0.14507514238357544	0.00522968452423811
Replogle K562 essential	ERCC3	0.14649489521980286	0.009016488678753376
Replogle K562 essential	ERH	1.4745177030563354	0.8568778038024902
Replogle K562 essential	ESF1	0.3896011710166931	0.11292541027069092
Replogle K562 essential	ESPL1	0.08882180601358414	0.05312942713499069
Replogle K562 essential	ETF1	1.0404428243637085	0.18920943140983582
Replogle K562 essential	EWSR1	0.9204440116882324	0.31651508808135986
Replogle K562 essential	EXOC1	0.19141227006912231	0.022228287532925606
Replogle K562 essential	EXOC2	0.19732125103473663	0.014841357246041298
Replogle K562 essential	EXOC3	0.49278584122657776	0.514853298664093
Replogle K562 essential	EXOC4	0.18192268908023834	0.0026413819286972284
Replogle K562 essential	EXOC5	0.2663438022136688	0.04897991195321083
Replogle K562 essential	EXOC7	0.14907704293727875	0.0
Replogle K562 essential	EXOSC1	0.2662329077720642	0.05924443528056145
Replogle K562 essential	EXOSC10	0.384535014629364	0.09680620580911636
Replogle K562 essential	EXOSC2	0.28049522638320923	0.04320757836103439
Replogle K562 essential	EXOSC3	0.44078049063682556	0.09858917444944382
Replogle K562 essential	EXOSC4	0.4550003409385681	0.08863086998462677
Replogle K562 essential	EXOSC5	0.38648152351379395	0.04517313838005066
Replogle K562 essential	EXOSC6	0.40903085470199585	0.09498031437397003
Replogle K562 essential	EXOSC7	0.7375847101211548	0.17217059433460236
Replogle K562 essential	EXOSC8	1.072922706604004	0.1556224822998047
Replogle K562 essential	EXOSC9	0.5455998182296753	0.16565139591693878
Replogle K562 essential	FAF2	0.39441099762916565	0.02475510723888874
Replogle K562 essential	FAM133B	0.4502357244491577	0.0958353728055954
Replogle K562 essential	FAM136A	0.9890164136886597	0.19912002980709076
Replogle K562 essential	FAM207A	0.7533389329910278	0.16086801886558533
Replogle K562 essential	FAM32A	0.36997127532958984	0.09597280621528625
Replogle K562 essential	FAM50A	0.25825393199920654	0.0
Replogle K562 essential	FARS2	0.15202607214450836	0.009430261328816414
Replogle K562 essential	FARSA	0.5816657543182373	0.04308639094233513
Replogle K562 essential	FARSB	0.5890921950340271	0.04185551777482033
Replogle K562 essential	FASTKD5	0.14260634779930115	0.013421621173620224
Replogle K562 essential	FAU	2.6518523693084717	1.3317368030548096
Replogle K562 essential	FBL	1.257664442062378	0.09477905929088593
Replogle K562 essential	FBXO5	0.39212825894355774	0.16774436831474304
Replogle K562 essential	FCF1	0.08125267922878265	0.01003148965537548
Replogle K562 essential	FDXR	0.30454733967781067	0.029073743149638176
Replogle K562 essential	FEN1	0.5785573124885559	0.055747490376234055
Replogle K562 essential	FGFR1OP	0.16819776594638824	0.013168172910809517
Replogle K562 essential	FIP1L1	0.4982756972312927	0.09555528312921524
Replogle K562 essential	FNBP4	0.6658456325531006	0.080738864839077
Replogle K562 essential	FNTA	0.4857065677642822	0.08850683271884918
Replogle K562 essential	FOXL2	0.23662221431732178	0.03697861358523369
Replogle K562 essential	FTSJ3	0.3816741108894348	0.18852999806404114
Replogle K562 essential	FXN	0.28816142678260803	0.014901813119649887
Replogle K562 essential	GAB2	0.08956468105316162	0.03274824097752571
Replogle K562 essential	GABPA	0.16991353034973145	0.07597175240516663
Replogle K562 essential	GAK	0.2572610080242157	0.15984131395816803
Replogle K562 essential	GAPDH	3.112253189086914	1.7438808679580688
Replogle K562 essential	GAR1	0.7351490259170532	0.116372250020504
Replogle K562 essential	GARS	0.8290088772773743	0.3303059935569763
Replogle K562 essential	GATA1	0.5925734639167786	0.1159077137708664
Replogle K562 essential	GBF1	0.14124402403831482	0.017585046589374542
Replogle K562 essential	GEMIN4	0.10989382117986679	0.0
Replogle K562 essential	GEMIN5	0.39294445514678955	0.016869300976395607
Replogle K562 essential	GEMIN6	0.3021948039531708	0.06862226128578186
Replogle K562 essential	GEMIN7	0.28008055686950684	0.025472810491919518
Replogle K562 essential	GEMIN8	0.07282450795173645	0.006236755754798651
Replogle K562 essential	GET1	0.32050246000289917	0.14413200318813324
Replogle K562 essential	GET3	0.3975900113582611	0.07446475327014923
Replogle K562 essential	GFER	0.34440821409225464	0.058162055909633636
Replogle K562 essential	GFM1	0.4207342863082886	0.020032746717333794
Replogle K562 essential	GGPS1	0.2612721920013428	0.04089038074016571
Replogle K562 essential	GINS1	0.135773703455925	0.011433304287493229
Replogle K562 essential	GINS2	0.6318644881248474	0.07186152786016464
Replogle K562 essential	GINS3	0.14898115396499634	0.008242239244282246
Replogle K562 essential	GINS4	0.17555475234985352	0.015960779041051865
Replogle K562 essential	GIT2	0.1262711137533188	0.10539516806602478
Replogle K562 essential	GLE1	0.14352980256080627	0.02074858546257019
Replogle K562 essential	GLI4	0.09899336099624634	0.028158608824014664
Replogle K562 essential	GLMN	0.24284936487674713	0.018686778843402863
Replogle K562 essential	GLRX3	0.7040759325027466	0.1262342482805252
Replogle K562 essential	GLRX5	0.8211799263954163	0.08410446345806122
Replogle K562 essential	GMPPB	0.062201693654060364	0.006075484212487936
Replogle K562 essential	GMPS	0.9311196208000183	0.1709648221731186
Replogle K562 essential	GNB1L	0.2952735424041748	0.024262556806206703
Replogle K562 essential	GNL2	0.8156713843345642	0.11882134526968002
Replogle K562 essential	GNL3	1.12894606590271	0.2579917311668396
Replogle K562 essential	GNL3L	0.31927698850631714	0.021366992965340614
Replogle K562 essential	GNPNAT1	0.25169637799263	0.038453876972198486
Replogle K562 essential	GOLT1B	0.12468651682138443	0.020995257422327995
Replogle K562 essential	GON4L	0.3187136948108673	0.18384014070034027
Replogle K562 essential	GOSR2	0.23387685418128967	0.05175212025642395
Replogle K562 essential	GPKOW	0.07612680643796921	0.012472616508603096
Replogle K562 essential	GPN1	0.2884066104888916	0.07174315303564072
Replogle K562 essential	GPN2	0.13274772465229034	0.02364944852888584
Replogle K562 essential	GPN3	0.5117146372795105	0.05976991355419159
Replogle K562 essential	GPS1	0.34455034136772156	0.08008459210395813
Replogle K562 essential	GRB2	0.7188929915428162	0.5892969369888306
Replogle K562 essential	GRPEL1	0.4783211946487427	0.13500377535820007
Replogle K562 essential	GRSF1	0.5231976509094238	0.09156277775764465
Replogle K562 essential	GRWD1	0.43975308537483215	0.08013508468866348
Replogle K562 essential	GSPT1	1.2592395544052124	0.24998681247234344
Replogle K562 essential	GTF2A1	0.19993363320827484	0.04186626523733139
Replogle K562 essential	GTF2A2	1.0807024240493774	0.14461743831634521
Replogle K562 essential	GTF2B	0.35657235980033875	0.011238841339945793
Replogle K562 essential	GTF2E1	0.12200123071670532	0.018458761274814606
Replogle K562 essential	GTF2E2	0.2790636420249939	0.0044021583162248135
Replogle K562 essential	GTF2F1	0.41838350892066956	0.051617372781038284
Replogle K562 essential	GTF2F2	0.6482470631599426	0.06178611144423485
Replogle K562 essential	GTF2H1	0.2128133922815323	0.036324601620435715
Replogle K562 essential	GTF2H2	0.30732834339141846	0.0524321086704731
Replogle K562 essential	GTF2H2C	0.12542490661144257	0.006984534207731485
Replogle K562 essential	GTF2H3	0.420271098613739	0.034098070114851
Replogle K562 essential	GTF2H4	0.16747035086154938	0.03278300166130066
Replogle K562 essential	GTF3A	1.4408847093582153	0.15349847078323364
Replogle K562 essential	GTF3C1	0.295121431350708	0.02209375984966755
Replogle K562 essential	GTF3C2	0.270947128534317	0.023246431723237038
Replogle K562 essential	GTF3C3	0.2920173406600952	0.013666058890521526
Replogle K562 essential	GTF3C4	0.29056450724601746	0.17834517359733582
Replogle K562 essential	GTF3C5	0.34908217191696167	0.04927266389131546
Replogle K562 essential	GTF3C6	1.0133674144744873	0.1200268492102623
Replogle K562 essential	GTPBP4	1.1154658794403076	0.3527013957500458
Replogle K562 essential	GUCD1	0.10375732183456421	0.06643331050872803
Replogle K562 essential	GUK1	1.284693717956543	0.343222975730896
Replogle K562 essential	H2AFX	0.5721302032470703	0.11360986530780792
Replogle K562 essential	H2AFZ	2.715151786804199	0.6351452469825745
Replogle K562 essential	H3F3A	2.8477354049682617	1.587411642074585
Replogle K562 essential	HARS	0.3860150873661041	0.057207122445106506
Replogle K562 essential	HARS2	0.07346465438604355	0.0
Replogle K562 essential	HAUS1	0.2332887053489685	0.03481967747211456
Replogle K562 essential	HAUS3	0.1539517343044281	0.03388471156358719
Replogle K562 essential	HAUS4	0.3430994749069214	0.012809345498681068
Replogle K562 essential	HAUS5	0.10221944004297256	0.021458135917782784
Replogle K562 essential	HAUS6	0.3114278316497803	0.06421508640050888
Replogle K562 essential	HAUS8	0.14534501731395721	0.03739611431956291
Replogle K562 essential	HBS1L	0.5420070886611938	0.10705077648162842
Replogle K562 essential	HCFC1	0.3824991285800934	0.24952808022499084
Replogle K562 essential	HDAC3	0.35487911105155945	0.08332861214876175
Replogle K562 essential	HDAC7	0.16790316998958588	0.06486179679632187
Replogle K562 essential	HEATR1	0.6315688490867615	0.0484478622674942
Replogle K562 essential	HECTD1	0.8131280541419983	0.12022967636585236
Replogle K562 essential	HGS	0.26322993636131287	0.017290189862251282
Replogle K562 essential	HINFP	0.08361705392599106	0.008157260715961456
Replogle K562 essential	HIRA	0.42531731724739075	0.2174294888973236
Replogle K562 essential	HIST1H2AE	0.050020139664411545	0.010081175714731216
Replogle K562 essential	HIST1H2BC	0.19323690235614777	0.01753629557788372
Replogle K562 essential	HIST1H2BJ	0.6168689727783203	0.16002029180526733
Replogle K562 essential	HIST1H2BN	0.25419843196868896	0.031219707801938057
Replogle K562 essential	HIST2H2AC	0.3826007544994354	0.22929774224758148
Replogle K562 essential	HJURP	0.17978009581565857	0.007945157587528229
Replogle K562 essential	HLA-C	0.11363530158996582	0.15229855477809906
Replogle K562 essential	HMGA1	2.4291276931762695	0.6761890053749084
Replogle K562 essential	HMGB1	2.735551357269287	2.619344711303711
Replogle K562 essential	HMGCR	0.4845406413078308	0.04616551846265793
Replogle K562 essential	HMGCS1	0.3861767649650574	0.047678399831056595
Replogle K562 essential	HMGN2	1.7101261615753174	0.6094571948051453
Replogle K562 essential	HNRNPC	2.2265801429748535	0.8734046816825867
Replogle K562 essential	HNRNPH1	1.0980749130249023	0.47962886095046997
Replogle K562 essential	HNRNPK	1.636138677597046	0.7687056660652161
Replogle K562 essential	HNRNPL	0.5390883684158325	0.2042902708053589
Replogle K562 essential	HNRNPM	1.5335320234298706	0.9600414633750916
Replogle K562 essential	HNRNPR	1.5496087074279785	0.24460381269454956
Replogle K562 essential	HNRNPU	2.392817974090576	1.292635440826416
Replogle K562 essential	HOXC10	0.14804518222808838	0.02775881066918373
Replogle K562 essential	HSCB	0.10456933826208115	0.00433668028563261
Replogle K562 essential	HSD17B10	0.8275057673454285	0.04482153803110123
Replogle K562 essential	HSD17B12	0.3035210967063904	0.02582978457212448
Replogle K562 essential	HSF1	0.36420467495918274	0.20836280286312103
Replogle K562 essential	HSP90B1	1.8648484945297241	0.3270464241504669
Replogle K562 essential	HSPA5	1.3914518356323242	0.7550069689750671
Replogle K562 essential	HSPA8	2.435595989227295	1.3996440172195435
Replogle K562 essential	HSPA9	1.7609121799468994	0.3093700706958771
Replogle K562 essential	HSPD1	2.954586982727051	1.5872609615325928
Replogle K562 essential	HSPE1	2.561159133911133	0.8778442740440369
Replogle K562 essential	HTATSF1	0.44379010796546936	0.17696590721607208
Replogle K562 essential	HUS1	0.0774071142077446	0.0048428066074848175
Replogle K562 essential	HUWE1	0.6604955196380615	0.1197241023182869
Replogle K562 essential	HYOU1	0.3061473071575165	0.013100429438054562
Replogle K562 essential	IARS	0.9602248072624207	0.13625389337539673
Replogle K562 essential	IARS2	0.6897953152656555	0.09882570803165436
Replogle K562 essential	ICE1	0.44650784134864807	0.17172013223171234
Replogle K562 essential	IFITM2	0.38304322957992554	0.014193312264978886
Replogle K562 essential	IGBP1	0.35084959864616394	0.08270464092493057
Replogle K562 essential	IK	0.6746507883071899	0.44443172216415405
Replogle K562 essential	ILF2	1.277966856956482	0.14078378677368164
Replogle K562 essential	ILF3	1.2443592548370361	0.16563141345977783
Replogle K562 essential	IMP3	0.8295372724533081	0.4069616496562958
Replogle K562 essential	IMP4	0.5795187950134277	0.07030334323644638
Replogle K562 essential	IMPDH2	0.7866079211235046	0.053198084235191345
Replogle K562 essential	INCENP	0.172796368598938	0.0892234817147255
Replogle K562 essential	ING3	0.2825165092945099	0.09084005653858185
Replogle K562 essential	INO80	0.1418031007051468	0.03109237179160118
Replogle K562 essential	INO80B	0.06086350977420807	0.003975590690970421
Replogle K562 essential	INTS1	0.2595632076263428	0.07416237145662308
Replogle K562 essential	INTS2	0.1502593606710434	0.004963105544447899
Replogle K562 essential	INTS3	0.1308763325214386	0.01601054146885872
Replogle K562 essential	INTS4	0.11193159222602844	0.013948219828307629
Replogle K562 essential	INTS5	0.12612546980381012	0.012378115206956863
Replogle K562 essential	INTS6	0.42167165875434875	0.15063054859638214
Replogle K562 essential	INTS7	0.18601790070533752	0.005241520702838898
Replogle K562 essential	INTS8	0.1860855668783188	0.02997431717813015
Replogle K562 essential	INTS9	0.11369094252586365	0.01600538194179535
Replogle K562 essential	IPO11	0.24816007912158966	0.05689694359898567
Replogle K562 essential	IPO13	0.07648686319589615	0.0
Replogle K562 essential	IPO7	0.8388577699661255	0.10183275490999222
Replogle K562 essential	IPO9	0.48328906297683716	0.046141814440488815
Replogle K562 essential	ISCA2	0.2144596427679062	0.025722743943333626
Replogle K562 essential	ISCU	0.6616148352622986	0.31181710958480835
Replogle K562 essential	ISG20L2	0.38277772068977356	0.008689316920936108
Replogle K562 essential	ISY1	0.3499075770378113	0.12658512592315674
Replogle K562 essential	JMJD6	0.20389215648174286	0.036760665476322174
Replogle K562 essential	KANSL1	0.4522245228290558	0.14551712572574615
Replogle K562 essential	KANSL2	0.18881140649318695	0.026776492595672607
Replogle K562 essential	KANSL3	0.13643179833889008	0.0107502406463027
Replogle K562 essential	KARS	0.6462000012397766	0.1834995299577713
Replogle K562 essential	KAT5	0.17232827842235565	0.060850489884614944
Replogle K562 essential	KAT8	0.21449677646160126	0.07073720544576645
Replogle K562 essential	KATNB1	0.16250386834144592	0.02549617737531662
Replogle K562 essential	KCMF1	0.3995404839515686	0.13229355216026306
Replogle K562 essential	KCTD10	0.11324962228536606	0.0071937828324735165
Replogle K562 essential	KDM2A	0.24940842390060425	0.18680831789970398
Replogle K562 essential	KIAA1143	0.4050000309944153	0.05430232733488083
Replogle K562 essential	KIF11	0.4146626889705658	0.2583306133747101
Replogle K562 essential	KIF14	0.48122134804725647	0.07374294847249985
Replogle K562 essential	KIF18A	0.16054286062717438	0.0
Replogle K562 essential	KIF18B	0.0758180096745491	0.0031647514551877975
Replogle K562 essential	KIF20A	0.09700925648212433	0.004170630592852831
Replogle K562 essential	KIF23	0.2829025983810425	0.15555965900421143
Replogle K562 essential	KIF4A	0.30636027455329895	0.01733522117137909
Replogle K562 essential	KIN	0.23711757361888885	0.04835345968604088
Replogle K562 essential	KLC2	0.06098870187997818	0.00793417263776064
Replogle K562 essential	KPNA6	0.5575178265571594	0.02156047523021698
Replogle K562 essential	KPNB1	1.582527756690979	0.8517535328865051
Replogle K562 essential	KRI1	0.20368227362632751	0.010782486759126186
Replogle K562 essential	KRR1	0.5811510682106018	0.07050089538097382
Replogle K562 essential	KRT10	1.2753887176513672	0.7355352640151978
Replogle K562 essential	KRT8	0.44248974323272705	0.22241230309009552
Replogle K562 essential	KTI12	0.15966074168682098	0.029100794345140457
Replogle K562 essential	KXD1	0.478135347366333	0.07596831768751144
Replogle K562 essential	LAMTOR2	0.46754494309425354	0.013981861062347889
Replogle K562 essential	LAMTOR3	0.27325329184532166	0.00671330327168107
Replogle K562 essential	LAMTOR4	0.9449061751365662	0.075594961643219
Replogle K562 essential	LARS	0.9962194561958313	0.18572069704532623
Replogle K562 essential	LARS2	0.17901983857154846	0.006380737293511629
Replogle K562 essential	LAS1L	0.53924959897995	0.0740940049290657
Replogle K562 essential	LENG8	0.2705096900463104	0.05646879971027374
Replogle K562 essential	LETM1	0.39763617515563965	0.07023967057466507
Replogle K562 essential	LIMS1	0.8097144365310669	0.5757691264152527
Replogle K562 essential	LIN54	0.1012435257434845	0.05009053274989128
Replogle K562 essential	LONP1	0.5550358295440674	0.11058616638183594
Replogle K562 essential	LRPPRC	1.3197762966156006	0.2112729549407959
Replogle K562 essential	LRR1	0.2737955152988434	0.07076577097177505
Replogle K562 essential	LSG1	0.2894304692745209	0.04346202686429024
Replogle K562 essential	LSM10	0.8184597492218018	0.0551016740500927
Replogle K562 essential	LSM12	0.6624895334243774	0.15779463946819305
Replogle K562 essential	LSM2	1.1518371105194092	0.30374473333358765
Replogle K562 essential	LSM3	1.4581937789916992	0.2635246813297272
Replogle K562 essential	LSM4	1.5547118186950684	0.46551957726478577
Replogle K562 essential	LSM5	1.3691127300262451	0.5118948817253113
Replogle K562 essential	LSM6	0.5130298733711243	0.05124678835272789
Replogle K562 essential	LSM7	1.6219044923782349	0.3739077150821686
Replogle K562 essential	LST1	0.04683197662234306	0.008098680526018143
Replogle K562 essential	LTV1	0.5490792393684387	0.12787841260433197
Replogle K562 essential	LUC7L3	1.0791494846343994	0.1875448077917099
Replogle K562 essential	LYRM4	0.6330285668373108	0.22453078627586365
Replogle K562 essential	MAD2L1	0.9351822137832642	0.2754271626472473
Replogle K562 essential	MAD2L2	0.4925665259361267	0.061281390488147736
Replogle K562 essential	MAGOH	0.9371020793914795	0.30516064167022705
Replogle K562 essential	MAK16	0.4270508885383606	0.0892893448472023
Replogle K562 essential	MANF	0.33863988518714905	0.013187866657972336
Replogle K562 essential	MARS	0.44868534803390503	0.04831913486123085
Replogle K562 essential	MARS2	0.06750059872865677	0.0045653944835066795
Replogle K562 essential	MASTL	0.14418338239192963	0.04940725490450859
Replogle K562 essential	MAT2A	1.048321008682251	0.3154851496219635
Replogle K562 essential	MAU2	0.12826216220855713	0.037226174026727676
Replogle K562 essential	MAX	0.29057154059410095	0.08141916990280151
Replogle K562 essential	MBTPS1	0.18486090004444122	0.028693659231066704
Replogle K562 essential	MBTPS2	0.08764700591564178	0.0
Replogle K562 essential	MCL1	0.4525343179702759	0.20786963403224945
Replogle K562 essential	MCM10	0.44312822818756104	0.08711542189121246
Replogle K562 essential	MCM2	0.42921245098114014	0.03902933746576309
Replogle K562 essential	MCM3	1.185207486152649	0.17968149483203888
Replogle K562 essential	MCM3AP	0.3382122814655304	0.02236955426633358
Replogle K562 essential	MCM4	0.8486311435699463	0.16002948582172394
Replogle K562 essential	MCM5	0.6151379346847534	0.13131697475910187
Replogle K562 essential	MCM6	0.6669330596923828	0.10346079617738724
Replogle K562 essential	MCM7	0.9122977256774902	0.2585713565349579
Replogle K562 essential	MCMBP	0.23012606799602509	0.010794291272759438
Replogle K562 essential	MCRS1	0.3283068835735321	0.13008777797222137
Replogle K562 essential	MDN1	0.8412133455276489	0.1454426646232605
Replogle K562 essential	MED1	0.489154189825058	0.06158549711108208
