profile	umap1	umap2	is_control	is_highlight
MRPS2	1.6203965	13.899325	False	False
ESPL1	13.6296	13.280263	False	False
CCDC78	4.7911797	12.071426	False	False
MRPL33	12.01312	11.452676	False	False
CCDC144NL	11.621112	14.860097	False	False
ZNF100	7.9565153	15.324958	False	False
MIPEP	10.932209	11.580612	False	False
MRPS10	1.6104864	13.907148	False	False
HAUS7	9.1904335	15.395921	False	False
TARS2	12.070896	11.496062	False	False
ALG1L	10.42925	14.396137	False	False
POTEI	9.697618	16.509102	False	False
ALG13	6.467361	13.6251955	False	False
CPSF3	7.7587113	13.146142	False	False
PCID2	9.1255245	14.7206955	False	False
PGS1	4.174089	14.114401	False	False
DDX10	3.0238814	7.527882	False	False
AATF	2.1506124	7.2167625	False	False
UROD	4.7375407	13.379056	False	False
ERCC3	5.8602076	11.424434	False	False
CCNK	9.312505	13.776655	False	False
RBM42	2.4739394	12.672083	False	False
CWC25	9.258773	15.606461	False	False
CDC40	4.6259365	12.660752	False	False
POLR1A	1.3699871	7.7259836	False	False
HECTD1	8.932559	15.785314	False	False
SRF	8.104293	16.427755	False	False
UBAP1	8.119529	13.106768	False	False
TOP1	3.4658225	11.399515	False	False
SPRTN	8.098528	14.863421	False	False
RPL23A	-1.6831999	13.942366	False	False
PPP1R11	8.257876	16.350233	False	False
POLR2I	5.464781	8.7722225	False	False
NFYB	11.393947	15.436469	False	False
RPF2	-0.28867957	14.236541	False	False
RPS15A	1.3623687	7.1994734	False	False
SF3B3	3.2000735	12.417877	False	False
SMC2	13.836086	13.091693	False	False
MYC	4.737878	12.053979	False	False
SEC16A	6.3930254	14.720429	False	False
SEC61G	2.634079	11.310546	False	False
NLE1	-0.37181285	14.348274	False	False
DHX36	10.875952	13.851062	False	False
MIS12	6.2614594	13.433155	False	False
HIST1H2BN	6.5176835	14.770627	False	False
YTHDC1	5.599781	11.769268	False	False
MARS2	11.530213	11.628505	False	False
PLA2G10	8.238755	16.466242	False	False
TRAPPC4	5.7312517	14.4909525	False	False
SNW1	3.9813874	13.662991	False	False
NUP85	5.974103	15.05088	False	False
MRPL54	10.845838	11.566712	False	False
WDHD1	10.627225	15.6183195	False	False
PAF1	2.730862	10.940656	False	False
MBTPS1	4.1753225	14.370691	False	False
SPTLC1	12.8717985	13.38542	False	False
GEMIN8	7.3272133	14.516237	False	False
USP7	7.818981	16.300425	False	False
PSMD12	3.9435205	10.417994	False	False
PTPMT1	7.0277047	16.199526	False	False
POLRMT	1.005918	11.630027	False	False
DCUN1D5	5.3872585	13.89417	False	False
PSMD6	3.9466643	10.411442	False	False
AURKA	13.322428	13.225861	False	False
NDUFB8	8.19535	14.648683	False	False
PFDN1	5.3246765	13.130927	False	False
DHX16	3.2668343	12.326362	False	False
LETM1	1.8662701	12.366568	False	False
LRRC37B	7.941436	14.781454	False	False
NDUFB3	8.39926	15.814755	False	False
PSMB3	4.081197	10.532729	False	False
RANGAP1	10.775318	15.923632	False	False
URB2	8.350454	11.551879	False	False
UBE2M	7.438213	14.906641	False	False
MMS22L	13.686496	13.086565	False	False
BOP1	6.164935	15.5458355	False	False
CLTC	9.371462	14.6873865	False	False
SMAGP	9.1535425	15.858264	False	False
DDX56	-1.1123155	14.171879	False	False
MRPL45	10.758789	11.603622	False	False
NOL8	8.336561	11.363338	False	False
FCF1	1.8209922	7.1393023	False	False
VARS2	9.326028	14.857713	False	False
LSM4	3.3098972	14.629455	False	False
NAA10	5.5003414	11.656609	False	False
TBC1D28	11.07265	15.690246	False	False
IGBP1	7.275681	12.9035225	False	False
SNRNP27	2.1471548	12.026422	False	False
SRP54	6.12338	13.319147	False	False
CRCP	7.9263706	15.413791	False	False
ESPN	6.655442	14.818408	False	False
SMU1	2.1435025	12.449995	False	False
TUBE1	8.26041	16.371199	False	False
TBCE	8.866854	16.143854	False	False
TUT1	7.276514	16.57756	False	False
GFM1	11.946436	11.467323	False	False
ACTR1A	9.255615	15.613721	False	False
SPDYE2	8.772812	16.625957	False	False
MANF	7.418481	15.296351	False	False
DNAJA3	1.1277989	11.765886	False	False
ACTB	10.156212	14.859171	False	False
SNRNP25	8.661094	14.132134	False	False
HMGCR	10.4424305	14.3597975	False	False
NSL1	8.484503	15.360067	False	False
TMX2	5.401246	9.102748	False	False
NDUFS3	8.326837	14.555127	False	False
TLN1	6.6786165	14.6465	False	False
POLR2E	5.801695	11.768324	False	False
CDC42	11.422012	11.397824	False	False
PCBP2	8.78825	15.318788	False	False
EIF5	7.6032166	13.141177	False	False
OR1E2	6.523213	16.247227	False	False
OR2A1	7.107408	15.5678425	False	False
CCT3	10.035246	12.660114	False	False
TAF7	5.2729497	9.147101	False	False
MRPL24	11.409277	11.43061	False	False
SNRPD1	3.0469792	12.551643	False	False
PHB	1.2360562	11.655279	False	False
INTS5	2.8866143	11.067948	False	False
AURKAIP1	4.096561	13.713174	False	False
KCTD10	7.951764	14.486041	False	False
TRAPPC11	8.4851055	14.782132	False	False
URM1	10.767183	16.055511	False	False
C17orf58	4.355729	13.739261	False	False
EXOC2	6.628244	15.406615	False	False
MRPL43	12.876717	13.016688	False	False
SBNO1	6.962857	14.532048	False	False
PDCD6	8.035233	15.956305	False	False
PRMT1	11.15132	15.815722	False	False
CHCHD2	5.318871	14.816482	False	False
JAZF1	8.634923	16.056507	False	False
CAP1	11.259124	15.535929	False	False
DRG1	6.9474425	15.703528	False	False
HYPK	3.5938528	11.505281	False	False
MRPL14	11.600828	11.453241	False	False
ATP6V1E1	9.9512205	14.788583	False	False
SLC35G6	5.961741	14.739323	False	False
MCL1	10.996397	15.64061	False	False
CIAPIN1	9.709925	14.514835	False	False
SOD2	10.422061	15.887465	False	False
ALYREF	7.8598194	15.886644	False	False
PEX1	4.8930526	13.453983	False	False
YJEFN3	8.5835085	16.386673	False	False
MED22	5.725334	7.940832	False	False
ANKRD49	7.6959968	16.006924	False	False
HMGB1	6.860533	14.457814	False	False
RFC3	13.581345	13.172256	False	False
CDC7	11.35497	14.483891	False	False
ATF5	-0.96801335	14.105638	False	False
DICER1	6.941176	12.860805	False	False
CHMP2A	9.54582	14.306128	False	False
MRPS26	1.6104034	13.919969	False	False
RCC1	5.8343396	14.8662615	False	False
CDCA5	9.871449	15.156229	False	False
HMGA1	10.695811	15.897653	False	False
PFN1	9.016097	16.277445	False	False
NEDD1	12.63365	13.938979	False	False
HIST1H2BL	5.263263	13.7558	False	False
COPS6	3.3060555	12.184098	False	False
SEPHS2	6.866513	14.288287	False	False
DCTN4	6.7181916	13.647331	False	False
COX7C	9.542731	14.576063	False	False
DDX5	3.4216335	13.988708	False	False
THG1L	2.4241571	11.574559	False	False
TIMM13	1.9735019	12.256358	False	False
CYC1	10.759121	14.461867	False	False
WDR92	9.888354	14.794076	False	False
PSMG3	6.3759913	13.918918	False	False
RRS1	-0.109573886	14.35638	False	False
PSMG2	7.564934	15.382511	False	False
TERF2	2.6118119	13.483841	False	False
PRMT5	4.1466637	13.767574	False	False
NDUFA6	10.454792	15.172308	False	False
TGS1	10.340267	14.44502	False	False
TP53RK	4.9099965	13.299865	False	False
RPUSD4	11.2564335	11.374525	False	False
SPATA5L1	4.288164	14.293659	False	False
AKIRIN2	4.2155643	12.035148	False	False
MRPL22	11.291357	11.356922	False	False
EIF2S1	1.5533601	11.423292	False	False
EEF2	4.1161795	12.60376	False	False
MNAT1	5.4939384	9.909561	False	False
LARS	2.6463017	13.109887	False	False
CUL1	5.671195	12.998665	False	False
VPS13D	7.872219	16.601973	False	False
E2F6	7.4876056	14.296629	False	False
EXOSC4	4.8142786	8.740073	False	False
GMPPB	8.119267	15.004105	False	False
RRP1	0.38357192	14.260093	False	False
MRPS31	1.7409127	14.031803	False	False
POLR3E	4.621998	13.194059	False	False
KRI1	3.0730593	7.4935117	False	False
RNF20	11.009824	13.863465	False	False
ZNF335	5.8340235	15.00761	False	False
NOC3L	0.27024972	14.231927	False	False
GPN3	5.50114	9.011386	False	False
NDC1	3.8396297	13.79605	False	False
TPX2	12.525293	13.92877	False	False
NSF	7.160483	15.282486	False	False
NUP62	-1.03215	14.134526	False	False
RPL13A	7.736994	15.79736	False	False
SNAPC5	5.301041	13.010487	False	False
BANP	4.2241693	12.551406	False	False
AAMP	0.3085346	14.290121	False	False
GPKOW	4.234187	12.472445	False	False
CHMP3	8.472122	13.02838	False	False
USP5	5.9126616	13.361426	False	False
POLR2F	5.435336	9.58668	False	False
ORC3	6.483957	14.639095	False	False
TXNL4B	7.097083	13.663489	False	False
PPP1CA	9.883049	16.555824	False	False
HIST2H2BF	9.599443	14.974848	False	False
KANSL1	3.2119129	12.453884	False	False
NUDT21	7.3860936	13.525858	False	False
MCM6	12.8423605	13.668461	False	False
MRPL27	11.9060955	11.441112	False	False
OTX1	6.995895	14.6447525	False	False
USP36	5.5816255	12.107629	False	False
NARS	2.096567	11.3171015	False	False
PTBP1	12.627303	13.895739	False	False
UBTF	7.0533543	14.004544	False	False
TAF8	5.012175	8.921826	False	False
MRPL3	11.228675	11.347465	False	False
THOC1	10.1789	14.223631	False	False
RPL8	-1.3516593	14.104624	False	False
ATRIP	7.867838	14.410602	False	False
PAFAH1B1	6.9273906	13.354281	False	False
FASTKD5	1.6534786	13.832543	False	False
ATL2	10.312944	15.59379	False	False
NCAPG2	4.6297326	13.5832	False	False
RBM8A	3.631963	14.080316	False	False
FAM32A	2.3702047	12.518639	False	False
RNGTT	5.6720333	11.813984	False	False
PPARGC1B	5.2447023	13.522822	False	False
NUP107	4.6410656	12.140437	False	False
MLST8	5.7713027	15.24083	False	False
C19orf25	9.277029	15.692164	False	False
POLR3D	3.1767886	11.593014	False	False
WDR55	8.51624	11.634172	False	False
CMTR1	5.2854614	8.834072	False	False
SYF2	2.348989	13.187493	False	False
SRRT	5.4225507	8.917594	False	False
SNRPF	2.9568412	12.64618	False	False
CCNB1	6.9644666	15.665543	False	False
PWP1	8.304648	11.620718	False	False
CEP192	10.779291	14.311709	False	False
MED31	5.6079745	9.900403	False	False
ELP6	3.4905822	14.022391	False	False
TOR2A	4.86286	13.32346	False	False
WDR74	5.451299	15.457422	False	False
OSTC	7.65068	16.626476	False	False
TRAPPC8	5.510695	13.635357	False	False
GPS1	3.3598247	12.138933	False	False
AURKB	13.548378	13.3918085	False	False
RPL26	-1.4825507	14.048546	False	False
ACD	7.3749366	16.478346	False	False
DKC1	2.3622348	7.409756	False	False
SF3B1	4.9040604	13.311581	False	False
CSTF1	8.668806	13.8381815	False	False
CDC6	11.735502	14.159327	False	False
PPAN	-0.44186497	14.25589	False	False
CTBP2	4.952117	14.252126	False	False
TSR1	3.470234	8.116488	False	False
CSNK2B	3.8071713	12.262119	False	False
MRPL4	11.194524	11.379226	False	False
DPAGT1	9.674051	16.267294	False	False
DDB1	7.7371097	15.71331	False	False
MCM3AP	7.626013	13.297596	False	False
DDX24	-0.72539186	14.243011	False	False
SIGLEC14	10.227398	15.403263	False	False
COPZ1	4.0490193	12.385075	False	False
TAF1C	6.7789826	13.117238	False	False
SLBP	13.325701	13.179084	False	False
TRMT5	3.614287	13.795791	False	False
RPAIN	11.396795	15.604877	False	False
ABHD17A	7.0379977	13.419014	False	False
VMP1	9.243908	16.473484	False	False
WDR46	3.0901244	7.569743	False	False
ATR	7.9670343	14.497848	False	False
POLR2C	5.4542456	8.810967	False	False
LPA	5.480011	13.635066	False	False
GGPS1	10.873038	15.469142	False	False
CHCHD1	6.590775	16.145048	False	False
VPS18	6.9988146	15.572915	False	False
HIST1H2BJ	6.595725	15.17931	False	False
MRPS27	1.5988295	13.920829	False	False
PDCD5	8.705108	16.167044	False	False
RBM39	3.4205062	14.033289	False	False
IPO11	8.540165	16.555212	False	False
NUS1	9.197221	14.807547	False	False
CCDC174	4.563762	14.145398	False	False
MED30	5.800796	7.8745775	False	False
ARPC2	4.0634766	12.5803585	False	False
GOLT1B	6.301932	13.845869	False	False
HSPA8	3.012234	11.555488	False	False
MYBBP1A	-0.31020835	14.237641	False	False
TRMT6	9.969256	15.813526	False	False
POLR1C	3.4080558	8.272061	False	False
SURF6	8.344052	11.399482	False	False
RBM17	3.2752097	14.088737	False	False
NUBP1	8.506675	14.434767	False	False
CCDC130	6.9277873	15.627021	False	False
RPL27A	-1.6254865	13.973459	False	False
NEDD8	6.572108	13.986536	False	False
SRSF6	6.778354	15.522171	False	False
HEATR1	1.237473	7.784678	False	False
HYOU1	6.927687	16.266043	False	False
KAT5	10.540491	14.4983635	False	False
HIST2H2AA3	10.75438	15.781023	False	False
PRPF4B	2.4573994	12.946764	False	False
AQP7	7.9437785	16.12244	False	False
POLR3H	9.814201	15.020788	False	False
POLR1E	3.4002779	8.264027	False	False
ATP6V0D1	5.628076	13.860694	False	False
ZMAT5	6.7383947	12.622981	False	False
UTP20	2.0938241	7.1950517	False	False
TOP3A	7.0479903	14.8782625	False	False
TUBB	11.753497	14.439377	False	False
SUPV3L1	1.0936488	11.73438	False	False
MRPS24	1.6255963	13.87574	False	False
RAC3	8.743933	15.287967	False	False
MAD2L2	9.55346	15.170004	False	False
MEX3A	9.507043	16.350061	False	False
LUC7L3	5.460396	13.870363	False	False
TMA16	8.593408	11.641283	False	False
TUBGCP3	12.726435	13.858764	False	False
DDX18	0.86073583	7.289031	False	False
DCLRE1B	8.65513	15.721661	False	False
SLC39A7	7.1018167	15.990559	False	False
EIF3CL	-0.27702105	14.211286	False	False
VEZT	6.666368	15.349026	False	False
GOLGA6L1	9.124234	15.777045	False	False
ADSL	10.851426	14.294876	False	False
NAA20	5.7657337	13.325108	False	False
EIF2B3	2.0903356	11.3021555	False	False
COPS2	3.3528266	12.195155	False	False
RBM4	5.4700837	12.948739	False	False
PSMB6	4.034125	10.469543	False	False
GTF2H2C	6.9640355	13.215735	False	False
KAT8	7.0254436	16.706146	False	False
SRSF10	7.19835	15.300028	False	False
STIL	6.6570644	13.100902	False	False
KANSL2	3.2608948	12.457183	False	False
MSRB1	8.457532	15.805153	False	False
EXOC3	6.374319	14.468797	False	False
NPLOC4	2.3356562	11.184371	False	False
INTS2	2.7841763	10.825774	False	False
GTF3A	5.533122	13.277792	False	False
PGAM1	6.821758	12.842351	False	False
GTF3C1	4.6284385	13.395567	False	False
C14orf178	2.7861297	12.679999	False	False
SLC9B1	9.191279	15.524619	False	False
RPAP2	5.5380697	9.276503	False	False
NDOR1	5.2567825	13.35792	False	False
RPS25	5.6646132	12.002617	False	False
POLR2L	5.6676807	10.141801	False	False
COPS8	3.2572691	11.699232	False	False
BRCA2	5.004061	13.570442	False	False
SRFBP1	3.0021596	7.445919	False	False
C6orf15	6.887739	15.292138	False	False
BCS1L	7.8254185	16.801891	False	False
PUF60	2.1207418	12.11197	False	False
ACTR3	7.7405105	14.552815	False	False
DDX27	-0.25678402	14.302559	False	False
PNKP	7.453404	16.335163	False	False
COQ5	9.770114	16.212418	False	False
ARHGAP11B	9.283692	15.423954	False	False
RGP1	3.9421012	13.657211	False	False
PXN	3.6170156	12.651554	False	False
RPS23	0.8290234	7.2909594	False	False
NOMO3	7.859542	14.334358	False	False
KIN	3.9563313	13.618181	False	False
TM7SF2	6.6459312	16.236996	False	False
PNN	4.6280255	13.255667	False	False
SMUG1	5.5113487	15.333595	False	False
RFC2	13.589094	13.277623	False	False
YARS	6.982054	15.607409	False	False
PPIA	8.012597	15.118449	False	False
TTI1	5.372858	10.175664	False	False
NRF1	6.1679225	14.823047	False	False
SNUPN	5.319972	13.199419	False	False
SCFD1	6.9967546	13.000023	False	False
RPLP1	0.12377419	14.306901	False	False
MDN1	8.304267	11.490244	False	False
LURAP1	7.9926314	15.020121	False	False
RPL6	-1.6531092	13.969093	False	False
IMP3	12.6453285	13.940642	False	False
CHERP	8.106496	16.69861	False	False
RNASEH2C	3.7242718	12.21116	False	False
ALG1	7.1397266	16.202354	False	False
BUB1B	9.516064	15.795638	False	False
SMG1	11.445741	15.44588	False	False
SRRM1	9.068471	16.127193	False	False
TMEM127	7.0502706	14.181382	False	False
POLR3F	3.6768181	12.495679	False	False
CD3EAP	3.3866727	8.242716	False	False
NUP93	10.333984	15.404688	False	False
MED11	5.493391	8.752422	False	False
SPDL1	10.286867	14.751032	False	False
ISCA2	5.057024	14.898874	False	False
ANAPC13	4.5776577	13.186294	False	False
TWF1	7.038882	13.989146	False	False
MRPL50	11.552181	11.372854	False	False
NUBP2	8.63721	15.787142	False	False
RPP14	2.7814472	7.32795	False	False
ADAT3	5.473538	11.961027	False	False
SS18L2	7.640963	13.315296	False	False
SEC61B	5.849855	14.988266	False	False
SMARCB1	10.034828	14.475951	False	False
ACTR10	11.243966	15.127657	False	False
DCTN1	4.7529936	13.338904	False	False
YBX1	10.538248	14.232025	False	False
DNM1	7.489691	16.225706	False	False
RPL9	-1.361611	14.098189	False	False
IPO9	4.8521104	13.603067	False	False
DBF4	11.518225	15.354628	False	False
INTS6	3.8152618	13.377176	False	False
METAP1	7.4635477	16.193771	False	False
RPL36A	8.494625	11.509987	False	False
PPRC1	5.2757826	9.068711	False	False
PRPF8	3.274823	14.115673	False	False
STX18	6.021606	13.21944	False	False
FNBP4	3.4080112	14.0577545	False	False
EXOSC6	4.6468377	8.672957	False	False
TBP	5.2036643	10.001939	False	False
UBE2L3	8.037941	15.162611	False	False
HSPE1	1.2773339	11.80133	False	False
CDCA8	12.265726	14.1830845	False	False
ECD	3.964708	12.73912	False	False
NOP9	8.147876	14.28323	False	False
ERVW-1	8.793108	15.108571	False	False
TFDP1	13.584356	13.147819	False	False
WBP1L	5.5217557	14.5125885	False	False
RPL10	-1.1668171	14.221517	False	False
PTMA	8.41725	16.115623	False	False
SNF8	6.453671	15.308881	False	False
DPM2	5.843928	15.326091	False	False
HJURP	9.533494	15.964089	False	False
TFRC	8.42865	14.637473	False	False
AP2S1	10.655619	14.9209	False	False
GNL2	-0.53564084	14.297826	False	False
RPN2	5.278616	13.698368	False	False
CHMP5	9.891175	15.384376	False	False
ABCF1	4.3524637	14.431921	False	False
RBBP4	8.884694	14.896842	False	False
NCAPD2	6.901244	14.175576	False	False
TEN1	10.230582	15.010384	False	False
TSEN2	1.8290176	12.659523	False	False
PIAS4	5.8795877	12.736672	False	False
PEF1	5.248163	13.322136	False	False
ANKLE2	5.532199	14.6276455	False	False
CPOX	8.116156	15.255887	False	False
NDUFB10	10.316749	14.917668	False	False
WNK1	4.459156	12.680978	False	False
AQR	1.3190742	11.833781	False	False
UBA1	12.653574	13.760779	False	False
RFC1	13.262513	13.212467	False	False
RPS9	1.2918913	7.2434034	False	False
MRPS11	1.6354799	13.796996	False	False
TNNT2	10.190123	15.872885	False	False
BYSL	2.9288292	7.402914	False	False
ZCRB1	10.493352	14.391957	False	False
TMSB10	10.173555	14.754078	False	False
GNL3L	8.216358	11.424965	False	False
ESF1	3.388479	8.044012	False	False
CNOT2	11.780182	14.166935	False	False
VPS51	4.5276694	13.6945715	False	False
ANAPC5	10.728604	15.260725	False	False
TNPO3	5.359201	15.535135	False	False
NUP160	6.001812	15.160277	False	False
GTF2B	5.737576	10.043934	False	False
ABT1	3.220595	7.656631	False	False
CCT7	9.996413	12.637903	False	False
RPS4X	0.76109433	7.3492246	False	False
DPY19L2	3.7585564	12.50567	False	False
EIF2B1	3.793635	12.127807	False	False
RPL38	-1.5294437	14.025329	False	False
CDC23	12.449435	14.184682	False	False
MMGT1	9.658267	14.992892	False	False
DTL	13.0248375	13.35928	False	False
PLK4	4.3196516	12.258548	False	False
DBR1	4.6597576	13.126365	False	False
RPL23	-1.5376805	14.007179	False	False
TFAM	1.125329	11.797821	False	False
SSBP1	1.0336686	11.661731	False	False
MRPS35	1.6755477	13.839424	False	False
ALG14	9.520795	16.527304	False	False
RPAP1	5.612687	9.605979	False	False
PPME1	10.097678	15.156809	False	False
CINP	4.3394837	14.35479	False	False
NCL	5.465339	14.566602	False	False
RPL15	0.8138528	7.5071793	False	False
WDR77	7.060311	16.532053	False	False
CTU2	10.819378	16.137638	False	False
DDX1	7.301624	13.266397	False	False
LSM3	3.3568978	14.63075	False	False
ZNF559	9.797697	13.802491	False	False
TIMM22	11.520121	14.758508	False	False
GLMN	6.9995165	13.148725	False	False
MFN2	8.769048	16.4476	False	False
RPL39	-0.5477282	14.308984	False	False
DPPA2	5.0383844	14.608831	False	False
NDUFAB1	10.356294	14.048896	False	False
ERAL1	1.7516202	14.05726	False	False
HAUS1	11.461512	14.856834	False	False
HDAC3	11.366276	15.595253	False	False
U2AF2	7.4887376	16.57218	False	False
PPP1R15B	5.433947	14.363517	False	False
NSA2	8.293325	11.508784	False	False
PGK1	7.5608826	14.042351	False	False
RMI1	9.012855	16.41381	False	False
CCP110	10.484825	15.543089	False	False
SRRM2	3.7023566	13.7688875	False	False
CTR9	2.744734	10.982877	False	False
PRKRA	8.420575	15.153029	False	False
LCE1C	7.2161026	15.624348	False	False
C12orf60	2.750146	13.575982	False	False
PSMD9	7.1572795	14.559195	False	False
DLD	9.818563	15.4110775	False	False
RPL28	8.341107	11.604695	False	False
POLR2A	5.54892	9.845295	False	False
DAP3	1.636011	13.844106	False	False
NDUFA2	2.087314	12.6826725	False	False
SETDB1	9.763167	15.42712	False	False
CBX1	9.2066145	14.990251	False	False
RPL37A	-1.1800843	14.192457	False	False
RBM28	8.282527	11.365889	False	False
ELP3	7.034195	16.590258	False	False
INTS3	3.0910692	11.551114	False	False
EIF6	-0.29651076	14.290232	False	False
SMC3	5.32206	9.964159	False	False
MT2A	8.594964	15.510907	False	False
GTF3C4	9.375309	15.822907	False	False
BRD4	6.785846	13.342854	False	False
SNRPA1	2.9022226	12.671198	False	False
SF3A3	2.9545317	12.827551	False	False
INO80B	3.444911	11.571952	False	False
TMEM199	7.759151	16.380993	False	False
SRP19	10.091289	14.848666	False	False
CDC45	7.304707	14.5513525	False	False
BRIP1	6.987642	15.413491	False	False
GSDMA	10.420357	15.981995	False	False
FAM207A	7.9893184	14.483389	False	False
ATP6V1B2	10.834638	14.732728	False	False
TADA2A	10.721399	14.154323	False	False
PSMA4	4.3073254	10.683332	False	False
PSMB1	3.9863214	10.439259	False	False
NBPF15	9.681192	16.320707	False	False
RPN1	4.134546	12.279096	False	False
CCDC115	9.151376	16.329302	False	False
RPE	6.476991	14.523065	False	False
GINS4	13.120994	13.455359	False	False
VARS	2.077482	11.300356	False	False
FTSJ3	3.9440117	10.426427	False	False
WDR82	5.499365	9.184019	False	False
USPL1	10.58698	15.80768	False	False
POLR3C	3.768397	12.667909	False	False
SUPT16H	3.7765124	11.313263	False	False
SEC63	4.8793483	12.952797	False	False
MARS	3.7611327	12.16677	False	False
UBA3	9.3906765	14.263034	False	False
SF3B4	5.668753	13.848667	False	False
IMPDH2	12.031854	13.887346	False	False
MED28	5.5781302	8.490724	False	False
GEMIN4	5.71626	13.931626	False	False
EIF2S3	1.3813782	11.490798	False	False
DHX37	3.1853063	7.6232886	False	False
STRAP	10.0075035	16.477068	False	False
MTG2	6.8346257	15.849896	False	False
TIMM10	11.444451	15.018652	False	False
MVD	13.228875	13.042234	False	False
RPLP0	-1.0107242	14.235432	False	False
CDC73	2.8119853	10.960779	False	False
UBQLN4	5.761811	11.558828	False	False
XRCC1	5.001629	14.604882	False	False
TANGO6	5.563738	9.550032	False	False
SAP18	3.4009821	7.821311	False	False
H3F3A	10.47693	15.842681	False	False
SMC1A	5.337401	10.080618	False	False
RPP38	3.4612746	7.8965793	False	False
DHX15	8.091062	13.115244	False	False
GNL3	8.334618	11.361659	False	False
PIK3C3	5.50765	13.339491	False	False
WDR26	5.687031	14.166082	False	False
RNF103	6.706	13.743523	False	False
FGFR1OP	4.3827214	14.029152	False	False
NDC80	6.6710033	12.691714	False	False
ORC4	9.821311	15.429935	False	False
THOC3	9.6701	14.192803	False	False
TUBA1C	6.7552013	14.60822	False	False
TTC27	5.7137785	15.133032	False	False
QRSL1	10.718657	15.726115	False	False
LYRM4	10.413254	16.122023	False	False
ZNHIT3	9.920734	14.989137	False	False
WDR18	10.601061	16.108295	False	False
RBM25	3.0605903	12.643594	False	False
PFDN5	8.534111	15.833467	False	False
WARS	10.507745	15.036654	False	False
SRCAP	9.628696	14.171751	False	False
GABPA	3.7434466	12.25742	False	False
RPS12	1.3837844	7.1844883	False	False
SNRNP35	8.020757	13.399879	False	False
NUP153	10.716569	15.744828	False	False
CDC123	6.0513325	15.165926	False	False
MMS19	7.0293794	16.332548	False	False
WDR3	2.5811613	7.2582936	False	False
WDR43	1.4574963	7.659479	False	False
RPL35A	-1.2043962	14.189778	False	False
CYFIP1	3.776958	12.442178	False	False
RPS18	0.73570347	7.3934407	False	False
BRK1	8.410686	16.215044	False	False
UFM1	5.3553166	15.485096	False	False
EXOC4	9.699629	15.448092	False	False
GATA1	5.7729564	7.8962793	False	False
KIF20A	12.547513	14.073034	False	False
EIF2B4	2.0186458	11.366122	False	False
PTK2	8.259261	15.72013	False	False
OR2T5	7.0292697	15.561392	False	False
UTP23	3.138289	7.542571	False	False
C1D	8.991252	14.020678	False	False
ARMC7	10.113368	14.358666	False	False
EMC4	8.194739	14.994441	False	False
RPS10-NUDT3	1.4105002	7.206379	False	False
UBA5	7.5539412	15.295967	False	False
EXOSC3	4.7019634	8.675875	False	False
CRLS1	6.9394317	16.40978	False	False
USP19	7.3244615	15.763622	False	False
SNAPC4	7.7613463	15.877106	False	False
NR2C2AP	5.670537	15.110377	False	False
CENPK	4.126945	12.896942	False	False
RHOQ	7.893648	15.865066	False	False
ACTR6	7.603551	16.732666	False	False
ATP6V0C	8.958681	14.475006	False	False
GTF2F1	5.2332954	13.348928	False	False
NUTF2	8.719525	11.674553	False	False
LSM10	8.880797	14.438323	False	False
MICOS10	10.386939	16.180046	False	False
MIS18A	6.758495	14.515783	False	False
PSME1	9.094439	16.030231	False	False
PDPK1	5.6227245	13.510066	False	False
KXD1	4.3811755	13.540663	False	False
MOK	7.1431994	16.30709	False	False
PHF12	10.48352	14.330051	False	False
GTF2H2	5.2329764	13.366727	False	False
MRPS34	2.993887	11.805554	False	False
NEPRO	1.8493305	7.1255007	False	False
IMP4	1.7330384	7.150125	False	False
MRPS21	1.7342784	14.052318	False	False
RPS27A	1.3056725	7.18583	False	False
NPB	4.645282	13.226328	False	False
GTF2A1	5.319846	9.619755	False	False
NHP2	3.390022	8.3000145	False	False
BCLAF1	3.732156	13.606804	False	False
ZNF207	3.7982547	13.781796	False	False
MCM3	11.600743	14.719149	False	False
PIK3R4	5.9086647	14.585338	False	False
H2AFX	10.002731	15.068569	False	False
NCAPD3	5.2535124	13.22724	False	False
RPA2	11.620728	14.269488	False	False
GRB2	8.873906	13.849012	False	False
SKA1	10.072735	14.868511	False	False
SNRPE	2.9291937	12.626914	False	False
ISY1	10.630729	15.756711	False	False
NDUFS5	8.747005	14.479755	False	False
PRORP	1.8667151	12.67316	False	False
HIST2H3A	12.505471	14.091829	False	False
TEFM	1.059435	11.700728	False	False
MRPL36	11.697954	11.46944	False	False
SENP6	10.509788	16.11761	False	False
CSTF3	5.423997	10.036773	False	False
GIT2	12.4215355	13.979621	False	False
RNF113A	4.2266316	12.688031	False	False
TSFM	5.436378	13.623575	False	False
SLC25A3	9.001034	15.26778	False	False
VPS33A	5.2293587	13.248957	False	False
TLCD1	7.43061	16.17089	False	False
ZNF676	7.841514	15.954327	False	False
TAF12	4.9721055	8.868673	False	False
RINT1	5.93224	13.542116	False	False
MED14	5.513284	8.774877	False	False
TBCC	6.753741	14.697621	False	False
RPSA	1.5547018	7.2090664	False	False
XRCC3	7.3962173	13.121008	False	False
GEMIN6	10.820768	15.992159	False	False
CEBPZ	-0.33833623	14.29123	False	False
GLE1	8.721628	14.310409	False	False
STX5	8.046275	15.07825	False	False
ZNRD1	3.306919	8.249633	False	False
TMED2	8.377869	15.410106	False	False
