response_rank	gene_symbol	control_variance	source_position
710	UFC1	0.2175712236706028	644
711	ENY2	0.21755678057847486	3733
712	SRPK1	0.21754142307443078	2842
713	MAGOH	0.21753163948376653	336
714	NAA15	0.21744916131264103	2192
715	GABARAP	0.21739974614518096	6590
716	DAZAP1	0.21739612347906864	7188
717	RSF1	0.2173076844090535	4803
718	STMP1	0.21730635740466553	3447
719	USP16	0.21722003109001747	8001
720	UCHL3	0.21716024857176416	5502
721	PPP1CC	0.21711474571857034	5281
722	DBF4	0.21709116741968723	3301
723	EIF2S1	0.21708779949709042	5723
724	MRPL51	0.2170839129010925	4948
725	MRFAP1	0.21700162288845992	1995
726	POLD2	0.21695855030643546	3222
727	PSMG3	0.21694291293952614	3124
728	HSD17B10	0.21693710378367642	8382
729	CHCHD3	0.21688065793781153	3440
730	NOP16	0.21687861335520808	2600
731	RAD23B	0.21686911754150526	3964
732	FBXO22	0.21686894260030712	6033
733	CAB39	0.2168681680341432	1432
734	DDX18	0.21686375890868131	1210
735	TMEM59	0.21684947143239466	342
736	PHB2	0.21677539685296093	4963
737	ARL6IP4	0.21677020909958483	5350
738	PRPF38B	0.21675772255976725	452
739	ARPC5L	0.21675530282846997	4009
740	STRAP	0.21674097455433788	4985
741	TMEM167A	0.21672715870398268	2405
742	HOXB9	0.21670690945728424	6838
743	NDUFB2	0.21668589800916968	3463
744	MRPL55	0.2166425503727613	826
745	H2AFY	0.2165914212033404	2496
746	PUM1	0.21658388434129805	180
747	ZC3HAV1	0.21653940289771467	3451
748	MRPS26	0.21651856198713157	7763
749	CDC123	0.21650520274278245	4163
750	NUFIP2	0.21647482014192038	6679
751	TMEM147	0.21647074966524799	7489
752	TXNDC17	0.21646721912052702	6582
753	PSMC5	0.2164354046732897	6915
754	PTPN11	0.21643438515787036	5294
755	NDUFS3	0.21638115188619866	4591
756	FAM174C	0.21635686115249006	7184
757	ETFA	0.21634988238631855	6034
758	NSA2	0.21632430388866067	2381
759	DDIT4	0.21628486435603442	4270
760	VAPA	0.21627734983349023	7074
761	CISD2	0.21627069477778352	2138
762	PSMD14	0.2162631776221165	1272
763	IDI1	0.2162599055081775	4140
764	PABPN1	0.21625149206901595	5591
765	HSPB11	0.21623876755200727	340
766	RBM17	0.21623752027117246	4149
767	BRD7	0.21619874788925533	6367
768	COX7A2L	0.216164905029129	1005
769	SLC16A1	0.21610512577898047	486
770	ACTN4	0.21608943898042654	7515
771	PPIH	0.21608419132616274	266
772	GABARAPL2	0.21606428510785033	6471
773	P4HB	0.2160586425850338	7021
774	SMAP2	0.21605014254293492	257
775	FNBP4	0.21601858572198857	4595
776	PDCD6IP	0.21601006928694605	1556
777	UQCC2	0.21600970840290798	2826
778	TFDP1	0.2159897846287225	5552
779	DNAJC8	0.21598946336866257	165
780	SLC2A3	0.2159777381797315	4966
781	ENSA	0.2159660157941036	539
782	PNP	0.21596402548448912	5564
783	TOMM40	0.21594227722455114	7578
784	EBPL	0.21593748544563016	5478
785	HAT1	0.21588760517023217	1295
786	SRSF1	0.2158869430505923	6876
787	PSMB6	0.21582726108197683	6565
788	TFAM	0.21575308178116917	4237
789	CUL3	0.21575149554155545	1424
790	SUPT16H	0.2157487759263346	5571
791	SMS	0.2157266902276872	8330
792	SEPTIN11	0.2157200852558178	2093
793	FAM162A	0.21570268781975624	1768
794	IARS2	0.21569946699628137	794
795	TAX1BP1	0.21569285192195903	3188
796	UBE2K	0.2156821824233219	2038
797	C9orf16	0.21566607496311266	4027
798	EIF4H	0.21566162488556997	3277
799	MAZ	0.2155861280400312	6309
800	URI1	0.21554547528922438	7464
801	ZNHIT1	0.21552197255793595	3361
802	POLR2A	0.21545654493490052	6596
803	LRRC59	0.21543497918871743	6854
804	DRAP1	0.21543495865547824	4717
805	NIP7	0.2154120945395419	6438
806	SNRNP40	0.21535181778180953	181
807	ATP5MPL	0.21534645108617395	5831
808	VBP1	0.21532707431823053	8542
809	LINC00958	0.21528882535801788	4513
810	NDUFV3	0.2152795592017827	8047
811	GDI2	0.21524577864450212	4146
812	LUC7L3	0.21523648899368644	6858
813	PSMC6	0.2152256871355338	5679
814	CLPTM1L	0.21522192280726093	2264
815	GPBP1	0.2152176788797387	2336
816	CPED1	0.2151646685965476	3413
817	MTCH1	0.21516418644171043	2850
818	CIAO2B	0.2151562268217003	6408
819	FDFT1	0.21510714455039417	3536
820	NUDCD2	0.21509016149384508	2577
821	PSMD13	0.2150623850813285	4443
822	SYNCRIP	0.2149755828292887	2952
823	PDAP1	0.21495842501227794	3327
824	FUBP1	0.21495025190522118	390
825	TCERG1	0.21487378766463783	2543
826	HAX1	0.21485916205549463	577
827	KRTCAP2	0.2148589158287987	592
828	NDUFS7	0.21479737546872005	7186
829	NUDT5	0.2147900188208467	4162
830	EIF6	0.21477851579948462	7852
831	AHCY	0.214731960692762	7843
832	HEATR1	0.21473181213822548	862
833	MRPL42	0.21471587467434575	5208
834	EXOSC7	0.21461952205258272	1592
835	HUWE1	0.2145955636725651	8383
836	RNASEH2B	0.21459176447463238	5484
837	NDUFA5	0.21456991264747713	3415
838	RNASEH1	0.21455098881399873	897
839	SELENOW	0.21454790409202346	7623
840	HIGD1A	0.21453103010342225	1580
841	LSM1	0.2145060077599876	3598
842	SPCS3	0.21447930608722235	2239
843	EPRS	0.21447116567228308	792
844	LAMTOR1	0.21441989138382528	4773
845	DCP2	0.2144097182656057	2444
846	TRIM44	0.21440217679029075	4563
847	MBNL1	0.21439877403187954	1852
848	NOP10	0.21439307723545176	5858
849	DHCR24	0.21434961292259588	349
850	GLRX3	0.2143368692648706	4431
851	CRKL	0.21430120679909595	8116
852	SBDS	0.21429732196255158	3267
853	DLGAP5	0.21427971967291604	5690
854	TKT	0.21427049645643537	1684
855	GLRX5	0.21423577310792102	5803
856	PDIA6	0.21420680682319296	914
857	RNASEK	0.21420463194040631	6585
858	MPC2	0.21418502961591698	668
859	MDH1	0.21413291628803888	1056
860	CNPY2	0.21412481843151845	5130
861	MPLKIP	0.21410152895617743	3210
862	TMBIM6	0.2140999357271455	5061
863	NDUFA6	0.21406763273225002	8251
864	FH	0.21404559165125495	864
865	TRAPPC2L	0.21399244804621478	6512
866	SNRPB2	0.2139840503670517	7794
867	SNHG16	0.2139613916724119	6976
868	SLTM	0.21386750172378416	5949
869	TPM4	0.21379561271368389	7387
870	UBE2I	0.21379206970712392	6137
871	ECHS1	0.2137802799636013	4438
872	LAMTOR5	0.2137751282392546	471
873	UBTF	0.21375861594688556	6802
874	NDUFS2	0.21369136176649872	647
875	ATP5IF1	0.21368610265471383	166
876	DAP3	0.21363794905115446	604
877	PCMT1	0.21361496747218064	3076
878	MRPL11	0.21356116870888228	4729
879	EIF2A	0.2135485832458964	1849
880	TIMM50	0.2135288405527822	7531
881	POLR2E	0.21341966873941415	7177
882	SLC43A3	0.21337777558904863	4599
883	ATP2A2	0.21336268695141408	5273
884	C19orf53	0.2133153848014682	7365
885	MRPL13	0.2132684431424537	3741
886	PDCD6	0.2132176431036315	2257
887	CMSS1	0.2131763787794165	1729
888	MZT2A	0.21310984379303938	1242
889	ADSL	0.2130989741146606	8228
890	PRPF38A	0.21305415081413823	328
891	CHCHD1	0.2130023863803305	4282
892	ACP1	0.21297130156628974	891
893	KRT10	0.21293511387373024	6749
894	SS18L2	0.2129266545801178	1578
895	DGUOK	0.21290459637461553	1098
896	MRPL15	0.2129037896638206	3632
897	FKBP8	0.21289964760358382	7424
898	REXO2	0.21289221272479752	4872
899	SEM1	0.21288755446367802	3318
900	RPS19BP1	0.21286970772022765	8226
901	RPN2	0.21286571324831613	7872
902	SRP19	0.2128601060926565	2442
903	POLR2F	0.2127920559955925	8208
904	MPST	0.21278868955951385	8195
905	BCAP31	0.2127758764340209	8517
906	MGST2	0.21277119761879026	2195
907	POLR2B	0.21272476215223046	2071
908	PIN1	0.21271407140855886	7296
909	CISD1	0.21270196050281326	4235
910	CSE1L	0.21268206857680996	7911
911	PPP4C	0.21266515105580286	6319
912	AK6	0.21266015353053275	2363
913	RPS6KB2	0.21263196342299748	4745
914	TAOK3	0.21262048425205282	5308
915	NDUFB11	0.21260073451488887	8351
916	PDCD5	0.21259635503331042	7467
917	DCAF13	0.21258040009080553	3725
918	PRKDC	0.21257946452667512	3623
919	PRPF8	0.2125589536683399	6540
920	SRRM2	0.21254509844796649	6181
921	RAB7A	0.21251469574812581	1791
922	SEPHS2	0.21250758687734123	6326
923	TSR1	0.21249040737543753	6545
924	MLEC	0.2124532108178888	5326
925	HMGN2	0.2124508033700015	147
926	PLEKHJ1	0.21244647619569185	7207
927	CAPZA1	0.21239415356349656	483
928	TLE5	0.212361904983489	7217
929	MMADHC	0.21234817301000833	1256
930	RO60	0.2123326616357702	724
931	RPL36AL	0.21232108394049304	5662
932	C11orf58	0.21232101507364476	4519
933	PSMC2	0.21232100982517696	3378
934	RAB5C	0.21232073815560024	6759
935	MTIF2	0.21221407869048048	1037
936	DPP7	0.21219524263697453	4120
937	HADHA	0.2121849459413741	943
938	ECHDC1	0.21217570003310826	3036
939	POLR2J	0.21209560632964858	3371
940	JPX	0.21206271828585507	8416
941	NGRN	0.2120106539412204	6082
942	PITHD1	0.21195478013988775	123
943	PSMG4	0.21191508246185575	2659
944	DUS1L	0.2118957440230166	7036
945	MRPS33	0.21189378377305423	3465
946	HELLS	0.2118767711587972	4323
947	EIF5B	0.2118657722512017	1171
948	CFAP298	0.21175280110686096	8009
949	COPS5	0.21172689640588338	3654
950	POLR1D	0.21168886429411066	5418
951	NOL7	0.21167719629863746	2688
952	SRSF11	0.21164476731299617	375
953	CSNK2B	0.21161484565404806	2785
954	TECR	0.21158872128320994	7379
955	AP2S1	0.21157842242009672	7612
956	ANAPC16	0.2115714331620196	4269
957	ZMPSTE24	0.21154509869035984	256
958	CYTOR	0.21153530850161256	1141
959	ELOC	0.2115016687018649	3665
960	RBBP4	0.21149128012116014	198
961	ZCCHC17	0.21147888042737284	182
962	CDC34	0.21147531705406694	7159
963	CAPZB	0.21146938112492839	102
964	METAP2	0.21144566740592194	5217
965	SMARCC1	0.21144515240054065	1606
966	COX20	0.21138658388099782	872
967	RTN3	0.21137520087324102	4660
968	ZMYND8	0.21133266974581114	7908
969	XRN2	0.21131290296267446	7807
970	PPAT	0.2112899958512976	2066
971	SMYD3	0.21127743860261652	875
972	MZT2B	0.21121797070122272	1236
973	NUTF2	0.21120878514409852	6424
974	RBM26	0.21119749202028332	5508
975	IK	0.21119405558366205	2525
976	STARD7	0.21118840231353084	1149
977	PRDX5	0.21117333362852114	4677
978	RPA3	0.21113782248333737	3156
979	NFIA	0.21108824888347855	355
980	UBE2V2	0.2110561656175251	3625
981	TRAPPC5	0.21105596590820883	7276
982	GTF2H5	0.21102339734584744	3090
983	MRPL52	0.21099371374271914	5579
984	CORO1C	0.21098546996624154	5259
985	SNX3	0.21098207843066108	2991
986	SMARCE1	0.21093739272682838	6748
987	LSM2	0.21093436196311416	2792
988	MRPS24	0.21085612376978644	3216
989	ILF3	0.21085208423333532	7316
990	NDUFA7	0.2107473875748966	7283
991	TAF7	0.21073709075540656	2530
992	POLR2K	0.21068438857033533	3713
993	LSM14A	0.2106841179594031	7476
994	SPCS2	0.21064619170316184	4790
995	FAM89A	0.21063775254536557	843
996	GHITM	0.21058410067817396	4300
997	VDAC3	0.2105819206010357	3614
998	RBM4	0.21057889577583516	4735
999	THUMPD3-AS1	0.2105421415571945	1485
1000	CCDC124	0.2103492472287273	7412
1001	SEC62	0.2103491643002515	1875
1002	IDH3B	0.21033641896270286	7758
1003	PTTG1IP	0.21033365110067656	8060
1004	UQCRC2	0.21032504870194474	6270
1005	PSMA3	0.2103118721419541	5697
1006	RNASEH2C	0.21025037200202049	4710
1007	UBE2B	0.21024045180702866	2486
1008	TMEM126B	0.21023563983496685	4818
1009	LYPLA1	0.21018304219887696	3631
1010	ATP1B3	0.21018266780905054	1830
1011	PPIP5K2	0.21016595576388777	2431
1012	TYW3	0.21012681857012486	382
1013	BRCA1	0.21012265597708538	6787
1014	MAP2K2	0.21011885860016202	7235
1015	WDR18	0.2100429768003766	7173
1016	SCP2	0.21003859421542578	333
1017	TIMMDC1	0.21001801217257518	1757
1018	UBE2D3	0.21001679164165896	2136
1019	MYCBP	0.21001325030341453	245
1020	ZBTB8OS	0.21001260436723973	197
1021	TBX1	0.209996413964915	8099
1022	FIS1	0.20999054955820304	3363
1023	SSNA1	0.20995045277138252	4121
1024	PRMT1	0.20991959903882795	7652
