pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	context	contrast_id	positive_category	negative_category	collection	ranking_method	claim_boundary	padj_within_context_contrast
Myogenesis	-0.441649283272788	-1.000380949212	0.475824835032993	0.610031839785889	0.0177972679949387	199	200	down	IGFBP3;ITGB1;ITGB4;MYH9;WWTR1;TPM3;CKB;MYO1C;COL6A2;NAV2;APP;ADAM12;PLXNB2;MAPK12;RB1;KIFC3;TEAD4;CNN3;ITGB5;FLII;MYLK;NCAM1;SVIL;FGF2;AGRN;MEF2A;FDPS;SMTN;PC;COL4A2;NQO1;PDLIM7;DMPK;PSEN2;HDAC5;FST;MYL6B;AGL;GAA;SLC6A8;ADCY9;GNAO1;ANKRD2	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6100318397858885
Notch Signaling	-0.713002735476643	-1.29930244808894	0.105835503139838	0.260569633221775	0.0529732526440329	32	32	down	CCND1;NOTCH3;PRKCA;JAG1;MAML2;TCF7L2;CUL1;NOTCH2;HES1;PSEN2;ST3GAL6;ARRB1;DTX2;NOTCH1	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.260569633221775
Oxidative Phosphorylation	0.520816244026414	1.37325824244983	0.0065311881856373	0.0372454341088365	0.407017918923954	200	200	up	COX6C;ATP6V0E1;COX7A2;VDAC2;ATP6V0C;UQCRB;COX6A1;ATP6V0B;NDUFA1;ATP6V1F;NDUFA2;MGST3;ATP5F1E;SDHB;NDUFB5;CYCS;UQCRH;ATP5PO;UQCR10;ATP6V1G1;UQCR11;NDUFC2;TIMM9;POLR2F;ISCU;COX4I1;GRPEL1;NDUFB4;ATP5MG;TIMM50;NDUFA4;COX6B1;NDUFB8;COX8A;SURF1;COX7C;COX7A2L;MRPS30;SUPV3L1;NDUFA8;NDUFB3;COX5A;ISCA1;ATP6V1C1;COX5B;TIMM17A;CYB5A;PDP1;NDUFA6;NDUFB2;ATP6V1E1;COX17;ATP6AP1;MRPS11;MRPS15;ECI1;NDUFS7;PDHX;ATP1B1;NDUFS2;SDHD;NDUFB7;MDH2;SUCLA2;MRPS22;MDH1;HCCS;NDUFS6;ACAA2;MRPL15;ATP6V1D;MTX2;TOMM22;COX7B;ATP5ME;HADHB;NDUFS3;TIMM10;NNT	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0372454341088361
PI3K/AKT/mTOR  Signaling	-0.550104269588701	-1.17571896939362	0.179803278688525	0.325980289806656	0.036201748643269	105	105	down	CALR;EGFR;HSP90B1;AP2M1;SFN;CLTC;ARHGDIA;CFL1;PFN1;ACACA;PPP1CA;PTPN11;PTEN;EIF4E;ACTR2;AKT1;E2F1;RALB;RPTOR;CAB39;TIAM1;CDK4;TBK1;GRK2;MAP2K3;GSK3B;MKNK1;CDK2;PRKAR2A;MAPK1;CAMK4;MAP2K6;MAPK8;YWHAB;HRAS;MAP3K7;STAT2;PAK4;VAV3;ARPC3	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3259802898066571
Pancreas Beta Cells	0.629712522395713	1.32242007474691	0.0885305749923943	0.260569633221775	0.0834065212039972	40	40	up	SRP14;SPCS1;MAFB;SRP9;SRPRB;SEC11A	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.260569633221775
Pperoxisome	-0.489380185235487	-1.04559567491593	0.37875016376261	0.511824545625148	0.0226262193146252	104	104	down	IDH2;SEMA3C;FADS1;SMARCC1;TSPO;DHRS3;MSH2;SCP2;IDE;SLC23A2;PRDX1;IDH1;MVP;CTPS1;DHCR24;TOP2A;YWHAH;SLC35B2;IDI1;ATXN1;SLC25A17;EHHADH;CLN6;RDH11;FDPS;ITGB1BP1;ABCC5;ABCD3;HRAS;CAT;LONP2;FIS1;CRABP2;ECI2	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5118245456251487
Protein Secretion	-0.516832975464278	-1.09449941961457	0.301115241635688	0.464428821866838	0.0266418288849326	96	96	down	EGFR;ANP32E;AP2M1;PAM;CLTC;COPB2;DST;KRT18;AP2B1;KIF1B;ATP1A1;CTSC;AP3B1;USO1;CAV2;ARFGEF1;GOLGA4;ADAM10;SEC31A;SEC24D;ARFGEF2;IGF2R;DNM1L;GBF1;MAPK1;M6PR;ARFIP1;SGMS1;MON2;CLCN3;TMED10;TMX1;AP2S1;ARCN1;ARFGAP3;STX16;STX12;AP1G1;COPB1;COPE;RAB22A;SNX2;OCRL	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4644288218668378
Reactive Oxygen Species Pathway	0.555496145942452	1.20803020570867	0.152979066022544	0.315335807494313	0.0646399151525937	49	49	up	FTL;SOD2;LAMTOR5;ATOX1;PRNP;SELENOS;PDLIM1;NDUFB4;MGST1;EGLN2;NDUFA6;PRDX4;NDUFS2;CDKN2D	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.315335807494314
Spermatogenesis	-0.567781521491691	-1.24245438746994	0.0854124236252546	0.260569633221775	0.0538152137392164	134	135	down	CDKN3;CCNB2;NF2;TALDO1;EZH2;AURKA;MAP7;GMCL1;DBF4;BUB1;MAST2;MTOR;IDE;VDAC3;KIF2C;MLLT10;IFT88;SLC12A2;TOPBP1;PRKAR2A;STRBP;CAMK4;CSNK2A2;NEK2;NCAPH;TTK;ZC3H14;RAD17;STAM2;HSPA4L;AGFG1;PGS1;CLPB;BRAF	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.260569633221775
TGF-beta Signaling	-0.647158793112486	-1.27830075951469	0.100975329890993	0.260569633221775	0.0524448692657274	54	54	down	ID1;SMURF2;SMAD3;PMEPA1;SPTBN1;HIPK2;THBS1;WWTR1;SMURF1;HDAC1;BCAR3;RAB31;ID3;SMAD6;PPP1CA;IFNGR2;TJP1;XIAP;TRIM33;SMAD7;BMPR1A;MAP3K7;KLF10;ARID4B;CDK9;LTBP2;SERPINE1	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.260569633221775
TNF-alpha Signaling via NF-kB	0.557269867425568	1.46937705474539	0.0014786061114273	0.014786061114273	0.45505986738723	200	200	up	GADD45A;SOD2;PPP1R15A;BTG1;BTG3;EIF1;LAMB3;EDN1;PNRC1;PLAUR;ATF3;IRS2;AREG;TUBB2A;SQSTM1;HBEGF;TSC22D1;KLF6;JUN;CDKN1A;SDC4;MCL1;TNF;MAFF;SAT1;IRF1;NFIL3;KLF4;SERPINB8;IFIT2;GADD45B;IFIH1;CCNL1;RCAN1;TGIF1;DNAJB4;YRDC;PHLDA2;VEGFA;TANK;CXCL1;IL6;ZBTB10;ICOSLG;MXD1;PTX3;SGK1;SPHK1;RELA;TNFRSF9;TRIB1;NINJ1;SPSB1;BIRC3;KDM6B;RELB;IL23A;DUSP4;NFKBIE;CEBPB;BCL6;TNIP2;LITAF;RIPK2;NAMPT;MSC;TNFAIP3;CXCL10;ID2;PER1;F2RL1;FOSL2;CFLAR	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.014786061114273
UV Response Dn	-0.660374461453609	-1.45621015569172	0.0029996250468691	0.0223552814978649	0.297232921999731	144	144	down	ID1;ANXA2;CAV1;INPP4B;PTPRM;SMAD3;NRP1;SRI;IGF1R;F3;PDLIM5;EFEMP1;PRKCA;TGFBR2;APBB2;ATRX;PRKCE;MGMT;ADORA2B;RUNX1;PTEN;SIPA1L1;FHL2;CDC42BPA;ABCC1;VAV2;PHF3;PPARG;CAP2;SYNJ2;MTA1;TENT4A;MAPK14;MET;FZD2;TJP1;IRS1;LDLR;DDAH1;ZMIZ1;DLG1;KCNMA1;BCKDHB;ATXN1;LAMC1;NR3C1;NFIB;ADD3;SMAD7;ATRN;GRK5;DYRK1A;CDK13;BMPR1A;MAP2K5;NOTCH2;LTBP1;ARHGEF9;DLC1;LPAR1;TGFBR3	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0223552814978642
UV Response Up	0.443073607964769	1.13629765707356	0.139214686384498	0.302640622574995	0.0861969619137114	156	158	up	SOD2;BTG1;BTG3;ATF3;ATP6V1F;EIF5;CDC34;SQSTM1;GRINA;UROD;GRPEL1;TMBIM6;PPP1R2;MGAT1;CDC5L;HMOX1;YKT6;CEBPG;IRF1;ATP6V1C1;POLE3;EPHX1;DDX21;IL6;CDKN1C;CDKN2B;HSPA13;BAK1;ASNS;BID;PLCL1;SLC25A4;RFC4;RRAD;ENO2;PRPF3;RXRB;DNAJA1;NXF1;POLR2H;POLG2;PARP2;STARD3;PPT1;HLA-F	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3026406225749956
Unfolded Protein Response	-0.429122213559084	-0.92260522936537	0.622818442302683	0.704106921579041	0.0150721514319048	110	113	down	CALR;HSP90B1;EEF2;DKC1;EIF4G1;PDIA6;PARN;TTC37;FUS;HSPA5;NOP56;MTREX;SLC7A5;EIF4A1;NOP14;EIF4E;YWHAZ;DCTN1;SPCS3;IMP3;HYOU1;KHSRP;NOLC1;NPM1;CNOT6;EXOSC10;CNOT2;SEC31A;CXXC1;SHC1;ALDH18A1;KDELR3;GEMIN4;RPS14;NABP1;EXOSC9;EIF4A3;XPOT;ATP6V0D1;EIF4EBP1;BANF1;BAG3;DNAJC3;NFYA;SSR1;PDIA5;EXOC2	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.70410692157904
Wnt-beta Catenin Signaling	-0.582741494443304	-1.10983227264259	0.306523022432113	0.464428821866838	0.0281818787673615	42	42	down	JAG1;HDAC2;NUMB;FZD8;SKP2;WNT5B;CUL1;JAG2;PSEN2;HDAC5;GNAI1;TP53;NOTCH1;CTNNB1;WNT6;NCOR2	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4644288218668378
Xenobiotic Metabolism	-0.421755914425588	-0.955191760116658	0.582363527294541	0.704106921579041	0.014856388494778	197	200	down	MT2A;PTGES3;COMT;PDLIM5;GCNT2;GART;ATP2A2;CDA;PGD;MTHFD1;GSTO1;HPRT1;PTGES;CBR1;ABCC3;IDH1;PTGR1;AHCY;ESR1;ADH5;LPIN2;FBLN1;TGFB2;ENTPD5;NMT1;ACO2;CASP6;ASL;CSAD;GSS;TMEM97;PC;CNDP2;BCAR1;CAT;NQO1;FAH;POR;ACP2;SHMT2;SERPINE1;CA2;TNFRSF1A;MCCC2	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.70410692157904
heme Metabolism	-0.418493071795214	-0.947185361627854	0.597936907760585	0.704106921579041	0.0144721029846111	194	200	down	PRDX2;GMPS;TCEA1;ELL2;CTSB;PGLS;SEC14L1;HMBS;FBXO34;CAST;TFRC;ADD1;KLF3;TNRC6B;HDGF;UBAC1;UCP2;DAAM1;EPB41;TOP1;TSPAN5;SLC25A37;MFHAS1;MARK3;SLC30A1;BSG;USP15;FBXO9;FOXO3;LPIN2;MAP2K3;NARF;NFE2L1;NR3C1;OSBP2;BTRC;NUDT4;CLCN3;BMP2K;PC;DCUN1D1;GCLM;CAT;CDR2;GAPVD1;SLC11A2;MKRN1;CA2;PSMD9;CTNS;NEK7;SLC6A9;EIF2AK1;ENDOD1;SLC6A8;PICALM;GLRX5;EZH1;SYNJ1;SPTB;E2F2;UROS;SIDT2;IGSF3;C3;MINPP1	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.70410692157904
mTORC1 Signaling	-0.565832881732654	-1.28175333955761	0.0377607288420043	0.157336370175018	0.0800618093065621	198	200	down	ENO1;CALR;LDHA;HSP90B1;HSPD1;HSPE1;MCM4;CCT6A;GMPS;PDAP1;FADS1;TCEA1;PPIA;IMMT;SDF2L1;DHFR;ATP2A2;HSPA4;PLOD2;GAPDH;RRM2;HSPA5;PSMA4;DDX39A;RPA1;ACACA;SLC7A5;PLK1;PSMD12;STIP1;HMBS;FDXR;PGK1;AURKA;HPRT1;CTSC;UCHL5;ACTR2;TFRC;G6PD;BUB1;UNG;SERPINH1;USO1;EBP;SRD5A1;PSMB5;PRDX1;CACYBP;IDH1;IFI30;TUBG1;PITPNB;ARPC5L;ACLY;SLC9A3R1;ACSL3;PSMA3;LDLR;DHCR24;PSMD14;PSPH;ME1;GPI;PFKL;TBK1;MCM2;POLR3G;MAP2K3;GSK3B;HMGCS1;IDI1;NUP205;TOMM40;ELOVL6;CANX;NFYC;NMT1;M6PR;CCNF;RDH11;ADD3;TMEM97;TPI1;CYP51A1	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.1573363701750179
p53 Pathway	0.51036016384045	1.33966170462469	0.0114182692307692	0.0570913461538462	0.335068558717014	196	200	up	KRT17;GADD45A;NUPR1;DDIT3;SLC3A2;PPP1R15A;BTG1;RPS27L;UPP1;RPS12;ATF3;TRIB3;HBEGF;HINT1;TSC22D1;RPL18;PERP;ISCU;VAMP8;TPRKB;JUN;FAM162A;CDKN1A;NDRG1;AK1;HMOX1;SAT1;TM4SF1;BLCAP;KLF4;S100A10;EPHX1;STOM;TSPYL2;TRAF4;MXD1;TXNIP;CDKN2B;IP6K2;SPHK1;BAK1;CCNK;PHLDA3;TPD52L1	HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.057091346153846
Adipogenesis	-0.541896340979005	-1.28656782322663	0.0319917440660475	0.0888659557390207	0.0852370970743609	199	200	down	GPHN;CAVIN1;ME1;SOD1;PEX14;CS;DDT;CMBL;GRPEL1;MYLK;PFKL;TALDO1;ANGPTL4;SLC1A5;ACADM;IDH1;NDUFA5;MCCC1;UBQLN1;ALDOA;RTN3;REEP5;PRDX3;GBE1;DLAT;CMPK1;GPD2;PPP1R15B;DBT;YWHAG;COL4A1;COX7B;PTCD3;BCL2L13;ELOVL6;LAMA4;TKT;APLP2;PFKFB3;SLC25A1;GPX3;ACLY;MDH2;MRPL15;PIM3;COX8A;NMT1;NDUFAB1;SNCG;BAZ2A;ALDH2;PGM1;DNAJC15;OMD;ADIPOR2;AGPAT3;DNAJB9;HIBCH;CHUK;SQOR;HADH;ESYT1;ITSN1;MAP4K3;PPARG;SLC66A3;CAT;SDHC;ABCB8;CD151;NKIRAS1;DLD;QDPR;HSPB8	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0888659557390208
Allograft Rejection	-0.58323011621831	-1.38352050539807	0.006647564469914	0.0296748484463097	0.189706833450518	196	200	down	NPM1;EGFR;EIF3A;RPL9;TPD52;RPS9;RPS3A;ETS1;RIPK2;TGFB2;EIF3J;MRPL3;RPL39;CAPG;TIMP1;TAP2;FLNA;CSK;EIF3D;EIF5A;GLMN;TAPBP;NME1;ABCE1;BRCA1;PSMB10;ABI1;RPS19;INHBA;EIF4G3	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0296748484463095
Androgen Response	-0.591848168465299	-1.32214150897012	0.0408137477887288	0.0971755899731639	0.0790299034720993	99	100	down	ALDH1A3;KRT19;SMS;ELL2;TPD52;XRCC6;GNAI3;XRCC5;TNFAIP8;SORD;FADS1;INPP4B;ANKH;PDLIM5;LMAN1;PIAS1;DBI;HERC3;FKBP5;VAPA;TMEM50A;RPS6KA3;B4GALT1;SPCS3;HMGCS1;ELOVL5;CDC14B;DNAJB9;DHCR24;UBE2I;NCOA4;ACTN1;BMPR1B;AKAP12;PTK2B;ELK4;STK39;SEC24D	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0971755899731638
Angiogenesis	-0.550247443683293	-1.08458847433369	0.348376765176882	0.47269796642354	0.0257260409444	36	36	down	PTK2;NRP1;VEGFA;TIMP1;LRPAP1;FGFR1;PDGFA;JAG2	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4726979664235408
Apical Junction	-0.535084194188804	-1.27077672148711	0.0401100160440064	0.0971755899731639	0.0758099300882185	200	200	down	ACTG1;EGFR;ACTB;ITGB1;MSN;TGFBI;LIMA1;FSCN1;CDH3;CNN2;PTK2;NF2;YWHAH;TIAL1;CTNNA1;LAMA3;CAP1;RSU1;GNAI2;NF1;ITGA3;LAMC2;HRAS;CD99;MYH9;MAPK13;SORBS3;MPZL2;MYL12B;B4GALT1;JUP;AMIGO2;MYH10;DHX16;TSC1;MPZL1;MPP5;CD276;EXOC4;RASA1;EPB41L2;MAP3K20;CLDN4;CDK8;PKD1;CLDN7;VCL;HADH;CDH8;ACTN1;CALB2;RHOF;PBX2;PPP2R2C;INPPL1;PFN1;SLIT2;NEXN	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0971755899731638
Apical Surface	-0.535562658571529	-1.08727834992127	0.336504330540963	0.47269796642354	0.0258896421711394	44	44	down	DCBLD2;EFNA5;ATP8B1;HSPB1;FLOT2;ADAM10;B4GALT1;BRCA1;ADIPOR2;RTN4RL1;AKAP7;CX3CL1	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4726979664235408
Apoptosis	-0.47639974444537	-1.11258313152757	0.239317245438493	0.427352223997309	0.0285642655573809	159	161	down	CAV1;ANXA1;LGALS3;CD44;TSPO;PPT1;SOD1;EMP1;PTK2;TGFB2;HMGB2;ROCK1;LMNA;HSPB1;ANKH;TIMP2;TIMP1;CDC25B;SLC20A1;SQSTM1;BCL2L1;IER3;GPX3;CASP8;CDK2;RARA;BRCA1;BNIP3L;GSN;CREBBP;PSEN1;DNAJA1;MGMT;CDKN1B;PAK1;DAP3;BIRC3;DNM1L;SC5D	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4273522239973089
Bile Acid Metabolism	-0.453619030457467	-1.02651988539654	0.418213313536253	0.536170914790069	0.0201929257383293	112	112	down	BCAR3;SOD1;GCLM;IDH2;TFCP2L1;SLC23A2;NEDD4;IDH1;FADS1;HSD17B4;HSD3B7;NPC1;PEX26;FADS2;PEX1;DHCR24;ALDH9A1;AMACR;LONP2;CAT;PECR;ACSL1;PEX11G;PEX19;PFKM	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.536170914790068
Cholesterol Homeostasis	-0.616603411878493	-1.33658181437707	0.0493143459915612	0.11207805907173	0.0732425961656048	74	74	down	ACTG1;PMVK;LGALS3;SQLE;ANXA5;FABP5;ERRFI1;CYP51A1;FASN;CD9;LDLR;SREBF2;NSDHL;TMEM97;CHKA;FDFT1;PDK3;NFIL3;GPX8;S100A11;HMGCS1;FADS2	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.1120780590717299
Coagulation	-0.384831079711308	-0.888283065837876	0.720963682128731	0.766982640562479	0.0117444467589086	138	138	down	CTSB;ANXA1;PRSS23;F3;CAPN2;CD9;TIMP1;MMP7;WDR1;GNG12;CRIP2;GSN;DUSP14;PLAU;FURIN	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7669826405624798
Complement	-0.459178175723123	-1.09050677082413	0.267476506990603	0.445794178317671	0.0261500489769086	200	200	down	DOCK10;CTSC;ME1;CTSB;LGALS3;HSPA1A;F3;ANXA5;GNAI3;DGKH;RHOG;HSPA5;GNB4;TIMP2;TIMP1;GNAI2;USP15;USP14;PPP4C;GPD2;GMFB;CTSD;CALM1;EHD1;RAF1;CTSL;AKAP10;CEBPB;LIPA;PRDM4;PSEN1;L3MBTL4;PRSS3;LAP3;PREP;MSRB1;PFN1;C1S;KIF2A;RABIF;PPP2CB;XPNPEP1;PDP1;DOCK4;C3;CD59;CCL5;ADAM9;COL4A2;PIM1	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4457941783176716
DNA Repair	0.379518240017277	1.04626014724028	0.286826735885788	0.448166774821544	0.0671281164691295	150	150	up	AK1;TP53;SURF1;TAF10;POLR2I;DGUOK;POLR2J;GTF2B;NME3;CETN2;POLR2G;MPG;BCAM;DAD1;ALYREF;COX17;UPF3B;POLA1;POLR2K;SDCBP;GUK1;VPS37B;POLR1C;USP11;ZNRD1;SEC61A1;SNAPC4;ERCC4;RFC4;POLR2F;GTF2F1;ADRM1;POM121;POLA2;ADCY6;XPC;TAF13;NUDT9;POLR3GL;NUDT21;ERCC5	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4481667748215437
E2F Targets	-0.694495803968757	-1.64885938657052	1.14684666230234e-06	1.91141110383723e-05	0.643551836150722	198	200	down	HMGA1;PAICS;TUBB;ATAD2;HNRNPD;RANBP1;SRSF2;RAD21;SMC3;TMPO;RFC1;XRCC6;SLBP;SMC1A;DCTPP1;MKI67;STMN1;PNN;PCNA;NAP1L1;ILF3;IPO7;EIF2S1;PHF5A;USP1;ANP32E;JPT1;DIAPH3;HMGB2;DUT;MCM2;HMGB3;MCM4;RAD51AP1;POLD2;SMC4;BARD1;RPA1;MELK;CNOT9;MCM5;LMNB1;BIRC5;NASP;CTPS1;GINS1;CDKN3;CDC25B;SYNCRIP;TIMELESS;MMS22L;KIF4A;TCF19;PLK1;XPO1;RAD1;SSRP1;MYC;SMC6;NAA38;DEK;TBRG4;PLK4;DNMT1;PRKDC;TRA2B;RRM2;RAN;CENPE;MSH2;LUC7L3;NOP56;PSMC3IP;GSPT1;TFRC;TIPIN;TRIP13;CKS1B;NME1;PPM1D;PPP1R8;LBR;PRIM2;BRCA1;CTCF;ASF1A;TK1;CCNE1;RPA2;MCM6;CSE1L;RPA3;NCAPD2;GINS4;DCK;CBX5;RFC3;CDK4;CDKN1B;SHMT1;NUP153;POLE;SPC25	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	1.911411103837233e-05
Epithelial Mesenchymal Transition	-0.566229162069409	-1.34474321237578	0.012376804950722	0.0412560165024066	0.138395468894856	200	200	down	VIM;PLOD2;ANPEP;DKK1;CALD1;ITGB1;EMP3;PFN2;CD44;TGFBI;CALU;SCG2;TPM1;TPM4;VEGFC;PLOD1;LOXL2;MYLK;LGALS1;MEST;TPM2;SFRP1;CAPG;LAMA3;VEGFA;COL6A2;TIMP1;COLGALT1;PDLIM4;FERMT2;LAMC2;QSOX1;DST;PPIB;COL4A1;CCN1;FLNA;IGFBP4;FGF2;PCOLCE2;ITGA5;ITGB5	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0412560165024066
Estrogen Response Early	-0.597107678777509	-1.41807690575126	0.0036672014668805	0.0183360073344029	0.256635016972443	200	200	down	KRT19;BLVRB;SFN;PRSS23;CD44;MYOF;MED13L;KAZN;NRIP1;MYBL1;CELSR1;FASN;SLC2A1;FLNB;PTGES;KLK10;FKBP4;OPN3;RBBP8;SVIL;ENDOD1;NXT1;MYBBP1A;SYT12;ABLIM1;DHRS3;TPBG;FKBP5;ISG20L2;SNX24;TPD52L1;RAB31;GAB2;MYC;FDFT1;B4GALT1;AFF1;IGFBP4;CHPT1;FARP1;THSD4;OLFML3;SYNGR1;NAV2;RARA;WWC1;SLC16A1;STC2;GLA;SLC9A3R1;KRT15;ELOVL5;TBC1D30;INPP5F;TFAP2C;SYBU;CLDN7;SLC37A1;CCN5;RHOD;CALB2;NCOR2;SLC22A5;FHL2	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0183360073344025
Estrogen Response Late	-0.507314654670763	-1.20482656865286	0.0942012376804951	0.196252578501031	0.0482233696391913	200	200	down	CAV1;KRT19;BLVRB;SFN;PRSS23;CD44;GAL;MYOF;FABP5;IDH2;NRIP1;MEST;EMP2;HPRT1;JAK1;CD9;FLNB;PTGES;KLK10;SORD;FKBP4;OPN3;RBBP8;NXT1;GINS2;LAMC2;TPBG;FKBP5;ATP2B4;TPD52L1;RAB31;CDC6;MAPK13;FDFT1;PLK4;IMPA2;GALE;AFF1;IGFBP4;CHPT1;FARP1;PKP3;IGSF1;SLC16A1;GLA;SLC9A3R1;ELOVL5;TFAP2C;UNC13B;CCN5;NAB2;MOCS2;NCOR2;SLC22A5	HCC38	Q1_anchor_vs_middle	Q1_anchor	middle	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.1962525785010314
