context	endpoint_category	collection	pathway	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	claim_boundary	padj
HCC1143	middle	reactome	Programmed Cell Death R-HSA-5357801	32	48	2	1	CDKN2A	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Protein Localization R-HSA-9609507	32	48	1	1	PEX14	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Protein Ubiquitination R-HSA-8852135	32	48	1	1	PEX14	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	RMTs Methylate Histone Arginines R-HSA-3214858	32	48	1	1	ARID1A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	RNA Polymerase II Transcription R-HSA-73857	32	48	11	8	ARID1A;CDKN2A;LAMTOR5;NPM1;PRDX2;RORC;SMAD1;THRA	0.4610414667866069	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	RORA Activates Gene Expression R-HSA-1368082	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243	32	48	1	1	ARID1A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	RUNX2 Regulates Bone Development R-HSA-8941326	32	48	1	1	SMAD1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	RUNX3 Regulates Immune Response And Cell Migration R-HSA-8949275	32	48	1	1	RORC	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	RUNX3 Regulates p14-ARF R-HSA-8951936	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Recycling Of Bile Acids And Salts R-HSA-159418	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Regulation Of PTEN Gene Transcription R-HSA-8943724	32	48	1	1	LAMTOR5	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Regulation Of RUNX3 Expression And Activity R-HSA-8941858	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Regulation Of TP53 Activity R-HSA-5633007	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Regulation Of TP53 Degradation R-HSA-6804757	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Regulation Of TP53 Expression And Degradation R-HSA-6806003	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Retrograde Transport At Trans-Golgi-Network R-HSA-6811440	32	48	1	1	TMF1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	SARS-CoV Infections R-HSA-9679506	32	48	2	1	TAB3	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	SARS-CoV-2 Infection R-HSA-9694516	32	48	2	1	TAB3	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	SARS-CoV-2-host Interactions R-HSA-9705683	32	48	2	1	TAB3	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232	32	48	6	5	CDKN2A;NCOA1;NPM1;PARK7;THRA	0.3364058153551086	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	SUMOylation R-HSA-2990846	32	48	6	5	CDKN2A;NCOA1;NPM1;PARK7;THRA	0.3364058153551086	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	SUMOylation Of Intracellular Receptors R-HSA-4090294	32	48	1	1	THRA	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	SUMOylation Of Transcription Cofactors R-HSA-3899300	32	48	4	3	NCOA1;NPM1;PARK7	0.5926611162503855	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	SUMOylation Of Transcription Factors R-HSA-3232118	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Selective Autophagy R-HSA-9663891	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	32	48	2	1	CDKN2A	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Signal Transduction R-HSA-162582	32	48	8	5	BMPR1A;LAMTOR5;NCOA1;SMAD1;TAB3	0.7576158954858643	descriptive target-membership annotation only	0.8904446563827365
HCC1143	middle	reactome	Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370	32	48	2	1	NPM1	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Signaling By BMP R-HSA-201451	32	48	2	2	BMPR1A;SMAD1	0.4397163120567375	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Signaling By Interleukins R-HSA-449147	32	48	3	2	RORC;TAB3	0.7456059204440333	descriptive target-membership annotation only	0.8904446563827365
HCC1143	middle	reactome	Signaling By Nuclear Receptors R-HSA-9006931	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Signaling By TGFB Family Members R-HSA-9006936	32	48	3	2	BMPR1A;SMAD1	0.7456059204440333	descriptive target-membership annotation only	0.8904446563827365
HCC1143	middle	reactome	Stabilization Of P53 R-HSA-69541	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Synthesis Of Bile Acids And Bile Salts R-HSA-192105	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Synthesis Of Bile Acids And Bile Salts Via 27-Hydroxycholesterol R-HSA-193807	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	TFAP2A Acts As A Transcriptional Repressor During Retinoic Acid Induced Cell Differentiation R-HSA-8869496	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	TICAM1,TRAF6-dependent Induction Of TAK1 Complex R-HSA-9014325	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	TNF Signaling R-HSA-75893	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	TNFR1-induced NFkappaB Signaling Pathway R-HSA-5357956	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	TP53 Regulates Metabolic Genes R-HSA-5628897	32	48	2	2	LAMTOR5;PRDX2	0.4397163120567375	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	TP53 Regulates Transcription Of Additional Cell Cycle Genes With Uncertain Roles In P53 Pathway R-HSA-6804115	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	TRAF6-mediated Induction Of TAK1 Complex Within TLR4 Complex R-HSA-937072	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Toll-like Receptor Cascades R-HSA-168898	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Transcriptional Regulation By TP53 R-HSA-3700989	32	48	4	4	CDKN2A;LAMTOR5;NPM1;PRDX2	0.1848083050673244	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Transcriptional Regulation By VENTX R-HSA-8853884	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Transcriptional Regulation By RUNX1 R-HSA-8878171	32	48	1	1	ARID1A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Transcriptional Regulation By RUNX2 R-HSA-8878166	32	48	1	1	SMAD1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Transcriptional Regulation By RUNX3 R-HSA-8878159	32	48	3	2	CDKN2A;RORC	0.7456059204440333	descriptive target-membership annotation only	0.8904446563827365
HCC1143	middle	reactome	Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Ub-specific Processing Proteases R-HSA-5689880	32	48	2	1	SMAD1	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Unfolded Protein Response (UPR) R-HSA-381119	32	48	2	1	HDGF	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Vesicle-mediated Transport R-HSA-5653656	32	48	1	1	TMF1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	XBP1(S) Activates Chaperone Genes R-HSA-381038	32	48	2	1	HDGF	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Activated TAK1 Mediates P38 MAPK Activation R-HSA-450302	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	mTORC1-mediated Signaling R-HSA-166208	32	48	1	1	LAMTOR5	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	p53-Dependent G1 DNA Damage Response R-HSA-69563	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC38	Q1_anchor	reactome	ALK Mutants Bind TKIs R-HSA-9700645	9	47	1	1	NPM1	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Axon Guidance R-HSA-422475	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Cap-dependent Translation Initiation R-HSA-72737	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Cell Cycle R-HSA-1640170	9	47	3	2	NPM1;RUVBL2	0.0895467160037002	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Cellular Response To Starvation R-HSA-9711097	9	47	2	1	RPS3	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	Cellular Responses To Stimuli R-HSA-8953897	9	47	8	2	RPS3;ZBTB17	0.4832821650506375	descriptive target-membership annotation only	0.5219447382546886
HCC38	Q1_anchor	reactome	Cellular Responses To Stress R-HSA-2262752	9	47	8	2	RPS3;ZBTB17	0.4832821650506375	descriptive target-membership annotation only	0.5219447382546886
HCC38	Q1_anchor	reactome	Chaperonin-mediated Protein Folding R-HSA-390466	9	47	2	1	PFDN5	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	Chromatin Modifying Enzymes R-HSA-3247509	9	47	5	2	ENY2;RUVBL2	0.2396848896859653	descriptive target-membership annotation only	0.3733553089339075
HCC38	Q1_anchor	reactome	Chromosome Maintenance R-HSA-73886	9	47	2	2	NPM1;RUVBL2	0.0333024976873265	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958	9	47	1	1	PFDN5	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279	9	47	1	1	NPM1	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Developmental Biology R-HSA-1266738	9	47	4	1	RPS3	0.5861575981835001	descriptive target-membership annotation only	0.6166073435436819
HCC38	Q1_anchor	reactome	Disease R-HSA-1643685	9	47	7	2	NPM1;RPS3	0.4042694864054678	descriptive target-membership annotation only	0.4612088506879281
HCC38	Q1_anchor	reactome	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	9	47	3	1	NPM1	0.479740980573543	descriptive target-membership annotation only	0.5219447382546886
HCC38	Q1_anchor	reactome	Eukaryotic Translation Elongation R-HSA-156842	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Eukaryotic Translation Termination R-HSA-72764	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Extension Of Telomeres R-HSA-180786	9	47	1	1	RUVBL2	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Formation Of A Pool Of Free 40S Subunits R-HSA-72689	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Gene Expression (Transcription) R-HSA-74160	9	47	12	1	NPM1	0.9481836830419028	descriptive target-membership annotation only	0.9481836830419028
HCC38	Q1_anchor	reactome	Generic Transcription Pathway R-HSA-212436	9	47	11	1	NPM1	0.9309115773892038	descriptive target-membership annotation only	0.9425479721065688
HCC38	Q1_anchor	reactome	HATs Acetylate Histones R-HSA-3214847	9	47	4	2	ENY2;RUVBL2	0.1604911277436716	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	HIV Infection R-HSA-162906	9	47	1	1	NPM1	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Host Interactions Of HIV Factors R-HSA-162909	9	47	1	1	NPM1	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	IRE1alpha Activates Chaperones R-HSA-381070	9	47	2	1	ZBTB17	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	Infectious Disease R-HSA-5663205	9	47	3	2	NPM1;RPS3	0.0895467160037002	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Influenza Infection R-HSA-168255	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Influenza Viral RNA Transcription And Replication R-HSA-168273	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Interactions Of Rev With Host Cellular Proteins R-HSA-177243	9	47	1	1	NPM1	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Metabolism R-HSA-1430728	9	47	3	1	RPS3	0.479740980573543	descriptive target-membership annotation only	0.5219447382546886
HCC38	Q1_anchor	reactome	Metabolism Of RNA R-HSA-8953854	9	47	3	2	PRPF6;RPS3	0.0895467160037002	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Metabolism Of Amino Acids And Derivatives R-HSA-71291	9	47	2	1	RPS3	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	Metabolism Of Proteins R-HSA-392499	9	47	13	4	NPM1;PFDN5;RPS3;ZNF131	0.1980808089818307	descriptive target-membership annotation only	0.3145989319123194
HCC38	Q1_anchor	reactome	Nervous System Development R-HSA-9675108	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371	9	47	2	1	NPM1	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	Nuclear Import Of Rev Protein R-HSA-180746	9	47	1	1	NPM1	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Peptide Chain Elongation R-HSA-156902	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Post-translational Protein Modification R-HSA-597592	9	47	10	2	NPM1;ZNF131	0.625373984291459	descriptive target-membership annotation only	0.6494268298411304
HCC38	Q1_anchor	reactome	Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957	9	47	1	1	PFDN5	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203	9	47	2	1	PRPF6	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	Protein Folding R-HSA-391251	9	47	2	1	PFDN5	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	RNA Polymerase II Transcription R-HSA-73857	9	47	11	1	NPM1	0.9309115773892038	descriptive target-membership annotation only	0.9425479721065688
HCC38	Q1_anchor	reactome	Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Ribosomal Scanning And Start Codon Recognition R-HSA-72702	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	SARS-CoV Infections R-HSA-9679506	9	47	2	1	RPS3	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	SARS-CoV-2 Infection R-HSA-9694516	9	47	2	1	RPS3	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	SARS-CoV-2-host Interactions R-HSA-9705683	9	47	2	1	RPS3	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232	9	47	6	2	NPM1;ZNF131	0.3221783917091879	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	SUMOylation R-HSA-2990846	9	47	6	2	NPM1;ZNF131	0.3221783917091879	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	SUMOylation Of Transcription Cofactors R-HSA-3899300	9	47	4	2	NPM1;ZNF131	0.1604911277436716	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Selenoamino Acid Metabolism R-HSA-2408522	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Selenocysteine Synthesis R-HSA-2408557	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370	9	47	2	1	NPM1	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	Signaling By ROBO Receptors R-HSA-376176	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	TFAP2A Acts As A Transcriptional Repressor During Retinoic Acid Induced Cell Differentiation R-HSA-8869496	9	47	1	1	NPM1	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312	9	47	1	1	NPM1	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	TP53 Regulates Transcription Of Additional Cell Cycle Genes With Uncertain Roles In P53 Pathway R-HSA-6804115	9	47	1	1	NPM1	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Telomere Extension By Telomerase R-HSA-171319	9	47	1	1	RUVBL2	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Telomere Maintenance R-HSA-157579	9	47	1	1	RUVBL2	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Transcriptional Regulation By TP53 R-HSA-3700989	9	47	4	1	NPM1	0.5861575981835001	descriptive target-membership annotation only	0.6166073435436819
HCC38	Q1_anchor	reactome	Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260	9	47	1	1	NPM1	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Translation R-HSA-72766	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Translation Initiation Complex Formation R-HSA-72649	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	Unfolded Protein Response (UPR) R-HSA-381119	9	47	2	1	ZBTB17	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	Viral mRNA Translation R-HSA-192823	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	XBP1(S) Activates Chaperone Genes R-HSA-381038	9	47	2	1	ZBTB17	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	mRNA Splicing - Major Pathway R-HSA-72163	9	47	2	1	PRPF6	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	mRNA Splicing - Minor Pathway R-HSA-72165	9	47	2	1	PRPF6	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	mRNA Splicing R-HSA-72172	9	47	2	1	PRPF6	0.3496762257169288	descriptive target-membership annotation only	0.4046253469010176
HCC38	Q1_anchor	reactome	rRNA Processing R-HSA-72312	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q1_anchor	reactome	rRNA Processing In Nucleus And Cytosol R-HSA-8868773	9	47	1	1	RPS3	0.1914893617021276	descriptive target-membership annotation only	0.3102127659574468
HCC38	Q4_low_information	reactome	Apoptosis R-HSA-109581	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	Apoptotic Factor-Mediated Response R-HSA-111471	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Cell Cycle Checkpoints R-HSA-69620	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Cell Cycle R-HSA-1640170	6	47	3	1	CDKN2A	0.3425840271353685	descriptive target-membership annotation only	0.4111008325624423
