pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	context	contrast_id	positive_category	negative_category	collection	ranking_method	claim_boundary	padj_within_context_contrast
Myc Targets V1	-0.736557968940118	-1.60710836863338	3.53532308274185e-06	4.41915385342731e-05	0.627256739718528	196	200	down	TYMS;HNRNPU;RPS3;SNRPA1;HNRNPA3;HNRNPA2B1;HSP90AB1;EIF4G2;HSPD1;HNRNPR;LDHA;HNRNPA1;SERBP1;XRCC6;MCM4;NPM1;HNRNPD;CCT3;PTGES3;RANBP1;SRSF7;HSPE1;CDC20;G3BP1;PCNA;RPS2;PSMA1;RPL34;PSMD1;EEF1B2;SET;CCT5;RAD23B;RUVBL2;HDGF;MCM5;CYC1;KPNA2;XPO1;POLD2;PPM1G;C1QBP;RRM1;MCM7;KPNB1;SNRPD3;YWHAE;HNRNPC;PPIA;NAP1L1;PGK1;GSPT1;RAN;SRSF3;RPL6;MCM6;SMARCC1;RPLP0;SF3B3;CCNA2;TFDP1;PSMD14;VBP1;FAM120A;GOT2;PA2G4;IMPDH2;DEK;TARDBP;NOP56;EIF4H;VDAC3;ILF2;EIF4E;CLNS1A;SNRPA;TRIM28;MRPL23;SRM;SRPK1;PSMA4;SLC25A3;CCT2;PSMB3;HDAC2;VDAC1;CDC45;SRSF1;CAD;PSMD3;CTPS1;HPRT1;MCM2;NOP16;PABPC4;PHB;TOMM70;EIF4A1;AIMP2;RPL14;NOLC1;SRSF2;PRDX3;DUT;FBL;EXOSC7;DHX15;UBE2L3;APEX1;CDK2;PSMA2;ABCE1;XPOT;RNPS1;EIF3B;CSTF2;CUL1;CDK4;SNRPD2;PHB2;SNRPD1;CANX;DDX18;CCT7;USP1;MAD2L1;NCBP1;BUB3	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	4.419153853427312e-05
Myc Targets V2	-0.685833821155959	-1.33715483035065	0.0554463232402674	0.218767990788716	0.0686890698977699	58	58	down	HSPD1;MCM4;NPM1;HSPE1;PLK1;MCM5;TCOF1;PA2G4;NOP56;SRM;SLC19A1;UNG;GRWD1;PRMT3;MRTO4;LAS1L;IPO4;NOP16;PUS1;PHB;AIMP2;NOLC1;MYBBP1A;TMEM97;WDR43;FARSA;CDK4;NOC4L;DCTPP1;PLK4;DDX18;SORD	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2187679907887161
Myogenesis	-0.456917570377261	-0.998569028367358	0.488768396591789	0.610960495739737	0.0162217337048329	199	200	down	IGFBP3;ITGB4;MYH9;ITGB1;CKB;TPM3;COL6A2;ADAM12;MYO1C;NAV2;WWTR1;FLII;MAPK12;CNN3;KIFC3;PLXNB2;FDPS;APP;COL4A2;TEAD4;SVIL;RB1;MYLK;NCAM1;FGF2;SMTN;CFD;ITGB5;HDAC5;SORBS1;DMPK;TSC2;PSEN2;AGL;AGRN;PDLIM7;PC;GNAO1;TPM2;SLC6A8;DAPK2;GAA;ADCY9;ANKRD2;KCNH1;SCD;MEF2A	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6109604957397362
Notch Signaling	-0.699686188864156	-1.25908845964407	0.13732444318343	0.326962959960548	0.0440812781729208	32	32	down	NOTCH3;CCND1;PRKCA;JAG1;SKP1;DTX2;TCF7L2;CUL1;HES1;ARRB1;MAML2;PSEN2;PPARD;ST3GAL6;SAP30;NOTCH2;NOTCH1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3269629599605476
Oxidative Phosphorylation	0.442131311189032	1.17926638966091	0.0704663212435233	0.218767990788716	0.175004015942342	200	200	up	ATP6V0E1;VDAC2;COX7A2;CYCS;COX6A1;NDUFB5;UQCRB;NDUFA1;ATP6V0C;NDUFB4;ATP6V1F;COX6C;TIMM9;ATP5F1E;TIMM50;ATP5PO;ATP6V1G1;COX17;NDUFA2;ATP6V0B;MGST3;GRPEL1;UQCR11;TIMM17A;NDUFB8;SDHB;POLR2F;COX7C;UQCRH;ISCU;SURF1;COX5B;PDP1;ATP5MG;COX4I1;SUPV3L1;NDUFB3;NDUFC2;COX7A2L;MDH1;MRPS30;NDUFB2;HCCS;COX6B1;SDHD;ACAA2;MRPS22;NDUFA4;ATP6V1C1;NDUFS3;PDHX;COX5A;UQCR10;SUCLA2;TOMM22;HADHB;ISCA1;ATP6V1E1;ECI1;ATP6V1D;MTX2;ECH1;NDUFA6;MRPS11;NDUFS7;COX8A;ATP6AP1;MDH2;NNT;NDUFB1;MRPS15;NDUFB7	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2187679907887161
PI3K/AKT/mTOR  Signaling	-0.519109594364208	-1.07696867217165	0.331065484145304	0.564172669435827	0.0235758097191922	105	105	down	EGFR;SFN;CALR;HSP90B1;CLTC;AP2M1;CFL1;PFN1;ARHGDIA;PPP1CA;ACACA;AKT1;EIF4E;TIAM1;PRKAR2A;PTEN;PTPN11;ACTR2;RALB;CAB39;GRK2;MKNK1;RPTOR;MAPK8;YWHAB;MAPK1;E2F1;CDK2;MAP2K6;PIN1;CDK4;PIK3R3;MAP3K7;VAV3;CAMK4;HRAS;MAPKAP1;TBK1;TSC2;PIKFYVE;MAP2K3	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5641726694358272
Pancreas Beta Cells	0.594844470236253	1.2641482162288	0.127745241581259	0.319363103953148	0.0759225511621017	40	40	up	SRP14;SPCS1;SRPRB;MAFB;SRP9;SEC11A	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3193631039531475
Pperoxisome	-0.490855475614763	-1.01771807069047	0.446174431334388	0.590024486228979	0.018957600308321	104	104	down	IDH2;SEMA3C;FADS1;TSPO;TOP2A;SMARCC1;PRDX1;MSH2;SCP2;YWHAH;FIS1;DHRS3;IDE;DHCR24;CRABP2;FDPS;IDH1;ATXN1;CTPS1;SLC25A17;MVP;SLC23A2;ABCC5;SLC35B2;ECI2;RDH11;CTBP1;HRAS;ALDH9A1;LONP2;CLN6;NUDT19;IDI1;CAT;ACSL4;ABCD3;PEX2;EHHADH;ITGB1BP1;ACAA1;ABCB9;PEX11A;ACSL1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5900244862289795
Protein Secretion	-0.505666098973772	-1.04279761906627	0.394920868605079	0.564172669435827	0.0209418871689618	96	96	down	EGFR;ANP32E;PAM;AP2B1;CLTC;AP2M1;DST;KIF1B;AP3B1;COPB2;GOLGA4;CAV2;DNM1L;ATP1A1;ADAM10;CTSC;SEC24D;ARFGEF1;SEC31A;USO1;MAPK1;STX16;IGF2R;COPB1;GBF1;TMX1;GNAS;KRT18;ARCN1;M6PR;ARFGEF2;ARFGAP3;RAB14;COG2;ARFIP1;COPE;ICA1;TMED10;CLCN3;SNX2;ZW10;SGMS1;ATP7A;STX12;MON2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5641726694358272
Reactive Oxygen Species Pathway	0.499881737301598	1.09891605314448	0.274525316455696	0.527933300876339	0.0528500333504708	49	49	up	FTL;SOD2;NDUFB4;PRNP;LAMTOR5;ATOX1;SELENOS;EGLN2;CDKN2D;JUNB;PRDX4;PDLIM1;NDUFA6;GCLC;MGST1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5279333008763385
Spermatogenesis	-0.601727977972178	-1.27672593208082	0.0568088836937464	0.218767990788716	0.0638665387777927	134	135	down	CDKN3;NF2;TALDO1;CCNB2;MAP7;EZH2;AURKA;MAST2;PEBP1;MTOR;VDAC3;BUB1;PRKAR2A;DBF4;NCAPH;STRBP;MLLT10;TTK;IDE;GMCL1;KIF2C;NEK2;IFT88;CSNK2A2;HSPA4L;CAMK4;ZC3H14;HSPA2;SCG5;SLC12A2;ART3	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2187679907887161
TGF-beta Signaling	-0.625425882459957	-1.20894224109612	0.17038405701465	0.37040012394489	0.0374794960289456	54	54	down	ID1;HIPK2;SMAD3;PMEPA1;SMURF2;THBS1;SPTBN1;RAB31;BCAR3;SMURF1;HDAC1;PPP1CA;SMAD6;ID3;WWTR1;TJP1;XIAP;IFNGR2;BMPR1A;TRIM33;MAP3K7;CDK9;SKI;SERPINE1;ENG;BMP2;CTNNB1;NCOR2;APC;ACVR1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3704001239448913
TNF-alpha Signaling via NF-kB	0.620034322932335	1.65377483785048	4.90754409640851e-05	0.0004907544096408	0.557332238758646	200	200	up	GADD45A;SOD2;PPP1R15A;BTG1;PLAUR;PNRC1;BTG3;ATF3;EIF1;LAMB3;SQSTM1;KLF6;EDN1;TSC22D1;IRS2;HBEGF;CCNL1;JUN;TUBB2A;SDC4;IRF1;GADD45B;MCL1;CDKN1A;AREG;MAFF;SAT1;TGIF1;SERPINB8;TNF;NFIL3;KLF4;YRDC;INHBA;VEGFA;CEBPB;RCAN1;ZBTB10;TRIB1;IL6;JUNB;SGK1;IFIT2;PTX3;IL23A;RELB;RELA;ICOSLG;TNFRSF9;DNAJB4;MXD1;CXCL1;NFKBIA;TNIP2;DUSP4;CCN1;PHLDA2;KDM6B;LITAF;PTPRE;EFNA1;CXCL3;RHOB;PER1;TANK;NINJ1;MSC;NAMPT;TIPARP;DUSP1;IFIH1;SPSB1;FOSL2;TNFAIP3;RIPK2;BCL6;GEM	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0004907544096408
UV Response Dn	-0.66936176554495	-1.42861281021991	0.0037011334721258	0.0304304525838221	0.256635016972443	144	144	down	ID1;CAV1;ANXA2;PTPRM;F3;INPP4B;IGF1R;SMAD3;PDLIM5;PRKCA;TGFBR2;NRP1;RUNX1;PRKCE;EFEMP1;ATRX;SRI;APBB2;SYNJ2;ADORA2B;FHL2;MGMT;CAP2;DLG1;CDC42BPA;SIPA1L1;MTA1;PPARG;PTEN;ABCC1;VAV2;BCKDHB;MET;IRS1;TENT4A;FZD2;MAPK14;ATXN1;LDLR;TJP1;DYRK1A;ZMIZ1;DDAH1;PHF3;BMPR1A;ADD3;TGFBR3;ARHGEF9;NFKB1;GRK5;ATRN;LAMC1;NFIB;PIK3R3;LPAR1;CDK13;PIK3CD;LTBP1;ICA1;NEK7;MAP2K5;SERPINE1;MMP16;AGGF1;NIPBL;NR3C1;DLC1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0304304525838218
UV Response Up	0.453769679901872	1.18202976900338	0.0782945736434109	0.218767990788716	0.143184642183776	156	158	up	SOD2;BTG1;BTG3;ATF3;SQSTM1;ATP6V1F;EIF5;PPP1R2;HMOX1;CDC34;UROD;IRF1;GRPEL1;TMBIM6;MGAT1;DDX21;EPHX1;CDC5L;GRINA;IL6;JUNB;HSPA13;CEBPG;YKT6;ATP6V1C1;CDKN1C;CDKN2B;RFC4;POLE3;NFKBIA;POLG2;ASNS;RXRB;BAK1;BID;RHOB;PLCL1;NXF1;PARP2;RRAD;STARD3;POLR2H;CCND3;FGF18;DNAJA1;TYRO3;ALAS1;CASP3;ICAM1;ENO2;AQP3;PRPF3;HLA-F	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2187679907887161
Unfolded Protein Response	-0.431555736739263	-0.899733942908018	0.680635838150289	0.752563997473372	0.01265541871315	110	113	down	CALR;NPM1;EEF2;HSP90B1;DKC1;SLC7A5;EIF4G1;YWHAZ;PARN;TTC37;PDIA6;FUS;MTREX;NOP56;EIF4E;NOP14;DCTN1;KHSRP;CNOT6;EIF4EBP1;SPCS3;HYOU1;IMP3;EXOSC10;EIF4A1;NOLC1;RPS14;SEC31A;GEMIN4;BANF1;CXXC1;HSPA5;SHC1;XPOT;ALDH18A1;CNOT2;ATP6V0D1;MTHFD2;ATF6;HSPA9;PDIA5;NABP1;EXOC2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7525639974733717
Wnt-beta Catenin Signaling	-0.596472629753902	-1.11427215791413	0.308007652364034	0.550013664935775	0.0267486380487619	42	42	down	NUMB;HDAC2;JAG1;FZD8;TP53;WNT5B;SKP2;JAG2;CUL1;WNT6;HDAC5;PSEN2;PPARD;CTNNB1;NCOR2	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.550013664935775
Xenobiotic Metabolism	-0.438678369487725	-0.957509045200006	0.584453081621322	0.695777478120621	0.0136887929450163	197	200	down	MT2A;PTGES3;CDA;PDLIM5;PGD;COMT;GCNT2;MTHFD1;CBR1;GART;PTGES;ADH5;CA2;ATP2A2;LPIN2;NMT1;GSTO1;PTGR1;FBLN1;IDH1;HPRT1;ESR1;ABCC3;MCCC2;TMEM97;ASL;CASP6;GSS;BCAR1;AHCY;ENTPD5;TPST1;IGFBP4;SHMT2;CSAD;ACO2;JUP;ALDH9A1;CYP1A1;CNDP2;POR;SERPINE1;PC;PPARD;FAH;GSR;ACP2;BPHL;CAT	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6957774781206215
heme Metabolism	-0.403497598941074	-0.879595126385933	0.75676277412891	0.805066780988202	0.0099030174023736	194	200	down	PRDX2;PGLS;GMPS;CTSB;HDGF;TCEA1;ELL2;SEC14L1;FBXO34;UBAC1;CAST;CA2;TNRC6B;LPIN2;TSPAN5;HMBS;ADD1;BSG;MFHAS1;SLC25A37;EPB41;FOXO3;OSBP2;NARF;SLC30A1;UCP2;FBXO9;ENDOD1;GAPVD1;IGSF3;USP15;TFRC;NUDT4;MARK3;DAAM1;KLF3;NFE2L1;BTRC;GCLM;UROS;PSMD9;AGPAT4;SLC6A9;NEK7;TOP1;CLCN3;PC;MAP2K3;NR3C1;PICALM;SLC6A8;CDR2;SPTB;CAT;BMP2K;SLC11A2;EZH1;E2F2;MKRN1;FBXO7;RNF123;EIF2AK1;XPO7	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8050667809882021
mTORC1 Signaling	-0.563006065012161	-1.22950583711159	0.0741931906399024	0.218767990788716	0.0539014313173232	198	200	down	ENO1;HSPD1;CALR;LDHA;MCM4;HSPE1;HSP90B1;CCT6A;IMMT;FADS1;PDAP1;GMPS;SLC7A5;DHFR;SDF2L1;PLK1;TCEA1;HSPA4;GAPDH;STIP1;PPIA;PGK1;G6PD;RRM2;ACACA;CACYBP;PSMD12;UCHL5;PSMD14;AURKA;GPI;SLC9A3R1;RPA1;PRDX1;FDXR;PSPH;PSMB5;PITPNB;BUB1;ARPC5L;SRD5A1;UNG;PSMA4;ACLY;ATP2A2;NMT1;PFKL;PLOD2;DHCR24;CTSC;HMBS;POLR3G;ACTR2;SQLE;IDH1;LDLR;SERPINH1;EBP;HPRT1;MCM2;ME1;TPI1;HMGCS1;GGA2;IFI30;NUP205;TOMM40;ELOVL6;USO1;TMEM97;DDX39A;ADD3;CCNF;DHCR7;HSPA5;TUBG1;ACSL3;HMGCR;NFYC;TFRC;M6PR;PSMA3;SHMT2;PIK3R3;ABCF2;CANX;MTHFD2;RDH11;SORD;FADS2;TUBA4A;HSPA9;ALDOA;TBK1;CYP51A1	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2187679907887161
p53 Pathway	0.500010557788883	1.33353022505707	0.0116670804063992	0.0648171133688845	0.380730400722792	196	200	up	KRT17;GADD45A;DDIT3;NUPR1;PPP1R15A;SLC3A2;BTG1;RPS27L;UPP1;ATF3;RPS12;TRIB3;RPL18;TSC22D1;TM4SF1;HBEGF;JUN;HMOX1;PERP;VAMP8;CDKN1A;SAT1;TPRKB;ISCU;NDRG1;HINT1;KLF4;EPHX1;FAM162A;TRAF4;BLCAP;TXNIP;TSPYL2;CCNK;CDKN2B;TPD52L1;STOM;MXD1;S100A10;CSRNP2;SLC7A11;PTPRE;BAK1;AK1;IP6K2;PHLDA3;NINJ1;SEC61A1;SERTAD3;ZMAT3;RRAD;OSGIN1;RAB40C;CDKN2AIP;RETSAT;DNTTIP2;CCND3;MKNK2;ABHD4	HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0648171133688844
Adipogenesis	-0.472821438363654	-1.13388418600422	0.189661319073084	0.343237344223051	0.033111902002548	199	200	down	GPHN;CAVIN1;ME1;MYLK;CMBL;SLC25A1;NDUFA5;ANGPTL4;SLC1A5;GRPEL1;ACADM;IDH1;PRDX3;MCCC1;CS;PTCD3;ALDOA;YWHAG;ACLY;LAMA4;UBQLN1;MDH2;PFKL;DDT;PFKFB3;DLAT;GBE1;DBT;SOD1;BCL2L13;TKT;PEX14;PPP1R15B;SNCG;DRAM2;MRPL15;RTN3;REEP5;PPARG;TALDO1;SCARB1;NMT1;NDUFAB1;GPX3;PIM3;ELOVL6;CHCHD10;CAT;AGPAT3;ALDH2;ANGPT1;SDHC;OMD;NABP1;POR;DHCR7;SLC5A6;COL4A1;SLC19A1;SLC66A3;ABCB8;SORBS1;UCP2;MAP4K3;SQOR;VEGFB;ITSN1;SOWAHC;GPD2;COX8A;NKIRAS1;DNAJB9;HSPB8;PGM1;DLD	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3432373442230518
Allograft Rejection	-0.538148032593661	-1.28923338130984	0.034412955465587	0.10754048582996	0.0837037443963104	196	200	down	NPM1;RPL9;TGFB2;EIF3A;EGFR;EIF3J;RPS9;ETS1;RIPK2;RPL39;EIF5A;MRPL3;FLNA;RPS3A;PSMB10;NME1;TAP2;BCL3;BCL10;RPS19;BRCA1;CSK;EIF3D;TPD52	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.1075404858299593
Androgen Response	-0.544835369894918	-1.22438554949158	0.11586007364545	0.289650184113624	0.0464297553536565	99	100	down	ALDH1A3;ELL2;SMS;KRT19;XRCC6;GNAI3;XRCC5;TNFAIP8;ANKH;ELOVL5;HMGCS1;FKBP5;DBI;FADS1;SORD;PIAS1;LMAN1;RAB4A;RPS6KA3;ACTN1;UAP1;INPP4B;DHCR24;TPD52;CDC14B;STK39;B4GALT1;INSIG1;IDI1;PDLIM5	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.289650184113625
Angiogenesis	-0.422246343920564	-0.835415247394247	0.733956010846641	0.797778272659392	0.0148029637845584	36	36	down	NRP1;VEGFA;FSTL1;JAG2;PDGFA;PTK2;TIMP1;FGFR1;SLCO2A1	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7977782726593923
Apical Junction	-0.516082746008987	-1.23833114299182	0.0631091038744949	0.166076589143408	0.0609531156006142	200	200	down	ACTG1;ACTB;MSN;EGFR;FSCN1;SLIT2;TGFBI;CNN2;NF2;ITGB1;MYH9;ITGA3;CDH3;DHX16;YWHAH;RSU1;CAP1;DLG1;CTNNA1;MAP3K20;TIAL1;MPP5;MYH10;VCL;JUP;EXOC4;ACTN1;TSC1;RASA1;SYMPK;MPZL1;MAPK13;AKT2;PKD1;SORBS3;HRAS;CD276;ARPC2;B4GALT1;INSIG1;MVD;CD99;NF1;MAPK14;CDH8;MPZL2;AMIGO2;NEXN;PTK2;RHOF;IKBKG;AMH;SPEG	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.1660765891434076
Apical Surface	-0.547928921257213	-1.11382762077816	0.301680920082572	0.457092303155411	0.0284501150212396	44	44	down	EFNA5;HSPB1;DCBLD2;FLOT2;ATP8B1;ADAM10;RTN4RL1;BRCA1;B4GALT1;NCOA6;AKAP7	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4570923031554121
Apoptosis	-0.373293075069084	-0.880162299221078	0.751413123617597	0.799375663422975	0.0115009735423448	159	161	down	CAV1;TGFB2;CD44;PPT1;TSPO;HSPB1;ANKH;TIMP2;IER3;SOD1;SLC20A1;LMNA;RARA;MCL1;ANXA1;HMGB2;BCL10;EMP1;CASP8;BRCA1;ROCK1;CDC25B;GPX3;DAP3;ATF3;ETF1;CDK2;PTK2;BAX;PSEN1;CDKN1B;TIMP1;SMAD7	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7993756634229755
Bile Acid Metabolism	-0.403154821405472	-0.917978525340841	0.639068564036223	0.743102981437468	0.0146029418004328	112	112	down	BCAR3;GCLM;NEDD4;SLC23A2;TFCP2L1;PEX26;IDH1;IDH2;SOD1;FADS1;HSD3B7;GNPAT;HSD17B4;DHCR24;PECR;PEX13;CAT;FADS2;ALDH9A1;IDI1;AMACR;DIO2;PEX1;PEX11G;PEX19;SLC29A1;HACL1	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7431029814374686
Cholesterol Homeostasis	-0.532270312943554	-1.15628516490634	0.214976512848853	0.365462324696934	0.0336146421505993	74	74	down	ACTG1;SQLE;ERRFI1;CYP51A1;FASN;PMVK;FABP5;FDFT1;LDLR;HMGCS1;GPX8;TMEM97;SREBF2;TRIB3;NSDHL;PPARG;ANXA5;FADS2;MVD;ATF3;IDI1;PCYT2;DHCR7	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3654623246969333
Coagulation	0.409009384187168	1.10194005494229	0.186159844054581	0.343237344223051	0.0724404674044223	138	138	up	RAC1;GSN;ITGA2;CPQ;MSRB2;LAMP2;CLU;CTSH;LTA4H;USP11;CTSV;ISCU;S100A1;MMP2;ARF4;LGMN;CD9;F12;DUSP6;FN1;S100A13;CFI;FBN1;KLF7;BMP1;C2;PEF1;THBS1;ADAM9;TF	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3432373442230518
Complement	-0.376448469675763	-0.90328124188634	0.714523413358688	0.793914903731876	0.0117517967957113	200	200	down	DOCK10;CTSB;CTSC;HSPA5;ME1;F3;HSPA1A;GNAI3;DGKH;TIMP2;EHD1;RHOG;PPP4C;GNB4;CTSL;AKAP10;PDP1;RAF1;GMFB;CEBPB;ANXA5;MSRB1;PIK3CA;PREP;LIPA;USP14;PSEN1;TIMP1;PRDM4;CA2;DOCK4;APOBEC3G;PDGFB;COL4A2;GNAI2;GPD2;RABIF;LAP3;CDK5R1;CBLB;PIM1	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7939149037318755
DNA Repair	0.372116241844475	1.01414085499511	0.378640776699029	0.540915395284327	0.0510160239838462	150	150	up	CETN2;TAF10;AK1;SURF1;DGUOK;BCAM;UPF3B;POLR2J;USP11;MPG;EIF1B;EDF1;NME3;DAD1;POLR1C;POLR2G;POLR2K;SNAPC4;POLR2I;POLR3C;ZNRD1;ERCC5;SDCBP;GTF2B;VPS28;TP53;POLA1;VPS37B;RFC4;GPX4;NUDT9;SEC61A1;COX17;ADCY6;ERCC4;ALYREF;POLE4;LIG1;SNAPC5;XPC;MPC2;TSG101	HCC38	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5409153952843272
